time;Pixel leftCheek
7.546;219.46090534979425,193.08285322359396,197.3201646090535
7.616;218.68562954974388,192.52332165004043,196.7225667295767
7.717;219.7004817987152,193.82414346895075,197.73982869379014
7.823;220.10699152542372,194.41313559322035,198.38188559322035
7.926;219.79435379435378,193.39523439523438,198.15151515151516
7.992;219.3170163170163,193.32271432271432,197.63998963998964
8.059;219.01088364861363,192.58875356309926,197.37678154962427
8.129;218.49795814190912,192.6181725370087,196.9218989280245
8.196;218.269545222279,192.0929994890138,196.47087378640776
8.297;218.71625766871165,192.21676891615542,196.8888036809816
8.397;217.83535660091047,192.158320687911,195.87303995953465
8.498;218.8028992878942,192.3708036622584,196.71083418107833
8.564;218.55467955239064,192.3140895218718,196.66963377416073
8.675;217.4631010542556,191.36307534070454,195.43044484443303
8.741;217.54594455852157,191.57443531827516,195.8421457905544
8.81;216.51225740551584,190.43947906026557,194.40883554647598
8.911;217.4566683964712,191.09366891541256,195.3798650752465
8.986;217.63843563843565,191.06734006734007,195.53043253043253
9.12;217.09404792579232,190.3457871682556,195.36949239886627
9.186;217.85086342229198,191.10282574568288,196.14913657770802
9.288;217.50662927078022,191.23406425293217,195.69020907700153
9.423;218.5904173106646,192.16512107161256,196.68366821226172
9.523;217.93753226639132,191.96153846153845,196.47857511615902
9.624;217.741683991684,191.17723492723493,195.49142411642413
9.694;217.22803835190464,190.4905415910858,195.34283493132935
9.78;216.28245659497279,190.30888831303446,194.54366416169992
9.915;216.72670484122852,189.97943779281624,194.5252472670484
9.981;217.0361850607392,190.36365986042904,194.65779271129492
10.083;217.02789363920752,190.53023983315953,194.96167883211677
10.183;217.88244473342002,191.04317295188557,195.87932379713914
10.284;217.17996385231086,191.09811515620964,195.5445391169636
10.389;217.74769467213116,191.45081967213116,195.64959016393442
10.557;216.2891226269882,190.17778347870703,193.86300667008723
10.657;217.35963777490298,190.82328589909443,195.33040103492885
10.724;217.3476693278393,190.9456605717229,195.42879217100182
10.826;217.63937823834198,191.0321243523316,195.74689119170984
10.904;217.36113989637306,190.9961139896373,195.470207253886
11.007;217.24947970863684,191.02809573361083,195.6462018730489
11.074;217.40998959417274,191.0723204994797,195.64281997918835
11.14;217.2625,190.92213541666666,195.15208333333334
11.209;217.59492047203693,191.68573627501283,195.8658286300667
11.309;217.68188894654904,191.37234042553192,195.7859366891541
11.427;217.5053095053095,190.67417767417768,195.6055426055426
11.53;217.47549909255898,190.63728286232822,194.79569613689395
11.635;217.46243222308289,190.8236509166021,195.7699457784663
11.703;217.58533436612444,190.83294603666408,195.49109217660728
11.771;217.57131742738588,190.8936721991701,195.3698132780083
11.871;217.08900388098317,190.5130659767141,194.96222509702457
11.972;218.01755305213518,191.17579250720462,195.8430704741944
12.075;217.18006182380216,190.90108191653786,195.7269448737764
12.177;218.30249935583612,192.10435454779696,196.26281886111826
12.243;218.16307139188496,191.49768875192603,196.48202362609143
12.312;217.962249614792,191.34155110426298,195.86055469953774
12.413;217.6985596707819,191.0895061728395,196.02957818930042
12.513;217.7007299270073,190.53310740354536,195.12122002085505
12.647;218.0049019607843,191.16821465428276,195.65350877192984
12.749;216.0300417972832,189.33045977011494,193.7724660397074
12.85;217.94096323148628,191.22501294665977,195.77964785085447
12.951;218.4961200206932,192.02690118986033,196.06828763579927
13.028;218.84092084842214,192.56673564407657,196.90662183135024
13.095;219.38695426195426,193.19256756756758,197.33575883575884
13.162;218.3896923481462,191.67210097291613,196.42150933473573
13.263;218.69473409801876,191.9332638164755,196.52398331595413
13.331;217.5501567398119,191.01384535005224,195.08620689655172
13.448;217.8190625818277,191.10919088766693,195.74836344592825
13.55;217.49613202681795,190.93682310469313,195.4502320783909
13.651;216.90794223826714,190.74755028365138,195.46493037648273
13.751;217.86902286902287,191.24324324324326,195.3128898128898
13.881;218.42033898305084,191.82607561929595,196.12803129074317
13.982;218.53402597402598,192.46935064935064,196.69402597402598
14.083;218.6773604590506,192.30229525299947,196.71048513302034
14.149;218.34155744024673,192.29375481881266,196.01567720380365
14.255;218.78288963556474,192.18040837425693,196.64616179891445
14.343;218.3104161281985,192.01395709485655,195.85525975704317
14.477;218.1051809424629,191.69278833637074,196.23483467846916
14.545;218.23275862068965,191.9255485893417,196.00653082549636
14.645;217.7516204303863,191.72906403940885,196.03085299455535
14.747;217.97970863683662,191.8964620187305,196.0385015608741
14.821;217.9963626916082,192.21434138737334,196.44972720187062
14.895;218.46108094129818,192.65373674683218,196.3910007757952
14.996;218.6607189035428,192.9301784328937,197.0411171450737
15.064;218.14542651593013,191.76207605344297,196.1387461459404
15.135;217.85588387765682,191.86910316226025,195.9364955935718
15.241;217.12769784172662,191.29393627954778,195.58196300102776
15.309;218.1276210199327,191.97540771421174,196.26223142635257
15.411;217.0276700284458,191.1567106283941,195.6940780967158
15.511;217.3611038791981,191.533194480604,195.8518614944025
15.612;217.42436865399637,191.6313460036449,195.72793543348087
15.714;217.04501439413767,191.32897147343627,195.5488092122481
15.781;217.11895215183105,191.08687516706763,195.071638599305
15.911;217.0413524057217,191.15630689206762,195.0114434330299
16.013;217.3896961690885,191.7904887714663,195.98177014531043
16.086;217.3869109947644,191.5547120418848,195.90104712041884
16.153;216.74572255856805,190.9994735456699,195.21242432219006
16.288;216.38536201469046,190.86568730325288,194.84653725078698
16.364;217.5159757063639,191.1872194349089,195.58040665434382
16.465;217.8417738126476,191.70821306743636,195.67856205720284
16.588;216.9504976427449,191.19722367731796,194.9879518072289
16.694;217.82983744100682,191.92632406921868,196.03303618248557
16.795;216.0388932393631,190.27721221613155,194.33255024797703
16.897;216.6597719437815,190.8082736674622,195.3882259347653
17;215.34799789251844,189.622760800843,193.40252897787144
17.134;215.83008429926238,189.9481032665964,194.08219178082192
17.201;214.8061953931692,189.14429441355574,192.88350542758803
17.268;216.03883751651256,190.12945838837516,194.2324966974901
17.369;216.23712701346713,190.0184842883549,194.46633218906786
17.504;216.3151515151515,190.17786561264822,194.08458498023717
17.605;216.07338243029983,190.07680168332456,194.0497106785902
17.707;216.85018430753027,190.52080042127434,195.102159031069
17.772;216.0262123197903,190.46317169069462,194.40996068152032
17.908;217.00824468085105,191.14361702127658,195.03670212765957
18.01;216.12044374009508,190.56550449022714,194.70073956682515
18.112;216.22239830956156,190.1811938721606,194.39117802430005
18.18;215.7982617856202,189.64366605214644,193.91993679220437
18.246;216.1258260639704,190.1908538197198,194.4496431403648
18.312;216.39734395750332,190.43213811420983,194.9883134130146
18.414;216.0744932877073,190.11134509081336,194.26217425638325
18.515;216.54617623709976,190.5202434506483,195.01164329187617
18.615;216.4421498543818,190.54567116759333,194.62642308710616
18.718;216.5983628201743,190.9442830736731,194.50911011354634
18.8;216.4564183835182,190.42630744849444,194.65874273639724
18.899;216.6060606060606,190.87666135034556,194.9484316852738
19;216.05502645502645,189.98888888888888,194.3695767195767
19.137;216.90721102863202,190.69353128313892,195.16914103923648
19.238;216.7278311965812,190.4011752136752,194.60069444444446
19.305;216.90491452991452,190.60016025641025,194.78445512820514
19.372;217.55396446565896,191.1996817820207,195.43198090692124
19.474;217.15780954950094,191.02265983274884,195.33018613434044
19.575;216.76570180229382,190.78563626433643,194.96832332058983
19.676;217.29568017171988,191.733834182989,195.72122350415884
19.747;217.41881968996464,191.1139515909709,195.44438400870274
19.812;217.1409632034632,190.87310606060606,195.31926406926408
19.98;216.8116653038975,190.01035704551649,194.92014172799128
20.081;217.63334241351131,190.83546717515662,195.72568782348134
20.182;217.07908371966184,190.43523316062175,194.97982001636214
20.285;217.18053673082136,190.7809704526972,195.44646245595013
20.42;216.5919368019613,190.090438572596,194.59901934077908
20.522;217.33774298056156,191.31695464362852,195.466252699784
20.624;217.78131749460044,191.43574514038878,195.67602591792655
20.69;217.6794322442421,191.0120514193894,195.78119978575253
20.758;215.98668087373468,189.43047416089505,194.10335641981885
20.892;215.96011470281545,189.91736183524506,194.24374348279457
20.994;215.5971638655462,189.07878151260505,193.59900210084032
21.096;215.94393741851368,189.2052151238592,193.95697522816167
21.197;215.4105680317041,189.16116248348746,193.4560105680317
21.299;216.4162529396394,189.95322707081266,194.4293180036582
21.401;215.7605971740869,189.58464409490801,193.8195147960544
21.47;216.6844877534896,190.5267316302344,195.05873057677113
21.574;215.79626217425638,190.17294024743353,194.05554093182417
21.743;215.6825857519789,189.6854881266491,193.49234828496043
21.845;215.18335089567967,188.85669125395154,193.16965226554268
21.979;215.73587907716785,189.50861840360648,193.85998408910103
22.08;214.8746363395927,188.2287754562285,192.64268711980958
22.214;215.79962795641777,189.46904065904863,193.67047568429444
22.315;215.96062367864693,189.59566596194503,193.61416490486258
22.454;215.89575596816977,189.74031830238727,193.60981432360742
22.554;216.07788410419988,190.09463051568315,194.14885699096226
22.662;215.71345029239765,189.188995215311,193.62280701754386
22.775;216.05296610169492,189.45868644067798,193.82733050847457
22.91;215.60222163448822,188.96535308119545,193.61623909018778
23.011;216.02653223666755,189.79225258689308,193.8527460864951
23.111;216.70348989766467,190.1773812647599,194.6323799527683
23.217;216.95573122529643,190.85955204216074,195.26824769433466
23.318;215.26285414480589,189.4286463798531,193.1587093389297
23.418;215.4716684155299,189.3649003147954,193.47507869884575
23.554;216.57180710121887,190.1070482246953,194.59353471118177
23.654;215.85544711158005,189.80638353996306,193.96887364811394
23.755;216.5845626975764,190.22734457323497,194.6846680716544
23.857;216.34188938872717,190.13866102143425,194.05795183911087
23.926;216.5890629147863,190.380143350146,194.91106981683038
24.044;215.96780202235232,190.18680149015432,194.1931878658861
24.111;216.66577967003727,190.1796168174561,194.3102714209686
24.178;216.86947368421053,190.96552631578948,194.75763157894738
24.244;216.56417751793782,190.6877491363274,194.42120648418816
24.346;216.3280465239228,190.84826856991805,194.80438805181072
24.447;215.89282879068537,189.8557819528976,194.02222810267267
24.548;216.36067297581494,190.2155625657203,194.49421661409042
24.617;216.18302387267906,190.38753315649868,194.64827586206897
24.752;216.36857368837332,190.5565515423148,194.53203269180068
24.853;215.62417174662073,189.59024648820568,193.57248873575404
24.954;216.64730728616684,191.05649419218585,194.72043294614573
25.054;216.7488038277512,190.85007974481658,194.75784157363105
25.156;216.80895915678525,190.7794466403162,194.42898550724638
25.255;216.0135963743002,190.21700879765396,194.32418021860838
25.326;216.0319914689416,189.9861370301253,194.2015462543322
25.428;216.19522435056416,190.27578063500394,194.32327473104172
25.529;216.57659799260432,190.3740095087163,194.92023243528791
25.625;217.18044914134742,190.60343461030382,195.18705416116248
25.76;215.89088983050848,190.02992584745763,193.5855402542373
25.861;216.75112166798627,191.0356294536817,194.71338083927157
25.932;216.68648079957916,190.64544976328247,194.48448185165702
25.999;216.5762756443977,190.8048395581273,194.3903208837454
26.091;216.41988950276243,190.79794790844514,194.60484083136018
26.196;216.1866280600158,190.20584364306396,194.35798894445907
26.267;216.348044397463,190.1522198731501,194.48863636363637
26.368;216.45763612217795,190.18804780876494,194.26162018592296
26.47;216.63327132606963,190.5017273452033,194.64443263353706
26.57;216.06160761501852,189.7215758857747,193.56425171866738
26.64;215.8379164463247,189.68059227921734,194.27551560021152
26.711;216.6556027615507,190.4567180031864,194.32899628252787
26.814;217.05323093220338,190.83448093220338,195.11308262711864
26.914;217.1509182858664,191.318339100346,195.19962736225713
27.023;216.76538969616908,190.8771466314399,195.13051519154558
27.123;216.7216165913321,190.55384206328105,194.91943632012763
27.19;216.08579017264276,190.1774236387782,194.00531208499336
27.257;216.33837981407703,190.03798140770252,194.3128818061089
27.324;217.02593278645145,190.79015612595924,194.94072505953957
27.426;215.83857331571994,189.74821664464994,193.9775429326288
27.526;216.5584,190.3928,194.2968
27.629;217.06199893105293,190.88856226616784,194.71886691608765
27.7;216.87463401650254,191.10646792653714,195.11232366249666
27.8;217.77008750994432,191.77565632458234,195.89392734022806
27.935;217.81675948024397,191.46141607000794,196.04242906390877
28.008;216.64874933475252,190.23842469398616,194.56599254922833
28.079;216.21441774491683,189.91497227356746,194.1666226564563
28.153;216.38145695364238,190.3584105960265,194.27364238410595
28.219;216.012108449592,189.99236641221373,194.0436957093972
28.321;217.14673046251994,190.51355661881976,194.99920255183414
28.422;216.58498023715416,190.40131752305666,194.45349143610014
28.522;216.90935441370223,190.50092226613967,194.34545454545454
28.623;216.85654119505134,191.02395367201896,195.38404843379837
28.694;216.79349252164786,190.8365258462346,195.09026502230387
28.831;216.66011683483802,190.40945300053107,194.7514604354753
28.933;215.9236276849642,189.50304958896845,193.5001325908247
29.033;216.46923686295222,190.0142593081595,194.23210984948508
29.101;216.75531349628056,189.89984059511158,194.2242295430393
29.179;216.83156216790647,190.19208289054197,194.59192348565355
29.28;217.02558016877637,190.56460970464136,194.9543776371308
29.381;217.1686170212766,190.69840425531916,194.7851063829787
29.483;216.65554387808723,190.26300578034682,194.13899106673674
29.587;216.91816737288136,190.70762711864407,195.00264830508473
29.69;216.83852242744064,190.6005277044855,194.60923482849603
29.824;216.30214115781126,190.0354216230505,194.213058419244
29.926;216.8509119746233,189.7086968014803,194.4446206714248
30.027;217.18489170628632,190.14632857897516,194.64896988906497
30.096;216.54311251314405,189.84148264984228,193.9621451104101
30.196;216.93180621379673,190.31832543443917,194.6621906266456
30.302;216.8373382624769,190.3971481383681,194.5394771587008
30.403;216.82248366013073,190.34901960784313,194.14928104575162
30.504;216.65348101265823,190.19356540084388,194.34018987341773
30.606;216.87368143459915,190.40928270042195,194.9923523206751
30.708;216.7999476302697,190.10814349306102,194.45273631840797
31.415;216.50288411116938,190.6533822758259,194.33377031987413
31.55;216.30271123979995,190.1829428797052,194.03264016846538
31.651;216.8474352194606,190.79138022210472,194.9656266525648
31.785;216.17650158061116,190.1153846153846,194.35379346680716
31.917;216.36814206201961,190.4566657831964,194.33925258415056
32.024;217.2577979205545,190.80671820847775,195.0671820847774
32.124;216.31848141312946,190.08911152122332,194.14711310308462
32.258;216.532279314888,190.46166007905137,194.2711462450593
32.325;216.71620553359685,190.86297760210803,194.86587615283267
32.426;216.74573154715,190.6046755975834,194.87444181770422
32.56;216.32547787378894,190.6200576067033,194.25582613249543
32.695;217.14289459884637,191.31567907708444,195.39459884635554
32.834;217.18455048774058,191.0421829686264,195.4344845768521
32.942;217.33985718064005,191.39301772017984,195.40042316847394
33.043;217.38538909475912,191.50820539968237,195.51085230280572
33.146;217.80243644067798,191.76694915254237,195.52012711864407
33.248;216.61625758775403,191.11295856426497,194.73528635523886
33.323;217.1133528006371,191.51499867268384,195.0661003451022
33.432;217.47306977978243,192.0355531971345,195.74635181745822
33.542;217.5417439703154,191.9467267426451,195.78664192949907
33.677;217.34362628661916,191.24175244127738,195.2932172077065
33.778;216.85227575192974,191.10966196433324,194.82006920415225
33.879;216.88096500530222,190.94538706256628,195.09623541887592
33.991;217.53650708745653,191.36721048408666,195.58705536239637
34.125;217.6054874800213,191.50532765050613,195.56153436334577
34.226;217.35146898803046,191.70076169749728,195.52693144722525
34.327;217.71447939262472,191.56887201735358,195.5265726681128
34.398;217.4379049676026,191.48326133909288,195.18655507559396
34.5;217.1435523114355,191.61070559610707,195.08921330089214
34.603;217.46531165311654,191.33414634146342,195.73252032520324
34.704;216.61045576407506,190.39892761394103,194.7372654155496
34.846;216.8144301721782,190.6417053839847,195.02268379338616
34.947;217.1909507137086,190.85241044977107,195.01723673579315
35.048;216.48806010195867,189.99973168768446,194.17547625436006
35.149;217.40702978266702,191.13844915481621,195.72176012878992
35.251;216.75435356200526,190.6934036939314,195.1730870712401
35.321;217.05766150560598,190.4548852108916,195.06727175654032
35.427;217.1091492776886,191.1466024612092,195.07356875334403
35.53;217.2218658112804,191.32076984763432,195.58620689655172
35.63;216.05316321105795,189.90776182881447,194.10925039872407
35.697;216.6874161524014,190.3050711027636,194.9270190501744
35.798;216.98524282264555,190.5427958143279,194.49262141132277
35.9;216.24194836305563,189.9185520361991,194.29598083577324
36.068;216.78849771566783,190.4361730717549,194.80596613813492
36.168;216.93460198338246,190.66148485660682,194.82417582417582
36.235;216.46691371095818,190.3867125463208,194.39359449444152
36.338;216.68107819589005,190.4603682946357,194.33573525487057
36.473;216.61682743837085,190.43729903536976,194.9876741693462
36.608;216.3391420911528,189.88364611260053,194.428418230563
36.678;216.29159978598182,189.8568753344034,194.41733547351524
36.779;216.6791343841838,189.81298423724286,194.81458722949506
36.885;215.98030343359062,189.61431993611924,193.9659302635081
37.026;216.49107856191745,189.78055925432756,194.2820239680426
37.16;217.00346944222045,189.99439551641314,194.6714705097411
37.262;216.85367142102484,190.27786582144745,194.93211833069202
37.362;217.06289640591967,190.6157505285412,195.33535940803384
37.43;217.146517213771,190.37176407792902,195.2030958099813
37.564;215.76906891109942,189.28379800105208,193.8603366649132
37.631;216.15898251192368,189.54080551139376,194.17779544250132
37.733;216.61310782241014,189.48546511627907,194.3242600422833
37.834;216.02729199788024,189.33439321674615,193.98966613672496
37.936;216.2251847940866,189.5604540654699,193.60718057022174
38.073;216.52658160552897,189.9245082402977,194.300903774588
38.176;215.87437713086808,189.7550485182271,193.84343036978757
38.28;216.3559589581689,190.158379373849,194.43462246777165
38.353;216.40037095919448,189.74006359300478,194.3619501854796
38.487;216.154090548054,189.2549642573471,193.94969552554937
38.588;215.95023696682463,189.05924170616115,193.67930489731438
38.699;216.3248088584234,189.4885315054047,194.0208278407593
38.774;215.54162276080083,189.13645943097998,193.46101159114858
38.912;216.18587360594796,189.53106744556558,193.9259160913436
39.046;216.2089905362776,189.66929547844376,194.0176130389064
39.181;216.47096260938744,190.4486873508353,194.42482100238664
39.281;216.87731849496555,190.5087440381558,195.19263381028088
39.382;216.40764331210192,189.72372611464968,194.19957537154988
39.516;216.8340380549683,190.02827695560254,194.38979915433404
39.619;216.33829787234043,190.20797872340427,194.37925531914894
39.72;216.36308100929614,189.467197875166,194.2082337317397
39.821;215.9452855245684,190.12908366533864,193.9434262948207
39.922;216.8256341789052,190.909479305741,194.83951935914553
39.989;216.9017833377695,190.55842427468724,194.5456481235028
40.092;216.88803599788247,191.1318157755426,194.88327157226047
40.227;217.09818569903948,190.96798292422625,195.4106189967983
40.328;216.3237943826179,190.14732379438263,194.5389507154213
40.429;216.6932121859968,190.58818813468733,194.84981293425975
40.499;216.9772245762712,190.56408898305085,194.92452330508473
40.602;216.72929346387934,190.77136808679546,195.054511775602
40.711;216.7061965811966,190.77564102564102,195.08092948717947
40.814;216.8575589091872,190.99391051098755,194.80381254964257
40.948;216.90231567740219,191.26590364652648,195.13228639872239
41.054;216.44464944649445,190.7967843964154,194.772799156563
41.177;216.23510806536638,190.21534001054297,194.24011597258828
41.311;216.90023942537908,190.8656557595105,195.3955839318968
41.378;216.4961528256832,190.55346245688511,194.54576810825154
41.454;216.49154780771264,190.83174854727946,194.31114632857899
41.557;216.85615343633458,190.9616409163559,194.8620138518913
41.665;216.88803599788247,191.15881418740074,194.9587083112758
41.769;217.03707627118644,191.54316737288136,195.6416843220339
41.936;217.14388489208633,191.4806821209699,195.25952571276312
42.07;216.43061820111436,190.61607853542054,194.76863889625895
42.176;216.42559366754617,190.654617414248,194.39841688654354
42.278;216.99067661161428,190.96323921150773,195.10202450719234
42.379;216.21609498680738,190.08073878627968,194.09920844327178
42.48;216.97389451252,190.95737879595097,194.82871603622803
42.583;217.27879755254057,191.36419260441608,195.27879755254057
42.714;216.6308598982052,191.10581301901956,194.77873024377178
42.815;216.82831245001333,191.23407091442283,194.5481205011997
42.922;216.89470871191875,191.38107963655798,195.25895243185462
43.024;216.22547194894975,190.5251262961978,194.36665780377558
43.125;216.29775280898878,190.597645799893,194.6195826645265
43.291;216.4247858672377,190.26793361884367,194.2293897216274
43.392;216.34766355140187,189.86515353805075,194.33938584779708
43.494;216.61139478634774,190.0411179790379,194.4579414135985
43.628;216.14132186996238,190.2302525523912,194.3401397098334
43.728;216.7347544522396,190.83189422558013,194.8793847814355
43.815;216.61836403033587,190.36782231852655,194.40845070422534
43.95;216.82258938244854,191.28385698808233,195.03791982665223
44.05;216.4911528150134,190.59356568364612,194.70134048257373
44.154;216.35090077977952,190.563861253025,194.51438558752352
44.254;216.22272606028275,189.82315284075753,193.95412109895972
44.321;216.89094816008594,190.7829707225356,195.12946548482407
44.421;216.00960512273213,189.67502668089648,194.15848452508004
44.49;215.88313767342584,189.73639274279617,194.1163287086446
44.591;216.90698924731183,190.69274193548387,195.23387096774192
44.691;216.83754320659398,190.38314278117522,194.87981919702207
44.764;216.68766828217557,190.47899838449112,194.52019386106625
44.868;216.22600372241425,190.37596383940442,194.5128955065142
44.968;216.79688339602365,190.52229983879636,194.7727028479312
45.039;215.88571428571427,189.91455273698264,194.06702269692923
45.14;215.94499332443257,189.75033377837116,193.8034712950601
45.282;216.4979865771812,190.1661744966443,194.96671140939597
45.383;215.64167995746942,189.53242955874535,193.9407230196704
45.449;215.99946294307196,189.5733082706767,194.35687432867883
45.52;215.67323044172431,189.64023416711015,194.0223523150612
45.623;216.6715857257848,190.38154011269117,194.97155889455325
45.825;216.63803680981596,190.3867698052814,194.8596959189117
45.927;215.80866523143166,189.49354144241119,194.26372443487622
46.028;215.5891891891892,188.96054054054053,193.8654054054054
46.161;216.13092979127134,189.49796692870697,194.21550555706153
46.302;216.43624525230604,189.84943027672273,194.51085187194792
46.404;215.6728160607705,189.03065653825286,193.81497558328812
46.47;215.4602226445832,189.1496062992126,193.68721151235405
46.54;215.62530545750747,188.94976920988324,193.3250067879446
46.675;215.89868314969095,189.55173340499866,193.53292125772643
46.777;216.229793977813,190.01003697834125,194.31854199683042
46.882;216.47814498933903,190.29877398720683,194.70975479744138
46.981;215.4977435625166,189.12609503583752,193.39288558534642
47.118;215.9220357336221,189.37926367081755,194.23524634542503
47.225;216.1675306957708,189.57407912687586,194.5075034106412
47.327;216.3101111412307,189.54567633505016,194.32393602602332
47.429;216.21510673234812,189.668035030104,194.25396825396825
47.529;216.5655491959662,190.25620059961844,194.84736985554648
47.683;216.5659760087241,190.42857142857142,194.41030534351145
47.785;216.6574630945872,190.63422635319847,194.54428649535265
47.857;216.80431222707423,190.56140829694323,194.70414847161572
47.926;216.65065502183407,190.11053493449782,194.6389192139738
48.026;216.26777444837919,189.75619722146553,194.50994279487878
48.128;216.17592083562397,189.70093457943926,194.28229796591535
48.224;215.97143627054703,189.7477768795473,193.89867960118568
48.299;216.09646478487258,190.04220334338174,193.95094546451082
48.4;216.76318651441,189.92033713974988,194.60114192495922
48.501;215.90170132325142,190.0016203078585,194.15014852822037
48.602;215.82956660462642,190.18106886466364,194.14942834352567
48.706;215.8679449095328,190.294625978936,194.42587091547395
48.808;215.58515750133475,189.9359316604378,193.74799786438868
48.875;215.90831328521784,189.96765570703022,194.03742314889067
48.957;215.16178446654126,189.11878527277614,193.27868852459017
49.131;215.79989313384985,189.43494523109806,193.672722415175
49.234;215.58322201442692,189.69195832220143,193.8127170718675
49.335;215.59626168224298,189.59065420560748,193.99172229639518
49.436;215.77552111170496,189.9008551576697,194.12640299305184
49.537;215.5247735748535,189.85002663825253,193.6854022376132
49.605;216.04853333333332,190.09413333333333,193.99653333333333
49.778;216.24032042723633,190.37997329773032,194.45180240320428
49.911;216.07158292814694,190.20772555375473,194.23716909778497
50.013;215.90375651220182,189.96051549218535,194.40444200712915
50.115;216.16825743114262,190.1985274065994,194.22143441505318
50.248;215.82622773880195,189.90906637884513,194.18618456556933
50.348;216.03476151980598,189.97116680140124,194.3319859876044
50.453;215.34807073954983,189.42604501607718,193.83601286173632
50.554;215.5034592868547,189.6697711548696,193.9598190526876
50.654;215.4891682267986,189.6450922706606,193.8015512169029
50.793;215.31877496671106,189.55286284953397,193.8820239680426
50.894;214.17732401934444,188.80548092423427,192.89951638903815
50.995;214.94112924805995,189.12603692801713,192.86379448755687
51.098;214.53524873636604,188.79808459696727,192.82016493748338
51.232;215.17992525360384,189.24959957287774,193.3486385477843
51.399;214.42788844621515,189.07250996015935,192.8026560424967
51.533;214.311004784689,189.05768208399786,192.76794258373207
51.635;215.08472775564408,189.4855245683931,193.74209827357237
51.736;215.34060090401488,189.5357617654879,193.92528582823718
51.844;215.53611258629846,189.7527881040892,194.23579394583112
51.976;214.56288549208904,188.92464467685707,193.2003218020917
52.079;215.10728582866292,188.951160928743,192.98185214838537
52.183;213.55220667384285,188.17168998923574,191.8789020452099
52.292;214.77751004016065,189.29558232931726,192.92449799196788
52.427;215.1090573012939,189.79059941906522,193.44784790071296
52.561;214.5924639230358,189.35702832709782,193.3161411010155
52.664;215.2051145444859,189.13239211507724,193.76691529035696
52.765;214.1807743658211,188.4365821094793,192.97276368491322
52.866;214.8462761728068,188.92075271667107,193.53299761463026
52.967;214.7970744680851,188.81063829787234,193.42074468085107
53.104;215.18037556202063,188.88759587410738,193.3509653530812
53.206;214.94277348948629,188.93186052701623,193.5288794250732
53.306;215.11688311688312,189.5449244632918,193.72197190564538
53.476;215.20550847457628,188.83156779661016,192.82653601694915
53.579;214.35581023454156,188.33342217484008,192.24973347547976
53.684;214.7245493107105,188.4575821845175,192.58828207847296
53.859;214.44027484143763,188.46379492600423,192.40301268498942
