time;interpolated Pixel leftCheek
1.681;218.7769677488777,192.12288956090183,196.55963167080057
1.711;218.45994836186497,191.7847109674095,196.18489705610236
1.741;218.14292897485225,191.44653237391717,195.81016244140415
1.771;217.82590958783953,191.10835378042484,195.43542782670593
1.801;217.6510903875911,190.96799275733736,195.30269686281719
1.831;217.55859761125882,190.94215769606322,195.31007327571288
1.861;217.46610483492654,190.91632263478908,195.31744968860855
1.891;217.37361205859426,190.89048757351495,195.32482610150424
1.921;217.2787148134078,190.86003992697914,195.32412512687654
1.951;217.11408797144955,190.69582730785584,195.08917991407068
1.981;216.9494611294913,190.53161468873253,194.8542347012648
2.011;216.78483428753307,190.36740206960923,194.61928948845895
2.041;216.62020744557483,190.20318945048592,194.38434427565306
2.071;216.4726129751075,190.06405757522026,194.16867330265825
2.101;216.47830984805825,190.15065239467359,194.12647048796296
2.131;216.484006721009,190.23724721412688,194.08426767326768
2.161;216.48970359395975,190.3238420335802,194.04206485857236
2.191;216.49540046691047,190.41043685303353,193.99986204387707
2.221;216.49386719218137,190.43249656830994,193.98256654597063
2.251;216.48751381899905,190.4115328808018,193.98187592592342
2.281;216.48116044581673,190.39056919329363,193.9811853058762
2.311;216.4825890964272,190.379605454018,194.02566780478008
2.341;216.50541831246792,190.3961415723818,194.19437638079935
2.371;216.52824752850862,190.41267769074557,194.36308495681865
2.401;216.55107674454933,190.42921380910937,194.53179353283792
2.431;216.5994530406654,190.4266348252521,194.60318467769892
2.461;216.69195611145705,190.3910388466494,194.50648207783192
2.491;216.78445918224872,190.35544286804668,194.40977947796495
2.521;216.87696225304038,190.31984688944397,194.31307687809795
2.551;216.6567922909637,190.2060927230889,194.17704051485595
2.581;216.38851878536883,190.08031422015654,194.0349528034024
2.611;216.12024527977394,189.95453571722416,193.89286509194886
2.641;215.94910586984253,189.82705850814165,193.7704315666288
2.671;216.00461268312586,189.6956176513754,193.69385780895345
2.701;216.0601194964092,189.56417679460915,193.6172840512781
2.731;216.11562630969252,189.43273593784292,193.54071029360273
2.761;216.17113312297585,189.3012950810767,193.4641365359274
2.791;215.6339877706581,188.90329439297676,192.92236636407034
2.821;215.0056651620941,188.46428450005627,192.30902751310842
2.851;214.37734255353004,188.0252746071358,191.69568866214647
2.881;213.74901994496602,187.5862647142153,191.08234981118454
2.911;213.2071786906044,187.1973381844413,190.5405561362312
2.941;213.2274662385585,187.13395351511957,190.4638061053338
2.971;213.2477537865126,187.07056884579782,190.38705607443634
3.001;213.26804133446666,187.00718417647607,190.3103060435389
3.031;213.52958122893986,187.21255803281178,190.5270392414624
3.061;214.06683809086346,187.72508448989885,191.07918184375262
3.091;214.60409495278708,188.23761094698594,191.63132444604287
3.121;215.00657435903997,188.6287934531541,192.04347714810382
3.151;214.1960566642566,187.92788040105188,191.19572074810128
3.181;213.3855389694732,187.2269673489497,190.3479643480987
3.211;212.57502127468982,186.52605429684752,189.50020794809615
3.241;211.76450357990646,185.8251412447453,188.6524515480936
3.271;210.95398588512307,185.12422819264313,187.80469514809104
3.301;210.52001796637734,184.73234843357113,187.37711305648776
3.331;210.3739998763663,184.57678825152226,187.27084073013097
3.361;210.22798178635523,184.4212280694734,187.16456840377418
3.391;210.0819636963442,184.26566788742448,187.05829607741737
3.421;209.93594560633312,184.1101077053756,186.95202375106058
3.451;209.78992751632208,183.95454752332674,186.8457514247038
3.481;209.64390942631104,183.79898734127784,186.739479098347
3.511;211.21648645036015,185.16277268935335,188.30755158263395
3.541;213.05346272272624,186.76030350360185,190.13321557625068
3.571;214.89043899509232,188.35783431785032,191.95887956986743
3.601;216.7274152674584,189.95536513209882,193.78454356348416
3.631;217.9809321962463,191.0145656221365,194.9737718236411
3.661;218.0675304378778,190.99710546375266,194.89012861687848
3.691;218.15412867950926,190.9796453053688,194.80648541011584
3.721;218.24072692114075,190.96218514698495,194.7228422033532
3.751;217.91120251120813,190.7339325408147,194.4908659450975
3.781;217.55195505473523,190.49062333123115,194.24829446887802
3.811;217.1927075982623,190.2473141216476,194.00572299265855
3.841;216.4616087485029,189.59488366561436,193.24677240383738
3.871;215.30553687784465,188.47488607078148,191.89767425775716
3.901;214.1494650071864,187.3548884759486,190.54857611167694
3.931;212.99339313652814,186.23489088111572,189.1994779655967
3.961;211.83732126586986,185.11489328628284,187.85037981951652
3.991;211.20513384198242,184.60195867172342,187.31031905601503
4.021;210.5910113990181,184.10995726338032,186.7981561332921
4.051;209.97688895605378,183.61795585503725,186.28599321056922
4.081;209.10041958041958,182.93608391608393,185.47449883449883
4.111;208.0233319621555,182.10901686548746,184.4341039352804
4.141;206.9462443438914,181.281949814891,183.39370903606198
4.171;206.004998565941,180.53422837090707,182.48286900634992
4.201;205.742961989559,180.18323495998587,182.21980332416965
4.231;205.48092541317698,179.83224154906466,181.9567376419894
4.261;205.21888883679497,179.48124813814343,181.69367195980914
4.291;204.95685226041297,179.13025472722222,181.43060627762887
4.321;204.67386653588304,178.8053363960167,181.135697790072
4.351;204.3832629392993,178.48989991198056,180.82921010055998
4.381;204.09265934271556,178.1744634279444,180.52272241104797
4.411;203.8020557461318,177.85902694390822,180.21623472153595
4.441;203.51145214954806,177.54359045987206,179.90974703202394
4.471;203.22084855296433,177.2281539758359,179.60325934251193
4.501;203.9419398270959,177.82526330644095,180.13612265140026
4.531;204.66303110122746,178.42237263704598,180.66898596028858
4.561;205.384122375359,179.01948196765102,181.2018492691769
4.591;206.10521364949057,179.61659129825605,181.73471257806523
4.621;206.82630492362213,180.2137006288611,182.26757588695355
4.651;207.5473961977537,180.8108099594661,182.80043919584188
4.681;208.26848747188527,181.40791929007113,183.3333025047302
4.711;209.31768798165862,182.34543711082569,184.3187957255104
4.741;210.61779555398164,183.54326730640045,185.65041770244318
4.771;211.91790312630465,184.74109750197525,186.982039679376
4.801;213.21801069862767,185.93892769755,188.3136616563088
4.831;212.10980529374123,184.96044792305793,187.2938710774726
4.861;210.91855461377858,183.90692297718425,186.1929973070582
4.891;209.72730393381596,182.85339803131055,185.09212353664378
4.921;209.11097772154403,182.31165306569767,184.42959989235425
4.951;208.93429963162382,182.16126926146072,184.10228516804253
4.981;208.7576215417036,182.0108854572238,183.7749704437308
5.011;208.49759822434243,181.76235672165905,183.3773438017624
5.041;207.90419399721725,181.12124826078315,182.69846948916717
5.071;207.3107897700921,180.48013979990725,182.01959517657193
5.101;206.71738554296695,179.83903133903132,181.34072086397666
5.131;206.67345224780007,179.78442007791793,181.22671324961505
5.161;206.99583290727202,180.12080694997948,181.48928343407582
5.191;207.318213566744,180.45719382204106,181.7518536185366
5.221;208.2924379226907,181.35190107659784,182.69645358923623
5.251;211.40843442419728,184.0810895879245,185.8820085718635
5.281;214.52443092570388,186.8102780992512,189.0675635544908
5.311;217.64042742721045,189.5394666105779,192.25311853711807
5.341;218.58169605166978,190.4412758569546,193.32229775914453
5.371;218.86109097441903,190.7869261966074,193.747362619249
5.401;219.14048589716828,191.1325765362602,194.17242747935347
5.431;219.41988081991755,191.47822687591298,194.59749233945797
5.461;219.6992757426668,191.82387721556577,195.02255719956244
5.491;220.1801459880611,192.41107272969745,195.68953523598483
5.521;221.3230065792891,193.79191667425977,197.1513708517375
5.551;222.46586717051713,195.17276061882205,198.6132064674902
5.581;223.60872776174514,196.55360456338437,200.07504208324286
5.611;224.75158835297316,197.93444850794666,201.53687769899554
5.641;225.8667397182671,199.2802919896194,202.9632397502347
5.671;226.17832353147304,199.61112204749543,203.36086843058143
5.701;226.48990734467895,199.94195210537146,203.7584971109282
5.731;226.8014911578849,200.27278216324746,204.15612579127495
5.761;227.11307497109084,200.60361222112348,204.5537544716217
5.791;227.2942898595508,200.7977320925153,204.79647183819984
5.821;227.1169902049593,200.6158989510756,204.61318309191424
5.851;226.93969055036783,200.43406580963588,204.42989434562864
5.881;226.76239089577635,200.25223266819617,204.24660559934304
5.911;226.5850912411849,200.07039952675646,204.06331685305747
5.941;226.76023092950248,200.42396230547615,204.50608492499845
5.971;227.02348045354734,200.9113740642357,205.1053672014961
6.001;227.2867299775922,201.39878582299525,205.70464947799374
6.031;227.1587984946256,201.40040030665912,205.72890874961257
6.061;226.51932261787474,200.7667414305825,205.00121486100525
6.091;225.845437862065,200.0836793548552,204.2255249754134
6.121;224.6898287994307,198.70897248401855,202.77789113203832
6.151;223.53421973679642,197.33426561318188,201.33025728866323
6.181;222.37861067416213,195.95955874234522,199.88262344528815
6.211;221.22300161152782,194.58485187150856,198.43498960191306
6.241;220.71795669101158,194.02835884856995,197.76511781102676
6.271;220.71040199682088,194.09755876814162,197.69000523674958
6.301;220.70284730263018,194.16675868771327,197.61489266247239
6.331;220.55209207154823,194.06966984126007,197.38701878312855
6.361;219.68533415601016,193.14113716468253,196.3953383784516
6.391;218.81857624047208,192.212604488105,195.40365797377467
6.421;217.95181832493398,191.28407181152747,194.41197756909773
6.451;217.8510892774454,191.12021678629148,194.3152942137182
6.481;217.94186744696916,191.1475311738909,194.442360120663
6.511;218.0326456164929,191.17484556149032,194.56942602760785
6.541;218.25538850965754,191.41310427248771,194.89265322094846
6.571;218.70607047092906,192.01572136026346,195.55470445442734
6.601;219.1567524322006,192.6183384480392,196.2167556879062
6.631;219.60743439347212,193.22095553581494,196.87880692138503
6.661;220.05811635474365,193.82357262359068,197.54085815486388
6.691;220.52240896358543,194.24354094579007,197.98267424616907
6.721;220.9887955182073,194.6354094579008,198.39060800790904
6.751;221.38786857580143,195.0178839659257,198.83151080483609
6.781;221.74206596871045,195.39409580456004,199.29439295855445
6.811;221.79725004483225,195.45241489695505,199.41078860904418
6.841;221.4039141457732,195.033894869991,199.00745450469088
6.871;221.01057824671418,194.61537484302696,198.60412040033756
6.901;220.61724234765515,194.1968548160629,198.20078629598427
6.931;220.55527084620238,194.19461263163646,198.20483686363144
6.961;220.49329934474963,194.19237044721004,198.2088874312786
6.991;220.43132784329686,194.1901282627836,198.2129379989258
7.021;220.2794931894458,194.04797421504207,198.04219460136753
7.051;219.91797784666528,193.57935915289875,197.46359861832994
7.081;219.5564625038848,193.11074409075545,196.88500263529232
7.111;219.1949471611043,192.64212902861212,196.30640665225474
7.141;218.961483319238,192.40723217571934,196.0165187025964
7.171;218.78289869204923,192.27250026964822,195.85036276724344
7.201;218.60431406486046,192.13776836357712,195.6842068318905
7.231;218.5769557115535,192.1364530500997,195.71247022745814
7.261;218.85204990601017,192.40197092180972,196.12957228486695
7.291;219.1271441004668,192.66748879351977,196.5466743422758
7.321;219.40223829492348,192.93300666522978,196.9637763996846
7.351;219.6238175077946,193.14456895302774,197.30041865267253
7.381;219.84355137647313,193.35427070344946,197.63428642964593
7.411;220.06328524515166,193.56397245387117,197.96815420661932
7.441;220.2830191138302,193.7736742042929,198.3020219835927
7.471;220.0701985696592,193.59605790616217,198.05131647289144
7.501;219.8264812817132,193.3907760331349,197.75885572735626
7.531;219.58276399376723,193.1854941601076,197.46639498182108
7.561;219.29477482121203,192.96295360068964,197.1921079205942
7.591;218.96251376404757,192.723154354881,196.93599454367555
7.621;218.735869760089,192.58771876978847,196.7729262327556
7.651;219.03731102215968,192.9741014882767,197.0750832518289
7.681;219.33875228423037,193.36048420676488,197.37724027090218
7.711;219.64019354630108,193.7468669252531,197.6793972899755
7.741;219.7925217368379,193.95750017633256,197.88520006724605
7.771;219.90757165949125,194.1241960605598,198.06691428406592
7.801;220.0226215821446,194.29089194478703,198.2486285008858
7.831;220.0827089832047,194.33407530599814,198.36399274337916
7.861;219.99164944988337,194.03759922891484,198.29689455647474
7.891;219.900589916562,193.74112315183154,198.22979636957032
7.921;219.80953038324068,193.44464707474827,198.1626981826659
7.951;219.61354414384715,193.36776467079497,197.95775548805852
7.981;219.39657256323923,193.33480100146767,197.72524389191057
8.011;219.23020257523046,193.11457619685333,197.56534853973676
8.041;219.09312824609495,192.78593705075704,197.44749417091646
8.071;218.92295356175,192.59379681576945,197.29880167163574
8.101;218.70312834459094,192.60640494744493,197.1038519766644
8.131;218.49113984580077,192.60249572960586,196.9084354909613
8.161;218.38886540417533,192.36734361856338,196.70648393501352
8.191;218.2865909625499,192.1321915075209,196.50453237906572
8.221;218.38011761000985,192.12363548583104,196.57432178011416
8.251;218.51280447528688,192.1603986820117,196.69845937256184
8.281;218.6454913405639,192.1971618781924,196.8225969650095
8.311;218.5929315192195,192.2085861642012,196.746596759979
8.341;218.32866119887913,192.19105169572788,196.44186764354495
8.371;218.06439087853877,192.17351722725454,196.13713852711086
8.401;217.87367512316726,192.16673585521187,195.9062199287047
8.431;218.16106404009312,192.22984960996854,196.15506969748006
8.461;218.448452957019,192.29296336472518,196.4039194662554
8.491;218.73584187394485,192.35607711948185,196.65276923503075
8.521;218.7163984709763,192.3510396436388,196.69647646351612
8.551;218.60357131847468,192.32526048891765,196.6777490058263
8.581;218.38750086348708,192.1684387013327,196.47984808222046
8.611;218.0924796477749,191.91140784155775,196.144932155267
8.641;217.7974584320627,191.6543769817828,195.81001622831357
8.671;217.50243721635056,191.39734612200786,195.47510030136016
8.701;217.49573637411794,191.44633836217176,195.59263006563236
8.731;217.53339251242068,191.54241107924932,195.7797668593239
8.761;217.24632509388223,191.24546248986658,195.426693545894
8.791;216.79689589692322,190.75200324725373,194.80351517890338
8.821;216.61511404809514,190.51072746033108,194.5145912377282
8.851;216.8956321642205,190.70504127869157,194.80301585023432
8.881;217.17615028034584,190.89935509705208,195.0914404627404
8.911;217.4566683964712,191.09366891541256,195.3798650752465
8.941;217.52937529325698,191.08313737618357,195.44009205732092
8.971;217.60208219004275,191.07260583695458,195.50031903939532
9.001;217.57749671537857,190.98656922042764,195.51241684406318
9.031;217.45561886926438,190.82502752660275,195.47638547132445
9.061;217.3337410231502,190.66348583277787,195.44035409858574
9.091;217.21186317703604,190.501944138953,195.40432272584704
9.121;217.10551482725444,190.35725744973178,195.3813051894548
9.151;217.44952187111792,190.7013658940169,195.73568890711013
9.181;217.7935289149814,191.04547433830203,196.09007262476547
9.211;217.76649230672538,191.13499204647928,196.0366543471427
9.241;217.66524696804544,191.17359160743496,195.90167567046433
9.271;217.56400162936552,191.21219116839063,195.76669699378593
9.301;217.61099404499132,191.3237215762125,195.7858755122488
9.331;217.8518358316323,191.5306230914748,196.00664420897328
9.361;218.09267761827326,191.7375246067371,196.22741290569778
9.391;218.33351940491423,191.94442612199944,196.44818160242227
9.421;218.5743611915552,192.15132763726174,196.66895029914676
9.451;218.40760949826807,192.1081179407918,196.62624214535296
9.481;218.2117439849861,192.04704315776956,196.56471421652216
9.511;218.0158784717041,191.98596837474736,196.50318628769134
9.541;217.90262861347318,191.8217615940388,196.30264721521618
9.571;217.84445585860962,191.58880014820608,196.00943404697807
9.601;217.78628310374606,191.35583870237335,195.71622087874
9.631;217.69031942770607,191.10856559362003,195.47656519791465
9.661;217.47018558208634,190.8142684495561,195.41288411858832
9.691;217.25005173646662,190.5199713054922,195.349203039262
9.721;216.93116966077488,190.43351091076735,195.09193248039918
9.751;216.60131555951958,190.3701434881913,194.81315197936567
9.781;216.28574732272284,190.3064479388106,194.54352774025807
9.811;216.3844691552241,190.23323671209545,194.53943509700215
9.841;216.48319098772538,190.1600254853803,194.53534245374627
9.871;216.58191282022665,190.08681425866513,194.53124981049038
9.901;216.68063465272792,190.01360303194997,194.5271571672345
9.931;216.80173034898868,190.07258253647996,194.55737949595664
9.961;216.942403176039,190.24722893084942,194.6176274251596
9.991;217.0353721762753,190.37999123030457,194.68758546823824
10.021;217.03293352288364,190.4289853399312,194.7769637390682
10.051;217.03049486949197,190.4779794495578,194.86634200989815
10.081;217.0280562161003,190.52697355918443,194.95572028072812
10.111;217.267167945587,190.67386110640282,195.21861942232303
10.141;217.52353327385077,190.82774104202062,195.49391291182974
10.171;217.7798986021145,190.98162097763844,195.76920640133645
10.201;217.75725012094512,191.0529646318641,195.81965920067222
10.231;217.54859243348696,191.06928409849502,195.72021820656067
10.261;217.3399347460288,191.08560356512595,195.6207772124491
10.291;217.21781257363222,191.1216287906044,195.55154252009498
10.321;217.38002137929516,191.22240150943912,195.58155710494378
10.351;217.5422301849581,191.32317422827384,195.61157168979258
10.381;217.70443899062104,191.42394694710856,195.6415862746414
10.411;217.5566911900291,191.2841125515637,195.4156328016449
10.441;217.29623189625357,191.05678465988083,195.09660003488648
10.471;217.03577260247803,190.82945676819796,194.77756726812805
10.501;216.77531330870252,190.60212887651508,194.45853450136963
10.531;216.51485401492698,190.37480098483218,194.1395017346112
10.561;216.3319432329048,190.20360357552252,193.9217024446809
10.591;216.6530977772792,190.39725430163875,194.3619207541334
10.621;216.97425232165367,190.59090502775496,194.80213906358588
10.651;217.2954068660281,190.7845557538712,195.24235737303835
10.681;217.35535056998464,190.86712160272253,195.36564562098485
10.711;217.34999156383674,190.92191623225767,195.40970135355482
10.741;217.39628747958974,190.96007120182435,195.48180867445316
10.771;217.4820842179729,190.9855017255328,195.57536720995552
10.801;217.56788095635602,191.01093224924125,195.66892574545787
10.831;217.6215424471901,191.02981599574863,195.72915504184934
10.861;217.514527700279,191.01596585625083,195.62273814268633
10.891;217.40751295336787,191.00211571675302,195.5163212435233
10.921;217.3427105449991,191.0013925299048,195.499254909476
10.951;217.31018816022157,191.01070760096502,195.55051547816421
10.981;217.27766577544404,191.02002267202528,195.60177604685245
11.011;217.25906238837032,191.03073601814032,195.64599996893784
11.041;217.33093248637147,191.05053815211144,195.64448568810474
11.071;217.40280258437264,191.0703402860826,195.64297140727166
11.101;217.34965294201118,191.0108811474198,195.4420640786113
11.131;217.28261221738717,190.94261520068662,195.21900196685903
11.161;217.36367144801125,191.15453567790246,195.36931016277393
11.191;217.5082020880273,191.48653605109644,195.6796342048319
11.221;217.6053566889784,191.64812877307511,195.85624159715718
11.251;217.631447231332,191.55411001823086,195.8322740148834
11.281;217.65753777368565,191.46009126338657,195.80830643260964
11.311;217.6788960746636,191.3605071585598,195.78287916231324
11.341;217.63400299638238,191.18300815397822,195.73701625970014
11.371;217.58910991810114,191.00550914939663,195.69115335708705
11.401;217.5442168398199,190.82801014481507,195.64529045447395
11.431;217.50415181937743,190.67274486595053,195.57409225724558
11.461;217.495469174887,190.6619988042468,195.3382146450178
11.491;217.48678653039656,190.65125274254308,195.10233703279005
11.521;217.4781038859061,190.64050668083934,194.86645942056228
11.551;217.47288571866375,190.674556473183,194.99054606520843
11.581;217.46915232738488,190.72780448868983,195.26890310565767
11.611;217.465418936106,190.78105250419665,195.5472601461069
11.641;217.47327652982185,190.82447107425463,195.7453410488905
11.671;217.52749806351665,190.82857186251726,195.62231740101154
11.701;217.58171959721145,190.8326726507799,195.49929375313255
11.731;217.57956268546738,190.85795092710774,195.44115380659593
11.761;217.57337874190625,190.88474188115453,195.3876484101552
11.791;217.47485471810535,190.81755095467892,195.28829564181157
11.821;217.3301606541845,190.70336908794212,195.16601918751644
11.851;217.1854665902637,190.5891872212053,195.0437427332213
11.881;217.18093944248338,190.57868246488147,195.04943751060574
11.911;217.45674612698397,190.77553192938362,195.31107475134925
11.941;217.73255281148457,190.97238139388574,195.57271199209276
11.971;218.00835949598516,191.1692308583879,195.83434923283627
12.001;217.78175455095405,191.0984468069198,195.81037491679515
12.031;217.53782506697354,191.01843401352173,195.77655192638215
12.061;217.29389558299306,190.93842122012364,195.74272893596915
12.091;217.35613045627807,191.0898305645785,195.81100353845747
12.121;217.68625914217043,191.4437342796547,195.9686135347345
12.151;218.01638782806276,191.7976379947309,196.1262235310115
12.181;218.29404917620272,192.06758692380478,196.27610399838937
12.211;218.23067282895218,191.79182974386345,196.37574252792263
12.241;218.16729648170167,191.51607256392214,196.47538105745588
12.271;218.08157849683275,191.43432854707726,196.22983333705514
12.301;217.99426468070536,191.3664426133107,195.95962945594485
12.331;217.9126445758198,191.2941367112229,195.8923511976119
12.361;217.83432083007423,191.21927188010702,195.94255619457113
12.391;217.75599708432864,191.14440704899116,195.99276119153035
12.421;217.69873329127992,191.04499427129596,195.9569095358248
12.451;217.69938436814755,190.87807464050772,195.68440208529117
12.481;217.70003544501517,190.71115500971948,195.41189463475757
12.511;217.7006865218828,190.54423537893123,195.13938718422395
12.541;217.7642882624234,190.66581638131137,195.232444536005
12.571;217.83238647894063,190.80800457177497,195.35161365937995
12.601;217.90048469545786,190.95019276223857,195.4707827827549
12.631;217.96858291197512,191.09238095270217,195.58995190612987
12.661;217.7338427226567,190.91597378782836,195.3953264361346
12.691;217.15300149809755,190.37545764542605,194.84207857371624
12.721;216.5721602735384,189.83494150302374,194.2888307112979
12.751;216.06788182568326,189.36797567460098,193.81221221418556
12.781;216.63548225168418,189.93071424189154,194.40840483135796
12.811;217.20308267768507,190.49345280918206,195.00459744853035
12.841;217.770683103686,191.0561913764726,195.60079006570277
12.871;218.05639187082633,191.39174218534504,195.83966206356575
12.901;218.22128992702642,191.62992681203826,195.92539665315334
12.931;218.3861879832265,191.8681114387315,196.0111312427409
12.961;218.5408993489697,192.09700956053777,196.17716220665005
12.991;218.67523733379915,192.30733467257005,196.50378591920236
13.021;218.80957531862862,192.51765978460236,196.8304096317547
13.051;219.02836515456002,192.78157346855855,197.0539375194308
13.081;219.27285772778336,193.06179671788288,197.2460884169272
13.111;219.14880216313443,192.8294710673523,197.11743059670854
13.141;218.70226697784724,192.14866512944866,196.70806514848925
13.171;218.41687428625366,191.69537290947093,196.43064067959676
13.201;218.50748074661186,191.77294603132023,196.46107849580025
13.231;218.59808720697004,191.85051915316956,196.49151631200374
13.261;218.6886936673282,191.92809227501886,196.52195412820723
13.291;218.2234375387571,191.5546797420659,195.93195773149432
13.321;217.71847693954822,191.14905394805567,195.29764460528736
13.351;217.5961235504129,191.03014373255047,195.19939605029128
13.381;217.66507376631438,191.05459130629782,195.36917978090065
13.411;217.73402398221586,191.07903888004518,195.53896351151002
13.441;217.80297419811734,191.10348645379256,195.7087472421194
13.471;217.74624490765882,191.07032364248656,195.68113774540512
13.501;217.65126533265595,191.01962723572956,195.5934520490706
13.531;217.5562857576531,190.96893082897256,195.5057663527361
13.561;217.43207175281736,190.91620923309452,195.4518328831336
13.591;217.25736191463395,190.85998958328014,195.45619871424998
13.621;217.08265207645056,190.80376993346576,195.46056454536634
13.651;216.90794223826714,190.74755028365138,195.46493037648273
13.681;217.19626642749387,190.89625817152893,195.41931820740484
13.711;217.48459061672057,191.0449660594065,195.373706038327
13.741;217.7729148059473,191.19367394728408,195.3280938692491
13.771;217.95384073271947,191.33290976263598,195.43829619409803
13.801;218.08106752826438,191.46740954172506,195.62640576591033
13.831;218.20829432380933,191.60190932081414,195.81451533772264
13.861;218.33552111935424,191.73640909990323,196.00262490953494
13.891;218.43159512077116,191.88976621633105,196.18407036829592
13.921;218.46536353393208,192.08083800743643,196.35218760095418
13.951;218.49913194709302,192.27190979854177,196.52030483361244
13.981;218.53290036025396,192.46298158964714,196.6884220662707
14.011;218.57518142022116,192.42138424841812,196.69875187116298
14.041;218.61775601973343,192.37176383366037,196.70364073027022
14.071;218.66033061924568,192.32214341890258,196.70852958937743
14.101;218.58577781755864,192.2999660436758,196.5209920614158
14.131;218.43314008173869,192.29608402813633,196.2051702754082
14.161;218.39151957556575,192.2809231458441,196.0870528183445
14.191;218.5164249138633,192.24884396342264,196.26549185469662
14.221;218.64133025216086,192.21676478100122,196.44393089104872
14.251;218.7662355904584,192.1846855985798,196.62236992740083
14.281;218.64329519020654,192.13122958716136,196.4124861956343
14.311;218.4822246763317,192.07448483282033,196.14286049954183
14.341;218.32115416245682,192.01774007847928,195.87323480344935
14.371;218.26753116401494,191.9468472050237,195.9345739197292
14.401;218.221582988104,191.87494375163135,196.01955337974994
14.431;218.17563481219304,191.803040298239,196.10453283977068
14.461;218.1296866362821,191.73113684484665,196.18951229979143
14.491;218.131446935039,191.74070956492358,196.18783094403358
14.521;218.1877312048449,191.84339791182254,196.08710865595734
14.551;218.20389032927145,191.91375951634572,196.0079901556399
14.581;218.05954887218044,191.85481415136587,196.01528680635758
14.611;217.91520741508944,191.79586878638602,196.02258345707529
14.641;217.77086595799844,191.73692342140617,196.029880107793
14.671;217.80976056144226,191.77173411256928,196.03280262910718
14.701;217.8768453280453,191.82096881236976,196.03505220743622
14.731;217.94393009464832,191.87020351217024,196.03730178576527
14.761;217.98285940395556,191.956601358744,196.11630100646803
14.791;217.9896110477819,192.08547137305868,196.28301410416933
14.821;217.9963626916082,192.21434138737334,196.44972720187062
14.851;218.18476198202305,192.392474641208,196.4259191912995
14.881;218.3731612724379,192.57060789504266,196.40211118072838
14.911;218.4927067570993,192.69752948917855,196.49398950756208
14.941;218.5520051617264,192.77964088107802,196.68709337962503
