time;interpolated Pixel rightCheek
5.881;187.8255442543003,164.52300967958675,162.9859538339887
5.911;188.8786499501093,165.61551480827765,164.10808758276008
5.941;186.88507229101288,163.85972110724586,162.3025599857283
5.971;184.12982379319013,161.3918526987834,159.76511705224576
6.001;181.37457529536735,158.92398429032093,157.22767411876322
6.031;179.92371630273038,157.59468510764285,155.85826756333796
6.061;180.1785974322594,157.75428414329824,156.01629319460304
6.091;180.70393164746517,158.15526549605906,156.43425180676653
6.121;185.01560906214524,161.93559928829634,160.49127215150807
6.151;189.32728647682535,165.71593308053363,164.5482924962496
6.181;193.63896389150545,169.4962668727709,168.6053128409911
6.211;197.95064130618553,173.27660066500817,172.66233318573265
6.241;198.4041341415244,173.75918778275894,173.11493001856797
6.271;195.90725053383758,171.71996862002004,170.8112029893574
6.301;193.41036692615077,169.68074945728114,168.50747596014685
6.331;191.4664705996374,168.07593921212307,166.69681805064357
6.361;192.28751067899123,168.64317355486926,167.35150573967675
6.391;193.10855075834502,169.21040789761548,168.00619342870996
6.421;193.9295908376988,169.77764224036167,168.66088111774314
6.451;194.5626888226341,170.41419265152805,169.407086518565
6.481;195.14880128396473,171.0680720797995,170.17617134733402
6.511;195.73491374529536,171.7219515080709,170.94525617610304
6.541;196.18194859322995,172.18946587859384,171.44997802139966
6.571;196.3887584725713,172.33507696755115,171.49807289524392
6.601;196.5955683519127,172.48068805650846,171.54616776908819
6.631;196.80237823125407,172.62629914546577,171.59426264293245
6.661;197.00918811059543,172.77191023442307,171.64235751677668
6.691;196.69020800597414,172.62022185229551,171.55047684241643
6.721;196.29033713458935,172.42279509000107,171.4370614683324
6.751;195.47591153148198,171.73012995458944,170.78222620309774
6.781;194.3851161072262,170.70730590376635,169.76644434376269
6.811;194.23349185193143,170.5078352574408,169.60827837560993
6.841;195.49062435007815,171.54339471786153,170.7365362442306
6.871;196.74775684822487,172.5789541782823,171.86479411285129
6.901;198.00488934637158,173.61451363870304,172.99305198147195
6.931;197.37183102254738,173.01339675571714,172.3856636125953
6.961;196.73877269872318,172.4122798727312,171.7782752437186
6.991;196.10571437489898,171.8111629897453,171.17088687484195
7.021;195.68515213760728,171.4306645369015,170.80604148123027
7.051;195.7604141022247,171.564942421056,171.0071296965702
7.081;195.83567606684213,171.6992203052105,171.20821791191014
7.111;195.91093803145955,171.833498189365,171.40930612725006
7.141;195.9634753080043,171.89907894363594,171.4673270396874
7.171;196.00627343251784,171.93521807081393,171.46403339373788
7.201;196.0490715570314,171.97135719799192,171.46073974778838
7.231;195.9084983506162,171.84945948701926,171.30925394955773
7.261;195.40118248234347,171.41148809974538,170.86138384676482
7.291;194.89386661407076,170.97351671247148,170.41351374397192
7.321;194.38655074579802,170.5355453251976,169.965643641179
7.351;194.84922587645116,170.98584178006837,170.41950460885928
7.381;195.34534897258447,171.46676816053034,170.90445975138346
7.411;195.8414720687178,171.94769454099227,171.38941489390763
7.441;196.33759516485114,172.42862092145424,171.8743700364318
7.471;196.44976592907176,172.5203594866007,171.90351194973795
7.501;196.5345115267272,172.5842989220818,171.90009577524282
7.531;196.6192571243826,172.64823835756292,171.8966796007477
7.561;197.04955662557015,173.0213177819246,172.3587568722243
7.591;197.82541003028982,173.7035371951669,173.28632758967268
7.621;198.45738648215865,174.26843548806602,174.05113338260608
7.651;198.36997816977336,174.24672817924952,174.0021145529646
7.681;198.28256985738807,174.22502087043299,173.9530957233231
7.711;198.19516154500275,174.20331356161648,173.9040768936816
7.741;198.10471772476896,174.22839831979115,173.91430289940072
7.771;198.01351502757305,174.26518109471363,173.93934011396
7.801;197.92231233037714,174.3019638696361,173.96437732851925
7.831;197.82627900422884,174.27721672026067,173.94392474863972
7.861;197.7169614484615,174.08326227906596,173.79837523405357
7.891;197.60764389269414,173.88930783787126,173.65282571946744
7.921;197.4983263369268,173.69535339667655,173.5072762048813
7.951;197.94766441709675,174.0460426683134,173.77303603722817
7.981;198.50873362445415,174.50566068251658,174.12105773896167
8.011;196.760450346102,173.0786528806455,172.6194676191234
8.041;193.67517352339166,170.559388027363,170.0470496025857
8.071;191.72941681503914,168.98576980100938,168.4461999735837
8.101;191.49294027822324,168.83062151504896,168.30270292588526
8.131;191.26947850800295,168.6707547631331,168.1546063962402
8.161;191.22822347012124,168.4448294878409,167.942117119343
8.191;191.18696843223952,168.2189042125487,167.7296278424458
8.221;191.47522882745207,168.4852371535061,167.97063474726656
8.251;191.82939230928343,168.85002173771338,168.30234088843088
8.281;192.18355579111483,169.2148063219207,168.6340470295952
8.311;192.2324324150784,169.30147171064513,168.73562248639118
8.341;191.93240977290736,169.0702865902463,168.57419144676618
8.371;191.6323871307363,168.83910146984746,168.41276040714118
8.401;191.38088737083186,168.6457037889911,168.27700955056918
8.431;191.44478634566025,168.6979244651609,168.30817988384166
8.461;191.50868532048864,168.75014514133068,168.33935021711417
8.491;191.57258429531703,168.80236581750046,168.3705205503867
8.521;191.6267669562962,168.96783094857275,168.4771358376922
8.551;191.6779924782778,169.167761783311,168.60671263274688
8.581;191.3017860246412,168.87772146695755,168.26186323409
8.611;190.59871982494366,168.21299732918106,167.55421733435955
8.641;189.89565362524613,167.54827319140458,166.84657143462908
8.671;189.1925874255486,166.8835490536281,166.13892553489865
8.701;189.13865660017663,166.84383343377905,166.11654546726982
8.731;189.18459275547013,166.90027297053425,166.199590912272
8.761;188.39236884560646,166.1160534757287,165.45569482895255
8.791;187.18106490316413,164.91150446514277,164.29832798147228
8.821;186.4811948637957,164.20599705476758,163.62127308686286
8.851;186.66471065700938,164.36247059021102,163.77384792903027
8.881;186.84822645022308,164.51894412565443,163.9264227711977
8.911;187.03174224343675,164.67541766109784,164.07899761336515
8.941;186.39329427310068,164.15908941401685,163.54973523945446
8.971;185.7548463027646,163.64276116693583,163.0204728655438
9.001;185.99428174804157,163.8550766995226,163.25810241756986
9.031;187.11160060893158,164.79603601177715,164.26262389553267
9.061;188.22891946982162,165.73699532403168,165.26714537349545
9.091;189.34623833071163,166.67795463628624,166.27166685145826
9.121;190.3641186536761,167.53034753895858,167.18332060767366
9.151;188.49828137679987,165.81431456374744,165.40181043321468
9.181;186.63244409992362,164.0982815885363,163.62030025875566
9.211;186.60526328318682,164.0755530310947,163.51936098165018
9.241;186.9458137584779,164.39148535720702,163.75453588401538
9.271;187.28636423376898,164.70741768331933,163.98971078638058
9.301;187.12879162702367,164.55796753167968,163.80881845273197
9.331;186.31982729761543,163.79994029374907,163.08383819506525
9.361;185.5108629682072,163.04191305581847,162.35885793739857
9.391;184.70189863879892,162.28388581788784,161.63387767973188
9.421;183.89293430939068,161.52585857995723,160.9088974220652
9.451;183.98152912153654,161.74228077434014,161.060498109483
9.481;184.13423530093624,162.0283064996026,161.27471172154972
9.511;184.28694148033594,162.31433222486507,161.48892533361644
9.541;184.49279783288043,162.55988411916144,161.72176843062056
9.571;184.73408763418814,162.77845345948043,161.9670311842496
9.601;184.97537743549583,162.99702279979942,162.21229393787866
9.631;185.4192518105372,163.37261240655576,162.64228386804695
9.661;186.52876121356053,164.2641257458919,163.6792345211298
9.691;187.6382706165839,165.15563908522807,164.71618517421268
9.721;187.63341595878012,165.1246233115165,164.57510931625123
9.751;187.50474307199556,164.99110430302187,164.3031416237293
9.781;187.3560175454562,164.84153535632603,164.02097696338288
9.811;186.62576546602844,164.22651820179556,163.4431002361266
9.841;185.89551338660067,163.6115010472651,162.86522350887034
9.871;185.1652613071729,162.99648389273463,162.28734678161408
9.901;184.43500922774513,162.38146673820415,161.7094700543578
9.931;185.0111130783423,162.79682697304406,162.1768779972816
9.961;186.73027836771132,164.113767423583,163.55891002661295
9.991;187.75800147058226,164.89628038642147,164.37226502615502
10.021;187.4028402004571,164.6099383738589,164.04826596611855
10.051;187.04767893033193,164.32359636129635,163.72426690608205
10.081;186.69251766020676,164.03725434873377,163.40026784604558
10.111;187.37437257533298,164.69445638669436,164.01640336457987
10.141;188.13030007512,165.4190544282637,164.69969135301204
10.171;188.88622757490702,166.14365246983306,165.38297934144424
10.201;188.82373154277664,166.10380905174847,165.33447638549586
10.231;188.21561982270134,165.55433799389462,164.79811279996045
10.261;187.607508102626,165.00486693604074,164.26174921442504
10.291;187.28051395122395,164.7263482069496,164.00919342800077
10.321;187.87719181117677,165.33810141522167,164.6891489815131
10.351;188.4738696711296,165.94985462349374,165.36910453502546
10.381;189.0705475310824,166.5616078317658,166.04906008853783
10.411;189.151718131564,166.63610054860808,166.1089193319738
10.441;189.04543154678328,166.51522581402133,165.94328900810928
10.471;188.9391449620026,166.3943510794346,165.77765868424476
10.501;188.83285837722187,166.27347634484786,165.61202836038024
10.531;188.72657179244118,166.15260161026114,165.44639803651572
10.561;188.59107134784213,166.00804153837487,165.27053316716936
10.591;188.26568081442386,165.70952677404176,165.0281437521911
10.621;187.9402902810056,165.41101200970866,164.7857543372129
10.651;187.61489974758732,165.11249724537552,164.54336492223464
10.681;186.512096863882,164.13587002252686,163.51947420130827
10.711;185.21494089260486,162.98971468504928,162.30020815389486
10.741;185.08461267294442,162.8933961522302,162.24300879235474
10.771;185.8465644986379,163.59989399944402,163.07444866118837
10.801;186.60851632433133,164.30639184665785,163.90588853002197
10.831;187.2031801734022,164.84560579675323,164.53621394123996
10.861;186.96140413935993,164.5484002612563,164.1609670643799
10.891;186.71962810531767,164.25119472575935,163.78572018751984
10.921;187.01462678073625,164.47223287661532,163.98698135149382
10.951;187.72010023397777,165.08957502291764,164.62910160551735
10.981;188.4255736872193,165.70691716921993,165.27122185954084
11.011;189.03098679829202,166.24515219179693,165.81229856444335
11.041;188.9860076852673,166.2691909101593,165.69659220005911
11.071;188.9410285722426,166.2932296285217,165.58088583567488
11.101;188.1585234881668,165.5088564686339,164.93582923398773
11.131;187.2940710739742,164.63465976671833,164.23195593926692
11.161;187.55004710092243,164.87960814561455,164.51112087550817
11.191;188.2862067455024,165.60419013057296,165.21158791073316
11.221;188.53377837437938,165.8472193404447,165.44101353957228
11.251;188.04846797970194,165.3679193876864,164.9638770588326
11.281;187.5631575850245,164.88861943492816,164.48674057809293
11.311;187.12701999197947,164.4586766690668,164.0603293646878
11.341;187.37930162178827,164.71973451976234,164.34407189396612
11.371;187.63158325159705,164.9807923704579,164.62781442324442
11.401;187.88386488140586,165.24185022115344,164.91155695252272
11.431;188.05707264877736,165.42207623654915,165.10269715274558
11.461;187.7163003103065,165.0768953224957,164.69192221410802
11.491;187.37552797183562,164.73171440844223,164.28114727547046
11.521;187.03475563336474,164.3865334943888,163.8703723368329
11.551;187.3668634097087,164.6069700682441,164.13904267360422
11.581;187.98734837811622,165.06981413691744,164.69890384269365
11.611;188.6078333465237,165.5326582055908,165.25876501178308
11.641;189.09517262664664,165.8822687672732,165.6607581262889
11.671;189.0499291536314,165.77894530099186,165.43127902246042
11.701;189.00468568061618,165.6756218347105,165.2017999186319
11.731;188.27348254851412,165.08481592841247,164.6404209891511
11.761;187.49328229790592,164.4591898478275,164.05533492926656
11.791;187.56541350572687,164.62855384224994,164.11325100517107
11.821;188.06371044276239,165.1954128741761,164.49266814897007
11.851;188.5620073797979,165.76227190610228,164.87208529276907
11.881;188.99839788344232,166.22891705820834,165.2578701743344
11.911;189.31097552030448,166.4951344506742,165.65639053143238
11.941;189.62355315716664,166.76135184314,166.05491088853034
11.971;189.9361307940288,167.02756923560585,166.4534312456283
12.001;190.174622662375,167.22447282357444,166.7155354871215
12.031;190.41055984904824,167.41898628035347,166.97293572462831
12.061;190.64649703572147,167.61349973713249,167.23033596213514
12.091;190.59040254118915,167.5555009438929,167.19647842117402
12.121;190.27878032560193,167.276553931887,166.9077703240534
12.151;189.96715811001474,166.99760691988112,166.61906222693278
12.181;189.69262317571497,166.76214579837767,166.3737178906261
12.211;189.6591555697836,166.80934296514008,166.41023799961
12.241;189.62568796385222,166.85654013190245,166.44675810859385
12.271;189.46718829569073,166.6442634570654,166.18964449399232
12.301;189.29975776594134,166.4134529363998,165.9115570419918
12.331;188.93274687664126,166.00573384566783,165.50007412218633
12.361;188.45018946339079,165.49559400384481,165.01136224733585
12.391;187.9676320501403,164.98545416202182,164.52265037248534
12.421;187.5395681150888,164.53533934549625,164.09107318000326
12.451;187.2613612450845,164.25029334853872,163.81661636403433
12.481;186.9831543750802,163.96524735158116,163.5421595480654
12.511;186.7049475050759,163.6802013546236,163.26770273209644
12.541;186.95698378550762,163.88049638830128,163.47254788716364
12.571;187.24689457668478,164.1154586384529,163.71162889730485
12.601;187.53680536786194,164.35042088860453,163.95070990744608
12.631;187.8267161590391,164.58538313875616,164.1897909175873
12.661;188.51387799574317,165.13614222956437,164.79563182989688
12.691;189.6550410273352,166.04781199540867,165.82062691611316
12.721;190.79620405892717,166.95948176125293,166.84562200232946
12.751;191.82393740563597,167.79043848182303,167.77310077019692
12.781;191.26365516397996,167.49141256855438,167.33535108118062
12.811;190.70337292232392,167.19238665528573,166.89760139216432
12.841;190.1430906806679,166.8933607420171,166.45985170314805
12.871;189.47802832824846,166.34813778610445,165.78884970585108
12.901;188.76806021407324,165.69740181191574,165.01788243357666
12.931;188.058092099898,165.04666583772706,164.24691516130224
12.961;187.42902852201306,164.49504763963742,163.63163519001807
12.991;186.9617740167086,164.14166499374585,163.32772982071435
13.021;186.49451951140415,163.7882823478543,163.02382445141066
13.051;186.75279368289898,163.82749996611636,163.1675407007418
13.081;187.2318809299414,163.98620462129472,163.44748961661395
13.111;188.5947844514432,165.21985736683536,164.70071660703326
13.141;190.7310272130969,167.39408969144293,166.8055619126813
13.171;192.09466176052456,168.80009731497145,168.1951506689092
13.201;191.6555438080915,168.41358063598207,167.91580747649013
13.231;191.21642585565843,168.02706395699272,167.63646428407102
13.261;190.7773079032254,167.64054727800334,167.35712109165195
13.291;191.0737277456166,167.72128618984507,167.50345176334497
13.321;191.42268600192384,167.83540050103187,167.680187711046
13.351;191.33909057033503,167.696895584893,167.5592127766389
13.381;191.0392182947982,167.43208105509134,167.2893824011777
13.411;190.73934601926138,167.16726652528968,167.01955202571654
13.441;190.43947374372453,166.902451995488,166.74972165025537
13.471;190.57087081980495,166.96701097285455,166.77172640821155
13.501;190.833523785508,167.1318140610984,166.8825505545991
13.531;191.096176751211,167.29661714934224,166.9933747009867
13.561;191.31849744520767,167.50051002264686,167.21617239701285
13.591;191.4711533062569,167.77192161560203,167.63237895150576
13.621;191.62380916730615,168.04333320855716,168.04858550599863
13.651;191.77646502835537,168.3147448015123,168.4647920604915
13.681;191.92663652508935,168.36796309521773,168.45720294162942
13.711;192.07680802182333,168.42118138892317,168.44961382276736
13.741;192.22697951855733,168.4743996826286,168.44202470390528
13.771;191.78526965821345,168.09986081056525,168.0161987072823
13.801;191.04761911933068,167.5114433556175,167.38125427177894
13.831;190.30996858044787,166.92302590066978,166.74630983627557
13.861;189.5723180415651,166.33460844572204,166.1113654007722
13.891;189.1411557021467,166.01006374607937,165.7370069857074
13.921;189.32296976165708,166.21326455704687,165.88382061151984
13.951;189.50478382116748,166.41646536801434,166.03063423733227
13.981;189.68659788067788,166.61966617898184,166.1774478631447
14.011;189.20293873408622,166.14285358769044,165.75074425751026
14.041;188.69633223556,165.64259225839012,165.30426419561906
14.071;188.1897257370338,165.14233092908978,164.85778413372782
14.101;188.86964638245126,165.76005692135448,165.48133584456397
14.131;190.34058512383123,167.12310779466247,166.8182420705517
14.161;190.91297707887222,167.61838547609892,167.26694821102214
14.191;190.13754885440477,166.812003369728,166.38335422321668
14.221;189.36212062993735,166.00562126335709,165.49976023541123
14.251;188.5866924054699,165.19923915698618,164.61616624760578
14.281;188.6394370563585,165.13028628239118,164.5590150089797
14.311;188.81959291884033,165.17478405883864,164.62900880868895
14.341;188.99974878132215,165.21928183528607,164.6990026083982
14.371;189.3414999047416,165.6502358841577,165.1706275675726
14.401;189.69479354679942,166.10879395248816,165.6709404667088
14.431;190.04808718885724,166.56735202081862,166.171253365845
14.461;190.4013808309151,167.0259100891491,166.6715662649812
14.491;190.28871669866487,167.0643080842928,166.72081331518794
14.521;189.64352939577688,166.62252313865162,166.2545565380467
14.551;189.21669463286037,166.3204371095433,165.91420078540267
14.581;189.6632700298296,166.5771467465664,166.07744913074745
14.611;190.1098454267988,166.8338563835895,166.2406974760922
14.641;190.55642082376804,167.0905660206126,166.40394582143696
14.671;190.7321316755463,167.2774269552506,166.58532538169095
14.701;190.86617105883363,167.4535419356755,166.76949435962325
14.731;191.000210442121,167.62965691610043,166.95366333755558
14.761;190.88169277514243,167.51794670859485,166.9280876483091
14.791;190.47453847928858,167.07729342916875,166.66280376800106
14.821;190.0673841834347,166.63664014974262,166.39751988769302
14.851;189.52777002001895,166.29314423343388,165.9805478960203
14.881;188.98815585660319,165.94964831712517,165.56357590434757
14.911;188.65945053337143,165.71346818003406,165.23338977106718
14.941;188.51529044530068,165.57118934975836,164.97914126388008
