Count;Frequencies forehead
45.623;50.78125000000001
46.028;50.78125000000001
46.54;50.78125000000001
46.981;50.78125000000001
47.529;50.78125000000001
48.026;50.78125000000001
48.501;50.78125000000001
48.957;50.78125000000001
49.436;50.78125000000001
49.911;68.359375
50.348;68.359375
50.894;68.359375
51.399;68.359375
51.844;68.359375
52.292;68.359375
52.765;68.359375
53.306;68.359375
53.859;68.359375
54.268;103.515625
54.749;103.515625
55.163;103.515625
55.679;44.92187500000001
56.19;44.92187500000001
56.606;44.92187500000001
57.154;64.453125
57.62;64.453125
58.057;64.453125
58.638;64.453125
59.081;64.453125
59.529;64.453125
59.979;64.453125
60.487;64.453125
60.971;64.453125
61.46;64.453125
61.873;62.50000000000001
62.386;62.50000000000001
62.934;62.50000000000001
63.349;62.50000000000001
63.821;62.50000000000001
64.387;62.50000000000001
64.761;62.50000000000001
65.278;62.50000000000001
65.747;62.50000000000001
66.192;62.50000000000001
66.692;62.50000000000001
67.209;62.50000000000001
67.745;103.515625
68.165;103.515625
68.678;103.515625
69.148;56.64062500000001
69.565;56.64062500000001
70.058;56.64062500000001
70.531;56.64062500000001
71.037;56.64062500000001
71.472;56.64062500000001
71.98;56.64062500000001
72.45;56.64062500000001
72.957;56.64062500000001
73.399;60.54687500000001
73.939;60.54687500000001
74.391;60.54687500000001
74.834;60.54687500000001
75.31;60.54687500000001
75.865;60.54687500000001
76.336;60.54687500000001
76.776;60.54687500000001
77.319;60.54687500000001
77.726;60.54687500000001
78.2;60.54687500000001
78.764;60.54687500000001
79.199;89.84375000000001
79.684;89.84375000000001
80.141;89.84375000000001
80.616;89.84375000000001
81.071;89.84375000000001
81.607;89.84375000000001
82.112;89.84375000000001
82.578;89.84375000000001
83.046;89.84375000000001
83.525;89.84375000000001
84.032;89.84375000000001
84.506;89.84375000000001
84.916;89.84375000000001
85.469;89.84375000000001
85.938;89.84375000000001
86.39;89.84375000000001
86.821;89.84375000000001
87.426;44.92187500000001
87.862;44.92187500000001
88.344;44.92187500000001
88.817;44.92187500000001
89.222;44.92187500000001
89.77;44.92187500000001
90.272;44.92187500000001
90.72;44.92187500000001
91.224;44.92187500000001
91.666;44.92187500000001
92.169;44.92187500000001
92.588;44.92187500000001
93.061;44.92187500000001
93.64;44.92187500000001
94.052;44.92187500000001
94.589;103.515625
95.08;103.515625
95.497;103.515625
95.988;103.515625
96.46;62.50000000000001
96.935;62.50000000000001
97.447;62.50000000000001
97.924;62.50000000000001
98.461;62.50000000000001
98.834;62.50000000000001
99.446;62.50000000000001
99.821;62.50000000000001
100.39;62.50000000000001
100.826;62.50000000000001
101.27;103.515625
101.801;103.515625
102.275;103.515625
102.73;103.515625
103.243;103.515625
103.685;103.515625
104.196;103.515625
104.68;103.515625
105.121;103.515625
105.56;60.54687500000001
106.104;60.54687500000001
106.511;60.54687500000001
107.018;60.54687500000001
107.558;60.54687500000001
107.983;60.54687500000001
108.494;60.54687500000001
108.957;60.54687500000001
109.435;66.40625000000001
109.946;66.40625000000001
110.357;91.796875
110.828;72.26562500000001
111.301;72.26562500000001
111.845;105.46875000000001
112.291;105.46875000000001
112.762;105.46875000000001
113.238;105.46875000000001
113.777;105.46875000000001
114.184;105.46875000000001
114.771;105.46875000000001
115.142;105.46875000000001
115.681;111.32812500000001
116.168;111.32812500000001
116.611;91.796875
117.122;91.796875
117.603;91.796875
118.111;91.796875
118.549;91.796875
118.995;60.54687500000001
119.488;60.54687500000001
120.031;58.59375000000001
120.573;58.59375000000001
120.946;58.59375000000001
121.394;58.59375000000001
121.935;58.59375000000001
122.354;58.59375000000001
122.862;58.59375000000001
123.31;58.59375000000001
123.814;58.59375000000001
124.337;64.453125
124.823;64.453125
125.226;64.453125
125.774;64.453125
126.183;64.453125
126.663;64.453125
127.143;64.453125
127.651;64.453125
128.171;64.453125
128.645;64.453125
129.084;64.453125
129.587;64.453125
130.103;64.453125
130.61;91.796875
131.046;91.796875
131.595;91.796875
132.026;91.796875
132.476;91.796875
133.028;91.796875
133.4;78.12500000000001
133.912;78.12500000000001
134.354;78.12500000000001
134.894;78.12500000000001
135.337;78.12500000000001
135.871;78.12500000000001
136.34;78.12500000000001
136.809;52.73437500000001
137.277;52.73437500000001
137.748;52.73437500000001
138.185;52.73437500000001
138.814;52.73437500000001
139.218;52.73437500000001
139.665;52.73437500000001
140.112;52.73437500000001
140.624;52.73437500000001
141.076;52.73437500000001
141.594;68.359375
142.111;68.359375
142.519;68.359375
142.998;68.359375
143.521;68.359375
144.032;68.359375
