time;Pixel forehead
7.322;244.63940315004146,231.0279082619508,233.74827300359215
7.443;244.7225752970434,231.00939486045868,233.71594363083724
7.546;244.61713191023537,231.0536398467433,233.63245758073344
7.616;245.18353067814854,231.76883745963403,234.3955866523143
7.717;244.87165208167596,231.40997083001855,234.08936621585786
7.823;245.6402744787543,232.92821324887834,235.46186328846662
7.926;245.5019815059445,232.28956406869221,234.90092470277412
7.992;245.59392338177014,232.77965653896962,235.33500660501983
8.059;244.66513878278585,231.03284950343775,233.4132925897632
8.129;244.47302798982187,230.29923664122137,232.96386768447837
8.196;244.58737002282527,231.01496322597006,233.39513061120974
8.297;244.7485380116959,231.15433511314518,233.58988049834733
8.397;245.11417024501137,231.880020207123,234.56756756756758
8.498;244.68572861800854,231.19112114371708,233.68196639077001
8.564;245.02959618760974,231.61274140958113,234.0351141208929
8.675;244.65203211239339,230.84094330155546,233.14826894129453
8.741;243.5655758181364,229.50012490632025,231.54559080689484
8.81;243.54552257420804,229.14666999251685,231.31030182090296
8.911;243.20658682634732,228.8939620758483,231.0513972055888
8.986;242.9967669733897,228.55185277294206,230.8376025864213
9.12;242.7499374843711,227.8217054263566,229.86196549137284
9.186;242.71098845960864,227.7624184646262,229.82262920220774
9.288;243.05138438513345,228.3818907458219,230.52032925916689
9.423;242.5071161048689,227.50661672908865,229.58651685393258
9.523;242.85076884295438,227.9316864129065,230.2356944794555
9.624;243.1429282868526,228.68625498007967,230.70567729083666
9.694;242.82338056680163,227.84084008097167,229.89144736842104
9.78;242.4283906882591,227.27682186234819,229.37297570850203
9.915;242.4355843508597,227.39347121853976,229.60004983802642
9.981;243.02878787878788,227.96742424242424,230.4401515151515
10.083;243.42162298387098,228.82006048387098,231.0357862903226
10.183;243.47369752149723,228.68082953970662,231.04830551340416
10.284;243.90515515515514,229.58133133133134,231.81631631631632
10.389;243.62955516461423,229.2000502638854,231.44106559437046
10.557;243.37896326119778,229.07196779063915,231.13185707096125
10.657;243.3697457840423,228.9660206393154,231.42537125597784
10.724;243.12915407854985,228.69335347432025,231.08534743202418
10.826;243.2536487166583,228.37695017614493,230.71565173628585
10.904;243.40040342914776,228.8421583459405,231.256177508825
11.007;243.72273190621814,229.10703363914374,231.69291539245668
11.074;243.57900101936798,229.1684505606524,231.69903160040775
11.14;243.60354430379746,229.446582278481,231.63797468354431
11.209;243.80755667506298,229.52040302267002,231.86297229219144
11.309;243.8936278243209,229.58923584666158,232.04975882203604
11.427;243.5016451531258,228.82333586433813,231.47861300936472
11.53;243.70406873894365,229.5830174374526,232.0988122314885
11.635;243.51863117870724,229.3105196451204,231.6428390367554
11.703;243.60177439797212,229.05855513307984,231.41850443599492
11.771;243.56876278118608,228.95066462167688,231.52556237218815
11.871;243.75197552893195,229.1343359673719,231.6484833035942
11.972;242.75728155339806,227.58567305169248,229.83285226974547
12.075;243.38382277176714,228.94590417310664,231.30448222565687
12.177;243.5069018404908,228.97571574642126,231.26661554192228
12.243;243.53861840428243,229.3617129747642,231.60463930665307
12.312;243.54473617129747,228.93092021412184,231.560540402753
12.413;243.33179487179487,228.27923076923076,230.96205128205128
12.513;243.2799694578773,228.542886230593,231.1962331382031
12.647;243.50704586215733,228.62080450935179,231.20292083013067
12.749;243.92217700915563,229.60350966429297,232.24059003051883
12.85;243.44661692822228,228.7118600463082,231.06688963210703
12.951;243.72664271047228,229.1696611909651,231.39194045174537
13.028;243.56596509240245,229.14733059548254,231.5693018480493
13.095;243.51111685625645,229.00723888314374,231.36840744570839
13.162;243.9663930220626,229.66085171883017,232.07644946126217
13.263;243.83783783783784,229.36422136422135,231.96190476190475
13.331;243.59392547217968,228.8971413986728,231.416539050536
13.448;243.7988755430616,228.9435215946844,231.89445438282647
13.55;243.78542510121457,229.37196356275302,231.88183198380565
13.651;244.01948380566802,229.76644736842104,232.1632085020243
13.751;244.08199233716476,229.83703703703705,232.38850574712643
13.881;243.6851992891597,229.2018278750952,231.68088347296268
13.982;243.24961754207038,228.61983681795002,230.51402345741968
14.083;243.4846925649601,228.81759711860047,231.29148443529715
14.149;243.86542864411092,229.70541846858305,231.91427117781734
14.255;243.43115296513108,228.90735556121152,231.19648765589207
14.343;243.44158819037924,228.79282260117077,231.0628658691779
14.477;243.62979161306922,229.14689992281964,231.51556470285567
14.545;243.68303797468354,229.13417721518988,231.36962025316456
14.645;243.9320707070707,229.6030303030303,231.75681818181818
14.747;243.92569974554706,229.58982188295167,231.8669211195929
14.821;243.90510022836844,229.54503933011927,231.66353717330628
14.895;243.764436530145,229.28262528618671,231.52556601373695
14.996;243.68862884762146,229.15797506995676,231.54617145764436
15.064;243.7032799389779,229.5212306127638,231.70989066870075
15.135;243.9536254163464,229.89700230591853,232.1147834998719
15.241;243.3329107505071,229.20283975659228,231.18559837728193
15.309;243.2323979591837,228.7173469387755,231.1311224489796
15.411;243.95730452674897,229.65174897119343,232.10519547325103
15.511;244.09656218402426,229.95854398382204,232.32330637007078
15.612;244.29878665318503,230.2009605662285,232.63801820020223
15.714;244.55596043727226,230.5288912024987,233.10385216033316
15.781;243.77528957528958,229.2954954954955,231.44144144144144
15.911;243.94276094276094,229.77337477337477,232.11111111111111
16.013;243.8658221302999,229.69700103412617,231.7779214064116
16.086;244.2762474012474,229.86096673596674,232.258316008316
16.153;243.68553622435732,229.28122565567386,231.80109062581147
16.288;243.56844008264463,229.02324380165288,231.52789256198346
16.364;243.2844295991778,228.8967112024666,231.39928057553956
16.465;243.4579002079002,228.92177754677755,231.2466216216216
16.588;243.5691638967016,229.24009204806956,231.72590130401431
16.694;243.77711623090863,229.41237380274399,231.70825783070154
16.795;244.08573615718296,229.92651186527175,232.4057157438122
16.897;244.0213477366255,230.0756172839506,232.46424897119343
17;243.8738508682329,229.73953013278856,232.01864147088867
17.134;243.81984065792855,229.59187869442303,231.9982009766127
17.201;243.9712541338082,229.51920630882728,231.9007886034088
17.268;243.66321511778412,229.13952886357754,231.60988868754853
17.369;243.68402154398564,229.32418568863812,231.61836368299564
17.504;243.78425806451614,229.28567741935484,231.76516129032257
17.605;243.9635990771597,229.52678800307612,232.26916175339656
17.707;243.6038860103627,229.30310880829015,231.6658031088083
17.772;243.63359754538482,229.54947583738175,231.80158527230887
17.908;243.77685521536065,229.30617540217955,231.9231966787753
18.01;243.7618556701031,229.29278350515463,231.690206185567
18.112;243.56932989690722,229.05025773195877,231.4520618556701
18.18;243.7083657083657,229.12198912198912,231.82491582491582
18.246;243.9930160372478,229.4270563890326,232.19037765131918
18.312;243.84826514759192,229.23718280683585,231.97514241325737
18.414;243.81428571428572,229.46545454545455,232.07402597402597
18.515;244.01939487975176,229.6529609516421,232.3726402896302
18.615;243.86675224646984,229.64236200256738,232.2790757381258
18.718;243.8678702250131,229.37519623233908,231.9720041862899
18.8;244.027784924106,229.9176742989452,232.23720092616415
18.899;243.91411364231473,229.1859125425504,232.04294317884262
19;244.25410049466285,229.94194220255142,232.69851601145535
19.137;244.40643810520805,229.8390473697985,232.73855011777022
19.238;243.5934664246824,228.91807103966815,231.54109411459683
19.305;243.58646616541353,228.89214415348718,231.5374643505315
19.372;243.6812728221179,229.1622326551904,231.73891497130933
19.474;243.15927528393726,227.9202271498107,230.34883720930233
19.575;242.98523093447906,227.98174006444683,230.24248120300751
19.676;243.30504338394795,228.04338394793928,230.6559110629067
19.747;243.2008174386921,228.08283378746594,230.51062670299729
19.812;242.86679378915827,227.85453554889676,230.09915554344866
19.98;243.03140227395778,227.5730914997293,230.18137520303193
20.081;242.94114441416895,227.70408719346048,230.19073569482288
20.182;242.7291496875849,227.24748709589787,229.78456941048628
20.285;242.7301672962763,227.5957906098219,229.85698866702646
20.42;243.1271440239586,228.24584808058808,230.6768309283964
20.522;243.02646657571623,227.89904502046386,230.15661664392906
20.624;242.8673942701228,227.88622100954979,230.143792633015
20.69;242.73481561822126,227.43627982646422,229.92109544468548
20.758;244.17841993637327,229.6704665959703,232.47428419936372
20.892;244.15382599580713,229.60351153039832,232.57730607966457
20.994;243.99767801857584,229.6517027863777,232.3986068111455
21.096;244.01748434237996,229.50600208768267,232.0759394572025
21.197;244.02521224594804,229.61384100848983,232.26189863648057
21.299;244.09396325459318,229.69396325459317,232.10866141732282
21.401;244.20249869859447,229.86283185840708,232.87662675689745
21.47;244.26944371210124,229.9543896651727,232.81254943316637
21.574;244.26620010368066,230.29523068947643,232.79574909279418
21.743;243.87702773417058,229.34249084249083,232.15724751439038
21.845;244.41307732226258,230.24961079398028,233.17073170731706
21.979;244.20625328428795,229.59485023646874,232.45375722543352
22.08;244.26138716356107,229.95005175983437,232.55046583850933
22.214;244.19927723283428,229.9692823954569,232.46515229736707
22.315;244.0092807424594,229.75431812322765,231.94534673885022
22.454;244.07329707329708,229.8738668738669,232.36933436933438
22.554;244.37623504940197,230.49739989599584,232.98361934477379
22.662;244.1963078523141,229.87441497659907,232.35803432137286
22.775;243.86882229232387,229.4868559411146,232.13196635120926
22.91;244.49175608479456,230.48809212248102,233.13818372153887
23.011;244.275381378222,230.06180957390848,232.57233035244607
23.111;244.43562287803604,230.655001305824,233.34839383651084
23.217;244.12064413938754,230.1628827877508,232.7383843717001
23.318;244.70629736085706,230.64175594460414,233.28429579304938
23.418;244.5803501437157,230.6132741050431,233.41363992683563
23.554;244.6358839050132,230.7174142480211,233.39498680738785
23.654;244.6439831844456,230.74224908039938,233.4114555964267
23.755;244.75619399051132,230.75171323141802,233.6399578281497
23.857;244.51664482306685,230.71402359108782,233.33525557011797
23.926;244.69132517296435,230.91298563065462,233.63331559340074
24.044;244.81897233201582,231.02714097496707,233.62239789196312
24.111;244.78155467720686,231.14571805006588,233.67562582345192
24.178;244.554615181169,230.75244644274002,233.19518645860884
24.244;244.76021080368906,231.39973649538868,233.83188405797102
24.346;244.4446206714248,230.60560401797514,233.3846153846154
24.447;244.54795597484278,230.55136268343816,233.39622641509433
24.548;244.7117212249208,230.8967793030623,233.6114044350581
24.617;244.4793948878456,230.65805946791863,233.29473135106937
24.752;244.16925506712292,229.93787838904976,232.4393261384575
24.853;244.53232138183722,230.60821774404607,233.21643548809212
24.954;244.39136230338576,230.28579045587844,232.89042921887497
25.054;244.5388641716828,230.7636744307773,233.07694320858414
25.156;244.2340312748476,230.2618605883912,232.70421415319373
25.255;244.61597058050958,230.5090622537431,233.19621749408984
25.326;244.39007092198582,230.5137903861308,233.1744155503021
25.428;244.2979061754572,230.2282003710575,232.90485025178901
25.529;244.2875525210084,230.4511554621849,233.0078781512605
25.625;244.35858585858585,230.63849016480594,233.3992557150452
25.76;244.76473684210526,230.7107894736842,233.52631578947367
25.861;244.61235216819975,230.82654402102497,233.83258869908016
25.932;244.73724557229713,230.87258789320646,233.5239228125826
25.999;244.75601374570448,230.9907480835316,233.52233676975945
26.091;244.57521659228144,231.0811236545025,233.67603045418744
26.196;244.49657714586624,230.5724065297525,233.17430226434965
26.267;244.52933403805497,230.72013742071883,233.3916490486258
26.368;244.8969934640523,231.10640522875818,233.92235294117648
26.47;244.4718179412543,230.6488489018259,233.37258534003703
26.57;244.65472741638135,230.615749275744,233.44140110613642
26.64;244.59494337634976,230.73926784303399,233.60995522781144
26.711;244.60978175124902,230.6547462529582,233.45122271890614
26.814;244.56458826624572,230.63509602736121,233.15022362536175
26.914;244.67282321899737,230.87255936675461,233.5414248021108
27.023;244.74717773693882,231.13651877133105,233.60829614071935
27.123;244.14900314795383,230.12250786988457,232.65451206715636
27.19;244.30943102104442,230.28059236165237,233.06521174330996
27.257;244.3478825669005,230.363730839179,233.0433878929592
27.324;244.30362338005818,230.14361280084634,232.7241470510447
27.426;244.2213242961418,230.16710114702815,232.805787278415
27.526;244.41431955777836,230.46380626480652,233.05606738615424
27.629;244.09635627530363,229.5570850202429,232.1740890688259
27.7;244.1865174527045,230.08686384225953,232.61310951239008
27.8;244.12286324786325,229.9676816239316,232.39129273504273
27.935;244.03498931623932,229.68002136752136,232.39877136752136
28.008;244.26749734888654,230.10021208907742,232.71420996818665
28.079;244.95027770431102,231.14810896588205,233.91642422639512
28.153;244.58161648177497,230.57897517168516,233.33280507131536
28.219;244.66123949579833,230.71481092436974,233.45667016806723
28.321;244.52980132450332,230.38013245033113,233.1814569536424
28.422;244.7661756970016,231.1096791162546,233.98737506575486
28.522;244.6743819042609,231.29510783798,233.88742766964756
28.623;244.69704952581665,230.85063224446787,233.32165437302424
28.694;244.68139293139293,231.0252079002079,233.53638253638255
28.831;244.44026315789475,230.34605263157894,232.98684210526315
28.933;244.6206896551724,230.7859963148197,233.78941826796526
29.033;244.5120211360634,230.43910171730516,233.3682959048877
29.101;244.37118599097903,230.3250198991775,233.0509418944017
29.179;244.38869726717962,230.29132395860972,232.95781374369858
29.28;244.41797394310024,230.16059558628024,232.7588407338474
29.381;244.75991538868323,230.8841882601798,233.4960338445267
29.483;244.53427205100957,230.65807651434645,233.1115834218916
29.587;244.64078182778658,230.91679873217115,233.41574220813524
29.69;244.46419098143235,230.48726790450928,232.94137931034481
29.824;244.41778127458693,230.50563860477314,233.08392341987937
29.926;244.6430632048256,230.44190925780225,233.26724364017835
30.027;244.3978779840849,230.34058355437665,233.08832891246684
30.096;244.6236559139785,230.66168371361132,233.40676632572777
30.196;244.4018494055482,230.44966974900925,233.0116248348745
30.302;244.65220820189273,230.8073080967403,233.47344900105153
30.403;244.54737397730273,230.5859065716548,233.3127474267617
30.504;244.8228782287823,231.1615709014233,233.87216657880865
30.606;244.99472851871377,231.20347917764892,233.92250922509226
30.708;244.7149203031095,230.99294486542985,233.61484191272538
31.415;244.46725802243674,230.8205061309679,233.29689538220714
31.55;244.54408658922915,231.03880675818374,233.32866948257654
31.651;244.84034948371723,231.12417262377548,233.74530050304475
31.785;244.45683262711864,230.55958686440678,233.03495762711864
31.917;244.50237592397042,230.74155227032736,233.3328933474129
32.024;244.47859408033827,230.5811310782241,233.09698731501058
32.124;244.74696249339672,231.09667194928684,233.75488642366614
32.258;244.65286204167765,231.15615932471644,233.7979424953838
32.325;244.84342105263158,231.16684210526316,233.61815789473684
32.426;244.77042698998417,231.4652082235108,233.7290458618872
32.56;244.97942495383805,231.6684252176207,234.217093115273
32.695;244.71934460887948,230.68340380549682,233.3816067653277
32.834;244.79941551540915,231.37858660998938,234.0212539851222
32.942;244.50093758371284,230.52156442539513,233.0803643182427
33.043;244.5225583864119,230.66454352441613,233.2027600849257
33.146;244.55075939248601,230.76791899813483,233.2568611777245
33.248;244.60176991150442,230.90265486725664,233.56878519710378
33.323;244.4363490792634,230.72965038697626,233.25673872431278
33.432;244.47798238590872,230.9431545236189,233.4352815585802
33.542;244.6349291254346,230.73575822412408,233.24124097352234
33.677;244.20771911015814,230.55105869740015,233.30367193781828
33.778;244.31005885500267,230.6222578919208,233.25040128410916
33.879;244.21795550847457,230.08898305084745,232.68723516949152
33.991;244.0812599258867,229.76574907358392,232.54155637903654
34.125;244.4214266192949,229.87455588958733,232.80513801585133
34.226;243.4600272851296,228.86275579809003,231.4780354706685
34.327;243.7708620214817,229.37234921509227,231.9060864775544
34.398;243.72010036241986,229.0156119319766,231.49512127125732
34.5;243.84792122538292,229.47647702407002,232.1077680525164
34.603;243.3546195652174,228.67282608695652,231.4913043478261
34.704;243.47659227000545,228.8021230266739,231.63255307566683
34.846;243.23709050527484,228.25208217656856,231.05496946141034
34.947;243.2268299471194,228.11995546896745,231.01976064569996
35.048;244.4250336473755,230.30390309555855,233.4064602960969
35.149;243.9374664519592,229.4339774557166,232.3360171765969
35.251;244.21908602150538,229.90564516129032,232.83091397849464
35.321;244.1580901856764,230.07214854111405,232.8342175066313
35.427;244.27430093209054,229.7965379494008,232.53981358189083
35.53;243.93909310437348,229.65736517306144,232.2844110544674
35.63;243.84530831099195,229.2544235924933,232.1643431635389
35.697;243.88602150537633,229.28790322580645,232.26451612903224
35.798;243.9252688172043,229.1755376344086,231.9962365591398
35.9;243.84763948497854,229.12607296137338,232.16872317596565
36.068;243.99299191374664,229.50323450134772,232.56630727762803
36.168;243.9737406216506,229.5002679528403,232.34351554126474
36.235;244.13856874832484,229.75743768426696,232.59849906191369
36.338;244.14396782841823,229.93619302949062,232.73512064343163
36.473;244.00986140724947,229.7862473347548,232.61060767590618
36.608;243.81471535982814,229.15332975295382,232.00590762620837
36.678;244.38992185394773,229.97386149285907,232.99649690110482
36.779;244.04195993502978,229.57011369788847,232.6954520844613
36.885;244.2659005879209,229.97194013896313,233.08017103153395
37.026;244.24051654560128,229.5735808447673,232.64057035243476
37.16;243.97900403768506,229.78869448183042,232.5257065948856
37.262;244.60214190093708,230.32744310575634,233.19651941097723
37.362;244.26091615322795,230.34744173586927,232.94454862041255
37.43;243.7039420756235,229.3287744703674,232.07428264950389
37.564;244.4375503626108,230.44614558152028,233.3744292237443
37.631;244.2694942044257,229.9254478398314,233.0126448893572
37.733;244.01615466101694,229.4229343220339,232.43908898305085
37.834;244.54223288036238,230.55049293898216,233.34798827604584
37.936;244.6043753294676,230.54217185028992,233.58170795993675
38.073;244.4290262669143,230.25975059697532,233.29848766250996
38.176;244.49352708058123,230.67503302509908,233.646499339498
38.28;244.45626975763963,230.7563224446786,233.39567966280296
38.353;244.15131578947367,230.25815789473685,233.04631578947368
38.487;244.4412622646513,230.4752055157783,233.35905595332804
38.588;244.43984168865435,230.31319261213721,233.3509234828496
38.699;244.1667107001321,229.80739762219287,232.98150594451783
38.774;244.6050331125828,230.28238410596026,233.25403973509933
38.912;244.29255319148936,230.17978723404255,233.05957446808512
39.046;244.5216572504708,230.34409470002691,233.1926284638149
39.181;244.3126510878324,230.61563255439162,233.24147193123824
39.281;244.0862984599044,230.21163037705787,233.00079660116836
39.382;244.3272678619213,230.2049772544822,233.1081081081081
39.516;244.15959434214037,230.0250867360555,232.99439551641314
39.619;243.91320553780616,229.56283280085196,232.3335995740149
39.72;244.00590445517983,229.76731078904993,232.68357487922705
39.821;244.01046698872787,229.72973698336017,232.42941492216855
39.922;244.14389456697148,230.08499193114577,233.05970952124798
39.989;243.95783293301307,229.94101948225247,232.86922871630637
40.092;244.45330112721416,230.68840579710144,233.71604938271605
40.227;243.9596688034188,229.71741452991452,232.4292200854701
40.328;244.11739480032162,230.1243634414366,233.0262664165103
40.429;244.18714555765595,230.23656494733999,233.22981366459626
40.499;244.22245989304812,229.91363636363636,233.06978609625668
40.602;244.08716577540108,229.99358288770054,232.63716577540106
40.711;244.24489795918367,229.94414607948443,232.8174006444683
40.814;244.24365482233503,230.04862409831685,233.05102858669517
40.948;244.07630949215635,230.01036958255784,232.88885934591863
41.054;244.10510910058542,230.154071314529,232.82331027142098
41.177;243.948642895157,229.7913783927621,232.84193720063863
41.311;244.19747107882702,229.87920365886467,232.61447403820284
41.378;244.34308724832215,230.01691275167786,233.19919463087248
41.454;244.20436775411162,230.25155028309518,233.1854947425182
41.557;244.18093959731544,229.86147651006712,232.67838926174497
41.665;244.15828877005347,230.06898395721925,232.89545454545456
41.769;244.08088433540038,230.1318414667026,233.0552709625236
41.936;243.91493333333332,229.66213333333334,232.2992
42.07;244.22645559431177,230.1132277971559,233.20472229675343
42.176;244.27881241565453,230.08097165991902,233.4774628879892
42.278;244.04623655913977,229.53763440860214,232.5771505376344
42.379;244.02919121585433,229.88028923406534,232.77423674343868
42.48;244.19629430719655,229.77470461868958,232.8716433941998
42.583;243.96533190002688,229.48723461435097,232.44665412523514
42.714;244.28897849462365,230.06639784946236,233.0201612903226
42.815;243.85030576974208,229.75405477266685,232.74182398298325
42.922;244.125434608184,230.00374431666222,232.81412142284034
43.024;243.96773333333334,229.67946666666666,232.472
43.125;244.06981740064447,229.65198711063374,232.83512352309344
43.291;243.9970382337103,229.75013462574043,232.90980075390414
43.392;244.1414223669924,229.77225841476655,232.96552660152008
43.494;243.69799022270504,229.39896795219988,232.5146659424226
43.628;243.81670721816707,229.34171397675047,232.2557447958908
43.728;243.94345238095238,229.61769480519482,232.5340909090909
43.815;243.95176502290488,229.9606575047157,232.8951765022905
43.95;244.06271870794077,230.00511440107672,233.12462987886946
44.05;243.63516424340335,229.3416801292407,232.3290253096392
44.154;243.83028149767696,229.38343809784095,232.42907898332876
44.254;243.96631635677716,229.94017784963623,232.73618970627862
44.321;243.87489889458075,229.30331625775142,232.32461579940684
44.421;244.1208071993455,229.59012817016634,232.7098445595855
44.49;244.1761658031088,229.88519225524954,233.11617125715844
44.591;243.81511470985154,229.38272604588394,232.4582995951417
44.691;243.84010767160163,229.4578734858681,232.56904441453565
44.764;244.08879263670818,229.88494856524093,232.80590146183
44.868;244.42125134843582,230.45550161812298,233.49271844660194
44.968;243.61729729729728,229.42648648648648,232.21432432432434
45.039;243.86851399076338,229.41999456669384,232.52648736756316
45.14;243.83781581092094,229.42895952186905,232.57647378429775
45.282;243.87424986361157,229.34969994544463,232.56928532460446
45.383;243.69553523399676,229.58472296933834,232.4607315761162
45.449;243.88032345013477,229.52857142857144,232.52506738544474
45.52;244.12073632918245,229.80942068218732,232.72171088251218
45.623;244.19005136523384,229.77912949445795,232.9862124898621
45.825;244.18678938819707,229.88657282079046,232.9063345966432
45.927;243.84983407079645,229.59430309734512,232.41095132743362
46.028;243.39104149491618,228.77796097829074,231.63176696894752
46.161;243.7706043956044,229.43186813186813,232.38571428571427
46.302;243.47462768891342,228.76447876447875,231.61720904578047
46.404;243.51,228.85444444444445,231.64388888888888
46.47;243.549041400389,228.8460683523201,231.8919144206724
46.54;243.475965545985,228.8510697415949,231.5737704918033
46.675;244.19886209699268,230.2541316716337,233.4318612842048
46.777;244.18475311991318,229.9658166033641,232.8290830168204
46.882;243.84413120086745,229.68500948766604,232.78828950935213
46.981;244.14909189482245,229.92436974789916,232.93548387096774
47.118;243.5136929460581,228.95408022130013,231.76901798063625
47.225;243.39140022050717,228.96554575523706,231.70176405733187
47.327;243.47754532775454,228.84546722454672,231.75983263598326
47.429;243.4433277498604,228.8436627582356,231.8185371300949
47.529;243.55002748763056,229.13743815283124,232.14540956569545
47.683;243.54640594877444,228.90636188377857,231.72349215092262
47.785;243.3173852573018,228.99193324061196,231.71126564673156
47.857;243.296675900277,228.84182825484766,231.68891966759003
47.926;243.09307479224375,228.49861495844874,231.2731301939058
48.026;243.01408839779006,228.19806629834255,231.02596685082872
48.128;243.53742432581177,229.02449091909742,231.85663181067693
48.224;243.23346303501947,228.70928293496388,231.56253474152308
48.299;243.21933500977926,228.48840458228557,231.26040793517743
48.4;243.69467787114846,229.21848739495798,232.29159663865545
48.501;244.37088060507833,230.44408427876823,233.4689357104268
48.602;243.9867064568638,230.03879544221377,232.8513293543136
48.706;244.22026072786528,230.1700162954916,232.975556762629
48.808;244.2854054054054,230.3716216216216,233.2443243243243
48.875;243.7181842745204,229.71953526074034,232.6047014320454
48.957;244.16179653679654,230.1344696969697,233.19534632034632
49.131;243.98262286179744,229.83681781156665,232.80803692641868
49.234;243.89356502850936,229.71029052402932,232.79826228617975
49.335;244.189334769728,230.0616751952599,233.1308914624293
49.436;243.91650905160768,229.90813293704403,232.74466360443122
49.537;243.9680822288342,229.86394373816609,232.6819042466865
49.605;244.15520945220194,230.37540279269604,233.19414607948443
49.778;243.9792004321988,229.902755267423,232.82874122096163
49.911;243.3502202643172,228.97439427312776,231.69603524229075
50.013;243.32505580357142,228.69001116071428,231.45284598214286
50.115;243.3722967424035,228.52039419655077,231.7867506159321
50.248;243.2637784480395,228.55744447491088,231.39594187003016
50.348;243.26244469026548,228.58517699115043,231.40846238938053
50.453;244.2947539210384,230.3236884802596,233.54245538128717
50.554;244.0318402590394,229.87290879654614,232.97652455477603
50.654;244.41624365482232,230.86561581619023,233.88725621159497
50.793;244.0717880794702,230.1282119205298,233.2251655629139
50.894;244.11988304093566,230.31446039340776,233.1448697501329
50.995;244.54032258064515,230.80215053763442,234.10725806451612
51.098;244.54952330508473,230.67002118644066,233.92955508474577
51.232;244.0355909694555,230.0812749003984,233.2292164674635
51.399;244.20864262990457,230.18266171792152,233.50265111346766
51.533;244.17331206804892,230.2145135566188,233.32775119617224
51.635;244.4325977133741,230.49215634139856,233.55277851635202
51.736;243.98499605159253,230.12319031324031,233.08976046327982
51.844;243.8324338909876,229.5423637344846,232.6492174851592
51.976;244.4311122909477,230.86195911866207,233.9224847358641
52.079;244.19594774726738,229.96134364169555,233.02399360170622
52.183;244.35879691243014,230.4729837636412,233.69949427734895
52.292;244.08055113937468,230.40408055113937,233.413884472708
52.427;244.19404186795492,229.93585614600107,232.97342995169083
52.561;244.45945945945945,230.66360535292574,233.78876935187614
52.664;243.81233386496544,229.79665071770336,232.8442317916002
52.765;244.34945522189741,230.44034015413234,233.54424661174593
52.866;244.1130182202271,230.27119091629257,233.3147610245577
52.967;243.98419805109296,229.95917829865684,233.0566236502502
53.104;244.17982924226254,230.4148879402348,233.3153681963714
53.206;244.19424083769633,230.4112565445026,233.57984293193718
53.306;243.73986754966887,229.62993377483443,232.8158940397351
53.476;243.95416004239533,230.1022787493376,233.24721780604133
53.579;243.83864174782838,229.7491445117136,232.7733614108976
53.684;244.4029255319149,230.18510638297872,233.4691489361702
53.859;243.76408636124276,229.72353870458136,232.90731964191679
