Count;Frequencies rightCheek
45.587;50.78125000000001
46.062;50.78125000000001
46.549;50.78125000000001
47.001;50.78125000000001
47.494;50.78125000000001
47.977;50.78125000000001
48.446;50.78125000000001
48.933;50.78125000000001
49.476;50.78125000000001
49.881;50.78125000000001
50.381;50.78125000000001
50.869;50.78125000000001
51.408;50.78125000000001
51.803;50.78125000000001
52.297;50.78125000000001
52.81;50.78125000000001
53.272;50.78125000000001
53.763;50.78125000000001
54.204;50.78125000000001
54.709;50.78125000000001
55.17;50.78125000000001
55.697;50.78125000000001
56.176;50.78125000000001
56.614;50.78125000000001
57.108;50.78125000000001
57.56;50.78125000000001
58.07;50.78125000000001
58.544;50.78125000000001
59.024;50.78125000000001
59.551;50.78125000000001
59.966;50.78125000000001
60.471;52.73437500000001
60.93;76.171875
61.43;76.171875
61.88;76.171875
62.39;76.171875
62.844;76.171875
63.328;76.171875
63.842;76.171875
64.287;76.171875
64.762;76.171875
65.261;76.171875
65.847;76.171875
66.232;76.171875
66.678;76.171875
67.159;76.171875
67.653;76.171875
68.159;76.171875
68.603;76.171875
69.081;76.171875
69.601;76.171875
70.072;76.171875
70.522;76.171875
71;76.171875
71.54;76.171875
71.958;76.171875
72.472;76.171875
72.94;76.171875
73.412;76.171875
73.894;76.171875
74.365;76.171875
74.852;76.171875
75.329;68.359375
75.817;68.359375
76.332;68.359375
76.788;68.359375
77.265;68.359375
77.737;68.359375
78.213;68.359375
78.694;68.359375
79.263;68.359375
79.647;68.359375
80.124;68.359375
80.65;74.21875
81.114;74.21875
81.583;74.21875
82.051;74.21875
82.545;74.21875
83.019;74.21875
83.488;74.21875
84.034;74.21875
84.496;74.21875
84.967;74.21875
85.403;74.21875
85.885;74.21875
86.389;74.21875
86.841;74.21875
87.333;72.26562500000001
87.864;72.26562500000001
88.28;72.26562500000001
88.819;72.26562500000001
89.249;72.26562500000001
89.735;72.26562500000001
90.204;72.26562500000001
90.69;72.26562500000001
91.16;72.26562500000001
91.668;72.26562500000001
92.169;72.26562500000001
92.658;72.26562500000001
93.109;72.26562500000001
93.561;72.26562500000001
94.057;72.26562500000001
94.537;72.26562500000001
95.039;72.26562500000001
95.532;72.26562500000001
96.015;72.26562500000001
96.481;72.26562500000001
96.97;72.26562500000001
97.415;72.26562500000001
97.9;72.26562500000001
98.408;72.26562500000001
98.862;72.26562500000001
99.335;72.26562500000001
99.816;72.26562500000001
100.301;72.26562500000001
100.791;72.26562500000001
101.266;72.26562500000001
101.756;72.26562500000001
102.239;72.26562500000001
102.694;72.26562500000001
103.17;72.26562500000001
103.663;72.26562500000001
104.127;72.26562500000001
104.675;72.26562500000001
105.101;72.26562500000001
105.573;72.26562500000001
106.092;72.26562500000001
106.543;46.875
107.013;46.875
107.513;46.875
107.984;46.875
108.441;46.875
108.95;46.875
109.432;46.875
109.902;54.6875
110.419;54.6875
110.871;54.6875
111.353;54.6875
111.8;54.6875
112.286;54.6875
112.763;54.6875
113.241;54.6875
113.726;54.6875
114.229;54.6875
114.695;54.6875
115.177;54.6875
115.668;52.73437500000001
116.15;52.73437500000001
116.624;52.73437500000001
117.1;52.73437500000001
117.615;72.26562500000001
118.102;72.26562500000001
118.521;72.26562500000001
119.011;72.26562500000001
119.534;72.26562500000001
119.984;72.26562500000001
120.476;72.26562500000001
120.918;72.26562500000001
121.418;72.26562500000001
121.9;72.26562500000001
122.379;72.26562500000001
122.874;72.26562500000001
123.319;72.26562500000001
123.799;72.26562500000001
124.304;72.26562500000001
124.792;72.26562500000001
125.24;72.26562500000001
125.72;72.26562500000001
126.207;72.26562500000001
126.729;72.26562500000001
127.202;72.26562500000001
127.666;72.26562500000001
128.134;72.26562500000001
128.606;72.26562500000001
129.089;72.26562500000001
129.579;72.26562500000001
130.039;72.26562500000001
130.569;72.26562500000001
131.023;72.26562500000001
131.51;72.26562500000001
131.993;72.26562500000001
132.527;72.26562500000001
132.96;72.26562500000001
133.41;72.26562500000001
133.939;72.26562500000001
134.366;72.26562500000001
134.839;72.26562500000001
135.359;72.26562500000001
135.819;72.26562500000001
136.306;72.26562500000001
136.768;72.26562500000001
137.276;72.26562500000001
137.724;72.26562500000001
138.221;72.26562500000001
138.719;72.26562500000001
139.193;72.26562500000001
139.654;72.26562500000001
140.137;72.26562500000001
140.62;72.26562500000001
141.141;72.26562500000001
141.606;72.26562500000001
142.069;72.26562500000001
142.523;72.26562500000001
143.061;72.26562500000001
143.488;72.26562500000001
143.997;72.26562500000001
144.455;72.26562500000001
144.945;50.78125000000001
145.411;50.78125000000001
145.93;50.78125000000001
146.377;50.78125000000001
146.871;50.78125000000001
147.383;50.78125000000001
147.833;50.78125000000001
148.342;50.78125000000001
148.789;50.78125000000001
149.269;50.78125000000001
149.722;50.78125000000001
150.219;50.78125000000001
150.722;50.78125000000001
151.166;50.78125000000001
151.66;50.78125000000001
152.124;50.78125000000001
152.637;50.78125000000001
153.136;50.78125000000001
153.57;50.78125000000001
154.094;50.78125000000001
154.544;50.78125000000001
155.002;48.828125
155.511;48.828125
155.985;48.828125
156.469;48.828125
156.926;48.828125
157.414;48.828125
157.921;48.828125
158.389;48.828125
158.843;48.828125
159.349;48.828125
159.83;48.828125
160.289;48.828125
160.779;48.828125
161.267;48.828125
161.75;46.875
162.238;46.875
162.68;46.875
163.159;46.875
163.7;46.875
164.119;46.875
164.634;46.875
165.11;46.875
165.573;46.875
166.055;46.875
166.604;46.875
167.03;46.875
167.479;46.875
167.987;46.875
168.446;46.875
168.935;46.875
169.5;46.875
169.923;46.875
170.408;46.875
170.853;46.875
171.388;46.875
171.891;46.875
172.348;46.875
172.831;46.875
173.289;46.875
173.797;46.875
174.273;46.875
174.689;46.875
175.219;46.875
175.673;46.875
176.172;46.875
176.608;46.875
177.115;46.875
177.61;46.875
178.061;46.875
178.573;46.875
179.057;46.875
179.5;46.875
179.984;46.875
