time;Pixel leftCheek
0;240.13155408597072
0.267;239.35920492191198
0.335;239.35920492191198
0.402;238.7742546142925
0.469;238.7700987306065
0.535;238.09708509637989
0.612;238.8277489381784
0.678;239.0593141797961
0.716;239.0593141797961
0.783;239.03835227272728
0.849;239.03835227272728
0.884;238.41363102232668
0.951;238.41363102232668
0.987;238.42085308056872
1.052;239.55497630331755
1.091;239.55497630331755
1.179;237.4820585457979
1.245;237.44853635505194
1.278;237.71731949032562
1.344;237.71731949032562
1.411;237.85614035087718
1.449;237.85614035087718
1.515;238.0893276915844
1.55;238.0893276915844
1.628;237.43674976915975
1.694;237.43674976915975
1.728;237.53837099811676
1.763;237.53837099811676
1.797;237.53837099811676
1.863;237.76500938086303
1.9;237.76500938086303
1.967;236.92231870452946
2.033;236.92231870452946
2.068;237.29981507165974
2.134;238.90194698569084
2.203;238.98569082805537
2.272;238.0389640155856
2.338;238.6270914508366
2.371;238.5885223048327
2.407;238.5885223048327
2.444;238.5885223048327
2.479;239.1960966542751
2.512;239.28178613396005
2.546;239.28178613396005
2.58;239.28923293455313
2.614;239.28923293455313
2.648;240.00666825434627
2.716;240.17099309359372
2.783;239.829302653205
2.826;239.95914533928152
2.892;240.82975679542204
2.959;240.8515731874145
3.026;240.8515731874145
3.06;242.85865318317627
3.127;242.85865318317627
3.161;242.7944369063772
3.233;242.7944369063772
3.269;242.73000462320852
3.335;242.38194601950556
3.369;242.38194601950556
3.435;243.05540229885057
3.472;243.05540229885057
3.538;243.31881454872024
3.573;243.31881454872024
3.64;243.31881454872024
3.675;242.57491134751774
3.715;242.57491134751774
3.75;242.44014007441453
3.817;242.11950098489822
3.851;242.18521777386712
3.886;242.05521337439507
3.954;242.2712310730744
3.992;242.2712310730744
4.058;243.26413019573346
4.092;243.26413019573346
4.127;243.90811535881957
4.16;244.32416722557568
4.195;244.32416722557568
4.231;244.0969764837626
4.27;244.5885778275476
4.345;244.5885778275476
4.381;244.26789989118606
4.448;244.26789989118606
4.482;244.622407526192
4.517;244.42249305110113
4.554;244.22378650977097
4.59;244.22378650977097
4.656;243.8850204169353
4.728;244.36824465856725
4.766;244.16820276497697
4.802;244.16820276497697
4.836;244.16820276497697
4.871;244.32809810671256
4.907;244.32809810671256
4.979;245.32851678708033
5.046;245.32851678708033
5.08;244.98985844073528
5.115;244.6695541939573
5.148;244.44415807560136
5.183;244.48346219931273
5.284;244.8535101064986
5.363;245.03466838931956
5.396;245.03466838931956
5.431;245.03466838931956
5.483;245.1276916451335
5.516;245.45344486022452
5.583;245.09787413176173
5.616;245.09787413176173
5.683;245.02574002574002
5.75;245.07164307164308
5.785;245.11644425312096
5.82;244.5002152389152
5.854;244.59445407279028
5.893;244.59445407279028
5.936;244.59445407279028
5.969;244.36579520697168
6.002;244.36579520697168
6.069;243.52135076252722
6.104;244.00944017563117
6.138;244.00944017563117
6.173;244.79892008639308
6.208;243.7071274298056
6.275;243.80849673202616
6.31;243.5442265795207
6.348;244.94798583444
6.382;244.94798583444
6.454;244.3319139876517
6.52;244.3319139876517
6.556;243.67222808870116
6.59;243.67222808870116
6.624;243.67222808870116
6.691;244.46849549935706
6.726;244.46849549935706
6.76;243.85029940119762
6.795;244.4213002566296
6.838;244.54997836434444
6.872;244.54997836434444
6.907;245.03829511034183
6.963;244.92322622385163
7.029;244.60980392156864
7.061;244.60980392156864
7.095;244.49956540634506
7.129;244.49956540634506
7.167;244.86592785745327
7.242;244.42245989304814
7.307;244.0746524064171
7.349;244.0746524064171
7.382;245.0674558856377
7.437;245.0674558856377
7.502;244.27883781439724
7.535;244.5832610581093
7.57;244.42741935483872
7.603;244.42741935483872
7.64;244.2900480139677
7.69;244.2900480139677
7.76;243.74901272487932
7.795;243.74901272487932
7.83;243.74901272487932
7.867;243.8753839403247
7.901;243.39357252916574
7.935;243.39357252916574
8.002;243.31028407839682
8.069;243.66346583296115
8.137;243.68691380080392
8.205;243.42732621486164
8.239;243.54674220963173
8.273;243.84877505567928
8.341;244.10267260579064
8.374;243.6074665515753
8.409;243.6074665515753
8.444;243.6074665515753
8.511;243.66150442477877
8.565;243.66150442477877
8.615;244.22443617254214
8.649;244.22443617254214
8.683;244.22443617254214
8.717;244.3737574552684
8.751;244.3737574552684
8.784;244.5117109078742
8.819;244.9034128931519
8.853;244.9034128931519
8.89;243.88960035327887
8.926;243.88960035327887
8.963;244.07727975270478
8.996;243.5752095280106
9.03;243.5752095280106
9.065;244.2187913542126
9.133;243.28761061946904
9.168;243.28761061946904
9.205;243.7146017699115
9.239;243.00133809099017
9.273;243.00133809099017
9.34;242.59826203208556
9.374;242.59826203208556
9.429;241.7932754880694
9.482;241.7932754880694
9.523;242.12935982339957
9.559;242.4271523178808
9.599;242.0169227343576
9.636;242.0169227343576
9.672;242.0169227343576
9.738;241.25005431240496
9.805;240.95655007603736
9.873;241.4308817013735
9.909;241.57496711968435
9.947;241.57496711968435
9.982;241.43690372940156
10.018;241.43690372940156
10.072;242.24471101417666
10.107;242.24471101417666
10.144;242.24471101417666
10.178;242.82412280701755
10.212;242.82412280701755
10.246;242.82412280701755
10.282;242.51493350773927
10.317;242.51493350773927
10.397;240.78568376068375
10.431;240.78568376068375
10.467;240.78568376068375
10.533;241.92374918068603
10.571;241.92374918068603
10.606;241.97861420017108
10.639;241.66167664670658
10.677;241.66167664670658
10.71;243.5309403215151
10.753;243.5309403215151
10.79;243.70491081259635
10.824;243.65061541783632
10.858;243.65061541783632
10.925;243.6180090693155
10.958;243.05621805792163
10.992;243.1409710391823
11.03;244.22215163066497
11.064;244.22215163066497
11.135;243.59402795425666
11.169;243.8735753482482
11.203;243.8735753482482
11.272;243.36855670103094
11.308;243.36855670103094
11.343;243.2595140829929
11.383;243.0804128144485
11.472;242.42835595776774
11.507;242.1305753070459
11.542;242.1305753070459
11.609;241.14321926489228
11.645;241.14321926489228
11.68;240.8999162479062
11.713;240.93446398659967
11.748;240.83193629505448
11.786;240.83193629505448
11.867;240.57260970956116
11.901;240.57260970956116
11.939;240.80739957716702
11.975;240.5477801268499
12.008;240.5477801268499
12.042;240.5477801268499
12.103;240.35046928327645
12.167;240.35046928327645
12.201;240.21672924488945
12.236;240.21672924488945
12.303;240.25479335321688
12.338;240.51456517116733
12.373;240.51456517116733
12.447;240.24135737009544
12.483;240.24135737009544
12.551;241.01815075806107
12.586;241.01815075806107
12.622;241.01815075806107
12.656;240.75226781857452
12.69;240.23088552915766
12.728;240.23088552915766
12.762;240.23088552915766
12.795;239.93179898648648
12.832;239.93179898648648
12.882;239.87629083245523
