time;interpolated Pixel rightCheek
0;210.4533217542336
0.018;210.43187295702208
0.048;210.39612496166959
0.078;210.36037696631706
0.108;210.32462897096457
0.138;210.28888097561205
0.168;210.25313298025955
0.198;210.21738498490703
0.228;210.1816369895545
0.258;210.145888994202
0.288;210.13516459559625
0.318;210.13516459559625
0.348;210.53168428622095
0.378;211.44672972612412
0.408;212.1960205563968
0.438;212.28229294814753
0.468;212.36856533989828
0.498;213.02879982479195
0.528;213.70882610600088
0.558;213.29844960076935
0.588;212.5562113779255
0.618;212.0356555947107
0.648;212.40182957001213
0.678;212.76800354531355
0.708;212.76800354531355
0.738;212.6638571458191
0.768;212.52183932832665
0.798;212.45083041958043
0.828;212.45083041958043
0.858;212.50819575118356
0.888;212.67391782025928
0.918;212.67391782025928
0.948;212.67391782025928
0.978;213.08298066625179
1.008;213.23192790473126
1.038;213.24991784256264
1.068;213.25831314688395
1.098;213.12171193064216
1.128;212.53627814674886
1.158;211.95084436285552
1.188;211.4828493953249
1.218;211.28887833264056
1.248;211.1057809282122
1.278;211.02054644808743
1.308;211.02054644808743
1.338;211.02054644808743
1.368;211.1452880083176
1.398;211.30121495860536
1.428;211.36878330373003
1.458;211.16301463741848
1.488;210.47711908304674
1.518;209.85981308411215
1.548;209.85981308411215
1.578;210.98775730895517
1.608;212.19626897842983
1.638;213.0019434247463
1.668;213.0019434247463
1.698;212.95397247261982
1.728;212.59419033167137
1.758;212.59419033167137
1.788;212.59419033167137
1.818;212.57319575048564
1.848;212.54320349164885
1.878;212.52820736223046
1.908;212.39392576336382
1.938;211.89036976761395
1.968;211.40359897172237
1.998;211.40359897172237
2.028;211.40359897172237
2.058;211.29357103417422
2.088;210.64783767516326
2.118;209.74525439917574
2.148;209.06348081465873
2.178;208.63406116325098
2.208;208.40335573992508
2.238;209.16622145700873
2.268;209.9290871740924
2.298;209.9366331427069
2.328;209.82797607309539
2.358;211.0301298330266
2.388;211.83507214206438
2.418;211.83507214206438
2.448;211.82629459330903
2.478;211.7604629776439
2.508;210.69606268045504
2.538;210.54955152045505
2.568;212.83277764916886
2.598;214.0781737193764
2.628;213.6922797643601
2.658;213.60373769024173
2.688;214.99194270367053
2.718;216.3050293716654
2.748;216.56645920358474
2.778;216.82788903550409
2.808;217.06012019858898
2.838;216.99534821863153
2.868;216.49383112476093
2.898;215.76017246586628
2.928;214.09794754687545
2.958;212.43572262788462
2.988;212.38031513058493
3.018;212.38031513058493
3.048;208.0170093439285
3.078;205.63702436938863
3.108;205.63702436938863
3.138;207.50161507924878
3.168;211.40030474531997
3.198;211.40030474531997
3.228;211.40030474531997
3.258;210.03416890311217
3.288;211.33484346213348
3.318;214.33764503517463
3.348;216.0392325932313
3.378;216.05268361331036
3.408;216.0975203469072
3.438;216.13787340714435
3.468;216.13787340714435
3.498;217.1129117390833
3.528;218.23795596824363
3.558;218.61297071129707
3.588;218.61297071129707
3.618;218.61297071129707
3.648;218.2298221912949
3.678;216.93669593628752
3.708;216.93669593628752
3.738;216.20673303999342
3.768;216.1398366404353
3.798;216.66309298577534
3.828;217.09063726412643
3.858;217.72929085303187
3.888;219.44188752290987
3.918;218.8739002637829
3.948;218.30591300465596
3.978;218.19231555283056
4.008;218.92256429867018
4.038;220.29178069711944
4.068;221.20459162941893
4.098;221.42024109005786
4.128;222.4951260419425
4.158;223.47250280583614
4.188;223.5376612567624
4.218;222.02904534990742
4.248;221.778739184178
4.278;222.55830243098475
4.308;222.55830243098475
4.338;222.55830243098475
4.368;222.94177746580075
4.398;223.15852422460978
4.428;223.15852422460978
4.458;222.45485707930365
4.488;221.1044827111172
4.518;222.7630911103774
4.548;223.44945990868098
4.578;223.5867336683417
4.608;223.41582765276303
4.638;223.1309842934652
4.668;223.17739963974083
4.698;223.72070304437668
4.728;224.2640064490125
4.758;224.84123549502536
4.788;224.99516324062878
4.818;224.99516324062878
4.848;224.30470653029818
4.878;222.98133116883116
4.908;222.97810457651994
4.938;222.88130680718334
4.968;222.7845090378467
4.998;222.7490165224233
5.028;222.7490165224233
5.058;222.48603359763936
5.088;221.86532035875493
5.118;221.50334743599907
5.148;222.5606215497853
5.178;222.83103075619943
5.208;222.99277664804666
5.238;223.1327898769805
5.268;223.2728031059143
5.298;223.76356682363357
5.328;224.65518824282188
5.358;225.54680966201016
5.388;225.69541323187488
5.418;225.69541323187488
5.448;225.91294733590232
5.478;226.29683104889193
5.508;224.164451435824
5.538;223.1570525849417
5.568;222.74173861674927
5.598;222.53408163265306
5.628;222.49055722359043
5.658;222.38174620093383
5.688;222.26685159166874
5.718;222.12153904936113
5.748;221.97622650705352
5.778;222.5821169830561
5.808;222.54084853453577
