Count;Frequencies forehead
45.587;58.59375000000001
46.062;58.59375000000001
46.549;58.59375000000001
47.001;60.54687500000001
47.494;50.78125000000001
47.977;50.78125000000001
48.446;50.78125000000001
48.933;50.78125000000001
49.476;50.78125000000001
49.881;50.78125000000001
50.381;50.78125000000001
50.869;50.78125000000001
51.408;50.78125000000001
51.803;50.78125000000001
52.297;50.78125000000001
52.81;50.78125000000001
53.272;50.78125000000001
53.763;50.78125000000001
54.204;50.78125000000001
54.709;50.78125000000001
55.17;50.78125000000001
55.697;50.78125000000001
56.176;50.78125000000001
56.614;50.78125000000001
57.108;50.78125000000001
57.56;50.78125000000001
58.07;50.78125000000001
58.544;50.78125000000001
59.024;50.78125000000001
59.551;50.78125000000001
59.966;50.78125000000001
60.471;50.78125000000001
60.93;50.78125000000001
61.43;50.78125000000001
61.88;50.78125000000001
62.39;50.78125000000001
62.844;50.78125000000001
63.328;50.78125000000001
63.842;50.78125000000001
64.287;50.78125000000001
64.762;50.78125000000001
65.261;50.78125000000001
65.847;50.78125000000001
66.232;50.78125000000001
66.678;50.78125000000001
67.159;50.78125000000001
67.653;50.78125000000001
68.159;50.78125000000001
68.603;50.78125000000001
69.081;50.78125000000001
69.601;68.359375
70.072;68.359375
70.522;68.359375
71;68.359375
71.54;68.359375
71.958;68.359375
72.472;68.359375
72.94;68.359375
73.412;68.359375
73.894;68.359375
74.365;68.359375
74.852;68.359375
75.329;68.359375
75.817;68.359375
76.332;68.359375
76.788;68.359375
77.265;68.359375
77.737;68.359375
78.213;68.359375
78.694;68.359375
79.263;68.359375
79.647;68.359375
80.124;68.359375
80.65;68.359375
81.114;68.359375
81.583;68.359375
82.051;68.359375
82.545;68.359375
83.019;70.3125
83.488;70.3125
84.034;70.3125
84.496;70.3125
84.967;70.3125
85.403;70.3125
85.885;70.3125
86.389;70.3125
86.841;70.3125
87.333;74.21875
87.864;74.21875
88.28;74.21875
88.819;74.21875
89.249;74.21875
89.735;68.359375
90.204;68.359375
90.69;68.359375
91.16;68.359375
91.668;68.359375
92.169;68.359375
92.658;68.359375
93.109;76.171875
93.561;76.171875
94.057;76.171875
94.537;76.171875
95.039;76.171875
95.532;76.171875
96.015;76.171875
96.481;76.171875
96.97;76.171875
97.415;76.171875
97.9;76.171875
98.408;76.171875
98.862;62.50000000000001
99.335;62.50000000000001
99.816;62.50000000000001
100.301;62.50000000000001
100.791;62.50000000000001
101.266;62.50000000000001
101.756;62.50000000000001
102.239;62.50000000000001
102.694;62.50000000000001
103.17;62.50000000000001
103.663;62.50000000000001
104.127;54.6875
104.675;54.6875
105.101;54.6875
105.573;54.6875
106.092;54.6875
106.543;54.6875
107.013;54.6875
107.513;54.6875
107.984;54.6875
108.441;54.6875
108.95;54.6875
109.432;54.6875
109.902;54.6875
110.419;54.6875
110.871;54.6875
111.353;54.6875
111.8;54.6875
112.286;54.6875
112.763;54.6875
113.241;54.6875
113.726;54.6875
114.229;54.6875
114.695;54.6875
115.177;54.6875
115.668;54.6875
116.15;54.6875
116.624;52.73437500000001
117.1;52.73437500000001
117.615;52.73437500000001
118.102;52.73437500000001
118.521;52.73437500000001
119.011;52.73437500000001
119.534;52.73437500000001
119.984;68.359375
120.476;68.359375
120.918;68.359375
121.418;68.359375
121.9;68.359375
122.379;68.359375
122.874;68.359375
123.319;68.359375
123.799;68.359375
124.304;68.359375
124.792;68.359375
125.24;68.359375
125.72;68.359375
126.207;68.359375
126.729;68.359375
127.202;68.359375
127.666;68.359375
128.134;68.359375
128.606;68.359375
129.089;68.359375
129.579;68.359375
130.039;68.359375
130.569;68.359375
131.023;68.359375
131.51;68.359375
131.993;68.359375
132.527;68.359375
132.96;68.359375
133.41;68.359375
133.939;68.359375
134.366;68.359375
134.839;68.359375
135.359;58.59375000000001
135.819;58.59375000000001
136.306;58.59375000000001
136.768;58.59375000000001
137.276;58.59375000000001
137.724;58.59375000000001
138.221;58.59375000000001
138.719;58.59375000000001
139.193;58.59375000000001
139.654;58.59375000000001
140.137;58.59375000000001
140.62;58.59375000000001
141.141;58.59375000000001
141.606;62.50000000000001
142.069;62.50000000000001
142.523;62.50000000000001
143.061;62.50000000000001
143.488;62.50000000000001
143.997;60.54687500000001
144.455;60.54687500000001
144.945;60.54687500000001
145.411;60.54687500000001
145.93;60.54687500000001
146.377;60.54687500000001
146.871;60.54687500000001
147.383;60.54687500000001
147.833;60.54687500000001
148.342;60.54687500000001
148.789;60.54687500000001
149.269;60.54687500000001
149.722;60.54687500000001
150.219;60.54687500000001
150.722;60.54687500000001
151.166;60.54687500000001
151.66;60.54687500000001
152.124;60.54687500000001
152.637;60.54687500000001
153.136;60.54687500000001
153.57;60.54687500000001
154.094;60.54687500000001
154.544;60.54687500000001
155.002;60.54687500000001
155.511;60.54687500000001
155.985;70.3125
156.469;60.54687500000001
156.926;60.54687500000001
157.414;60.54687500000001
157.921;60.54687500000001
158.389;60.54687500000001
158.843;60.54687500000001
159.349;60.54687500000001
159.83;48.828125
160.289;48.828125
160.779;48.828125
161.267;48.828125
161.75;48.828125
162.238;48.828125
162.68;48.828125
163.159;48.828125
163.7;48.828125
164.119;48.828125
164.634;48.828125
165.11;48.828125
165.573;48.828125
166.055;48.828125
166.604;48.828125
167.03;48.828125
167.479;48.828125
167.987;48.828125
168.446;78.12500000000001
168.935;78.12500000000001
169.5;78.12500000000001
169.923;78.12500000000001
170.408;78.12500000000001
170.853;78.12500000000001
171.388;78.12500000000001
171.891;78.12500000000001
172.348;78.12500000000001
172.831;48.828125
173.289;48.828125
173.797;48.828125
174.273;48.828125
174.689;48.828125
175.219;48.828125
175.673;48.828125
176.172;48.828125
176.608;68.359375
177.115;68.359375
177.61;68.359375
178.061;68.359375
178.573;74.21875
179.057;74.21875
179.5;74.21875
179.984;74.21875
