time;interpolated Pixel leftCheek
0;240.13155408597072
0.018;240.07948560300048
0.048;239.99270479805006
0.078;239.90592399309963
0.108;239.8191431881492
0.138;239.7323623831988
0.168;239.64558157824837
0.198;239.55880077329795
0.228;239.47201996834752
0.258;239.3852391633971
0.288;239.35920492191198
0.318;239.35920492191198
0.348;239.24570710103058
0.378;238.98378905284275
0.408;238.7738824456042
0.438;238.7720216021627
0.468;238.7701607587212
0.498;238.47438061859782
0.528;238.168465330313
0.558;238.31533533483918
0.588;238.60000955891653
0.618;238.84880032378
0.648;238.95405725178804
0.678;239.0593141797961
0.708;239.0593141797961
0.738;239.0524311655347
0.768;239.04304523699642
0.798;239.03835227272728
0.828;239.03835227272728
0.858;238.8777096654814
0.888;238.41363102232668
0.918;238.41363102232668
0.948;238.41363102232668
0.978;238.4190475660082
1.008;238.78726212176448
1.038;239.31070360918702
1.068;239.55497630331755
1.098;239.3900851180603
1.128;238.68340860981496
1.158;237.97673210156964
1.188;237.4774873379689
1.218;237.46224997853892
1.248;237.47297118553138
1.278;237.71731949032562
1.308;237.71731949032562
1.338;237.71731949032562
1.368;237.76704636574706
1.398;237.8292049600239
1.428;237.85614035087718
1.458;237.88793862460997
1.488;237.993932870386
1.518;238.0893276915844
1.548;238.0893276915844
1.578;237.8550689502012
1.608;237.60407744157632
1.638;237.43674976915975
1.668;237.43674976915975
1.698;237.44870520786057
1.728;237.53837099811676
1.758;237.53837099811676
1.788;237.53837099811676
1.818;237.61048321080875
1.848;237.71350065751162
1.878;237.76500938086303
1.908;237.66438959861424
1.938;237.2870654151813
1.968;236.92231870452946
1.998;236.92231870452946
2.028;236.92231870452946
2.058;237.19195896676538
2.088;237.7853095910631
2.118;238.51355137016816
2.148;238.9189384899387
2.178;238.95534885618417
2.208;238.9170874358474
2.238;238.5054670825997
2.268;238.09384672935198
2.298;238.2706505809875
2.328;238.53798123337432
2.358;238.60371621083425
2.388;238.5885223048327
2.418;238.5885223048327
2.448;238.65795937334042
2.478;239.17873738714817
2.508;239.2713995303619
2.538;239.28178613396005
2.568;239.28660465199087
2.598;239.28923293455313
2.628;239.58464747799735
2.658;240.03083367188265
2.688;240.10332992449182
2.718;240.16079337895525
2.748;240.0077976593782
2.778;239.85480193980118
2.808;239.90479258697042
2.838;240.11743833130706
2.868;240.51317081137094
2.898;240.83171050216762
2.928;240.8414790358956
2.958;240.85124756962355
2.988;240.8515731874145
3.018;240.8515731874145
3.048;242.1502720082015
3.078;242.85865318317627
3.108;242.85865318317627
3.138;242.83787732891776
3.168;242.7944369063772
3.198;242.7944369063772
3.228;242.7944369063772
3.258;242.74969226528785
3.288;242.62980593426371
3.318;242.4715974780351
3.348;242.38194601950556
3.378;242.47378096668896
3.408;242.77989745730034
3.438;243.05540229885057
3.468;243.05540229885057
3.498;243.15917076092043
3.528;243.27890360177028
3.558;243.31881454872024
3.588;243.31881454872024
3.618;243.31881454872024
3.648;243.14877953130252
3.678;242.57491134751774
3.708;242.57491134751774
3.738;242.4863473680499
3.768;242.35399822946985
3.798;242.2104284878954
3.828;242.1407622989764
3.858;242.1592168939727
3.888;242.06156683612093
3.918;242.15686876200888
3.948;242.2521706878968
3.978;242.2712310730744
4.008;242.5119338906887
4.038;242.96325167371558
4.068;243.26413019573346
4.098;243.37452765226251
4.128;243.9207229911455
4.158;244.2989519609238
4.188;244.32416722557568
4.218;244.17901758497288
4.248;244.31126424900222
4.278;244.5885778275476
4.308;244.5885778275476
4.338;244.5885778275476
4.368;244.3837002570944
4.398;244.26789989118606
4.428;244.26789989118606
4.458;244.3721668426584
4.488;244.58813647331928
4.518;244.41712260403816
4.548;244.25600919214884
4.578;244.22378650977097
4.608;244.13139575717943
4.638;243.97741116952685
4.668;243.96555779054063
4.698;244.16690122455395
4.728;244.36824465856725
4.758;244.21031684783807
4.788;244.16820276497697
4.818;244.16820276497697
4.848;244.2230240250006
4.878;244.32809810671256
4.908;244.34199281060657
4.938;244.75883392742645
4.968;245.17567504424636
4.998;245.32851678708033
5.028;245.32851678708033
5.058;245.20899031189973
5.088;244.91664604147175
5.118;244.64906363774313
5.148;244.44415807560136
5.178;244.47784732449682
5.208;244.5750582159429
5.238;244.68497343589908
5.268;244.7948886558553
5.298;244.88561410598584
5.328;244.9544083906014
5.358;245.02320267521696
5.388;245.03466838931956
5.418;245.03466838931956
5.448;245.06507983833566
5.478;245.11874710130525
5.508;245.37447438383882
5.538;245.33669029266957
5.568;245.17747951873102
5.598;245.09787413176173
5.628;245.0849545903847
5.658;245.05265573694214
5.688;245.02916562618054
5.718;245.0497192288237
5.748;245.07027283146687
5.778;245.1074840168254
5.808;244.71149375807144
5.838;244.55010638626084
5.868;244.59445407279028
5.898;244.59445407279028
5.928;244.59445407279028
5.958;244.44201482891123
5.988;244.36579520697168
6.018;244.16413683217897
6.048;243.78602737944266
6.078;243.64685946875395
6.108;244.00944017563117
6.138;244.00944017563117
6.168;244.68613724199852
6.198;244.0190681888306
6.228;243.73738692300577
6.258;243.78277616280602
6.288;243.71033924680984
6.318;243.83975484371425
6.348;244.94798583444
6.378;244.94798583444
6.408;244.725515445322
6.438;244.46881884249353
6.468;244.3319139876517
6.498;244.3319139876517
6.528;244.18531712121825
6.558;243.67222808870116
6.588;243.67222808870116
6.618;243.67222808870116
6.648;243.95745820595104
6.678;244.3139958525134
6.708;244.46849549935706
6.738;244.25030864118315
6.768;243.9808138824392
6.798;244.4302777990283
6.828;244.5200532230154
6.858;244.54997836434444
6.888;244.7732088768004
6.918;245.01569229335269
6.948;244.95404824701865
6.978;244.85199388242367
7.008;244.70952919956778
7.038;244.60980392156864
7.068;244.58710775666967
7.098;244.49956540634506
7.128;244.49956540634506
7.158;244.77915780324344
7.188;244.74175682741983
7.218;244.56436964165778
7.248;244.3903545865899
7.278;244.22982805429865
7.308;244.0746524064171
7.338;244.0746524064171
7.368;244.64626653081686
7.398;245.0674558856377
7.428;245.0674558856377
7.458;244.8126715856985
7.488;244.44869401435673
7.518;244.42643696286368
7.548;244.5253769968945
7.578;244.42741935483872
7.608;244.40885566012642
7.638;244.2974734918526
7.668;244.2900480139677
7.698;244.22821540950045
7.728;243.9963431427483
7.758;243.76447087599612
7.788;243.74901272487932
7.818;243.74901272487932
7.848;243.81049061347437
7.878;243.7195037778909
7.908;243.39357252916574
7.938;243.38984319554922
7.968;243.35254985938403
7.998;243.31525652321884
8.028;243.44733968464567
8.058;243.60548076877896
8.088;243.67001747103487
8.118;243.6803621627302
8.148;243.64492169131327
8.178;243.53039775633871
8.208;243.43786292028253
8.238;243.54322997449142
8.268;243.8043584606723
8.298;243.94211974322022
8.328;244.05413336826936
8.358;243.84756645664942
8.388;243.6074665515753
8.418;243.6074665515753
8.448;243.6106926932591
8.478;243.63488875588752
8.508;243.65908481851594
8.538;243.66150442477877
8.568;243.69528032964456
8.598;244.0330393783026
8.628;244.22443617254214
8.658;244.22443617254214
8.688;244.24639518470778
8.718;244.3737574552684
8.748;244.3737574552684
8.778;244.48662846194588
8.808;244.78030655492176
8.838;244.9034128931519
8.868;244.4924078094196
8.898;243.88960035327887
8.928;243.89974518568027
8.958;244.0519176717013
8.988;243.69692352187585
9.018;243.5752095280106
9.048;243.9061944672002
9.078;244.04077150786458
9.108;243.62995647783063
9.138;243.28761061946904
9.168;243.28761061946904
9.198;243.63381966036832
9.228;243.23209986946472
9.258;243.00133809099017
9.288;242.91109718228017
9.318;242.7306153648602
9.348;242.59826203208556
9.378;242.53971755615711
9.408;242.10063398669377
9.438;241.7932754880694
9.468;241.7932754880694
9.498;241.92443035063727
9.528;242.17071989207753
9.558;242.4188803041452
9.588;242.12973586982648
9.618;242.0169227343576
9.648;242.0169227343576
9.678;241.94720742327098
9.708;241.59863086783798
9.738;241.25005431240496
9.768;241.1186345050762
9.798;240.98721469774742
9.828;241.11698577284224
9.858;241.32624972519642
9.888;241.49091729233635
9.918;241.57496711968435
9.948;241.57102245139055
9.978;241.45268240257673
10.008;241.43690372940156
10.038;241.7360916126516
10.068;242.18487343752665
10.098;242.24471101417666
10.128;242.24471101417666
10.158;242.48329234064056
10.188;242.82412280701755
10.218;242.82412280701755
10.248;242.80694562372432
10.278;242.54928787432576
10.308;242.51493350773927
10.338;242.0610054491372
10.368;241.41253679399136
10.398;240.78568376068375
10.428;240.78568376068375
10.458;240.78568376068375
10.488;241.14779548522992
10.518;241.66509794886733
10.548;241.92374918068603
10.578;241.93472218458305
10.608;241.95940586359748
10.638;241.6712808149934
10.668;241.66167664670658
10.698;242.85120807613018
10.728;243.5309403215151
10.758;243.55444984733688
10.788;243.69550700226765
10.818;243.66019695808808
10.848;243.65061541783632
10.878;243.6408821794719
10.908;243.62628232192526
10.938;243.3966974587664
10.968;243.08114540535124
10.998;243.31168376415323
11.028;244.165247389008
11.058;244.22215163066497
11.088;244.00982813441428
11.118;243.7444237641009
11.148;243.70091372254754
11.178;243.8735753482482
11.208;243.83697979410204
11.238;243.61740646922496
11.268;243.39783314434789
11.298;243.36855670103094
11.328;243.30624663358063
11.358;243.19235110728874
11.388;243.0437804067698
11.418;242.82398596069763
11.448;242.60419151462546
11.478;242.37730784621542
11.508;242.1305753070459
11.538;242.1305753070459
11.568;241.7474222160609
11.598;241.30532249569362
11.628;241.14321926489228
11.658;241.05284957286887
11.688;240.90829145728642
11.718;240.91981717352178
11.748;240.83193629505448
11.778;240.83193629505448
11.808;240.76150191380938
11.838;240.66545503029334
11.868;240.57260970956116
11.898;240.57260970956116
11.928;240.73943408917586
11.958;240.67037820061074
11.988;240.5477801268499
12.018;240.5477801268499
12.048;240.52837250289184
12.078;240.43133438310164
12.108;240.35046928327645
12.138;240.35046928327645
12.168;240.34653575273566
12.198;240.22852983651183
12.228;240.21672924488945
12.258;240.2292279073253
12.288;240.24627153791968
12.318;240.3661241323385
12.348;240.51456517116733
12.378;240.4961051846084
12.408;240.38534526525495
12.438;240.27458534590147
