time;Pixel rightCheek
0;210.4533217542336
0.267;210.13516459559625
0.335;210.13516459559625
0.402;212.17876607804666
0.469;212.37144108628996
0.535;213.86749890494963
0.612;211.96242079965043
0.678;212.76800354531355
0.716;212.76800354531355
0.783;212.45083041958043
0.849;212.45083041958043
0.884;212.67391782025928
0.951;212.67391782025928
0.987;213.2193349482493
1.052;213.25831314688395
1.091;213.25831314688395
1.179;211.5410407141302
1.245;211.11430437622468
1.278;211.02054644808743
1.344;211.02054644808743
1.411;211.36878330373003
1.449;211.36878330373003
1.515;209.85981308411215
1.55;209.85981308411215
1.628;213.0019434247463
1.694;213.0019434247463
1.728;212.59419033167137
1.763;212.59419033167137
1.797;212.59419033167137
1.863;212.52820736223046
1.9;212.52820736223046
1.967;211.40359897172237
2.033;211.40359897172237
2.068;211.24955985915494
2.134;209.26387665198237
2.203;208.27621145374448
2.272;210.03080260303688
2.338;209.79175704989154
2.371;211.83507214206438
2.407;211.83507214206438
2.444;211.83507214206438
2.479;211.75826859045506
2.512;210.54955152045505
2.546;210.54955152045505
2.58;214.0781737193764
2.614;214.0781737193764
2.648;213.14100268576544
2.716;216.2876007162041
2.783;216.8714606741573
2.826;217.19595505617977
2.892;216.09261744966443
2.959;212.38031513058493
3.026;212.38031513058493
3.06;205.63702436938863
3.127;205.63702436938863
3.161;211.40030474531997
3.233;211.40030474531997
3.269;209.43306913254074
3.335;216.0392325932313
3.369;216.0392325932313
3.435;216.13787340714435
3.472;216.13787340714435
3.538;218.61297071129707
3.573;218.61297071129707
3.64;218.61297071129707
3.675;216.93669593628752
3.715;216.93669593628752
3.75;215.82588283323128
3.817;216.99448867115737
3.851;217.29167523124357
3.886;219.479753340185
3.954;218.19231555283056
3.992;218.19231555283056
4.058;221.20459162941893
4.092;221.20459162941893
4.127;222.4625468164794
4.16;223.5376612567624
4.195;223.5376612567624
4.231;221.1763494025546
4.27;222.55830243098475
4.345;222.55830243098475
4.381;223.15852422460978
4.448;223.15852422460978
4.482;220.76605593056894
4.517;222.74021215043393
4.554;223.5867336683417
4.59;223.5867336683417
4.656;222.9600782778865
4.728;224.2640064490125
4.766;224.99516324062878
4.802;224.99516324062878
4.836;224.99516324062878
4.871;222.98133116883116
4.907;222.98133116883116
4.979;222.7490165224233
5.046;222.7490165224233
5.08;222.0038982355355
5.115;221.39762002462044
5.148;222.5606215497853
5.183;222.87609895726845
5.284;223.34747682801236
5.363;225.69541323187488
5.396;225.69541323187488
5.431;225.69541323187488
5.483;226.36081166772354
5.516;223.46161616161615
5.583;222.53408163265306
5.616;222.53408163265306
5.683;222.29107034872
5.75;221.96653900423303
5.785;222.73601147776185
5.82;222.4390243902439
5.854;223.19886708476633
5.893;223.19886708476633
5.936;223.19886708476633
5.969;222.2356778797146
6.002;222.2356778797146
6.069;221.0014271151886
6.104;220.39758047980317
6.138;220.39758047980317
6.173;220.17120299189693
6.208;220.74838977768545
6.275;220.88351141839513
6.31;221.3764927718416
6.348;216.26864778619864
6.382;216.26864778619864
6.454;217.094485076102
6.52;217.094485076102
6.556;214.80870607028754
6.59;214.80870607028754
6.624;214.80870607028754
6.691;215.67884231536925
6.726;215.67884231536925
6.76;216.35008103727714
6.795;216.06300648298216
6.838;215.96313741552325
6.872;215.96313741552325
6.907;215.56727421667009
6.963;217.41443796501105
7.029;217.9516321656051
7.061;217.9516321656051
7.095;217.81566911910917
7.129;217.81566911910917
7.167;217.75362895207795
7.242;218.89284990885153
7.307;218.32631152521773
7.349;218.32631152521773
7.382;217.23241954707984
7.437;217.23241954707984
7.502;217.5910891089109
7.535;217.07386138613862
7.57;216.25265225933202
7.603;216.25265225933202
7.64;213.9778083267871
7.69;213.9778083267871
7.76;216.1226787830897
7.795;216.1226787830897
7.83;216.1226787830897
7.867;215.81825365468194
7.901;218.00078170803204
7.935;218.00078170803204
8.002;217.7451790633609
8.069;217.04811063498246
8.137;216.68601480327231
8.205;217.8282390061132
8.239;217.6270952474857
8.273;215.4098169068952
8.341;214.80911569925985
8.374;216.640625
8.409;216.640625
8.444;216.640625
8.511;217.60896686159845
8.565;217.60896686159845
8.615;216.7196094061379
8.649;216.7196094061379
8.683;216.7196094061379
8.717;215.79294809010773
8.751;215.79294809010773
8.784;216.23153770812928
8.819;214.62193927522037
8.853;214.62193927522037
8.89;217.3831091772152
8.926;217.3831091772152
8.963;215.73833069620252
8.996;216.35418709550893
9.03;216.35418709550893
9.065;215.1937634830359
9.133;219.21563556793316
9.168;219.21563556793316
9.205;218.07618858165904
9.239;219.88493312352477
9.273;219.88493312352477
9.34;220.68725566849102
9.374;220.68725566849102
9.429;220.137341529005
9.482;220.137341529005
9.523;220.00822022557827
9.559;219.88109348116996
9.599;221.33365329237859
9.636;221.33365329237859
9.672;221.33365329237859
9.738;220.69464047301165
9.805;221.29029181766165
9.873;219.68385397064358
9.909;220.65803503427267
9.947;220.65803503427267
9.982;220.82559908710536
10.018;220.82559908710536
10.072;220.37364104520313
10.107;220.37364104520313
10.144;220.37364104520313
10.178;220.7132146204311
10.212;220.7132146204311
10.246;220.7132146204311
10.282;222.03322635454032
10.317;222.03322635454032
10.397;222.92306234602995
10.431;222.92306234602995
10.467;222.92306234602995
10.533;220.24454148471617
10.571;220.24454148471617
10.606;221.21702047005306
10.639;222.1237680060652
10.677;222.1237680060652
10.71;223.08278212066546
10.753;223.08278212066546
10.79;223.46121467227903
10.824;220.9055304074001
10.858;220.9055304074001
10.925;222.04703798464868
10.958;222.0669865642994
10.992;222.52514395393473
11.03;221.3961409726324
11.064;221.3961409726324
11.135;221.26757235676314
11.169;220.70743216673222
11.203;220.70743216673222
11.272;220.6131711085361
11.308;220.6131711085361
11.343;222.3496463391321
11.383;222.1443318677117
11.472;222.54077578051087
11.507;222.85298013245034
11.542;222.85298013245034
11.609;222.7741874168409
11.645;222.7741874168409
11.68;222.24821629740893
11.713;222.33402177994742
11.748;223.79518532670997
11.786;223.79518532670997
11.867;222.208671065033
11.901;222.208671065033
11.939;222.21235373105696
11.975;221.90504507960867
12.008;221.90504507960867
12.042;221.90504507960867
12.103;220.78343350864012
12.167;220.78343350864012
12.201;222.5154109589041
12.236;222.5154109589041
12.303;221.97683179506498
12.338;222.27358668935526
12.373;222.27358668935526
12.447;221.9076864390616
12.483;221.9076864390616
12.551;221.62669467252243
12.586;221.62669467252243
12.622;221.62669467252243
12.656;222.8161596958175
12.69;222.41368821292775
12.728;222.41368821292775
12.762;222.41368821292775
12.795;221.9111617312073
12.832;221.9111617312073
12.882;221.01953717754174
12.917;220.88125948406676
12.955;220.11828358208956
12.989;220.11828358208956
13.024;220.11828358208956
13.06;221.5974830590513
13.126;221.5974830590513
13.161;221.9263827327038
13.194;221.9263827327038
13.262;223.27656648988412
13.295;223.58298958947162
13.331;223.58298958947162
13.398;221.0001915708812
13.432;221.0001915708812
13.469;220.43498684704997
13.503;220.43498684704997
13.571;220.04063969896518
13.645;220.87353718384296
13.711;220.87353718384296
