time;interpolated Pixel forehead
1.425;248.77640829707704,237.58864552940952,237.9353206903947
1.455;248.6997257763296,237.39121782875836,237.7173353185181
1.485;248.62304325558213,237.19379012810717,237.49934994664153
1.515;248.62528878551927,237.17872819108553,237.48792629304901
1.545;248.7459263914833,237.4372148995082,237.7863452168826
1.575;248.84764435904611,237.65516745546316,238.02659799589074
1.605;248.85476413460287,237.67044924907958,237.9760200507717
1.635;248.86188391015963,237.68573104269603,237.92544210565262
1.665;248.7068325938702,237.47080108592493,237.62340019894438
1.695;248.5193470592115,237.20982877907633,237.2710654999183
1.725;248.33186152455283,236.9488564722277,236.91873080089223
1.755;248.25556269829156,236.82724580026968,236.77678378984368
1.785;248.34604393462644,236.91467758064755,236.95041831076136
1.815;248.4365251709613,237.00210936102542,237.12405283167905
1.845;248.52700640729617,237.0895411414033,237.29768735259674
1.875;248.61748764363102,237.17697292178113,237.47132187351443
1.905;248.61467022300903,237.13578489127312,237.45169445717752
1.935;248.59319307099568,237.0688728985879,237.3934146533897
1.965;248.5717159189823,237.0019609059027,237.33513484960187
1.995;248.58162694610164,237.02994944989229,237.36049489750062
2.025;248.627410177944,237.16639575008165,237.48144334732692
2.055;248.6731934097864,237.30284205027098,237.6023917971532
2.085;248.67691788344655,237.3477285494513,237.62418789519484
2.115;248.30211353346655,236.56857683955027,236.7536128271746
2.145;247.92730918348653,235.78942512964923,235.8830377591544
2.175;247.55250483350653,235.0102734197482,235.01246269113417
2.205;247.48048528565042,234.8712637728432,234.84425813450233
2.235;247.6400070570655,235.22177452705284,235.21316043952044
2.265;247.7995288284806,235.57228528126245,235.58206274453852
2.295;247.95905059989568,235.9227960354721,235.9509650495566
2.325;248.03933621187585,236.1896141509716,236.1815297588414
2.355;248.119621823856,236.45643226647113,236.4120944681262
2.385;248.19990743583617,236.72325038197064,236.64265917741102
2.415;248.5898686975747,237.48647794131048,237.4527144653069
2.445;249.15911586180493,238.53710044182102,238.5982642987145
2.475;249.4311109495258,239.00154967370142,239.10197375735694
2.505;249.1896706323668,238.4535178052206,238.49704984140516
2.535;248.956876146159,237.92746176777104,237.91830461371916
2.565;248.97481075753538,238.0387048302271,238.09874134574213
2.595;248.99274536891173,238.14994789268317,238.2791780777651
2.625;249.18298005611558,238.54688149830875,238.72692668283753
2.655;249.40767475848494,239.00095321256825,239.22813766251983
2.685;249.35857334694654,238.86510093849614,239.13577441618284
2.715;249.10009843653748,238.27813032040575,238.58950146759582
2.745;248.84162352612842,237.6911597023154,238.0432285190088
2.775;248.6529695878841,237.27275219643153,237.64483980214612
2.805;248.81342051046335,237.69716025158021,237.98587224390528
2.835;248.97387143304263,238.12156830672893,238.3269046856644
2.865;249.13432235562192,238.54597636187762,238.66793712742356
2.895;249.31264663985252,238.93732717445954,239.09508023294788
2.925;249.4937206720295,239.32359225741578,239.5354711328976
2.955;249.67479470420648,239.70985734037205,239.97586203284732
2.985;249.82254451798104,239.96477299694652,240.2852083172919
3.015;249.9322095107243,240.06957502337036,240.44478932687343
3.045;249.93677154625632,239.9588875883723,240.36798938865988
3.075;249.5209217529434,238.98624230768658,239.3456656592659
3.105;249.10507195963046,238.01359702700088,238.32334192987196
3.135;249.04219971282066,237.93062806673595,238.2287484007182
3.165;249.15581623926246,238.29249726668135,238.5980199716845
3.195;249.26943276570424,238.65436646662678,238.96729154265083
3.225;249.383049292146,239.0162356665722,239.33656311361716
3.255;249.3446421507352,238.98256301673882,239.246499728939
3.285;249.2048858974227,238.6851958003863,238.85021304049786
3.315;249.06512964411021,238.38782858403377,238.45392635205673
3.345;248.9607270646665,238.14674225281428,238.14644266288138
3.375;248.99773918069772,238.13077946212698,238.1941709707694
3.405;249.03475129672898,238.1148166714397,238.2418992786574
3.435;249.07176341276025,238.09885388075242,238.2896275865454
3.465;248.95010992251702,237.84444025619766,238.01479433917578
3.495;248.79672331101892,237.54233646486944,237.6754487807546
3.525;248.6433366995208,237.24023267354121,237.33610322233343
3.555;248.68517732056813,237.400238646118,237.50312771344633
3.585;248.9501347788102,238.0883700631576,238.2488608325982
3.615;249.198828470443,238.71911098155877,238.93596096557008
3.645;249.30114826259216,238.8333374122137,239.09536422292192
3.675;249.40346805474132,238.94756384286862,239.25476748027376
3.705;249.50578784689048,239.06179027352354,239.4141707376256
3.735;249.60810763903967,239.17601670417844,239.57357399497744
3.765;249.71042743118883,239.29024313483336,239.73297725232928
3.795;249.7640960676168,239.35887246586609,239.83403735770344
3.825;249.77519494278874,239.38760433472936,239.88404720509712
3.855;249.78629381796068,239.41633620359266,239.9340570524908
3.885;249.7973926931326,239.44506807245594,239.98406689988448
3.915;249.80849156830453,239.47379994131921,240.03407674727816
3.945;249.81959044347647,239.50253181018252,240.08408659467185
3.975;249.69273139476914,239.2573050071011,239.80110238636456
4.005;249.5560182086419,238.99250972745224,239.49433288836437
4.035;249.4193050225146,238.72771444780338,239.18756339036418
4.065;249.28259183638735,238.4629191681545,238.88079389236398
4.095;249.14587865026007,238.19812388850565,238.5740243943638
4.125;249.04798274289124,238.03082133038308,238.35794311772656
4.155;249.0171348624687,238.03191529126047,238.29850513253453
4.185;248.98628698204618,238.0330092521379,238.23906714734247
4.215;248.95543910162368,238.0341032130153,238.17962916215043
4.245;248.92459122120115,238.0351971738927,238.12019117695837
4.275;248.95368231245456,237.99195283582245,238.0568216322062
4.305;248.99199478396582,237.94188722099096,237.99284723213714
4.335;249.03030725547706,237.8918216061595,237.92887283206804
4.365;249.01025081878367,237.81268137748643,237.84894720129955
4.395;248.93182547388568,237.70446653497171,237.75307033983165
4.425;248.8534001289877,237.596251692457,237.65719347836378
4.455;248.77497478408966,237.4880368499423,237.56131661689588
4.485;248.69685502665305,237.37887888626867,237.4662105681789
4.515;248.62759730559662,237.24237040898598,237.39345808923827
4.545;248.55833958454016,237.1058619317033,237.3207056102976
4.575;248.4890818634837,236.96935345442063,237.24795313135698
4.605;248.41982414242727,236.83284497713794,237.17520065241632
4.635;248.43158760287994,236.82983270440883,237.18676825141736
4.665;248.49736518433866,236.91581790138213,237.2545492357129
4.695;248.5631427657974,237.0018030983554,237.3223302200084
4.725;248.62892034725616,237.08778829532866,237.39011120430393
4.755;248.69469792871487,237.17377349230193,237.45789218859943
4.785;248.6782548945601,237.20487375277028,237.4300651317636
4.815;248.65897666676344,237.23408142922122,237.39894124592323
4.845;248.6396984389668,237.26328910567216,237.36781736008285
4.875;248.62042021117014,237.29249678212312,237.33669347424248
4.905;248.69332848415863,237.42621456360615,237.4746458825462
4.935;248.8715927580444,237.6793724651259,237.80582834130036
4.965;249.04985703193012,237.93253036664566,238.13701080005453
4.995;249.2067268190256,238.16209184139254,238.4339338425489
5.025;249.17104622500835,238.17928547518335,238.42252213870546
5.055;249.13536563099115,238.19647910897416,238.411110434862
5.085;249.09968503697394,238.21367274276497,238.39969873101853
5.115;249.0211459422571,238.00110330834738,238.18557909430052
5.145;248.92423891866903,237.6900639875547,237.8845846292077
5.175;248.82733189508096,237.37902466676206,237.58359016411487
5.205;248.7547577703857,237.19645459807387,237.41840252353026
5.235;248.72421319832353,237.23578596483887,237.48779030709616
5.265;248.69366862626137,237.27511733160387,237.55717809066206
5.295;248.6631240541992,237.31444869836886,237.62656587422796
5.325;248.7399125813585,237.4407022394551,237.79384424793884
5.355;248.88825650799885,237.62490389675548,238.02638301507966
5.385;249.03660043463915,237.80910555405586,238.2589217822205
5.415;249.1849443612795,237.99330721135624,238.49146054936136
5.445;249.3157419271339,238.15979809745681,238.7015077978386
5.475;249.20089044198536,238.07833818675985,238.59667378502556
5.505;249.08603895683686,237.99687827606292,238.4918397722125
5.535;248.97118747168835,237.91541836536595,238.38700575939947
5.565;248.78213045018632,237.45170628550486,237.88006645898236
5.595;248.56127105596133,236.82417184743056,237.20079632102062
5.625;248.34041166173634,236.19663740935627,236.52152618305888
5.655;248.3133578864813,236.09892158084565,236.38256837620986
5.685;248.62105927126527,236.9163469870359,237.17687732310097
5.715;248.9287606560492,237.73377239322616,237.9711862699921
5.745;249.23646204083315,238.55119779941643,238.7654952168832
5.775;249.2914459609874,238.75280832353153,238.99892442984915
5.805;249.2958863882157,238.83125587123158,239.12017769603008
5.835;249.300326815444,238.90970341893163,239.24143096221098
5.865;249.3047672426723,238.98815096663168,239.3626842283919
5.895;249.1804824365642,238.68456562810005,239.07137272809257
5.925;248.90908307807166,237.94437127673217,238.30855863753013
5.955;248.6376837195791,237.20417692536432,237.54574454696768
5.985;248.36628436108654,236.46398257399645,236.7829304564052
6.015;248.2596978422942,236.3480230891615,236.68795182307076
6.045;248.1587945248708,236.2535889445518,236.61600199860624
6.075;248.05789120744745,236.15915479994214,236.5440521741417
6.105;248.0907787440773,236.24021942726267,236.66790348627595
6.135;248.21286018340933,236.43828323587,236.922288889476
6.165;248.32307660349042,236.63448650136453,237.15061293698213
6.195;248.40066422063134,236.825573273299,237.30726825632993
6.225;248.4782518377723,237.01666004523346,237.46392357567777
6.255;248.55583945491324,237.20774681716793,237.6205788950256
6.285;248.44159415502128,236.89758447498323,237.3033375619607
6.315;248.30603408657015,236.53172778678527,236.93344104529436
6.345;248.170474018119,236.1658710985873,236.56354452862806
6.375;248.0622913189503,235.87029409286146,236.26603327688616
6.405;247.99517467370524,235.68013661084376,236.07709992253092
6.435;247.9280580284602,235.48997912882606,235.8881665681757
6.465;247.86094138321516,235.29982164680837,235.69923321382046
6.495;247.7967838394578,235.1699408598578,235.55894212240014
6.525;247.73953086583828,235.18070569473056,235.53214964449464
6.555;247.68227789221876,235.1914705296033,235.50535716658914
6.585;247.62502491859925,235.20223536447605,235.47856468868363
6.615;247.70877852348994,235.3829798657718,235.67672483221477
6.645;247.80260402684564,235.5758657718121,235.89095302013425
6.675;247.89642953020135,235.76875167785235,236.1051812080537
6.705;247.938329932323,235.7781710644896,236.11320152756068
6.735;247.9456136002886,235.66527943819153,235.98374993479266
6.765;247.9528972682542,235.55238781189345,235.85429834202463
6.795;247.97111698470326,235.48142637325176,235.76837214384017
6.825;248.0330808950863,235.57818568523564,235.8565475239898
6.855;248.09504480546934,235.6749449972195,235.94472290413944
6.885;248.15700871585238,235.77170430920336,236.03289828428908
6.915;248.1645139272766,235.78672178925214,236.05158529337726
6.945;248.109780625605,235.70832003280364,235.9908570212523
6.975;248.05504732393342,235.62991827635517,235.93012874912733
7.005;247.9981445740232,235.54531903743128,235.86099660487298
7.035;247.87832782519288,235.2809928067214,235.54815216886564
7.065;247.75851107636254,235.0166665760115,235.23530773285827
7.095;247.6386943275322,234.75234034530158,234.92246329685094
7.125;247.77742945299372,235.12319396285878,235.2880879189614
7.155;248.0454405156012,235.81163750454948,235.99294707013073
7.185;248.31345157820869,236.5000810462402,236.69780622130008
7.215;248.55742044388586,237.08079970811005,237.32681935454116
7.245;248.74529085005904,237.41016031706454,237.77885844594954
7.275;248.9331612562322,237.739520926019,238.23089753735792
7.305;249.12103166240541,238.06888153497346,238.6829366287663
7.335;249.19568946869848,238.17396152669932,238.7956730589929
7.365;249.26226066071442,238.26302147433745,238.88417358484938
7.395;249.32883185273036,238.35208142197556,238.97267411070584
7.425;249.39540304474627,238.4411413696137,239.06117463656233
7.455;249.3734577954838,238.38191441438022,238.9742552711235
7.485;249.17447966366447,238.0261136534035,238.53649612309405
7.515;248.97550153184514,237.67031289242684,238.0987369750646
7.545;248.7765234000258,237.31451213145013,237.6609778270352
7.575;248.9087090080481,237.65594441251253,237.91342250527202
7.605;249.0523140553753,238.0214192122659,238.1896673154491
7.635;249.19591910270245,238.38689401201927,238.46591212562615
7.665;249.2388592401196,238.46949728071706,238.5324825112822
7.695;249.204820328782,238.33578702566643,238.4387136311281
7.725;249.1707814174444,238.20207677061583,238.344944750974
7.755;249.13042645844052,238.07748216282087,238.26526152269676
7.785;249.0584912611054,237.9984657913041,238.25600655380387
7.815;248.98655606377022,237.91944941978738,238.24675158491098
7.845;248.9146208664351,237.84043304827063,238.23749661601812
7.875;249.0858761429069,238.03225773354092,238.47391660699202
7.905;249.31792903783048,238.29179268300797,238.77175533793266
7.935;249.39362441656277,238.36240804595894,238.82188811735787
7.965;249.2906254910765,238.21711531003444,238.58892838076554
7.995;249.18762656559022,238.07182257410994,238.35596864417317
8.025;249.08462764010395,237.92652983818542,238.12300890758084
8.055;249.12493452069145,238.0424960712415,238.25589313776845
8.085;249.17018298079876,238.16747123426236,238.4013926771554
8.115;249.21543144090603,238.29244639728327,238.54689221654235
8.145;249.2554052674322,238.40502057291525,238.67755002098775
8.175;249.24790739172812,238.40598586204683,238.67463221095943
8.205;249.24040951602404,238.40695115117842,238.67171440093114
8.235;249.23291164031997,238.40791644031,238.66879659090282
8.265;249.22541376461592,238.40888172944156,238.66587878087452
8.295;249.1788124668182,238.25194414636954,238.46724889107628
8.325;249.10957234570307,238.0035891109691,238.15531200772705
8.355;249.04033222458798,237.75523407556867,237.8433751243778
8.385;249.00998310551375,237.60344089580906,237.65937303400617
8.415;249.0865842420519,237.71719281906172,237.827191624323
8.445;249.16318537859007,237.83094474231436,237.99501021463988
8.475;249.23978651512826,237.944696665567,238.16282880495672
8.505;249.3236401620982,238.25968139021197,238.53713476484188
8.535;249.40860957990384,238.60562500737882,238.94320801235295
8.565;249.49357899770948,238.95156862454567,239.349281259864
8.595;249.45298694470688,238.95089550165275,239.359834437689
8.625;249.26889606792346,238.55408896154867,238.91836467872986
8.655;249.08480519114005,238.1572824214446,238.47689491977073
8.685;248.93964677239302,237.84106709352767,238.11973504964791
8.715;249.1448804759736,238.25017267529526,238.52136417905166
8.745;249.35011417955417,238.65927825706288,238.92299330845543
8.775;249.55534788313474,239.06838383883047,239.3246224378592
8.805;249.6225036276871,239.18718117492182,239.46753781022335
8.835;249.64763564557873,239.21762382754648,239.53171421305368
8.865;249.67276766347032,239.24806648017113,239.59589061588403
8.895;249.64851240699304,239.18567220139792,239.54174722374253
8.925;249.52548260177795,238.9376040598289,239.25096424165733
8.955;249.40245279656284,238.68953591825988,238.96018125957215
8.985;249.27942299134776,238.44146777669087,238.66939827748695
9.015;249.23786994666594,238.3853512686632,238.58929971364628
9.045;249.20213667059363,238.3429455916027,238.52425003682308
9.075;249.16640339452132,238.30053991454224,238.45920035999987
9.105;249.2754623576067,238.49842358238539,238.65555361293585
9.135;249.495244797695,238.88005792574305,239.05180322392295
9.165;249.71502723778332,239.2616922691007,239.44805283491004
9.195;249.8661198694718,239.52063735329247,239.7268222429275
9.225;249.74245326756085,239.2888254008207,239.53567083906643
9.255;249.61878666564994,239.05701344834893,239.34451943520537
9.285;249.495120063739,238.82520149587717,239.1533680313443
9.315;249.37145346182808,238.5933895434054,238.96221662748323
9.345;249.36190814366563,238.55428968648738,238.8941363623596
9.375;249.40127194710965,238.59778072766386,238.87880087098057
9.405;249.4406357505537,238.6412717688403,238.86346537960154
9.435;249.46835662851726,238.68446657573594,238.8746325630639
9.465;249.47596699883272,238.7271497052373,238.9315770939796
9.495;249.48357736914815,238.7698328347387,238.98852162489527
9.525;249.4911877394636,238.8125159642401,239.04546615581097
9.555;249.49126360911956,238.90773238243364,239.19925394838333
9.585;249.49133947877547,239.0029488006272,239.3530417409557
9.615;249.49141534843142,239.09816521882072,239.50682953352805
9.645;249.4308198925508,238.99059469081865,239.38821654877688
9.675;249.3350989324122,238.7656211939665,239.1118978508384
9.705;249.23937797227362,238.54064769711434,238.83557915289992
9.735;249.1362659456805,238.3093763773849,238.57575635712132
9.765;249.0088689864511,238.0574122110587,238.3701343827252
9.795;248.88147202722166,237.80544804473251,238.1645124083291
9.825;248.75407506799226,237.5534838784063,237.95889043393296
9.855;248.6975717275833,237.4266057253717,237.82051813676125
9.885;248.64894545593214,237.3136260182584,237.68961802594777
9.915;248.60031918428098,237.20064631114508,237.5587179151343
9.945;248.55169291262982,237.0876666040318,237.42781780432082
9.975;248.5164880596822,236.9943730660648,237.308639254304
10.005;248.5044656572224,236.93508291116876,237.20970703657227
10.035;248.4924432547626,236.87579275627272,237.11077481884053
10.065;248.4804208523028,236.81650260137667,237.01184260110878
10.095;248.34644630920326,236.56852917309826,236.75830994090447
10.125;248.20826651987474,236.31404942504807,236.4994462309597
10.155;248.07008673054622,236.05956967699785,236.24058252101494
10.185;248.00074889908683,235.95366313447366,236.10818013257312
10.215;247.97730570620683,235.94680539563345,236.06008529179994
10.245;247.95386251332687,235.93994765679324,236.01199045102675
10.275;247.9223329161452,235.9097271589487,235.9500675844806
10.305;247.86856570713394,235.8152590738423,235.85011764705882
10.335;247.81479849812266,235.72079098873593,235.75016770963705
10.365;247.7610312891114,235.62632290362956,235.65021777221529
10.395;247.89599111421933,235.79748066822427,235.8649095148272
10.425;248.04443144176432,235.98761170779764,236.1020756631558
10.455;248.1928717693093,236.177742747371,236.33924181148438
10.485;248.3413120968543,236.3678737869444,236.576407959813
10.515;248.42589305483799,236.49752691447185,236.78873082370274
10.545;248.50064949442762,236.6178757478384,236.99723164383266
10.575;248.57540593401725,236.73822458120497,237.2057324639626
10.605;248.6501623736069,236.85857341457154,237.4142332840925
10.635;248.67841549737292,236.90882095214477,237.52877337858135
10.665;248.6136619894917,236.81886589813132,237.45539202178801
10.695;248.5489084816105,236.72891084411785,237.38201066499468
10.725;248.4841549737293,236.6389557901044,237.30862930820135
10.755;248.47147222070373,236.54034754241545,237.14381657278327
10.785;248.46058501094905,236.4414409087377,236.9758510312057
10.815;248.44969780119436,236.34253427505993,236.80788548962815
10.845;248.42711535305588,236.3268097361885,236.74500073889442
10.875;248.39776197743208,236.35924325220492,236.74295223549134
10.905;248.36840860180826,236.39167676822134,236.74090373208827
10.935;248.3648667825886,236.4412812419882,236.7523283092808
10.965;248.4323067434804,236.53810584956864,236.80080385811124
10.995;248.49974670437223,236.6349304571491,236.8492794069417
11.025;248.56718666526405,236.73175506472955,236.89775495577214
11.055;248.47258589627523,236.6028984902742,236.83035743250096
11.085;248.35305578422785,236.43932173396718,236.74513328275256
11.115;248.23352567218046,236.27574497766017,236.6599091330042
11.145;248.16156799478017,236.16179552053939,236.595570881321
11.175;248.13123619769613,236.09126995020657,236.54950779044486
11.205;248.10090440061205,236.02074437987372,236.50344469956872
11.235;248.07057260352798,235.9502188095409,236.45738160869257
11.265;248.0417894387421,235.88100781924905,236.41186588781355
11.295;248.02694396463968,235.82362804932626,236.37127649690845
11.325;248.01209849053728,235.76624827940347,236.33068710600338
11.355;247.99725301643488,235.70886850948068,236.2900977150983
11.385;247.9824075423325,235.6514887395579,236.24950832419322
11.415;247.97448106777713,235.62974302742398,236.18198160122307
11.445;247.9718455928754,235.6352468888934,236.09385574196787
11.475;247.96921011797366,235.6407507503628,236.00572988271267
11.505;247.9782274485065,235.65803597072752,235.94708771848843
11.535;248.04550880621204,235.7342279855689,236.035864029419
11.565;248.11279016391762,235.81042000041032,236.12464034034957
11.595;248.18007152162318,235.8866120152517,236.21341665128014
11.625;248.16826194354215,235.93468482741923,236.27904625355035
11.655;248.14063417830377,235.97713379905198,236.34004651408847
11.685;248.1130064130654,236.01958277068476,236.4010467746266
11.715;248.09071390241266,235.98400634497102,236.38027245889327
11.745;248.07451882557203,235.85925803657557,236.26604148456406
11.775;248.0583237487314,235.73450972818011,236.1518105102348
11.805;248.04639407682356,235.62501815575058,236.05156668475325
11.835;248.09418007397437,235.72912088684402,236.1471429431389
11.865;248.14196607112518,235.83322361793742,236.24271920152455
11.895;248.08756003218113,235.75890858642728,236.11361736783178
11.925;247.98205797518963,235.59538467361537,235.87217648809977
11.955;247.9007019921008,235.47254140484168,235.70469226582827
11.985;247.87568684811816,235.44461963882378,235.70977357763132
12.015;247.85067170413552,235.4166978728059,235.71485488943438
12.045;247.8256565601529,235.38877610678801,235.71993620123743
12.075;247.88758174438203,235.46427802865526,235.79570931865834
12.105;247.9628823637207,235.5556912871202,235.882358098482
12.135;248.03818298305933,235.64710454558517,235.96900687830563
12.165;248.08173011139462,235.7252038484175,236.03206950926182
12.195;248.0889875357261,235.78808720195548,236.0681765415123
12.225;248.09624496005756,235.85097055549343,236.10428357376279
12.255;248.10350238438903,235.9138539090314,236.14039060601326
12.285;248.1107598087205,235.97673726256934,236.17649763826375
12.315;248.02010428920602,235.8275268062737,236.05035596141937
12.345;247.92607246128304,235.67100277032867,235.9186195015028
12.375;247.8320406333601,235.5144787343836,235.7868830415862
12.405;247.89454817302772,235.61424041484196,235.92906701684998
12.435;248.03532539649066,235.84214495350201,236.208211209704
12.465;248.1761026199536,236.0700494921621,236.48735540255797
12.495;248.2639111377788,236.1975082116847,236.63912292581722
12.525;248.20605571510015,236.04874092857924,236.4406046076909
12.555;248.1482002924215,235.89997364547378,236.24208628956455
12.585;248.09034486974286,235.75120636236832,236.04356797143822
12.615;248.12556343915378,235.79474038773805,236.10738078608838
12.645;248.1674301508568,235.852010220856,236.18993153879404
12.675;248.20929686255982,235.90928005397393,236.27248229149967
12.705;248.19839378774697,235.90618395865758,236.26802216343614
12.735;248.1413171497327,235.85026767596125,236.1874275146996
12.765;248.08424051171846,235.79435139326492,236.10683286596307
12.795;248.05463966180994,235.7745190682457,236.06354645133132
12.825;248.16241775243014,235.93510653161206,236.20680120722335
12.855;248.27019584305032,236.09569399497843,236.35005596311538
12.885;248.37797393367052,236.2562814583448,236.4933107190074
12.915;248.4275382979861,236.3527126436369,236.58823841110242
12.945;248.44339997865163,236.41200072057018,236.65518727678864
12.975;248.45926165931718,236.47128879750346,236.72213614247485
13.005;248.4751233399827,236.53057687443678,236.78908500816104
13.035;248.4883267142003,236.57911898800216,236.8494242836238
13.065;248.47760533038613,236.53094743125646,236.85027724707544
13.095;248.46688394657195,236.48277587451076,236.85113021052706
13.125;248.45616256275778,236.43460431776506,236.8519831739787
13.155;248.4218136635731,236.3302129057435,236.73565783584652
13.185;248.37887294061724,236.20537790998526,236.57672220622933
13.215;248.33593221766142,236.080542914227,236.41778657661212
13.245;248.31303801169435,236.03522760700403,236.32589880257805
13.275;248.32476960779874,236.12726448906926,236.34982096091485
13.305;248.33650120390314,236.2193013711345,236.37374311925166
13.335;248.3482328000075,236.3113382531997,236.39766527758846
13.365;248.26372194251965,236.17164827712847,236.3253144859387
13.395;248.17589237973553,236.02396771974222,236.24964393739285
13.425;248.0880628169514,235.87628716235594,236.17397338884697
13.455;248.14315913921217,235.97411447345823,236.30294307283035
13.485;248.29353938483618,236.23561369688625,236.5683395784999
13.515;248.44391963046021,236.49711292031424,236.8337360841694
13.545;248.59429987608425,236.75861214374225,237.09913258983892
13.575;248.47555325027443,236.56194863927206,236.8276303759575
13.605;248.3568066244646,236.36528513480187,236.55612816207613
13.635;248.2380599986548,236.16862163033167,236.28462594819473
13.665;248.11931337284497,235.97195812586148,236.01312373431333
13.695;248.12547846214323,235.98226915859698,236.0194377533755
13.725;248.25655526654955,236.19955472853815,236.30356800538127
13.755;248.38763207095587,236.41684029847937,236.58769825738702
13.785;248.49453466200373,236.59311303822543,236.81795479172789
13.815;248.3838693328253,236.40027030621525,236.56334786708507
13.845;248.27320400364687,236.20742757420507,236.30874094244223
13.875;248.16253867446844,236.0145848421949,236.0541340177994
13.905;248.13063583591833,235.9479828928586,235.98569110825193
13.935;248.21687673331073,236.07074211753311,236.19649422134748
13.965;248.3031176307031,236.1935013422076,236.407297334443
13.995;248.38935852809547,236.31626056688214,236.61810044753855
14.025;248.33286012227282,236.2357317035099,236.51287978104054
14.055;248.2763617164502,236.1552028401377,236.40765911454253
14.085;248.21986331062755,236.07467397676544,236.3024384480445
14.115;248.2682527933475,236.18279971450502,236.37816877058722
14.145;248.3773668431184,236.40014653709878,236.55866019204825
14.175;248.48648089288935,236.61749335969253,236.73915161350928
14.205;248.57271586631686,236.7628949469602,236.8659062393065
14.235;248.60556632827647,236.74042431846698,236.8672750085548
14.265;248.6253040700687,236.70329207505114,236.8511676567156
14.295;248.5270273303542,236.53420529733174,236.6777752150888
14.325;248.4287505906397,236.36511851961234,236.50438277346197
14.355;248.42825912151335,236.4028543467423,236.52426733649847
14.385;248.44732470650465,236.48195469484213,236.5828073004676
14.415;248.4663902914959,236.56105504294194,236.64134726443675
14.445;248.4433214729032,236.54110105509335,236.6470918881725
14.475;248.37209905021442,236.40794211187512,236.59249898021295
14.505;248.30087662752567,236.27478316865688,236.5379060722534
14.535;248.25779953009385,236.1872776512104,236.518845682119
14.565;248.4680303599744,236.51065296570962,236.81957795241084
14.595;248.67826118985494,236.83402828020886,237.12031022270267
14.625;248.63519852751574,236.7452084348578,237.02120940268046
14.655;248.55316763560427,236.59297394952978,236.86059579953297
14.685;248.47113674369282,236.44073946420176,236.69998219638552
14.715;248.46719333562768,236.42641152395854,236.69785177963632
14.745;248.55249276624411,236.56969106381223,236.87684500448512
14.775;248.61270393265082,236.66867608421435,236.99267201427267
14.805;248.57256204221866,236.59048302681003,236.85583416381516
14.835;248.53242015178654,236.51228996940574,236.71899631335765
14.865;248.49245080909463,236.46850091367375,236.66486556772256
14.895;248.4525159759508,236.43159265827623,236.627276243052
14.925;248.41258114280697,236.39468440287868,236.5896869183814
14.955;248.42275082451116,236.4775087260035,236.67198402039682
