time;interpolated Pixel rightCheek
2.445;190.574789290064,166.04547739949192,165.53281191403923
2.475;191.84245639892833,167.2227055596166,166.71323984044577
2.505;189.74205313271477,165.15399538730128,164.5334078103868
2.535;187.71076785314528,163.1570710462584,162.4254465406245
2.565;187.68390418625475,163.24193581211716,162.40173731946734
2.595;187.65704051936422,163.32680057797586,162.37802809831015
2.625;189.0167234538743,164.59060072658707,163.71707079992464
2.655;190.6537157086645,166.09018795174873,165.32866388609344
2.685;190.8572417338548,166.34091598398234,165.60700298676926
2.715;189.9645877011158,165.6366340451533,164.8657949220681
2.745;189.07193366837677,164.93235210632423,164.12458685736692
2.775;188.3500350035812,164.35707765413912,163.52463124531823
2.805;188.48191317850282,164.4268406351736,163.6309378965319
2.835;188.61379135342443,164.49660361620806,163.73724454774552
2.865;188.74566952834604,164.56636659724253,163.84355119895918
2.895;188.80968309389908,164.66234885435824,163.93753387172723
2.925;188.86325595031852,164.76236484625568,164.02962054781133
2.955;188.91682880673793,164.86238083815311,164.12170722389544
2.985;189.57075152941982,165.44586954293672,164.72924334602885
3.015;190.91078838497316,166.58189849101885,165.92586454936142
3.045;191.95580432729713,167.491094809155,166.87763462697166
3.075;191.82073661670375,167.49296060750726,166.85000020169235
3.105;191.6856689061104,167.4948264058595,166.82236577641305
3.135;192.34556770160998,168.12679560553264,167.4695042337083
3.165;193.40294975015607,169.07381650586618,168.45402913229083
3.195;194.46033179870216,170.02083740619972,169.43855403087335
3.225;195.51771384724822,170.96785830653326,170.42307892945587
3.255;195.41418701663932,170.96399187563472,170.3010423144025
3.285;194.53672093326043,170.32620055724814,169.44129802359188
3.315;193.65925484988153,169.68840923886154,168.5815537327813
3.345;192.53170276444098,168.76719387504934,167.5202555142851
3.375;190.4038066707539,166.7122823295346,165.65274158504678
3.405;188.27591057706684,164.65737078401986,163.78522765580843
3.435;186.14801448337977,162.60245923850513,161.91771372657007
3.465;186.04519185380488,162.41578584264158,161.72039913720712
3.495;186.3473839170524,162.6027600767083,161.85712441581927
3.525;186.64957598029994,162.789734310775,161.9938496944314
3.555;186.70407081668128,162.79214551555657,162.00755417426555
3.585;186.47548310807264,162.58362754401233,161.88066345549635
3.615;186.33536303827262,162.46077937963958,161.82163207858613
3.645;186.99145171775027,163.10895947981055,162.37333477840698
3.675;187.6475403972279,163.7571395799815,162.92503747822786
3.705;188.30362907670553,164.40531968015247,163.47674017804871
3.735;188.95971775618318,165.05349978032345,164.02844287786957
3.765;189.61580643566083,165.7016798804944,164.58014557769044
3.795;189.81452863627223,165.89384715682152,164.807790999791
3.825;189.6130551678757,165.68700321228528,164.7518863038863
3.855;189.41158169947914,165.48015926774903,164.6959816079816
3.885;189.2101082310826,165.27331532321276,164.6400769120769
3.915;189.00863476268606,165.0664713786765,164.58417221617222
3.945;188.8071612942895,164.85962743414026,164.52826752026752
3.975;188.3629120997523,164.46257914518608,164.03826503223738
4.005;187.9013217819193,164.0519448316306,163.51725555905543
4.035;187.43973146408632,163.64131051807513,162.9962460858735
4.065;186.97814114625334,163.23067620451968,162.47523661269156
4.095;186.51655082842035,162.8200418909642,161.9542271395096
4.125;186.14207156657045,162.4897584374906,161.52448590971733
4.155;185.91805685596407,162.2982628332493,161.25238982759814
4.185;185.69404214535768,162.10676722900806,160.98029374547895
4.215;185.4700274347513,161.91527162476677,160.70819766335973
4.245;185.24601272414492,161.7237760205255,160.43610158124054
4.275;185.87166107896462,162.195930615836,160.98267563624538
4.305;186.6280268284653,162.77018524184678,161.65519894311544
4.335;187.38439257796597,163.34443986785757,162.3277222499855
4.365;187.5832933472579,163.50374017836901,162.5606939476318
4.395;187.2247291363411,163.24808617338115,162.35411403605434
4.425;186.8661649254243,162.9924321683933,162.14753412447686
4.455;186.50760071450748,162.73677816340543,161.9409542128994
4.485;186.1625094114858,162.4902081070083,161.7407716271378
4.515;186.20813243742276,162.50707255974277,161.72611149003586
4.545;186.2537554633597,162.52393701247723,161.71145135293392
4.575;186.29937848929666,162.5408014652117,161.69679121583198
4.605;186.3450015152336,162.55766591794617,161.68213107873004
4.635;186.49122266691973,162.62937648714293,161.7162456733833
4.665;186.70450923577192,162.73765113398122,161.78287675587336
4.695;186.91779580462415,162.8459257808195,161.8495078383634
4.725;187.13108237347637,162.95420042765778,161.91613892085346
4.755;187.34436894232857,163.06247507449606,161.98277000334352
4.785;187.34113235098897,163.1396140315943,162.12165637860082
4.815;187.3304294437807,163.21567934421876,162.2630343156777
4.845;187.3197265365724,163.29174465684324,162.40441225275455
4.875;187.30902362936413,163.3678099694677,162.5457901898314
4.905;187.53415521475642,163.62619528525533,162.7636031965252
4.935;188.0288119345494,164.09294631894375,163.06877056849544
4.965;188.52346865434237,164.55969735263218,163.3739379404657
4.995;188.9541466731169,164.9718761031863,163.65744021547272
5.025;188.80901638272556,164.89290430553194,163.7459566178105
5.055;188.66388609233422,164.81393250787755,163.83447302014827
5.085;188.51875580194292,164.7349607102232,163.92298942248604
5.115;187.95882560178077,164.26315514336667,163.49620931825993
5.145;187.22112401171685,163.6229922468521,162.84858785407786
5.175;186.48342242165296,162.98282935033754,162.2009663898958
5.205;186.08772322876194,162.64386770668128,161.81672591920037
5.235;186.28275544916957,162.8251627725076,161.8874162554364
5.265;186.47778766957722,163.00645783833392,161.95810659167242
5.295;186.67281988998485,163.18775290416025,162.02879692790845
5.325;187.14231475777106,163.59811588634102,162.45107567193864
5.355;187.79478472380967,164.1611908127581,163.10774668783165
5.385;188.44725468984828,164.72426573917517,163.76441770372466
5.415;189.09972465588686,165.28734066559224,164.42108871961767
5.445;189.68943473824243,165.7883605261935,165.00560015760126
5.475;189.40050644903525,165.4206094653731,164.5798775048531
5.505;189.11157815982804,165.05285840455272,164.1541548521049
5.535;188.82264987062086,164.68510734373237,163.72843219935675
5.565;187.80138353320322,163.80070759697387,162.81332589113813
5.595;186.46625803226684,162.69488698481334,161.68848373057506
5.625;185.13113253133042,161.58906637265278,160.56364157001198
5.655;185.17100613227836,161.7234816088522,160.71357456830802
5.685;187.58587818193564,164.00012240130974,163.0653919319061
5.715;190.0007502315929,166.2767631937673,165.41720929550422
5.745;192.41562228125014,168.55340398622482,167.76902665910234
5.775;193.38972886080117,169.43708188834967,168.69752863231975
5.805;194.07568234633095,170.04216721240795,169.34136752746105
5.835;194.76163583186076,170.64725253646623,169.98520642260235
5.865;195.44758931739057,171.2523378605245,170.62904531774365
5.895;195.1394154030398,170.9479340860383,170.29235639930286
5.925;193.69509588882562,169.60411419892978,168.83506426533972
5.955;192.2507763746114,168.26029431182127,167.3777721313766
5.985;190.8064568603972,166.91647442471276,165.92047999741345
6.015;190.84308665189215,166.8767425057614,165.89272859443943
6.045;190.93078366082537,166.8819791374362,165.9142716994306
6.075;191.0184806697586,166.88721576911095,165.93581480442174
6.105;189.4247078507217,165.35317452913455,164.5237631923349
6.135;186.70995514637139,162.7929480413907,162.15598176886272
6.165;184.90996934188584,161.0842663983061,160.588390883163
6.195;185.62559251202836,161.71733307803459,161.22132397633737
6.225;186.34121568217088,162.35039975776306,161.85425706951176
6.255;187.0568388523134,162.9834664374915,162.48719016268618
6.285;187.79977253285546,163.75692541148192,163.29841511528517
6.315;188.54574071455306,164.5459835292792,164.12945027448689
6.345;189.29170889625064,165.33504164707648,164.9604854336886
6.375;189.01699179448934,165.13812773418383,164.73890195879932
6.405;187.2112467675398,163.46225577525624,162.93839053277355
6.435;185.40550174059024,161.78638381632865,161.13787910674776
6.465;183.59975671364066,160.11051185740106,159.33736768072197
6.495;182.31442610597472,158.92524206259853,158.07973853003404
6.525;182.24339580997056,158.88471065075433,158.0888346884677
6.555;182.1723655139664,158.84417923891016,158.0979308469014
6.585;182.10133521796223,158.803647827066,158.10702700533506
6.615;182.74081772550943,159.27313662392152,158.53154669235747
6.645;183.43105114759598,159.77905543568417,158.98573948856475
6.675;184.12128456968253,160.28497424744683,159.43993228477206
6.705;184.5281246724269,160.7184816493883,159.7938973316776
6.735;184.74603589560982,161.10371477811566,160.08104387904868
6.765;184.96394711879276,161.488947906843,160.36819042641974
6.795;185.02261078293458,161.68360404469453,160.5222660457759
6.825;184.4442842109121,161.11595221904287,160.14405795307243
6.855;183.8659576388896,160.5483003933912,159.76584986036895
6.885;183.2876310668671,159.98064856773954,159.38764176766549
6.915;182.85304471377782,159.58428330804216,159.06919314920185
6.945;182.58273289661216,159.38367412372108,158.8190410727266
6.975;182.31242107944652,159.1830649394,158.56888899625136
7.005;182.08941153343093,159.01673282083158,158.35435275948
7.035;183.23816785076716,159.84443560909045,159.1726758741221
7.065;184.38692416810335,160.67213839734933,159.99099898876418
7.095;185.53568048543957,161.4998411856082,160.80932210340626
7.125;186.14867270439262,162.06476494652824,161.36506270751076
7.155;186.4937828741541,162.49829919377885,161.78951205634644
7.185;186.8388930439156,162.93183344102945,162.21396140518212
7.215;186.94179046921244,163.12787440658101,162.38136088000232
7.245;186.4795248240918,162.76976438150143,161.94897731545308
7.275;186.01725917897116,162.41165435642188,161.5165937509038
7.305;185.55499353385053,162.0535443313423,161.08421018635457
7.335;185.59039655996176,162.10093008440833,161.1033221850613
7.365;185.66134734830385,162.17727982162765,161.15468386685777
7.395;185.73229813664594,162.25362955884694,161.20604554865423
7.425;185.80324892498805,162.32997929606626,161.2574072304507
7.455;185.8646298584673,162.36857774524984,161.32440642923692
7.485;185.9068710822209,162.33167361836203,161.4226806620026
7.515;185.9491123059745,162.29476949147423,161.5209548947683
7.545;185.9913535297281,162.2578653645864,161.61922912753397
7.575;186.6054457413303,162.84078605906203,162.18486042649198
7.605;187.23925695251353,163.44508002323983,162.7666074863532
7.635;187.87306816369676,164.04937398741765,163.34835454621438
7.665;187.79074530640116,163.98987490753632,163.28809466024214
7.695;187.16079051438646,163.42276938219797,162.7368882862796
7.725;186.53083572237176,162.85566385685962,162.18568191231708
7.755;186.21918814150513,162.5713532925507,161.92543527273693
7.785;187.49907661637891,163.7010175333888,163.1199873050688
7.815;188.7789650912527,164.83068177422692,164.3145393374007
7.845;190.0588535661265,165.96034601506506,165.50909136973257
7.875;189.9450959845939,165.77281848405983,165.27123974725663
7.905;189.48292688895975,165.2559930100938,164.67528721107874
7.935;189.27296429482357,165.06789056746774,164.4575971138858
7.965;189.35123770239932,165.25547158923027,164.67220694696135
7.995;189.42951110997504,165.44305261099282,164.8868167800369
8.025;189.5077845175508,165.63063363275535,165.10142661311244
8.055;189.74413976116762,165.83231977001327,165.30252100840335
8.085;189.98594610257896,166.03449229056415,165.50314935411552
8.115;190.2277524439903,166.23666481111502,165.70377769982767
8.145;190.47241243153695,166.4410224717452,165.90268598055724
8.175;190.74275523430143,166.6650463930894,166.08611367644343
8.205;191.0130980370659,166.88907031443358,166.2695413723296
8.235;191.28344083983038,167.11309423577777,166.4529690682158
8.265;191.55378364259482,167.33711815712192,166.636396764102
8.295;190.63013932908078,166.52849524620308,165.82373872937777
8.325;189.01523931666858,165.1220241692372,164.43439948219486
8.355;187.40033930425642,163.7155530922713,163.04506023501193
8.385;186.7619767582458,163.1940339835264,162.51111171457853
8.415;188.80909224483935,165.10613278738913,164.32948769270624
8.445;190.8562077314329,167.01823159125183,166.14786367083394
8.475;192.90332321802646,168.93033039511457,167.96623964896162
8.505;192.0689049471625,168.10117711536702,167.21029091993734
8.535;190.7911737905359,166.85029274583331,166.05829223596658
8.565;189.51344263390928,165.59940837629958,164.90629355199584
8.595;188.43649522523134,164.57925096176783,163.93470583760282
8.625;187.5890149570662,163.82278149580978,163.1693020884415
8.655;186.74153468890108,163.06631202985176,162.40389833928015
8.685;186.0313087037962,162.43269845154848,161.75064985014984
8.715;186.55637126623378,162.90478786213788,162.1067987012987
8.745;187.08143382867132,163.37687727272728,162.46294755244756
8.775;187.6064963911089,163.8489666833167,162.8190964035964
8.805;187.83423236957216,164.00230875920198,162.9503424730609
8.835;187.97147764856504,164.05864077669904,163.0131398698389
8.865;188.1087229275579,164.1149727941961,163.07593726661688
8.895;187.9846191287386,163.9939444187079,163.01535127629472
8.925;187.33781717429497,163.51819525724926,162.70799851177227
8.955;186.69101521985135,163.04244609579058,162.40064574724983
8.985;186.04421326540773,162.5666969343319,162.0932929827274
9.015;186.68266470988448,163.1620449741627,162.5848679477464
9.045;187.4129199685698,163.8338999569428,163.1335091791612
9.075;188.14317522725517,164.50575493972286,163.682150410576
9.105;188.17411752756612,164.54120973804342,163.71007593838445
9.135;187.67029109500254,164.09000557177734,163.33980710461154
9.165;187.16646466243898,163.63880140551126,162.9695382708386
9.195;186.7602772635364,163.2580047418378,162.64564709788357
9.225;186.744645999278,163.15883808853488,162.5072665682
9.255;186.72901473501955,163.05967143523196,162.36888603851648
9.285;186.7133834707611,162.96050478192905,162.23050550883292
9.315;186.69775220650266,162.86133812862613,162.0921249791494
9.345;186.9787459045094,163.15723391782134,162.36458215523717
9.375;187.38686458634402,163.6224421823729,162.8131126337984
9.405;187.79498326817867,164.08765044692447,163.26164311235962
9.435;187.7804103503951,164.07854392303747,163.2771666465795
9.465;187.0357337605437,163.25016640093844,162.5447690951189
9.495;186.2910571706923,162.42178887883938,161.8123715436583
9.525;185.54638058084092,161.59341135674035,161.07997399219767
9.555;185.65253618989988,161.81010012574728,161.17679511774324
9.585;185.75869179895884,162.02678889475422,161.27361624328884
9.615;185.86484740801777,162.24347766376115,161.37043736883442
9.645;185.38738133903925,161.87439479216548,160.92582810437324
9.675;184.57202903540744,161.16618097074726,160.1677591404344
9.705;183.7566767317756,160.45796714932902,159.40969017649562
9.735;183.25198490719225,160.01313995072653,158.91887825806992
9.765;183.76803465662533,160.43372594137574,159.30619663204456
9.795;184.2840844060584,160.85431193202498,159.6935150060192
9.825;184.8001341554915,161.27489792267423,160.08083337999383
9.855;184.24441238005812,160.73139589856345,159.63160628272556
9.885;183.5696048796396,160.08077298392377,159.0894296886525
9.915;182.89479737922107,159.4301500692841,158.54725309457945
9.945;182.21998987880255,158.77952715464446,158.00507650050636
9.975;182.06068408838675,158.61448354876984,157.89394053553517
10.005;182.79179034252107,159.28816783985312,158.5273292935581
10.035;183.5228965966554,159.9618521309364,159.160718051581
10.065;184.25400285078973,160.63553642201967,159.79410680960393
10.095;183.85690819045826,160.2937931376998,159.4365576147792
10.125;183.42091005031762,159.9170351094005,159.0448381457183
10.155;182.98491191017698,159.54027708110124,158.65311867665744
10.185;183.6600702033686,160.1099090507295,159.25055083765764
10.215;185.0759994521151,161.31046768564278,160.5074174186986
10.245;186.49192870086156,162.51102632055608,161.76428399973952
10.275;187.5579757785467,163.4041349480969,162.6839965397924
10.305;187.66184688581313,163.45175605536332,162.67653546712802
10.335;187.7657179930796,163.49937716262977,162.66907439446368
10.365;187.86958910034602,163.5469982698962,162.6616133217993
10.395;188.56225149172494,164.21293580112857,163.3155904840239
10.425;189.2969704033976,164.92303879121562,164.01681323445482
10.455;190.03168931507028,165.6331417813027,164.71803598488574
10.485;190.76640822674295,166.34324477138978,165.4192587353167
10.515;190.93294283242545,166.46148748496614,165.55891977264443
10.545;191.0120644679556,166.48867477138702,165.61218670026398
10.575;191.09118610348574,166.5158620578079,165.66545362788355
10.605;191.1703077390159,166.54304934422882,165.7187205555031
10.635;191.0949901547352,166.4653346719287,165.64656624549488
10.665;190.71079413083282,166.17781608218664,165.32356946023108
10.695;190.32659810693042,165.89029749244457,165.00057267496732
10.725;189.942402083028,165.6027789027025,164.67757588970352
10.755;189.13375991729458,164.89288148549574,163.90477575089946
10.785;188.3104816777049,164.16841928113502,163.11646515162852
10.815;187.48720343811522,163.4439570767743,162.32815455235755
10.845;187.57060594401761,163.52035166513423,162.4602364676757
10.875;188.1789288815207,164.0604001861219,163.12517720722968
10.905;188.7872518190238,164.6004487071096,163.79011794678368
10.935;189.13267056609448,164.90923297321044,164.14611998870487
10.965;188.7551027894761,164.58204053837247,163.65254061213594
10.995;188.37753501285775,164.25484810353447,163.158961235567
11.025;187.99996723623937,163.9276556686965,162.66538185899805
11.055;187.9323966966321,163.7635836163821,162.50330422271034
11.085;187.91251803964192,163.62460700753286,162.3922268541582
11.115;187.89263938265177,163.48563039868364,162.28114948560602
11.145;187.56852243928205,163.17241528274596,162.00236613107577
11.175;186.97819699533022,162.7067414731059,161.57684003881468
11.205;186.38787155137842,162.24106766346583,161.15131394655356
11.235;185.7975461074266,161.77539385382576,160.72578785429246
11.265;185.31078692036525,161.39276988659347,160.38663843586988
11.295;185.75612404531807,161.7575945010312,160.82487908199397
11.325;186.20146117027087,162.12241911546892,161.26311972811806
11.355;186.6467982952237,162.48724372990665,161.70136037424217
11.385;187.0921354201765,162.85206834434436,162.13960102036626
11.415;187.1104169925002,162.90341774785904,162.11963729104806
11.445;186.80212667163693,162.715050813609,161.7492819805093
11.475;186.49383635077365,162.52668387935896,161.37892666997055
11.505;186.37010684449257,162.48129455289288,161.2030775296476
11.535;187.16918141112268,163.15079326534658,161.99975924040368
11.565;187.96825597775273,163.82029197780025,162.79644095115978
11.595;188.76733054438284,164.48979069025395,163.59312266191586
11.625;187.9903610211697,163.8180442614037,162.88706059306614
11.655;186.89818267998794,162.8780488042927,161.88044976829522
11.685;185.80600433880616,161.93805334718166,160.87383894352433
11.715;185.6835592886032,161.84689817525265,160.75254030740888
11.745;186.6693808566617,162.72584618638882,161.6430270297568
11.775;187.6552024247202,163.60479419752497,162.53351375210474
11.805;188.43645664206628,164.30927982207191,163.24974892607526
11.835;186.35376794943838,162.5712920343697,161.52646242276228
11.865;184.2710792568105,160.83330424666747,159.80317591944933
11.895;185.55525296895658,161.94529458430378,161.00544877316872
11.925;188.5228578834896,164.48227398460932,163.6705013054043
11.955;190.10940097144226,165.80786107435046,165.07301190116277
11.985;188.47346646404068,164.30686610610786,163.5295913118081
12.015;186.83753195663914,162.8058711378653,161.98617072245344
12.045;185.20159744923757,161.30487616962273,160.44275013309877
12.075;186.51920592797993,162.41928552969748,161.59843663998222
12.105;188.2912056353598,163.93606478643645,163.16937039244078
12.135;190.06320534273968,165.4528440431754,164.74030414489937
12.165;190.61231483520103,165.92643298421197,165.18438650034682
12.195;189.76383551061267,165.20780442158875,164.34063868778154
12.225;188.91535618602427,164.48917585896552,163.49689087521628
12.255;188.0668768614359,163.7705472963423,162.653143062651
12.285;187.2183975368475,163.05191873371908,161.80939525008574
12.315;187.6107824199847,163.4519551198539,162.16129752035872
12.345;188.04595572407794,163.89056615939415,162.55442910383303
12.375;188.48112902817118,164.32917719893442,162.94756068730734
12.405;188.12798916336456,164.05931963128333,162.77135519991623
12.435;187.380692714108,163.43522776003655,162.3104811770924
12.465;186.63339626485146,162.8111358887898,161.8496071542686
12.495;186.3780813930791,162.6098626967437,161.73210373965279
12.525;187.47571585938826,163.57134087249943,162.55886949760895
12.555;188.57335032569745,164.53281904825516,163.38563525556512
12.585;189.6709847920066,165.4942972240109,164.2124010135213
12.615;188.91301982044007,164.78974872173825,163.50990117556614
12.645;188.02251203188243,163.96619831389214,162.69816808076018
12.675;187.13200424332476,163.14264790604605,161.88643498595422
12.705;187.13884565496977,163.15781884622058,161.88923586739307
12.735;187.93086761679217,163.90687096591319,162.60475397804615
12.765;188.72288957861454,164.65592308560576,163.3202720886992
12.795;189.31489871080444,165.19880089599178,163.86510260619747
12.825;188.90684369483205,164.7108071598448,163.55649515792163
12.855;188.49878867885965,164.2228134236978,163.2478877096458
12.885;188.09073366288723,163.7348196875508,162.93928026136996
12.915;188.32866086519485,163.96334500714127,163.17104251907222
12.945;188.94057777282248,164.60669714847447,163.71565039602498
12.975;189.5524946804501,165.25004928980763,164.26025827297775
13.005;190.16441158807777,165.89340143114083,164.80486614993052
13.035;190.61755677365997,166.3786207637032,165.20295039305842
13.065;189.64175646083328,165.4406448173282,164.2823219317627
13.095;188.6659561480066,164.50266887095322,163.361693470467
13.125;187.6901558351799,163.56469292457822,162.4410650091713
13.155;187.78544087847092,163.63338686793412,162.48575458704957
13.185;188.2702115058048,164.068142589374,162.88146890644566
13.215;188.7549821331387,164.5028983108139,163.27718322584172
13.245;188.71657852089217,164.47011576867376,163.23515533446297
13.275;187.7745103130068,163.62976713489547,162.43702726083674
13.305;186.83244210512143,162.78941850111718,161.6388991872105
13.335;185.89037389723603,161.9490698673389,160.84077111358428
13.365;186.6220510058647,162.75187767380956,161.62994054556685
13.395;187.41144347023524,163.61134604718535,162.47384437429452
13.425;188.20083593460578,164.47081442056117,163.3177482030222
13.455;188.1092755384813,164.42208666798328,163.22200359562257
13.485;187.4304132353602,163.76789483143625,162.49982669747138
13.515;186.75155093223907,163.11370299488922,161.77764979932016
13.545;186.07268862911795,162.4595111583422,161.05547290116897
13.575;187.19556083717453,163.4776811711495,162.1014528930853
13.605;188.31843304523113,164.49585118395677,163.14743288500165
13.635;189.4413052532877,165.51402119676408,164.193412876918
13.665;190.5641774613443,166.53219120957138,165.23939286883433
13.695;190.38728709957536,166.34968485660482,165.11095790356828
13.725;188.91063416798085,164.96650213786447,163.80810798111983
13.755;187.4339812363864,163.5833194191241,162.5052580586714
13.785;186.17772543334166,162.39388370358432,161.3874067078036
13.815;186.90504378724495,162.9481710168497,161.93454250116181
13.845;187.63236214114826,163.50245833011505,162.48167829452004
13.875;188.35968049505155,164.05674564338042,163.02881408787826
13.905;188.4176217872366,164.09731329146612,163.03395952234033
13.935;187.47149748684436,163.36730144178227,162.22611941845815
13.965;186.5253731864521,162.63728959209845,161.41827931457598
13.995;185.57924888605984,161.9072777424146,160.6104392106938
14.025;186.75992848618753,162.95129145074847,161.68058825789856
14.055;187.9406080863152,163.99530515908236,162.75073730510334
14.085;189.12128768644288,165.03931886741623,163.8208863523081
14.115;188.811751086458,164.77688424523126,163.5378584145984
14.145;187.63945773903956,163.7580848001143,162.4714122224645
14.175;186.4671643916211,162.73928535499732,161.4049660303306
14.205;185.5703541360933,162.0255754228779,160.68579593728276
14.235;185.3163377616436,162.02374102108598,160.77693674210244
14.265;185.21678760354544,162.11557574366262,160.9664526347759
14.295;186.5074333926107,163.05043258555628,162.04134431813378
14.325;187.79807918167594,163.98528942744994,163.11623600149164
14.355;187.33668886601373,163.50860259048196,162.61393455387824
14.385;186.52489132940605,162.74960701774162,161.7961944800706
14.415;185.71309379279833,161.9906114450013,160.97845440626295
14.445;185.67416564337327,161.94138662707243,160.8745297253367
14.475;186.51851679358555,162.70332838607092,161.58639406484636
14.505;187.36286794379782,163.46527014506944,162.29825840435598
14.535;187.98402974953603,164.0064953612189,162.80689081252726
14.565;186.596487455008,162.56127169172692,161.48643583865322
14.595;185.20894516047997,161.11604802223493,160.16598086477916
14.625;185.32535226822785,161.3777714680923,160.4303908905242
14.655;185.6731362070951,161.90210216246496,160.93862630082597
14.685;186.02092014596232,162.4264328568376,161.44686171112778
14.715;185.76260781017686,162.2399510955241,161.21654225109373
14.745;184.81161401764547,161.24111224199783,160.14216008210448
14.775;184.02233645467936,160.41448142868128,159.28858155231262
14.805;183.8799238099745,160.27668277620364,159.31821757931039
14.835;183.73751116526967,160.138884123726,159.34785360630818
14.865;184.35613505395276,160.68806192629162,159.79348093916917
14.895;185.12696624931343,161.3746350198659,160.32230653320283
14.925;185.8977974446741,162.06120811344022,160.85113212723647
