time;Pixel leftCheek
7.851;228.93473684210525,202.34619883040935,206.19578947368421
7.921;229.96794871794873,203.22364672364674,206.99525166191833
8.026;229.53273244781784,202.90749525616698,206.8503320683112
8.142;229.39705882352942,202.7412239089184,206.3683586337761
8.276;229.45639328763886,202.76743086740723,206.63082013708342
8.377;230.19274809160305,203.62905534351145,207.36164122137404
8.479;228.14472761281272,201.58218377367314,205.13911620294598
8.581;229.26611764705882,202.69482352941176,206.44752941176472
8.682;228.60285977859778,202.18311808118082,205.69049815498155
8.782;228.88932532347505,202.0873382624769,205.9177449168207
8.885;228.93253234750463,202.1083641404806,205.93669131238448
8.987;228.2802784222738,201.66798143851508,205.24315545243618
9.088;228.2954284401562,201.61153227659085,204.70939581897542
9.189;228.90106333795654,202.2688395746648,205.74410540915395
9.324;228.1837813002527,202.01079715138985,205.54445210199862
9.424;228.39931271477664,202.02726231386026,205.54410080183277
9.525;228.4120626151013,201.35474217311233,205.0718232044199
9.626;227.87039594843463,201.16229281767957,204.8040976058932
9.728;227.75852597848478,201.0975051499199,205.22980086976426
9.828;227.1739327883742,200.42983651226157,203.79904632152588
9.964;227.16453933627292,200.80041773033187,203.98537943838477
10.066;226.23098075160402,199.70096241979834,203.16154903758022
10.167;225.66535615171136,199.21970397779833,202.63529139685477
10.267;224.77518111708343,198.20355223182986,201.64337462023838
10.367;224.55246552932928,197.59149333956532,201.16382332320634
10.489;223.1777251184834,196.3154028436019,199.4616113744076
10.625;222.7385375029391,195.91935104632026,198.972254878909
10.726;222.56153846153848,195.90279720279722,199.32820512820513
10.826;223.49218009478673,196.7042654028436,199.63791469194314
10.927;223.44702063528865,196.9385578483654,200.01692557384652
11.029;224.8104637336504,197.99310344827586,201.06872770511296
11.129;223.92208390963577,196.91124942369757,200.39511295527893
11.262;224.32030146019784,197.69948186528498,200.99905793688177
11.398;224.47685508257734,197.4482437776227,200.7266806234008
11.5;225.12514757969302,198.10224321133413,201.5733175914994
11.6;224.26716487622608,197.6541335824381,201.1457262961233
11.701;225.0911660777385,198.47043580683157,201.82355712603064
11.803;224.4726807719135,197.95442920251105,200.79586142757498
11.875;225.25814894123246,198.8034737092553,201.87437544610992
11.946;223.72338468613475,196.9595309266498,200.1917682225799
12.049;225.47157028792645,198.6973142995403,202.24292281635616
12.151;223.4172231176606,196.95003453833755,200.02509785862307
12.286;225.80769230769232,199.0625,202.37644230769232
12.385;224.7569962686567,198.26912313432837,201.408348880597
12.487;225.60862194235892,198.826350205861,202.23686122547832
12.587;224.67372783790006,198.35689615473174,201.12871287128712
12.689;225.83417085427135,199.27494615936828,202.62981574539364
12.79;224.2074774982691,197.82667897530578,200.8172167089776
12.896;224.8286523483597,198.16285107387301,201.58673589804107
13.032;224.43087186565447,197.8635840809754,200.97262479871176
13.133;225.19439208294062,198.59849198868991,201.5987276154571
13.234;224.41664739884393,198.07514450867052,200.82959537572253
13.336;225.27453298652165,199.11704894774178,201.8136675336959
13.437;224.41432166552278,198.13909860443835,200.82429649965684
13.545;225.65651035467747,199.27326826945966,201.99904784575102
13.68;222.93052052281587,196.82916762210502,199.627149736299
13.782;225.81308411214954,199.11190989695663,202.2314881380302
13.893;224.05043558000918,197.58344795965152,200.6639156350298
13.995;225.0239223117006,198.8391757460919,202.15916627190904
14.096;224.32329271096805,197.8144401011727,200.90020694412507
14.196;226.0207044264636,199.62946216087576,202.75130890052355
14.262;226.18514992860543,200.17682056163733,202.79652546406473
14.33;224.74145101663586,198.5975046210721,201.33780036968577
14.431;225.75770507349455,198.9765291607397,202.30037932669512
14.532;224.39023826046727,197.83807541059448,200.62572287763126
14.599;225.79074733096084,199.04033214709372,202.10842230130487
14.701;224.56418529615118,198.16570638395945,201.1970500115234
14.769;225.98760429082242,199.24243146603098,202.54755661501787
14.84;226.03718712753277,199.08676996424316,202.6176400476758
14.941;224.5251435132032,198.3735935706085,200.97129735935707
15.041;226.31145981930575,199.74964336661913,203.06609605325724
15.141;225.04722222222222,198.7011574074074,201.69375
15.209;225.8308943089431,199.4062717770035,202.68617886178862
15.309;224.1846898777957,197.87940973022828,200.8109292137422
15.376;225.0383704405495,198.4621032685931,201.38417811463762
15.478;224.8180956892468,198.51539554713406,201.36570345807675
15.578;225.389506026944,198.58402268967149,202.15268258095014
15.68;225.54613346181642,198.85545651650204,201.9848229342327
15.747;224.72614593077643,198.01520112254443,201.44527595884003
15.815;225.45032013279584,198.45672278871234,201.6817642874081
15.916;224.41814823366428,197.84784114523205,201.11844839528976
16.051;225.63490158425347,198.88070091214595,201.90518482957273
16.117;225.77940470475275,199.01080172827653,202.10081613058088
16.185;224.3446182582302,198.071912211067,200.9710483306094
16.252;225.26498348277488,198.65455403492214,201.65903728173666
16.353;225.06244218316374,198.15009250693802,201.67876965772433
16.454;225.26108490566037,198.3183962264151,201.6808962264151
16.554;224.7310650198089,197.73013283616874,201.289443020275
16.655;225.11860795454547,197.9876893939394,201.16003787878788
16.727;225.0239109848485,198.1813446969697,201.38162878787878
16.837;224.64699100760896,197.7048651141342,200.56213972792253
16.938;226.118866126727,199.05097665555027,202.2775131014769
17.04;224.92504655493482,198.44832402234636,201.26117318435755
17.108;226.42228040942632,199.55891454415615,202.88455129731017
17.176;225.00138472190167,198.13431802446343,201.3657973690284
17.242;226.01481127568084,199.0224558050645,202.6710463449594
17.309;226.27950310559007,198.87529861442906,202.48757763975155
17.376;224.64766958929397,197.35440701430548,200.8894785417628
17.447;225.72205224758767,198.32595904918804,201.67992468816192
17.549;224.76341350601294,197.44264569842738,200.6431544865865
17.65;225.43758798686062,198.1466447677147,201.70295635851713
17.752;224.8857275040481,197.89220448762433,201.02775850104095
17.822;225.63469243459815,198.7339146830073,202.06434126797078
17.889;225.78765024746642,198.71176054678293,201.8022625500825
17.957;224.97914735866544,198.0820203892493,201.266218721038
18.058;225.65733772342426,199.11218250235183,202.14604891815617
18.125;225.47227356746765,198.16427911275417,201.30660813308688
18.261;226.53728853943292,198.85870860138195,202.03097450559923
18.328;225.60484622553588,198.34459459459458,201.71854613233924
18.428;226.3545197740113,199.0313088512241,202.72387005649716
18.529;226.55555555555554,199.04143126177024,202.47104519774012
18.596;225.39275893675526,198.29262144821266,201.7142529789184
18.663;225.83009139910945,198.71900632763067,202.02320131239748
18.732;225.2293683725219,198.051867219917,201.47856154910096
18.868;226.70120652945351,199.5453039981074,202.90868228057724
18.969;226.05089058524172,198.97201017811705,202.0673143650243
19.07;226.47726196115585,199.4268119374704,202.65206063477024
19.136;226.39294173377547,199.17669351018475,202.44173377546187
19.203;225.2539461467038,197.8897400185701,201.01787372330548
19.27;226.7700824499411,199.35924617196702,202.5279151943463
19.369;225.98307050092765,198.41604823747682,202.1187384044527
19.444;226.6433632498819,199.2272083136514,202.70878601794993
19.58;225.31859226672842,198.53206760824264,201.535077564251
19.647;225.97693032015067,199.10051789077212,202.29119585687383
19.714;226.07344632768363,199.15371939736346,202.19020715630884
19.781;225.87447405329593,198.97428705002338,202.0331930808789
19.882;226.33098591549296,199.53215962441314,202.0293427230047
19.983;225.65015261798544,198.9643108710965,202.12679032636768
20.084;226.08744710860367,198.920780441937,202.00587682181475
20.153;226.01698513800426,199.19226232602028,202.3722576079264
20.232;225.72319551506658,199.01238028498014,201.8684886708713
20.333;225.94744218640506,198.916608269096,202.2158374211633
20.401;226.03127187864644,199.04597432905484,201.68961493582265
20.494;226.65752777121247,200.0971401559915,203.146537461593
20.596;226.4461899179367,199.73950762016412,202.62274325908558
20.699;226.27205026762857,199.69304165696997,202.42471491738422
20.765;226.53051204115033,199.7797521627309,202.7708674304419
20.835;226.35788235294117,200.1284705882353,202.93341176470588
20.937;226.54870588235295,199.46870588235294,202.72023529411766
21.038;225.7963440356222,199.1321771736583,201.94844152800562
21.21;226.8253481236724,199.92659900873258,202.81614349775785
21.382;225.94079101333958,199.31921366721272,202.30283173414463
21.516;225.4483082706767,199.0594454887218,201.36771616541353
21.65;227.1467199623795,200.3973665647778,203.16623559840113
21.755;226.79938635827236,200.03988671229644,202.97356620250176
21.855;226.36063252301156,199.5883880103847,202.14562190228935
21.955;226.16071845113132,199.5908560765104,202.63144390016328
22.056;227.40219421101773,200.31816059757236,203.30905695611577
22.157;226.74865055151372,199.96315418915748,202.55432996949074
22.427;226.50657585720995,199.8858619069986,202.91099107562235
22.561;226.6980557507613,200.45818692902319,203.0883110798782
22.695;226.71741176470587,200.20211764705883,203.12988235294117
22.796;226.93330157217721,200.01333968556455,203.3370652691758
22.904;227.21533018867925,200.2301886792453,202.87853773584905
23.005;227.4704910292729,200.1475448536355,202.70396600566573
23.139;227.52040575607455,200.48667138476057,203.22646850672328
23.24;227.4829130332312,200.33466886636813,203.02969596983266
23.307;227.5999058602024,200.59590491880442,203.18145445987292
23.373;227.84631678041893,200.7660626029654,203.2327606495646
23.44;227.79781680113905,200.98338870431894,203.20526815377315
23.508;227.74331299859222,201.05537306428906,203.58399812294698
23.574;227.66516159695817,200.51782319391634,203.0829372623574
23.643;227.6917775665399,200.35527566539923,203.26283269961976
23.778;226.8065970574276,199.55078310393924,202.16777408637873
23.879;227.18757354671686,199.76417980701342,202.65356554483407
23.981;226.97594092424964,199.29514054311576,202.23201524535494
24.081;226.50762267746546,199.553596950929,202.15531205335876
24.182;226.2904298266445,199.25979577297554,201.5723106150558
24.252;227.2385738214884,199.62431203637234,202.10552763819095
24.32;226.28334124347413,199.47128618889417,202.08803986710964
24.386;227.27038010996893,200.17045182883098,202.80994501553909
24.467;227.2224084271008,200.04381134785731,202.9583433085947
24.571;226.96574690770694,199.68006660323502,202.26950523311132
24.643;226.85751665080875,199.45861084681255,202.43458610846812
24.708;226.90820219360992,199.51001430615165,201.91893180734382
24.774;227.50773625327304,199.85479647702928,202.92906450845038
24.875;226.5818051917123,198.95070254822576,201.76518218623482
24.977;227.5207629164655,199.92274263640752,202.84886528247225
25.079;226.67079856972586,198.93825983313468,201.8367103694875
25.179;227.47212165097756,200.25971518223508,202.74728457639392
25.246;227.73811247888003,200.2604392951967,203.27202510258266
25.348;226.64774346793348,199.35558194774347,201.71140142517814
25.415;228.87057956777997,201.44228880157172,204.37647347740668
25.483;226.74020422702446,199.65162669199714,202.26027071954405
25.55;228.3231366836611,200.5957756737072,203.34522942461763
25.651;227.56053704147686,199.8271397746344,202.8710141452889
25.721;228.10247180225582,200.25725941924645,203.0647948164147
25.793;227.9940004799616,200.41708663306935,203.37173026157907
25.861;227.01575729068674,199.29303857008466,202.42215428033867
25.962;227.4505890839144,199.8949266650637,202.4212551094013
26.061;226.38563767778038,199.06178596409418,201.51527162508742
26.164;226.58421423537703,199.2135306553911,201.76485788113695
26.298;227.63582443653618,200.06002372479242,202.52170818505337
26.367;226.45974576271186,199.12335216572504,201.89736346516008
26.483;226.89148936170213,199.0418439716312,201.7936170212766
26.55;225.69351439943807,198.30110044486068,200.71926949192226
26.617;226.44687868080095,198.89517078916373,201.55500588928152
26.683;226.3151329724641,198.70487173452577,201.82066368557307
26.767;227.03033153068424,198.9033623324712,201.59322830942864
26.868;227.08996212121212,199.11245265151516,201.74408143939394
27.004;226.56198347107437,199.07131050767416,201.87343565525384
27.106;226.34564705882352,199.2230588235294,201.70282352941177
27.208;226.6239659654928,199.57315055542426,202.07255967856298
27.309;227.01674528301888,199.57971698113207,202.05070754716982
27.411;226.4725768321513,198.77375886524823,201.15697399527187
27.512;225.83529966965548,198.06819254365266,200.55379896177442
27.612;226.13308164228408,198.49787635677205,201.0434167059934
27.679;227.52351834430857,199.71966133584195,202.36241768579492
27.746;226.6941344098789,199.19496556637378,201.81809546426027
27.813;226.6543121881682,199.19957234497505,201.54573532905678
27.886;226.79615110477548,199.18911855547637,201.5984794488002
27.985;226.91545951080502,199.4901448587034,202.1462835431014
28.087;226.2908272102394,198.94050722920124,201.20241763451054
28.187;226.50896649362906,199.37824445493158,201.53303445021237
28.288;227.4113759735662,199.79985839037056,202.2237432145386
28.389;226.8403578996939,199.54461973157524,202.32352248646103
28.493;226.5588582212786,199.27081858928992,201.50176928520878
28.602;227.15391879131255,199.79084041548631,202.3734655335222
28.668;226.86497990068574,199.18207614093166,201.77583353038543
28.734;227.00354693781037,199.1863324663041,201.89855757862378
28.801;227.37417218543047,199.73628192999053,202.1759697256386
28.901;226.7355098178377,199.5453039981074,201.39034776437188
29.002;226.81972228759707,199.99694045657802,202.2690044716404
29.102;227.81520966595593,200.80549632788438,202.93034825870646
29.171;227.6776781500708,200.70504955167533,202.63072203869748
29.271;227.1886524822695,199.9695035460993,202.3290780141844
29.373;226.81347517730495,199.39527186761228,201.86382978723404
29.474;226.21062618595826,199.04957305502847,201.00759013282732
29.607;227.1433971178833,199.6028821167021,201.8417198204583
29.742;226.88499763369617,199.59441552295314,201.93492664458117
29.842;226.79957507082153,199.8819641170916,201.96411709159585
29.909;226.937265037594,200.11748120300751,201.94031954887217
30.01;227.4171388101983,200.47285174693107,202.59513692162417
30.112;227.76770538243625,200.8033522190746,202.59088762983947
30.179;227.47026899480886,200.33317602642757,202.40891930155735
30.282;226.54459872911272,199.4125676629795,201.92209931748647
30.382;226.5630609352858,199.22886159659896,201.6166745394426
30.485;226.6549213060841,199.57387831806437,202.10335917312662
30.586;227.15395513577332,199.6491145218418,201.9404958677686
30.722;226.8473857748469,199.63730569948186,201.79604333490343
30.924;227.21326122736892,200.12555842934398,202.3592758053139
31.026;227.1356807511737,200.10892018779342,202.23779342723006
31.16;227.35252808988764,200.38038389513108,202.36025280898878
31.261;227.15503875968992,199.81348367394878,202.15151515151516
31.391;227.16969553929667,199.96365352843992,201.90559358036347
31.527;227.90725522423105,200.5005869922517,202.78821319558583
31.634;227.12325526378046,199.79347054648687,201.8360539389638
31.701;227.03138908409463,199.72967908175218,201.77278051065824
31.802;227.98325076669025,200.45364472753008,202.58504364236848
31.87;227.12683952347584,199.8320485867788,202.30390095772015
31.972;227.42567726737337,200.29375736160188,202.2603062426384
32.077;227.7178823529412,200.56964705882353,202.3604705882353
32.176;227.6355294117647,200.31223529411764,202.49482352941178
32.312;227.0907376855998,199.51850106057034,201.68748526985624
32.413;227.50211267605633,200.03708920187793,202.10704225352112
32.515;227.4447845538027,200.11867200376736,202.29644454909348
32.616;227.63221097245113,200.09394866964917,201.8825052978573
32.69;227.54176442984513,200.3549976536837,202.27827311121538
32.792;227.46430237984134,200.32174521698553,202.2627158189454
32.892;227.5872608492767,200.4951003266449,202.3826411572562
32.979;228.29381443298968,200.91471415182755,203.13284910965322
33.115;227.93933693863156,200.9945920526687,203.19844815424406
33.216;227.78875558692073,200.5339920018819,202.97577040696308
33.318;227.88951310861424,200.47237827715355,202.79166666666666
33.422;227.31506529850745,199.79874067164178,202.05223880597015
33.523;227.5152645071079,200.15334420880913,202.21836401771148
33.624;227.4714518760196,200.11815427639246,202.2409694709858
33.691;228.01762218045113,200.51198308270676,202.43679511278197
33.791;227.43716358530307,200.2866838286918,202.4285045635385
33.895;227.67147510469985,200.54234527687296,202.75221033038622
33.994;228.02198830409355,200.75555555555556,202.8945029239766
34.095;228.1309635173059,200.58138447146865,202.87114125350794
34.23;227.23111007462686,199.61893656716418,201.86986940298507
34.331;227.31086753731344,199.67164179104478,201.69869402985074
34.432;227.90030211480362,200.41412967696957,202.65628631187545
34.533;227.5441621999534,199.90398508506175,202.16010254020043
34.635;227.9441224205889,200.53651750521678,202.59100394157198
34.702;228.30049261083744,200.7654234107436,202.74900304949566
34.802;227.37186046511627,200.07558139534885,201.85813953488372
34.902;228.5428102275393,201.32934553131597,203.7304714989444
35.038;227.7904695164681,199.93459472085962,202.52768044849336
35.139;227.6483080513419,199.92835472578764,202.45670945157525
35.274;228.19854664791373,200.48616971401782,202.8359118612283
35.374;228.19014249007242,200.13104414856343,202.53515533753796
35.443;228.072,200.248,202.41294117647058
35.544;227.13879755753874,199.47040864255518,201.72827618600283
35.724;227.6175298804781,199.98781345207405,201.90086711975627
35.825;227.46615132349496,199.70484891075193,201.7390489576013
35.893;228.05832549388523,200.59454374412041,202.37182502351834
35.995;227.93172219615204,200.67128108869076,202.6457062412013
36.066;227.37417840375588,199.69389671361503,201.87112676056339
36.167;227.96240780394956,199.96026647632644,202.1846300261718
36.267;227.83583154889365,199.91910540090413,202.33999524149417
36.369;227.00491573033707,199.2546816479401,201.5936329588015
36.47;227.87893747061588,200.33568406205924,202.27644569816644
36.572;228.15251461988305,200.76397660818714,202.51087719298246
36.639;227.9128289473684,200.4812030075188,202.46428571428572
36.744;228.0662918716327,200.71960646521433,202.40290466151325
36.845;228.25725749350957,200.5914562190229,202.94382818031627
36.912;228.19306112815673,200.10243096530564,202.30328062308237
36.979;227.36555113503394,199.81722443248304,202.03487011467354
37.08;228.62259728082512,200.7641819034224,202.86451007969995
37.181;228.1699392239364,200.3221131369799,202.41865357643758
37.282;228.24079320113316,200.68342776203966,202.8496222851747
37.418;227.75151374010247,200.41523055426177,202.4704238472287
37.523;228.72656617993405,201.1217616580311,203.2604804521903
37.624;228.67074894017898,201.2053697597739,202.97574187470562
37.692;227.66197832603183,200.26631311966798,202.06202444085773
37.794;228.99060812397278,201.0316975815919,203.1462784691242
37.861;228.24501758499414,200.20351699882767,202.694958968347
37.93;228.45286116322703,200.38789868667916,202.63954033771108
38.066;229.0196767392832,201.1595221363317,203.59545561021315
38.169;228.73726040205705,201.11944834034597,203.30271154745208
38.27;228.73094904160823,201.04651706404863,203.14258999532493
38.336;229.2820392890552,201.14148737137512,203.3257717492984
38.403;229.27382075471698,201.45707547169812,203.49599056603773
38.538;228.97854977850315,201.50990906971322,203.22103054325018
38.638;229.20934579439253,201.88154205607478,203.51121495327104
38.776;229.0764568764569,201.34289044289045,203.75990675990676
38.877;228.86601077535724,201.3649566643242,203.36308268915437
38.948;229.67198498357578,201.7874237447208,204.2254809948381
39.049;229.02865129280224,201.32890752387607,203.56860004658748
39.15;228.85429843054578,201.05036308268916,203.34527992504098
39.252;228.5194897236003,200.85542168674698,202.623907394283
39.317;228.50581395348837,201.00720930232558,202.95883720930232
39.388;229.11496949788832,201.3467855466917,203.58118254340684
39.456;229.24448615673393,201.5028155795401,203.65673392773346
39.561;228.46846424384526,201.07057444314185,202.80750293083236
39.698;229.47008949599623,201.75906735751295,203.9284032030146
39.798;228.488961953969,200.97698449976514,202.9098168154063
39.898;228.85063709296838,201.26569136385086,203.13945257196792
39.999;228.56629899084723,200.71532504107017,202.45857779863883
40.067;229.1724952741021,201.30600189035917,203.31970699432893
40.168;229.19588846880907,201.4224952741021,203.61909262759923
40.303;229.05295363614968,201.54083313720875,203.37114615203578
40.405;228.48163644816364,200.92212924221292,202.56578335657832
40.506;229.7455579246624,202.5813788201848,204.54986969912343
40.607;229.1092807424594,201.3863109048724,203.16218097447796
40.674;229.40740740740742,201.76716206652512,204.09884406699695
40.776;228.23384253819037,200.5786133960047,202.40916568742657
40.897;229.2168131085253,201.50961766801234,203.3576347660888
40.972;227.9318022029529,200.33723927818139,202.07124443402859
41.106;228.77521749353397,201.41170938161298,203.3762050317423
41.209;229.14423529411764,201.65623529411764,203.81341176470588
41.309;228.67819584014956,201.27880345875204,202.8903949520916
41.408;228.96376470588234,201.66329411764707,203.70235294117646
41.475;228.94607843137254,201.27474323062557,202.84430438842205
41.576;229.64135320558316,202.08516678495386,203.75869410929738
41.677;228.42208844639964,201.01713359573975,202.89465153970826
41.778;229.48717345257708,201.72252294657565,203.53659684631677
41.88;228.1910976462363,200.45560475413657,202.42251223491027
41.98;230.05488239486814,202.20028510334996,204.2344975053457
42.05;229.97885483487764,202.3254929912093,204.1696364932288
42.186;230.29158699808795,202.5805449330784,204.50262906309752
42.287;229.33875914130692,202.1580561453173,203.69214437367305
42.358;228.56416238917404,201.40457302846477,202.9335044330378
42.425;228.77648156789547,201.46756882874476,203.19528698086793
42.491;230.27393680209076,202.86695177001664,204.70016631028747
42.593;229.3930744033692,201.8795039775386,203.93869911090314
42.695;230.20118343195267,202.66745562130177,204.24686390532545
42.84;228.87267657992564,201.10339219330854,202.68424721189592
42.968;230.2504138094112,202.433908725467,204.63939465594703
43.068;227.71761960326722,200.07654609101516,201.85554259043172
43.172;229.00876361913785,201.3280435812411,203.00947418285173
43.274;227.95515799256506,200.4275092936803,202.12848513011153
43.374;229.61366872330328,202.10275272899858,203.6703844328429
43.475;228.80927835051546,201.3798031865042,202.97188378631677
43.575;229.1638915318744,202.0708848715509,204.0475737392959
43.675;228.27268496975339,200.57840856212192,202.26849697533737
43.782;229.3965763195435,201.555634807418,203.6088920589634
43.886;228.75467289719626,201.13271028037383,202.66425233644858
43.988;229.10182334833058,201.49135685531613,203.35780251006395
44.101;228.88319962246342,201.27041057102406,202.9723926380368
44.202;229.26073619631902,201.99504483246815,203.71849929211893
44.331;229.90126401144764,202.47078464106843,204.23086095874075
44.467;229.25599620042746,201.57848492044644,203.2766563761577
44.6;228.2041482171988,200.70123514332323,202.62269867163832
44.702;229.80479127134726,201.89753320683113,204.05787476280835
44.803;229.56048387096774,202.0339184060721,204.40037950664137
44.902;227.792364990689,200.2753724394786,201.6790037243948
44.975;229.40812930829568,201.48062752555265,203.41050629902543
45.074;228.66861689679382,200.86754036976365,202.70816756377252
45.209;229.1107438016529,201.63612750885477,202.87863046044865
45.31;228.46438547486034,200.957635009311,202.69017690875233
45.378;229.15728201473033,201.53884533143264,203.2271323354716
45.482;228.21656942823805,200.3565927654609,202.6527421236873
45.583;228.17736289381563,200.27911318553092,202.20256709451576
45.683;229.08538315988648,201.2578051087985,202.97138126773888
45.753;228.47300771208225,200.5176443094181,202.29936901145126
45.865;229.14185934489402,201.45062620423892,203.4272639691715
46.001;228.7388504650608,201.26735034581446,203.06129263057477
46.101;228.88883632923367,200.83301797540207,202.73959318826869
46.202;229.02831524303917,201.40726757904673,203.06465313827277
46.303;229.55367769578672,201.90978338490837,203.88740776005713
46.403;230.2451027233636,202.22599139990444,204.4077878643096
46.504;229.3025882352941,201.33882352941177,203.34588235294117
46.57;228.89505456234036,200.82957975388902,202.76874854887393
46.671;230.05456255879585,202.2203668861712,204.21378174976482
46.808;229.1011918672587,201.24748773077823,203.2720261743398
46.908;229.63363292336803,201.75756859035005,203.76655629139074
47.009;228.3637627432808,200.63924930491194,202.0291936978684
47.077;228.97115613825983,201.30345649582836,203.04171632896305
47.149;228.90367734282324,201.2773428232503,203.15112692763938
47.257;229.44603288062902,201.887538718132,203.42792470812486
47.359;229.10316893018822,201.4743864665237,203.5620681439123
47.428;228.517764092847,200.653481762198,202.63808621506396
47.529;230.3901179941003,202.40953785644052,204.26941986234021
47.596;229.3369696969697,201.63054545454546,203.4998787878788
47.698;230.06040106305872,202.07852138197632,203.9473302730128
47.798;229.69040697674419,201.6109496124031,203.30862403100775
47.899;229.86290127926623,202.29761042722666,204.10644460535843
48;230.35671390823924,202.67883737689166,204.6879654095604
48.1;230.62346125995654,203.04779145546706,204.89379676562876
48.237;229.75119502868068,201.95076481835565,203.60372848948376
48.339;228.38689217758986,200.6983791402396,202.50387596899225
48.439;228.9496676163343,201.00189933523268,202.91571699905035
48.539;228.84188235294118,200.72188235294118,202.612
48.607;228.57733897508228,200.92759755524213,202.80018805829806
48.71;228.74301151045336,200.91449377495888,203.02255109231854
48.812;228.67642924086223,200.9894564198688,203.09161199625117
48.879;228.66822867853796,201.17455482661668,202.84934395501406
49.015;228.6325722273998,201.0384436160298,202.9287045666356
49.116;229.27958236658932,201.7062645011601,203.38561484918793
49.19;229.12158054711247,201.76011222819733,203.48468552723872
49.292;228.87257423427636,201.1893850830021,203.25602057516952
49.357;228.14139772463432,200.3745066171349,202.12584165312282
49.424;229.40835102618541,202.01533380514272,203.73012502948808
49.491;229.72117647058823,201.95105882352942,203.79364705882352
49.592;230.24776470588236,202.45929411764706,204.45482352941175
49.693;230.1464563221097,202.15799387803156,204.62938544855191
49.793;230.23342736248236,202.63963328631877,204.6760695815703
49.862;230.26046074283028,202.64480488951574,204.41560883874
49.928;229.9825841374441,202.70957872440573,204.19110378912686
50.067;229.73703876693133,202.70317608594115,204.18215787015413
50.135;230.4399524375743,203.4756242568371,205.25136741973841
50.207;230.78946124763706,203.8740548204159,205.51677693761815
