time;Pixel rightCheek
28.801;188.77554939193513,163.73671858331556,161.95754213782803
28.901;190.9703814191349,165.55273812060517,163.78372043468997
29.002;191.1502044329675,165.5229180116204,163.65052722186357
29.102;188.06008949499255,163.03643724696357,161.43980396334968
29.171;189.9057893612476,164.7528305917539,162.95556505020295
29.271;188.89951136605058,163.83598895262375,162.1504142766093
29.373;189.44826853622266,164.71361801572127,163.15848735925218
29.474;189.93760611205434,164.72028862478777,163.11905772495754
29.607;189.38274760383388,164.31203407880724,162.72843450479232
29.742;189.1620528109029,163.96060477001703,162.00212947189098
29.842;191.09908178518043,165.5857356395473,163.93316250266923
29.909;191.03025783081185,165.75665885361175,164.0611549115704
30.01;190.3129411764706,165.1227807486631,163.0774331550802
30.112;190.12,164.99807486631016,162.94459893048128
30.179;188.3494589433482,163.38361977509018,161.21769573520052
30.282;191.01024765157985,165.28714773697695,163.35375747224595
30.382;189.87781555461115,164.57543561410964,163.09222269443265
30.485;188.64749575551784,163.73853989813242,161.87669779286927
30.586;189.63794198602582,164.70950666948974,162.53377090832097
30.722;189.70819185059423,164.6315789473684,162.82937181663837
30.924;190.75976937860347,165.47597693786034,164.0570147341448
31.026;189.02568493150685,163.91031678082192,161.9554794520548
31.16;191.1606990622336,165.94927536231884,164.00021312872974
31.261;190.56180496150557,165.25085543199316,163.1122754491018
31.391;190.28770053475935,165.1129411764706,163.1116577540107
31.527;187.8049090139653,162.59754549301735,161.0093101988997
31.634;190.01857783472133,164.91714712790946,163.1123211616485
31.701;190.42713889481544,165.32984851717518,163.44314060166417
31.802;189.27080213903744,164.5501604278075,162.5253475935829
31.87;189.27191107310816,164.3730226592561,161.93758016246258
31.972;189.92887746358184,165.00814053127678,163.1516709511568
32.077;188.92407762849223,163.74685433994455,161.3951802089998
32.176;188.63425037321392,163.7063339731286,161.850501172958
32.312;191.95426105717368,166.56720604099246,164.94412081984896
32.413;188.2801963294921,163.0040546308152,161.21895006402048
32.515;188.77120273445846,163.63042085024568,161.70113223670157
32.616;190.79528403001072,165.78263665594855,163.7213290460879
32.69;190.6949443016281,165.49785775492717,163.80805484147388
32.792;189.26169621875667,164.34714804528946,162.3046357615894
32.892;188.99145481734672,164.00576799829096,161.75304422132024
32.979;188.35343168697884,163.81227282446014,161.6660252298482
33.115;189.12145748987854,164.24483272959728,162.30747922437672
33.216;189.53653846153847,164.44252136752138,162.3820512820513
33.318;190.0701941540431,165.06571367612545,163.08043524642628
33.422;189.22321428571428,164.05420918367346,162.04719387755102
33.523;191.81857265692176,166.30889939810834,164.26569217540842
33.624;191.71474634565777,166.5348237317283,164.78374892519346
33.691;188.14162276080086,163.12033719704954,161.10242360379345
33.791;190.59897172236504,165.23628963153385,163.163881748072
33.895;189.64690885914595,164.7671553006161,162.51412789462503
33.994;191.84790059982862,166.42994858611826,164.64438731790918
34.095;189.231884057971,163.93712702472294,161.99744245524298
34.23;189.74659863945578,164.94387755102042,163.250212585034
34.331;190.3018707482993,164.80867346938774,162.55102040816325
34.432;189.3268656716418,164.04754797441365,162.0735607675906
34.533;188.7258064516129,163.64261460101866,161.69376061120542
34.635;191.4091396695988,165.98777086462133,164.4990345419438
34.702;188.86501901140684,163.77439797211662,161.67173637515842
34.802;191.49324179360653,166.14009869126798,164.4123578631195
34.902;187.60616944855272,162.6815972955842,160.41157828016057
35.038;188.68747346072186,163.60021231422505,161.14458598726114
35.139;189.13299341406415,163.84108774166137,161.9511366050563
35.274;189.37298558100085,163.93808312128922,162.07866836301952
35.374;188.51666312884737,163.09424750583742,161.19104224156231
35.443;188.6161056668087,163.14593097571367,161.3108223263741
35.544;190.6580178647384,165.3709059974479,163.80582730752872
35.724;189.01745795188418,164.17010857994464,162.26484990419416
35.825;190.55636363636364,165.07807486631015,162.74566844919786
35.893;190.79018143009606,165.6247598719317,163.91910352187833
35.995;187.3808510638298,162.0687234042553,160.2640425531915
36.066;189.8341557605664,164.67818064792962,162.20446256168205
36.167;190.9863481228669,165.40337030716722,163.57913822525597
36.267;191.02517064846415,165.64163822525597,163.7318686006826
36.369;189.93861512319455,164.30862361937128,162.76826677994902
36.47;190.29614647647435,165.33595912284437,163.46582925271449
36.572;188.20230228096355,162.83692176508208,161.05819654657856
36.639;189.65847928235797,164.16894489534388,162.4630499786416
36.744;189.8913969335605,164.64075809199318,162.57793867120955
36.845;189.38057798555036,163.68827029324268,161.98788780280492
36.912;190.00913727156822,164.34806629834253,162.1056098597535
36.979;191.10737967914437,165.85732620320854,163.59358288770053
37.08;188.59685307250692,163.36338507335742,161.41696789283435
37.181;188.66759896729775,163.56669535283993,161.77065404475044
37.282;188.80795406210123,163.53764355593364,161.4332199064228
37.418;191.00735294117646,165.54455017301038,163.7610294117647
37.523;188.3591206932995,163.3028957937011,161.57937011202705
37.624;188.82054533925174,163.83217078841682,161.91080109913338
37.692;191.01235370611184,165.93888166449935,163.76918075422626
37.794;188.577834179357,163.7172165820643,161.71996615905246
37.861;190.71394697133002,165.04613063160164,163.07264496658763
37.93;189.97808976813445,164.53158902361199,162.7879174643693
38.066;187.3909149072297,162.53977393900618,160.46257197696738
38.169;188.4168995914857,163.24037841324446,161.5013975489142
38.27;188.7039346377123,163.43711029886046,161.11674908621802
38.336;188.84248771104936,163.65804659115196,161.27783714468904
38.403;188.73639091298756,163.5578654093442,161.79489927132448
38.538;189.66023166023166,164.6870441870442,162.16495066495065
38.638;189.67417900837088,164.59047005795236,162.18995492594976
38.776;187.84201537147737,163.02561912894961,161.05444064901792
38.877;187.6675941780822,162.919948630137,161.1200770547945
38.948;187.90950323974081,162.992656587473,160.9997840172786
39.049;188.44679930795849,162.99459342560553,160.7199394463668
39.15;188.19515333476303,163.3075273429123,161.44885266995496
39.252;189.61873124732105,164.36883840548649,162.20960137162453
39.317;188.85043925433897,163.6228840797086,161.5583886865224
39.388;186.29751539605013,161.64047568485879,159.52516457846676
39.456;186.22743682310468,161.05266510936505,159.17286047993204
39.561;188.35845389764629,163.44094148132152,161.44331677823365
39.698;187.7172606268785,162.77007299270073,160.74237870330614
39.798;190.28097201128227,165.0184421783467,162.65155131264916
39.898;187.66395895681916,162.96323215049165,160.56049593843522
39.999;189.3743246163821,164.4676896477199,162.6274043656797
40.067;189.55381646655232,164.67602915951971,162.32204116638079
40.168;189.72148370497428,164.6267152658662,162.69746998284734
40.303;188.0983991462113,162.78868729989327,160.57950907150482
40.405;190.36742179072277,165.2957928802589,163.28025889967637
40.506;188.3921526586621,163.62242710120069,161.58126072041168
40.607;189.01337936987483,164.31247302546396,162.09516616314198
40.674;188.6580960475988,163.84997875053125,161.69400764980875
40.776;188.61968823403802,163.8157164210976,161.72218663250052
40.897;189.7227553849435,164.3909149072297,162.27105992748986
40.972;190.05562714776633,164.6681701030928,162.84085051546393
41.106;190.32337131799613,165.07116749086217,162.54977424209847
41.209;189.33868207103123,164.1007702182285,162.31878476679503
41.309;189.13018259935552,164.17164339419978,162.18861439312568
41.408;189.40550928891736,164.54452274183217,162.25026692291266
41.475;190.00536595836016,165.01459540673963,162.69628675681477
41.576;187.8733773143222,163.37050436263036,161.0536284315812
41.677;189.44082776460445,164.53287346410863,162.0366458288424
41.778;188.14972352190557,163.39217354317313,161.23139089749043
41.88;189.0169382504288,164.00771869639794,161.72427101200685
41.98;188.39381576121966,163.39338630019327,161.08245651707108
42.05;188.26519218380932,163.23298260682844,160.89993558084603
42.186;188.85553145336226,163.93861171366595,161.836442516269
42.287;188.3856068743287,163.31965628356605,160.99785177228787
42.358;188.5065945945946,163.41643243243243,161.16843243243244
42.425;188.23113513513513,163.3507027027027,161.47243243243244
42.491;189.64230604372054,164.6110158594085,162.25460780111445
42.593;191.73260543780776,166.85827445943053,164.57953329051594
42.695;188.2683030046551,163.20842149809565,161.11616589081675
42.84;191.59043123793177,166.23406994207252,164.0253164556962
42.968;188.91183932346723,163.8169133192389,161.6090909090909
43.068;191.8155982905983,166.39700854700854,164.1412393162393
43.172;191.6287766744137,166.6334248890767,164.68920346503276
43.274;190.81722282023682,165.58449946178686,163.51345532831002
43.374;187.99472239814227,162.83175005277602,160.92484694954612
43.475;192.9509825091773,167.4551932627942,165.4385661844094
43.575;190.33016074450086,165.25740270727582,163.11844331641285
43.675;191.87505404236921,166.38867271941203,164.24362300043234
43.782;191.68516542155817,166.33191035218783,164.28089647812166
43.886;188.7282017829963,163.59034572733202,161.40661013263752
43.988;191.88127659574468,166.18851063829788,164.06829787234042
44.101;191.22984304450657,165.79595785852504,163.4392603741131
44.202;189.225,163.85662393162394,161.67200854700855
44.331;190.81639850121226,165.6530747189773,163.49261626625523
44.467;189.8742502142245,164.73414738646102,162.4488003427592
44.6;191.7996567996568,166.4817674817675,164.23015873015873
44.702;189.5793918918919,164.54265202702703,162.2903293918919
44.803;189.9514358108108,164.6245777027027,162.4144847972973
44.902;191.77775391883188,166.27571397895642,164.14966716770454
44.975;191.35228233305156,166.3222738799662,164.06572273879965
45.074;190.28086751127336,164.8941378569895,162.5177152673395
45.209;189.7816722972973,164.5707347972973,162.43222128378378
45.31;190.87994836488812,165.5157056798623,163.57917383820998
45.378;192.1951530612245,166.7081207482993,164.5499574829932
45.482;191.19614635202424,166.06018618748647,163.97596882442087
45.583;191.59060402684563,166.01818575449232,163.94998917514613
45.683;190.13127902068382,164.92950612072605,162.91705360911777
45.753;193.04333333333332,167.42755555555556,164.94266666666667
45.865;189.96503040834057,164.80017376194613,162.59708948740226
46.001;191.23541026766125,165.48639754278193,163.6083808688021
46.101;191.74159755565256,165.9637712789175,163.62156263640333
46.202;191.67621964559177,166.0811638591118,163.6304966090571
46.303;190.9277667329357,165.64965760989617,163.93925336867682
46.403;190.11854233654876,164.46988210075025,162.7256162915327
46.504;189.77090443686006,164.07636518771332,162.14078498293514
46.57;189.5471657291216,164.34725227174383,161.7018606663782
46.671;187.94571002767725,162.8292527144986,161.00170321481798
46.808;190.00279810589754,164.12010331467928,162.0568230736117
46.908;190.72493080689802,165.24313391526508,162.99552906110284
47.009;191.30531358885017,165.66202090592336,163.470818815331
47.077;191.2324691882703,165.78219294517638,163.59031024224393
47.149;190.23151541280447,165.1353740030179,163.16490622979092
47.257;189.81441979522185,164.6433447098976,162.43472696245735
47.359;188.98528156996588,163.81996587030716,161.070819112628
47.428;189.29122195600087,164.2084513177957,161.7961228490525
47.529;187.58865555315003,162.2896730894133,160.1682182290539
47.596;194.25914292124747,168.54767781018623,166.391518958941
47.698;189.87982551799345,164.5637949836423,162.04296619411124
47.798;191.67142543377992,166.12760817043707,163.80606193718427
47.899;191.65387131952016,165.8556161395856,163.70294438386043
48;191.94550648209184,166.31421665568007,163.62799384750605
48.1;192.6510067114094,167.2732193115393,165.02533015804286
48.237;192.89955214331414,167.68287481339306,165.5834932821497
48.339;191.85523768552378,165.97956549795654,163.69520326952033
48.439;192.91717986833723,167.34508388192822,164.8995540454449
48.539;191.58207993124194,166.1581435324452,164.05113880532875
48.607;193.09253350350988,167.68006807062326,165.25186130610507
48.71;191.5724684221794,166.34874759152217,164.49603939199315
48.812;193.1670217298679,168.18939071154665,166.01725607158073
48.879;193.464209629314,168.3317000426076,166.1776736259054
49.015;193.10534188034188,167.91153846153847,165.31196581196582
49.116;193.91235907253775,168.79493724739416,166.60433950223356
49.19;192.71627906976744,167.40570824524312,165.2122621564482
49.292;192.884778012685,167.19429175475688,164.91945031712473
49.357;193.26238571124813,168.14650223261748,165.9119710822879
49.424;191.7493142013083,166.3049166490821,164.27495252162905
49.491;191.30406123750797,166.021688284074,164.10036147140124
49.592;193.20607746629574,167.66210143376847,165.72073614380483
49.693;193.14212548015365,168.2005975245412,166.07639778062313
49.793;192.65333900467886,166.9897915780519,165.27052318162484
49.862;192.60974053594217,167.28647384091875,165.1037856231391
49.928;193.912382176521,167.95222793487574,165.97365038560412
50.067;193.659793814433,168.1701030927835,165.99119415807561
50.135;193.41715022566086,168.21169138190416,166.07672469374597
50.207;191.83383490971624,166.76590713671538,164.45765262252795
