Count;Frequencies leftCheek;Frequencies rightCheek;Frequencies forehead
98.39;82.03125;82.03125;74.21875
98.871;82.03125;82.03125;74.21875
99.349;66.40625;82.03125;74.21875
99.829;66.40625;82.03125;74.21875
100.317;66.40625;82.03125;74.21875
100.826;74.21875;82.03125;74.21875
101.25;74.21875;82.03125;74.21875
101.741;74.21875;82.03125;74.21875
102.214;74.21875;82.03125;74.21875
102.73;74.21875;50.78125;74.21875
103.233;74.21875;50.78125;74.21875
103.68;74.21875;50.78125;74.21875
104.187;74.21875;50.78125;74.21875
104.631;74.21875;50.78125;74.21875
105.083;74.21875;50.78125;74.21875
105.573;74.21875;50.78125;74.21875
106.099;74.21875;50.78125;74.21875
106.524;74.21875;50.78125;74.21875
107.016;74.21875;50.78125;74.21875
107.526;74.21875;50.78125;74.21875
107.98;74.21875;50.78125;74.21875
108.467;74.21875;50.78125;74.21875
108.943;74.21875;50.78125;74.21875
109.413;74.21875;54.6875;74.21875
109.896;74.21875;54.6875;74.21875
110.385;74.21875;54.6875;46.875
110.845;74.21875;54.6875;46.875
111.324;62.5;54.6875;46.875
111.827;62.5;54.6875;46.875
112.296;62.5;54.6875;46.875
112.824;62.5;54.6875;46.875
113.248;62.5;54.6875;46.875
113.727;62.5;54.6875;46.875
114.219;62.5;54.6875;46.875
114.704;62.5;54.6875;46.875
115.18;62.5;54.6875;46.875
115.703;62.5;54.6875;62.5
116.15;62.5;54.6875;62.5
116.621;62.5;54.6875;62.5
117.106;62.5;54.6875;62.5
117.587;62.5;66.40625;62.5
118.063;62.5;66.40625;62.5
118.585;62.5;121.09375;62.5
119.014;62.5;121.09375;62.5
119.503;62.5;121.09375;62.5
119.989;50.78125;121.09375;62.5
120.45;50.78125;121.09375;62.5
120.93;50.78125;121.09375;62.5
121.474;50.78125;121.09375;62.5
121.91;50.78125;121.09375;62.5
122.366;50.78125;121.09375;66.40625
122.875;50.78125;121.09375;66.40625
123.349;50.78125;121.09375;66.40625
123.825;121.09375;121.09375;66.40625
124.293;82.03125;121.09375;66.40625
124.768;82.03125;66.40625;66.40625
125.263;50.78125;66.40625;66.40625
125.754;50.78125;66.40625;66.40625
126.224;50.78125;66.40625;66.40625
126.711;121.09375;66.40625;66.40625
127.177;82.03125;66.40625;66.40625
127.66;82.03125;66.40625;66.40625
128.126;132.8125;66.40625;66.40625
128.607;50.78125;66.40625;66.40625
129.127;50.78125;66.40625;66.40625
129.57;50.78125;66.40625;66.40625
130.072;50.78125;66.40625;66.40625
130.529;50.78125;66.40625;66.40625
131.025;50.78125;66.40625;66.40625
131.504;121.09375;66.40625;66.40625
131.992;121.09375;66.40625;66.40625
132.443;121.09375;66.40625;66.40625
132.952;121.09375;66.40625;89.84375
133.414;121.09375;66.40625;89.84375
133.938;121.09375;66.40625;89.84375
134.366;121.09375;66.40625;89.84375
134.845;121.09375;66.40625;66.40625
135.334;78.125;66.40625;66.40625
135.821;78.125;66.40625;66.40625
136.309;78.125;66.40625;66.40625
136.794;78.125;85.9375;66.40625
137.264;78.125;85.9375;78.125
137.752;132.8125;85.9375;78.125
138.222;132.8125;85.9375;78.125
138.747;132.8125;85.9375;78.125
139.194;132.8125;85.9375;78.125
139.648;144.53125;85.9375;78.125
140.198;144.53125;85.9375;78.125
140.646;144.53125;85.9375;78.125
141.097;144.53125;85.9375;78.125
141.614;144.53125;85.9375;78.125
142.066;144.53125;85.9375;78.125
142.56;144.53125;66.40625;78.125
143.005;144.53125;66.40625;78.125
143.541;117.1875;74.21875;78.125
143.976;117.1875;74.21875;78.125
144.462;117.1875;74.21875;78.125
144.98;117.1875;74.21875;74.21875
145.438;117.1875;74.21875;74.21875
145.89;117.1875;74.21875;74.21875
146.369;117.1875;74.21875;74.21875
146.848;117.1875;74.21875;74.21875
147.334;117.1875;74.21875;74.21875
147.819;117.1875;74.21875;74.21875
148.305;117.1875;74.21875;74.21875
148.792;117.1875;74.21875;74.21875
149.243;117.1875;74.21875;74.21875
149.74;117.1875;74.21875;74.21875
150.225;117.1875;74.21875;74.21875
150.712;117.1875;74.21875;74.21875
151.207;117.1875;74.21875;74.21875
151.69;117.1875;74.21875;74.21875
152.159;117.1875;74.21875;74.21875
152.642;117.1875;74.21875;74.21875
153.124;117.1875;74.21875;74.21875
153.576;117.1875;74.21875;74.21875
154.056;117.1875;74.21875;74.21875
154.541;117.1875;74.21875;74.21875
155.005;105.46875;58.59375;78.125
155.51;105.46875;58.59375;78.125
156.018;105.46875;58.59375;78.125
156.476;105.46875;58.59375;78.125
156.949;105.46875;58.59375;78.125
157.429;105.46875;58.59375;78.125
157.956;105.46875;58.59375;78.125
158.396;58.59375;58.59375;78.125
158.893;58.59375;58.59375;78.125
159.354;58.59375;121.09375;78.125
159.833;58.59375;121.09375;89.84375
160.315;58.59375;121.09375;89.84375
160.809;58.59375;121.09375;89.84375
161.288;58.59375;121.09375;89.84375
161.757;46.875;89.84375;89.84375
162.247;46.875;89.84375;89.84375
162.704;46.875;89.84375;89.84375
163.218;46.875;89.84375;89.84375
163.662;46.875;89.84375;89.84375
164.137;46.875;89.84375;89.84375
164.621;46.875;89.84375;89.84375
165.112;46.875;89.84375;89.84375
165.603;46.875;89.84375;89.84375
166.071;46.875;89.84375;89.84375
166.553;46.875;89.84375;89.84375
167.044;46.875;89.84375;89.84375
167.545;46.875;89.84375;89.84375
167.996;46.875;89.84375;46.875
168.447;46.875;89.84375;46.875
168.954;46.875;89.84375;46.875
169.409;46.875;89.84375;46.875
169.886;82.03125;89.84375;46.875
170.369;82.03125;89.84375;46.875
170.895;82.03125;89.84375;46.875
171.328;82.03125;89.84375;46.875
171.813;82.03125;89.84375;46.875
172.338;82.03125;89.84375;46.875
172.787;82.03125;89.84375;46.875
173.265;54.6875;62.5;46.875
173.795;58.59375;62.5;46.875
174.207;58.59375;62.5;46.875
174.707;58.59375;62.5;46.875
175.189;58.59375;62.5;46.875
175.658;58.59375;62.5;46.875
176.162;58.59375;62.5;46.875
176.664;58.59375;62.5;46.875
177.117;46.875;46.875;46.875
177.596;46.875;46.875;46.875
178.054;46.875;46.875;46.875
178.549;46.875;46.875;46.875
179.039;46.875;46.875;46.875
179.498;78.125;46.875;46.875
179.975;66.40625;46.875;46.875
