time;Pixel forehead
0;214.41571018651362
0.966;214.50428418421993
1.033;214.5058907533024
1.1;214.32167832167832
1.167;213.9777777777778
1.243;213.8762702799073
1.31;213.84475698771587
1.376;214.32804704205273
1.444;214.32804704205273
1.478;214.32953939178375
1.544;214.50233309404163
1.611;214.50233309404163
1.679;214.61535720648496
1.746;214.07714234812045
1.813;214.2558305145095
1.881;214.25062836624775
1.948;214.25062836624775
1.984;214.47115556349348
2.05;214.47115556349348
2.117;214.74852652259332
2.153;214.75147928994082
2.189;214.75327236865698
2.29;214.2940863079382
2.325;214.54786006038003
2.358;214.5247400501972
2.425;214.5247400501972
2.462;214.36087267525036
2.499;214.36087267525036
2.534;214.29229674435155
2.573;214.2506671410781
2.64;214.35020495455356
2.712;214.17857779361967
2.797;214.10574179743224
2.862;214.24482881597717
2.929;214.3232178128928
2.996;214.53778495781728
3.063;214.6369186568504
3.129;214.6369186568504
3.164;214.7016317016317
3.231;214.69365192582026
3.298;214.46522824536376
3.332;214.43655643422
3.399;214.2852264557872
3.433;214.50501432664757
3.47;214.50501432664757
3.506;214.21104360257326
3.542;214.17012151536812
3.609;214.233518950961
3.689;214.14681540122345
3.756;214.14681540122345
3.79;214.17698955707598
3.858;214.17698955707598
3.926;214.40457328051855
3.964;214.4577793747754
4.032;214.4924541861301
4.068;214.63615065777617
4.134;214.2892413047396
4.168;214.18757898537643
4.205;214.18757898537643
4.246;213.79454775230187
4.28;213.85356628242076
4.314;213.85356628242076
4.38;213.23925939241417
4.415;213.23925939241417
4.449;213.283336348833
4.484;213.27012846028586
4.519;213.27012846028586
4.553;213.20882088208822
4.621;213.1908190819082
4.655;213.1825211292933
4.725;213.24413569108626
4.795;213.24413569108626
4.862;213.41370010787486
4.928;213.28130574384588
4.995;213.0720656439529
5.063;213.06569736133548
5.099;212.92209657153114
5.171;212.9486763911399
5.205;212.78408067711146
5.239;212.61610352264557
5.273;212.61610352264557
5.307;212.6530539136665
5.374;213.02185205086872
5.408;212.91145554961696
5.448;213.29324781756637
5.515;213.47813568472196
5.549;213.47813568472196
5.587;213.05213523131673
5.619;213.05213523131673
5.652;213.05213523131673
5.687;213.20722673893405
5.72;213.40614272809395
5.788;213.56227501799856
5.86;213.33086776114018
5.926;213.33086776114018
6;212.77977366624754
6.067;212.4472786060715
6.102;212.53920515574652
6.168;212.56731113498032
6.204;212.52296242512253
6.239;212.52296242512253
6.304;212.60628063169358
6.371;212.55974729241876
6.408;212.79205776173285
6.475;212.87879890809828
6.509;212.87879890809828
6.543;213.08915358238585
6.577;213.08915358238585
6.611;213.2046804680468
6.682;213.47562064654403
6.749;213.47562064654403
6.821;213.13481137135705
6.889;213.13481137135705
6.956;212.73463187991422
7.024;212.22472714260155
7.089;212.22472714260155
7.125;212.54684409278906
7.193;212.89732062578673
7.26;212.716481944941
7.293;212.716481944941
7.327;212.80522565320666
7.361;212.80522565320666
7.404;212.7552509789961
7.472;212.7552509789961
7.509;213.1636787378989
7.543;213.1636787378989
7.576;213.20905364462664
7.611;213.20905364462664
7.654;213.0205834974047
7.688;213.0205834974047
7.762;212.55183037332367
7.829;212.55183037332367
7.864;212.58026456918125
7.931;212.2418662853057
7.997;212.3128351805506
8.123;212.81906474820144
8.189;212.69808278086364
8.223;212.9356746102849
8.259;212.94064748201438
8.293;212.94064748201438
8.328;212.7537688442211
8.364;212.77745872218233
8.402;213.0544340302812
8.478;212.41330209084356
8.515;212.3228177092669
8.549;212.3228177092669
8.584;212.14375336081736
8.651;212.52167603845456
8.718;212.592417921277
8.752;212.4418188327963
8.819;212.4418188327963
8.853;212.72536611824262
8.89;212.72536611824262
8.957;212.4378591954023
9.024;212.76040535649656
9.09;212.8101701049584
9.127;212.7750357653791
9.194;212.60693848354794
9.261;212.38143776824035
9.295;212.38143776824035
9.329;212.18008626887132
9.395;212.18008626887132
9.428;211.63901744393021
9.494;211.63901744393021
9.529;212.01799208348328
9.597;212.11874775098957
9.63;212.17200071517968
9.664;212.54264258895049
9.731;212.5185118619698
9.765;212.5185118619698
9.803;212.49749373433585
9.836;212.49749373433585
9.906;212.3950062870487
9.974;212.74241063409377
10.008;213.01468721668178
10.075;212.91659111514053
10.142;212.56812891674127
10.193;212.28880931065353
10.26;212.46300630063007
10.327;212.11537083482622
10.36;212.11537083482622
10.394;212.25671802221427
10.427;212.17894925587234
10.461;212.17894925587234
10.528;212.14473211075153
10.563;212.14473211075153
10.597;211.77427356484762
10.667;212.33070866141733
10.701;212.33070866141733
10.768;212.40049707083259
10.806;212.40049707083259
10.839;212.70351128627732
10.874;212.70351128627732
10.941;212.50465782873522
10.976;212.51372410129272
11.042;212.0727820081459
11.076;212.18167288225894
11.115;212.0170484816196
11.181;212.6387143113665
11.225;212.78164841084575
11.293;212.626000355682
11.328;212.626000355682
11.396;213.2380352644836
11.431;213.2380352644836
11.466;213.08095659875997
11.501;213.08095659875997
11.533;213.08095659875997
11.568;213.32028725314183
11.602;213.36606822262118
11.644;213.09185840707966
11.679;213.09185840707966
11.715;213.19115044247786
11.749;213.49170573386223
11.782;213.49170573386223
11.816;213.21995708154506
11.885;213.1818669527897
11.918;213.44466403162056
11.988;213.21631333093785
12.053;212.67340425531916
12.12;212.56932624113475
12.155;212.56932624113475
12.222;213.23134999101205
12.26;213.23134999101205
12.326;213.1868605277329
12.362;213.25931987634115
12.397;213.25931987634115
12.478;213.67479234380642
12.545;213.67479234380642
12.578;213.3799928031666
12.615;213.3799928031666
12.648;213.44988386635697
12.682;213.2912274432732
12.716;213.2912274432732
12.749;213.25045175280087
12.788;213.03017708709794
12.837;213.0426252898163
12.881;213.0426252898163
12.949;213.02754771335975
13.017;212.9208452722063
13.084;212.8359598853868
13.116;213.01257976299
13.183;212.99671832269826
13.251;213.18558558558559
13.319;213.2072072072072
13.353;213.3320610687023
13.421;213.3355143584151
13.455;213.47810416291225
13.488;213.47810416291225
13.523;212.72704311744542
13.558;212.72704311744542
13.624;212.7841401734104
13.664;213.05346820809248
13.73;212.95255276925852
13.767;213.02543748872452
13.801;212.83795462729563
13.834;212.83795462729563
13.868;212.83795462729563
13.902;212.78753848940408
13.966;212.78753848940408
14.015;213.14565725588923
14.083;213.14565725588923
14.118;213.29018826937002
14.185;213.29018826937002
14.22;213.0197699496765
14.287;212.59741193386054
14.323;212.69415373511367
14.36;212.37964633706244
14.427;212.16901408450704
14.46;212.16901408450704
14.494;212.10906464427592
14.573;212.14262324904493
14.608;212.07222121156994
14.641;212.12520179372197
14.675;212.12520179372197
14.708;211.96160778658975
14.741;212.0823720259553
14.791;212.2891046386192
14.857;212.46440129449837
14.926;212.29749233267185
14.959;212.5260689157496
14.993;212.6328997984979
15.06;212.6328997984979
15.13;212.21304268180987
15.23;212.17025154939847
15.299;212.0623405030988
15.38;212.0623405030988
15.547;212.1048153511948
15.614;212.05050687907314
15.682;212.1953252400797
15.718;212.1953252400797
15.751;212.05924041431948
15.815;212.11720879520263
15.854;212.219423147134
15.889;212.219423147134
15.955;211.76778620440592
15.989;211.76778620440592
16.024;211.76778620440592
16.058;211.23741794310723
16.125;211.23741794310723
16.192;211.5180634513112
16.259;211.4123161764706
16.326;211.4797794117647
16.403;210.88252462604888
16.477;210.88252462604888
16.516;210.83354650100495
16.549;210.98446921249771
16.584;210.87255965292843
16.618;210.87255965292843
16.652;210.3508676789588
16.686;210.27570093457945
16.72;210.27570093457945
16.79;210.0862351868733
16.858;210.05618789521228
16.893;210.296657633243
16.927;210.1954379562044
16.962;210.1954379562044
16.997;210.1954379562044
17.05;209.95171790235082
17.117;210.0410014513788
17.153;210.37699564586356
17.193;210.37699564586356
17.26;210.43759071117563
17.346;210.56327272727273
17.413;210.79148550724636
17.45;210.79148550724636
17.487;210.66296431172614
17.521;210.66296431172614
17.558;210.66296431172614
17.593;210.41915513474143
17.663;210.2163146394756
17.727;209.91660516605165
17.793;209.97881202462875
17.828;209.97881202462875
17.863;210.1546541108294
17.897;209.90043368268883
17.947;209.90043368268883
18.014;210.42890995260663
18.052;210.42890995260663
18.119;210.34273903666428
18.187;210.69065010956902
18.254;210.46859021183346
18.321;210.33822463768115
18.388;210.35891402714932
18.441;210.35891402714932
18.493;209.99384615384616
18.537;209.70261437908496
18.605;209.90036036036037
18.639;209.90036036036037
18.675;209.82940435486773
18.709;209.81824725571352
18.792;210.03010636380026
18.859;210.08107626514612
18.928;210.08107626514612
18.963;210.57142857142858
18.998;210.57142857142858
19.032;210.57142857142858
19.066;210.41332133213322
19.103;210.41332133213322
19.138;210.51018922852984
19.172;210.49636098981077
19.24;210.41744942196533
19.313;209.8895962168061
19.379;209.8895962168061
19.446;210.65060240963857
19.514;210.18185053380782
19.551;210.15925266903915
19.585;210.15925266903915
19.619;210.36267925213286
19.659;210.46342348883644
19.7;210.46342348883644
19.733;210.61211686682202
19.768;210.79207743323175
19.836;210.79508343800467
19.87;210.79508343800467
19.904;210.41537070524413
19.937;210.41537070524413
19.971;210.36213102951763
20.013;210.36213102951763
20.08;210.15385989992853
20.114;210.15385989992853
20.181;210.08506075768406
20.215;210.29627621113522
20.283;210.44065361824386
20.351;210.44065361824386
20.386;210.52711496746204
20.463;210.52711496746204
20.511;210.63443183864578
20.591;210.93720161586486
20.625;210.90341535071613
20.658;210.90341535071613
20.691;210.8623702894593
20.726;210.66011287092664
20.759;210.66011287092664
20.816;210.59574468085106
20.862;210.34763793725207
20.896;210.33853410740204
20.931;210.33853410740204
20.998;210.35561594202898
21.033;210.35561594202898
21.067;210.50282795110382
21.138;210.71683999270206
21.186;210.4529390551749
21.219;210.83970429138117
21.286;210.86826783114992
21.353;210.56568413391557
21.418;210.51269406392694
21.486;210.4365296803653
21.519;210.67566079295153
21.586;210.68814243759178
21.654;210.54650532779485
21.688;210.54650532779485
21.722;210.65428519659358
21.754;210.65428519659358
21.821;210.5393501805054
21.854;210.5393501805054
21.887;210.73772280829394
21.921;210.73772280829394
21.987;210.9432520916697
22.024;210.84710819193577
22.057;210.4922459405218
22.124;210.60751716660644
22.162;210.60751716660644
22.229;210.52494104843097
22.264;210.52494104843097
22.299;210.35760014633254
22.341;210.35760014633254
22.406;210.32537367845424
22.444;210.57655851257746
22.511;210.56654411764706
22.545;210.67830882352942
22.58;210.67830882352942
22.647;210.67417170053085
22.681;210.75068643602415
22.715;210.7318486329893
22.749;210.7318486329893
22.815;211.18708730741014
22.849;211.18708730741014
22.883;211.37962792411125
22.918;210.8100939399521
22.989;210.6365128579245
23.022;210.45504285974832
23.056;210.4680306905371
23.09;210.4680306905371
23.124;210.4680306905371
23.159;210.4108910891089
23.227;210.3450485081457
23.294;210.45890536335347
23.362;210.59523373052247
23.397;210.5209624498724
23.432;210.5209624498724
23.468;210.31311475409836
23.501;210.64699453551913
23.539;210.73345521023765
23.583;210.73345521023765
23.65;210.84625228519195
23.694;210.79912743137612
23.728;210.79912743137612
23.763;210.76640086988039
23.797;210.76640086988039
23.832;210.70778748180496
23.866;210.4890829694323
23.907;210.4685161525826
23.941;210.4685161525826
24.008;210.13747068374528
24.043;210.13747068374528
24.081;210.02529112081513
24.115;210.34898107714702
24.149;210.34898107714702
24.216;210.53495110467222
24.255;210.53495110467222
24.332;210.5993805793405
24.366;210.65676808161777
24.4;210.60836501901142
24.435;210.60836501901142
24.469;210.65743255477096
24.502;210.7500909421608
24.536;210.7500909421608
24.57;210.5900900900901
24.604;210.40522522522522
24.652;210.69826484018265
24.685;210.69826484018265
24.718;210.44036529680366
24.785;210.44036529680366
24.822;210.14845323082557
24.854;210.14845323082557
24.888;210.21868131868132
24.923;210.21868131868132
24.96;210.18170173833485
24.999;210.40841720036596
25.066;210.56841526045488
25.133;210.56841526045488
25.166;210.5411613377435
25.233;210.9130834252113
25.268;210.68903884734635
25.302;210.14189312420208
25.336;210.14189312420208
25.374;210.3393574297189
25.424;210.3393574297189
25.458;210.11610897787529
25.491;210.11610897787529
25.558;210.50706551660855
25.59;210.50706551660855
25.624;210.28939724037764
25.658;210.28939724037764
25.691;210.32168475262094
25.725;210.32168475262094
25.758;210.13960684382963
25.839;210.14597742992356
25.879;210.14597742992356
25.913;210.1945759009829
25.946;209.9430850099692
25.98;209.9430850099692
26.013;210.33186490455213
26.047;210.40179882525698
26.081;210.2494984497538
26.114;210.2494984497538
26.148;210.355117820324
26.182;209.86947717231223
26.268;209.44405850091408
26.336;209.44405850091408
26.37;209.4699963410172
26.402;209.53951701427005
26.436;209.53951701427005
26.473;209.5495724940877
26.544;209.8004366017828
26.61;209.9166819263871
26.649;209.8337266291523
26.684;209.8337266291523
26.718;209.8337266291523
26.751;209.99672310212998
26.818;209.99672310212998
26.86;209.90126396775966
26.896;209.89979849789339
26.93;210.15753424657535
26.965;210.15753424657535
27;209.6932617549056
27.035;209.39621948981465
27.068;209.39621948981465
27.138;209.15535224153706
27.206;209.15151515151516
27.274;208.6525657531727
27.309;208.6525657531727
27.342;208.82886904761904
27.38;209.14620535714286
27.447;208.99025556168414
27.481;209.36863394006252
27.559;209.43298027757487
27.593;209.19046749452156
27.627;209.19270738377392
27.661;209.19270738377392
27.728;208.48438074237413
27.764;208.63991883416344
27.809;208.63991883416344
27.874;207.89762036524627
27.907;207.93628808864267
27.94;207.93628808864267
27.975;207.3019216555802
28.009;207.3019216555802
28.078;207.3708425720621
28.113;207.29385803604265
28.148;207.29385803604265
28.18;207.31577978272878
28.214;213.32756398453324
28.28;213.39548126377665
28.347;213.8266862709061
28.381;213.8266862709061
28.419;213.74757813927985
28.486;213.79729482727106
28.521;213.87600880410858
28.556;214.1403154805576
28.593;214.1403154805576
28.66;213.90405430196293
28.694;213.7327095945698
28.728;214.12241860465116
28.768;214.12241860465116
28.84;214.29619260918253
28.908;214.2415270018622
28.975;213.75611121477888
29.01;213.75611121477888
29.046;214.27579772345587
29.099;214.21068360104596
29.153;214.21068360104596
29.188;213.9288765088208
29.222;213.9288765088208
29.256;214.19801609582632
29.303;214.7259966311061
29.371;214.89287717330342
29.405;214.89998130491682
29.472;214.5199255121043
29.506;214.5199255121043
29.54;214.59678638941398
29.576;214.59678638941398
29.643;214.66979010494754
29.677;214.66979010494754
29.711;214.42191317421538
29.746;214.42191317421538
29.79;214.4561436672968
29.824;214.4561436672968
29.86;214.51824680210686
29.893;214.5329194883371
29.961;214.3955589010162
29.999;214.89725254045916
30.033;215.0531914893617
30.067;215.0531914893617
30.113;215.04247619047618
30.147;215.22114285714287
30.179;215.22114285714287
30.245;215.35466666666667
30.313;215.30938806537438
30.379;214.78247734138972
30.414;214.78247734138972
30.45;214.9821029082774
30.485;214.85011185682328
30.552;214.7095211477548
30.619;214.64281721632196
30.653;214.5521698984303
30.687;214.5521698984303
30.754;214.9616448460262
30.821;214.9616448460262
30.86;214.92276867030967
30.894;214.92276867030967
30.961;215.19492460463405
30.994;215.56454578889299
31.061;215.58607922991484
31.095;215.75268419104034
31.129;215.65826278984173
31.197;215.55925993771754
31.265;215.02985894852537
31.332;215.05596196049743
31.366;215.05596196049743
31.404;215.05596196049743
31.452;215.272577092511
31.518;215.272577092511
31.553;214.9965092779717
31.587;215.09002388388757
31.621;215.28476699207957
31.656;215.28476699207957
31.691;215.29032258064515
31.725;215.29032258064515
31.77;215.32402336619205
31.807;215.47207009857613
31.873;215.47207009857613
31.907;215.3645202715098
31.942;215.83232434415703
31.976;215.83232434415703
32.01;215.86743674367438
32.045;215.86743674367438
32.112;214.9705611775529
32.146;214.9705611775529
32.212;214.6612520532944
32.279;214.91324454310026
32.32;214.91324454310026
32.389;214.91848832901076
32.427;215.06298629121898
32.494;214.99114881062144
32.532;215.1228102526277
32.602;214.99853854585314
32.636;214.99853854585314
32.704;215.28844387286424
32.771;215.1588921282799
32.803;215.1588921282799
32.841;215.14948830409358
32.877;215.14948830409358
32.911;214.99597290865825
32.946;214.99597290865825
32.981;215.09691549552838
33.015;214.7368132870962
33.049;214.7368132870962
33.083;214.7368132870962
33.118;214.6259333454744
33.162;214.51684574758696
33.199;214.64513774858602
33.235;214.64513774858602
33.302;214.81231671554252
33.41;215.03457059679766
33.45;215.03457059679766
33.517;214.95721537345904
33.585;214.95721537345904
33.618;215.13694326372206
33.652;215.13694326372206
33.684;215.13694326372206
33.718;214.98742482230728
33.751;214.98742482230728
33.822;214.7206795761783
33.86;214.3275484106686
33.927;214.17092622802247
33.961;214.17092622802247
33.995;214.06142417104547
34.028;214.06142417104547
34.063;214.41801343744325
34.164;214.48538545853123
34.196;214.48538545853123
34.263;214.7320058458166
34.296;214.74904179594816
34.364;214.9798720842739
34.429;214.9798720842739
34.467;214.8559608875517
34.534;214.8559608875517
34.604;214.80973867268284
34.671;214.80973867268284
34.705;214.51498586239396
34.738;214.51498586239396
34.773;214.36844077961018
34.806;214.02023988005996
34.841;214.02023988005996
34.874;214.00332287243862
34.941;214.00332287243862
34.983;214.62770562770564
35.017;214.62770562770564
35.056;214.6044914625093
35.089;214.6044914625093
35.123;214.5683426443203
35.156;214.5683426443203
35.19;214.63227121155984
35.223;214.63227121155984
35.266;214.69209250279746
35.333;214.94293174188735
35.37;214.94293174188735
35.437;214.2666541211893
35.509;214.2666541211893
35.574;214.269158527423
35.614;214.269158527423
35.648;214.26089406461307
35.715;214.0362033389608
35.75;214.0362033389608
35.784;214.60776589758018
35.817;214.62874697449266
35.851;214.62874697449266
35.886;214.76008926910916
35.921;214.59698716756554
35.955;214.59698716756554
35.988;214.62975454375118
36.06;214.62088428974602
36.095;214.62088428974602
36.134;214.284451964655
36.171;214.284451964655
36.205;214.284451964655
36.239;214.3264694870835
36.274;214.08947959565705
36.34;214.16532333645736
36.407;214.24667291471414
36.442;214.23565804274466
36.509;214.31739782527185
36.582;214.31739782527185
36.617;214.40033911077617
36.685;214.40033911077617
36.753;214.5252069224981
36.788;214.5252069224981
36.825;214.53026905829597
36.863;213.90115844544096
36.93;213.91226096737907
37.007;213.54362542309138
37.075;213.54362542309138
37.11;213.90600226500567
37.143;213.90600226500567
37.176;213.90600226500567
37.21;213.7968867216804
37.266;213.7524381095274
37.303;213.7244477723699
37.353;214.09078996630475
37.387;214.19793038570086
37.455;214.33057384760113
37.523;214.1031238238615
37.593;213.98535486293653
37.631;213.98535486293653
37.698;213.9964144178147
37.734;213.63483676165313
37.807;213.65755504935458
37.859;213.3025816249051
37.892;213.1962001504891
37.926;213.1962001504891
37.993;213.34689265536724
38.039;213.3439550140581
38.078;213.29765698219308
38.145;213.39924026590694
38.181;213.39924026590694
38.215;213.41872292333773
38.25;213.41872292333773
38.284;213.41872292333773
38.318;213.61384471468662
38.352;213.61384471468662
