time;interpolated Pixel forehead
52.654;237.46614136276952,223.9086366500988,223.9800504176575
52.684;237.44197364055816,223.9919934541937,224.02348111724248
52.714;237.41780591834677,224.07535025828864,224.06691181682743
52.744;237.42018192199694,224.11364153224466,224.1069985399894
52.774;237.48449328599068,224.04677990254322,224.13928265149778
52.804;237.54880464998442,223.97991827284181,224.17156676300615
52.834;237.61311601397816,223.91305664314038,224.20385087451453
52.864;237.53291361391842,223.89928908986218,224.09790995426656
52.894;237.4304783270812,223.89368985603372,223.97070364451758
52.924;237.32804304024398,223.88809062220525,223.84349733476864
52.954;237.27527008558255,223.86075603968044,223.76107850592342
52.984;237.27215946309687,223.81168610845933,223.72344715798195
53.014;237.2690488406112,223.76261617723821,223.68581581004048
53.044;237.2659382181255,223.7135462460171,223.648184462099
53.074;237.26282759563983,223.66447631479596,223.61055311415754
53.104;237.3267198485537,223.7222872107327,223.68901878228058
53.134;237.40092023614446,223.79654131084754,223.78534552979818
53.164;237.4751206237352,223.8707954109624,223.8816722773158
53.194;237.46421196797303,223.89012852928784,223.87458912768648
53.224;237.368194268858,223.85454066582386,223.76409608091024
53.254;237.27217656974295,223.8189528023599,223.653603034134
53.284;237.19701250265155,223.77128189077854,223.5542437094914
53.314;237.22611659567846,223.6631957386104,223.51055299551695
53.344;237.25522068870535,223.55510958644226,223.4668622815425
53.374;237.28432478173227,223.44702343427412,223.42317156756806
53.404;237.39096651947466,223.52337711015704,223.60543890972252
53.434;237.51699266839591,223.6458407430527,223.8441957659092
53.464;237.568310092684,223.71146033111353,223.9723193468091
53.494;237.4702100677057,223.66339182950458,223.87917637713537
53.524;237.37211004272737,223.61532332789562,223.78603340746164
53.554;237.27401001774908,223.5672548262867,223.69289043778792
53.584;237.17590999277076,223.51918632467775,223.5997474681142
53.614;237.16934265612304,223.5532201548858,223.61694846377583
53.644;237.1768572715262,223.5998851130657,223.6511254541044
53.674;237.1843718869293,223.6465500712456,223.685302444433
53.704;237.19117183386564,223.64852923573596,223.7522321043279
53.734;237.19725711233514,223.6058226065368,223.85191443378906
53.764;237.20334239080464,223.56311597733765,223.95159676325022
53.794;237.2147005702507,223.52462484454745,224.0306027550942
53.824;237.26033260604456,223.51353443841555,223.97521255242637
53.854;237.3059646418384,223.50244403228365,223.91982234975853
53.884;237.35159667763222,223.49135362615175,223.8644321470907
53.914;237.39722871342605,223.48026322001985,223.80904194442286
53.944;237.39125065080256,223.53438469943976,223.7958162395206
53.974;237.36315397457167,223.61645412981042,223.80066103366076
54.004;237.3350572983408,223.6985235601811,223.8055058278009
54.034;237.31469661824906,223.7611232624065,223.8033170141447
54.064;237.32527992271397,223.74584405205096,223.7729937693032
54.094;237.33586322717892,223.7305648416954,223.74267052446172
54.124;237.34644653164383,223.71528563133987,223.71234727962022
54.154;237.35702983610878,223.70000642098432,223.68202403477872
54.184;237.34273449640816,223.6592431756865,223.65101125947882
54.214;237.3118533939305,223.60149057376043,223.61953879720667
54.244;237.28097229145285,223.5437379718344,223.5880663349345
54.274;237.25182719820495,223.50622053698882,223.55702004032509
54.304;237.22962614187588,223.5496437704651,223.52767841636657
54.334;237.20742508554682,223.5930670039414,223.49833679240803
54.364;237.18522402921775,223.6364902374177,223.4689951684495
54.394;237.16107349028636,223.57489417639994,223.49357636595784
54.424;237.13643558070436,223.48704329175865,223.53163826883284
54.454;237.11179767112233,223.3991924071174,223.56970017170784
54.484;237.10454594262177,223.36817092054554,223.60513048576226
54.514;237.12337348574331,223.4223935310778,223.63661341658576
54.544;237.14220102886483,223.47661614161004,223.66809634740926
54.574;237.16102857198638,223.5308387521423,223.6995792782328
54.604;237.17985611510792,223.58506136267457,223.7310622090563
54.634;237.1228423961092,223.44001596682577,223.60771036792315
54.664;237.0658286771105,223.29497057097697,223.48435852679
54.694;237.00881495811177,223.14992517512815,223.36100668565686
54.724;237.01129895513685,223.09572045959607,223.35020474320385
54.754;237.05344809617782,223.10207619760845,223.41443606653758
54.784;237.0955972372188,223.10843193562084,223.47866738987133
54.814;237.13774637825978,223.11478767363323,223.54289871320506
54.844;237.16016806807147,223.09988906854008,223.55815942973942
54.874;237.08395250173686,222.97871874791926,223.32856711227697
54.904;237.00773693540222,222.85754842729844,223.0989747948145
54.934;236.93152136906758,222.73637810667762,222.86938247735202
54.964;236.9107260592593,222.76052520237323,222.88900831622576
54.994;236.93231094561824,222.89579738113437,223.0992127452389
55.024;236.95389583197718,223.03106955989549,223.30941717425205
55.054;236.9754807183361,223.16634173865663,223.5196216032652
55.084;236.99706560469502,223.30161391741774,223.72982603227834
55.114;237.0080983012367,223.317111692016,223.651623094091
55.144;237.0191309977784,223.33260946661426,223.57342015590368
55.174;237.0301636943201,223.34810724121252,223.49521721771634
55.204;237.04119639086178,223.36360501581078,223.417014279529
55.234;237.05222908740345,223.37910279040904,223.33881134134168
55.264;237.0814271758773,223.43636991897037,223.3468298976639
55.294;237.13787335224936,223.55629107847636,223.4841806957504
55.324;237.1943195286214,223.67621223798233,223.62153149383693
55.354;237.24756916921868,223.7863068552573,223.74812497785342
55.384;237.2081192723471,223.61143174783265,223.56275635383872
55.414;237.1686693754755,223.436556640408,223.37738772982405
55.444;237.1292194786039,223.26168153298337,223.19201910580935
55.474;237.1665787220389,223.22625060159925,223.32481913365842
55.504;237.24234253562724,223.26054175823538,223.61670348743937
55.534;237.27797309081862,223.26069950875123,223.81139869107457
55.564;237.15307061242223,223.12432363478595,223.61733729412683
55.594;237.02816813402583,222.9879477608207,223.42327589717905
55.624;236.90326565562947,222.85157188685542,223.22921450023128
55.654;236.77836317723308,222.71519601289015,223.03515310328353
55.684;236.7912599367249,222.79715094251895,223.1400013440499
55.714;236.86321351245456,222.97267621654527,223.37295371526523
55.744;236.93516708818422,223.14820149057152,223.6059060864805
55.774;236.98004454415798,223.2472799048635,223.72576507656282
55.804;236.961744387368,223.16798231310864,223.58173951066811
55.834;236.943444230578,223.08868472135381,223.4377139447734
55.864;236.925144073788,223.009387129599,223.29368837887873
55.894;236.90684391699804,222.93008953784414,223.14966281298402
55.924;236.92943748216305,222.97183538540423,223.27379665997637
55.954;236.9622544778168,223.04384209279306,223.46497036019048
55.984;236.99507147347055,223.1158488001819,223.65614406040459
56.014;237.02788846912432,223.18785550757073,223.84731776061872
56.044;237.02517269219433,223.18124127218883,223.87354372418454
56.074;236.9610821262561,223.03882722656658,223.61485996081248
56.104;236.89699156031784,222.89641318094434,223.3561761974404
56.134;236.8329009943796,222.7539991353221,223.0974924340683
56.164;236.90100880482058,222.90206353624555,223.15888592352923
56.194;236.96911661526156,223.050127937169,223.22027941299018
56.224;237.03722442570253,223.19819233809247,223.2816729024511
56.254;237.1053322361435,223.34625673901593,223.34306639191203
56.284;237.08784348048448,223.3725699891318,223.35038328052553
56.314;237.00489852721952,223.30577941804188,223.31634747437334
56.344;236.9219535739546,223.23898884695197,223.28231166822115
56.374;236.83900862068967,223.17219827586206,223.24827586206897
56.404;236.8476510350652,223.21463857746596,223.32460687774255
56.434;236.85629344944076,223.2570788790699,223.40093789341614
56.464;236.8649358638163,223.2995191806738,223.47726890908973
56.494;236.87357827819184,223.3419594822777,223.55359992476332
56.524;236.86880250189378,223.2799133993359,223.5475831298914
56.554;236.84869165054016,223.0984543054847,223.4474545515389
56.584;236.8285807991865,222.9169952116335,223.34732597318637
56.614;236.8107946650831,222.75326787865558,223.2588059080365
56.644;236.82555457248287,222.83778519790388,223.3328050277233
56.674;236.84031447988266,222.92230251715222,223.40680414741013
56.704;236.85507438728243,223.00681983640052,223.48080326709697
56.734;236.86819534441898,223.0289525395116,223.47871137290622
56.764;236.88061389429987,223.0243489785639,223.44400904419652
56.794;236.89303244418076,223.01974541761618,223.40930671548682
56.824;236.90545099406165,223.01514185666846,223.37460438677712
56.854;236.91786954394254,223.01053829572075,223.33990205806742
56.884;236.91405117289904,223.02937143574317,223.39311259753882
56.914;236.90773481402104,223.05181022206867,223.45984819365341
56.944;236.90141845514302,223.0742490083942,223.52658378976804
56.974;236.895102096265,223.09668779471968,223.59331938588267
57.004;236.883361943086,223.10876229613942,223.61505045340186
57.034;236.84992661270292,223.079379657936,223.4567634065395
57.064;236.81649128231987,223.04999701973253,223.29847635967712
57.094;236.7830559519368,223.0206143815291,223.14018931281475
57.124;236.85433616158065,223.09519686381648,223.24336687213568
57.154;236.9779741412379,223.22176190634926,223.47727673454824
57.184;237.10161212089517,223.34832694888203,223.7111865969608
57.214;237.22525010055242,223.4748919914148,223.9450964593734
57.244;237.30959935941905,223.55773771976763,224.10503966968946
57.274;237.1975050143325,223.42198687722077,223.89514961952318
57.304;237.08541066924596,223.2862360346739,223.6852595693569
57.334;236.9733163241594,223.15048519212704,223.47536951919062
57.364;236.86122197907287,223.01473434958015,223.2654794690243
57.394;236.88879210827946,223.04143030258294,223.35712577993482
57.424;236.97621844075454,223.13774631082126,223.57800195987824
57.454;237.06364477322964,223.23406231905957,223.79887813982168
57.484;237.15107110570474,223.3303783272979,224.0197543197651
57.514;237.20089681208077,223.37592151219067,224.16529827718477
57.544;237.1003200140606,223.2183734037013,224.00951334450951
57.574;236.9997432160404,223.0608252952119,223.85372841183425
57.604;236.89916641802023,222.90327718672253,223.697943479159
57.634;236.8730463712675,222.88788530693452,223.6799780598453
57.664;236.86181767476825,222.9009246728868,223.68957654320388
57.694;236.85058897826897,222.91396403883905,223.6991750265625
57.724;236.853584405708,222.91205594250243,223.6890369805203
57.754;236.87283597479077,222.89306503212137,223.6563429008773
57.784;236.89208754387357,222.8740741217403,223.62364882123427
57.814;236.91133911295634,222.85508321135927,223.59095474159122
57.844;236.9305906820391,222.8360923009782,223.55826066194817
57.874;236.937926874175,222.85378014124635,223.53657423209526
57.904;236.9273900008906,222.9264861074883,223.53139927692757
57.934;236.9168531276062,222.99919207373026,223.52622432175986
57.964;236.90631625432178,223.0718980399722,223.52104936659214
57.994;236.89577938103739,223.14460400621417,223.51587441142442
58.024;236.87684548807243,223.06456569913266,223.44568793401618
58.054;236.8569785929207,222.96755580612628,223.36827795413674
58.084;236.88514483123967,223.0327290044858,223.44365485707664
58.114;236.93732763629393,223.17899374852826,223.59542520142625
58.144;236.9895104413482,223.3252584925707,223.74719554577584
58.174;237.04169324640245,223.47152323661317,223.89896589012542
58.204;237.07790623108167,223.5764453066871,223.9931812460215
58.234;237.05023993426073,223.51599668088707,223.8571766481035
58.264;237.02257363743976,223.455548055087,223.72117205018546
58.294;236.99490734061882,223.39509942928697,223.58516745226746
58.324;236.96724104379786,223.3346508034869,223.44916285434945
58.354;236.98769930045387,223.33633247652645,223.5312133218489
58.384;237.0256573947379,223.36060698550764,223.69255654040924
58.414;237.0636154890219,223.38488149448884,223.85389975896956
58.444;237.10157358330594,223.40915600347003,224.0152429775299
58.474;237.0834311480678,223.32455641345115,223.93604160362307
58.504;237.0412456287487,223.19329649528942,223.75374969008743
58.534;236.99906010942962,223.06203657712769,223.5714577765518
58.564;236.95687459011052,222.93077665896593,223.38916586301616
58.594;236.9156160567114,222.84118792870993,223.26282517700866
58.624;236.8774033341922,222.88851881585845,223.3203242385936
58.654;236.839190611673,222.93584970300697,223.37782330017856
58.684;236.80097788915378,222.98318059015548,223.4353223617635
58.714;236.76276516663458,223.030511477304,223.49282142334843
58.744;236.79994296717456,223.1057658856033,223.60139064554673
58.774;236.8645355033724,223.19117430159372,223.72853083524075
58.804;236.92912803957023,223.27658271758415,223.8556710249348
58.834;236.90417825946227,223.25603401719232,223.80744877892943
58.864;236.72456447846253,223.05246847941294,223.45632778035232
58.894;236.54495069746278,222.84890294163353,223.10520678177525
58.924;236.63197148461632,222.9020285348883,223.2506489802
58.954;236.73803759806648,222.9734892089312,223.4315599784106
58.984;236.84410371151665,223.04494988297412,223.6124709766212
59.014;236.89227530377548,223.07782239158774,223.65344755879644
59.044;236.87428172895847,223.0665941397107,223.5344990940741
59.074;236.85628815414145,223.05536588783366,223.41555062935174
59.104;236.84208824340308,223.04882050009874,223.3158904869712
59.134;236.86203130937238,223.08442088964296,223.38982524566688
59.164;236.88197437534168,223.12002127918717,223.4637600043626
59.194;236.901917441311,223.15562166873138,223.5376947630583
59.224;236.92186050728031,223.19122205827557,223.611629521754
59.254;236.89426430633486,223.21084596269984,223.6324912466648
59.284;236.83914537191242,223.22122032310727,223.62262647833177
59.314;236.78402643748998,223.23159468351474,223.61276170999872
59.344;236.72890750306755,223.24196904392218,223.60289694166565
59.374;236.6737885686451,223.25234340432962,223.5930321733326
59.404;236.6952415624149,223.2972514947684,223.63106752870084
59.434;236.74951109683855,223.3569597552206,223.68963150851246
59.464;236.80378063126216,223.4166680156728,223.7481954883241
59.494;236.8580501656858,223.47637627612502,223.8067594681357
59.524;236.89431793537193,223.49575322598136,223.8403277488614
59.554;236.84057688137062,223.3134736228584,223.74891753415744
59.584;236.78683582736934,223.1311940197354,223.6575073194535
59.614;236.73309477336804,222.94891441661244,223.56609710474953
59.644;236.82944218067126,222.97797099907035,223.6736074100021
59.674;236.9558072802354,223.04929481864443,223.82090181924596
59.704;237.08217237979954,223.1206186382185,223.96819622848983
59.734;237.13297247292937,223.20641924167788,224.05283565572358
59.764;237.09741255870566,223.30876474100614,224.06586938923147
59.794;237.06185264448195,223.41111024033438,224.07890312273932
59.824;237.02629273025826,223.51345573966265,224.0919368562472
59.854;236.99320200942347,223.5903916755673,224.10185722344318
59.884;236.9761610456166,223.50216544921855,224.09154070961176
59.914;236.95912008180977,223.4139392228698,224.08122419578038
59.944;236.94207911800294,223.32571299652108,224.07090768194897
59.974;236.9130650983609,223.33207586680786,224.02668795184297
60.004;236.8780645508013,223.38573328541239,223.96551661359968
60.034;236.8430640032417,223.43939070401694,223.9043452753564
60.064;236.85306453446057,223.4791317027587,223.83175771442646
60.094;236.98681803232031,223.48060254687778,223.7277755411082
60.124;237.12057153018006,223.48207339099687,223.62379336778994
60.154;237.13431156917423,223.51776678806465,223.6458341203873
60.184;237.12958799911218,223.55872519327838,223.68726301543322
60.214;237.12486442905012,223.5996835984921,223.72869191047914
60.244;237.12014085898807,223.64064200370584,223.77012080552507
60.274;237.0886613141789,223.63405145154786,223.7473738543551
60.304;237.0266035125159,223.57311923382218,223.65128307893835
60.334;236.9645457108529,223.5121870160965,223.55519230352164
60.364;236.9024879091899,223.45125479837083,223.4591015281049
60.394;236.84043010752688,223.39032258064515,223.36301075268818
60.424;236.82078104078377,223.38705115416434,223.38236170884218
60.454;236.80113197404063,223.3837797276835,223.40171266499618
60.484;236.78148290729752,223.3805083012027,223.42106362115018
60.514;236.76183384055437,223.3772368747219,223.44041457730418
60.544;236.74218477381126,223.37396544824105,223.45976553345818
60.574;236.74514171610736,223.36265185655984,223.50675434623588
60.604;236.7820076719623,223.33927501707802,223.59519994394913
60.634;236.81887362781725,223.31589817759618,223.6836455416624
60.664;236.84442631332368,223.27948939025967,223.755054165519
60.694;236.71159321395118,223.06063333295762,223.58794515538284
60.724;236.57876011457867,222.84177727565557,223.42083614524665
60.754;236.53592933903516,222.728154307446,223.28798582500215
60.784;236.54520517202425,222.67545575923734,223.174969483116
60.814;236.55448100501332,222.62275721102867,223.06195314122985
60.844;236.5637568380024,222.57005866282,222.94893679934373
60.874;236.56453511907185,222.5227509099493,222.86265188077377
60.904;236.5313231924627,222.49700633843057,222.88329265546852
60.934;236.4981112658536,222.4712617669118,222.9039334301633
60.964;236.46489933924445,222.44551719539305,222.9245742048581
60.994;236.43168741263534,222.41977262387428,222.94521497955287
61.024;236.41724218671592,222.44770768423726,222.9180799216999
61.054;236.41083983252065,222.498648301121,222.87046950704072
61.084;236.40443747832538,222.54958891800473,222.82285909238155
61.114;236.40050565164566,222.6006253628585,222.82258152118732
61.144;236.4023383891688,222.65188540630908,222.93274725141123
61.174;236.40417112669195,222.70314544975966,223.0429129816351
61.204;236.40600386421508,222.75440549321024,223.15307871185902
61.234;236.37420246358118,222.69017351449762,223.06261919573186
61.264;236.3399986245075,222.61769210563048,222.9578293048653
61.294;236.30579478543382,222.54521069676335,222.85303941399877
61.324;236.27159094636013,222.47272928789621,222.74824952313222
61.354;236.3007282528783,222.49536567089763,222.77395495794315
61.384;236.39320670498822,222.61311984576759,222.93015571843154
61.414;236.48568515709815,222.73087402063754,223.08635647891995
61.444;236.5953645595638,222.88885255010047,223.27628517978
61.474;236.8168501393417,223.3082893844176,223.6854454930557
61.504;237.03833571911963,223.72772621873474,224.09460580633143
61.534;237.25982129889755,224.1471630530519,224.50376611960715
61.564;237.29559967645744,224.16742707762904,224.52234473909877
61.594;237.26384816230166,224.0425373532098,224.39889365175978
61.624;237.23214691245516,223.9741518192865,224.3321595171441
61.654;237.2005210590726,223.99052257110714,224.35050081161344
61.684;237.16889520569,224.0068933229278,224.36884210608278
61.714;237.13726935230744,224.02326407474843,224.3871834005521
61.744;237.10564349892488,224.03963482656906,224.40552469502143
61.774;237.07401764554228,224.0560055783897,224.42386598949076
61.804;237.111671100128,224.09498931986946,224.46558912608324
61.834;237.17040956148665,224.1408552755933,224.5144284754958
61.864;237.22914802284532,224.18672123131716,224.56326782490837
61.894;237.28788648420397,224.232587187041,224.6121071743209
61.924;237.32661302882389,224.27615494249503,224.66304003895618
61.954;237.31864510105342,224.31436023065282,224.7188577724445
61.984;237.31067717328293,224.3525655188106,224.77467550593278
62.014;237.30270924551246,224.3907708069684,224.8304932394211
62.044;237.27859351527079,224.27227700200396,224.66713539457447
62.074;237.25332437056684,224.14259040467368,224.4881221512754
62.104;237.22805522586293,224.0129038073434,224.3091089079763
62.134;237.24971892816237,224.0040989111258,224.3132391694822
62.164;237.30727245464087,224.08773296281785,224.45742034642714
62.194;237.36482598111937,224.1713670145099,224.60160152337212
62.224;237.42237950759787,224.25500106620197,224.74578270031708
62.254;237.47993303407637,224.33863511789406,224.88996387726206
62.284;237.447105061169,224.30049339391553,224.86892433687154
62.314;237.40037224220222,224.24361693521845,224.82246622458325
62.344;237.35363942323548,224.1867404765214,224.77600811229496
62.374;237.3069066042687,224.12986401782433,224.72955000000667
62.404;237.28698555597344,224.0900911218722,224.7005568445164
62.434;237.31337574792897,224.07986074338862,224.70173043258626
62.464;237.33976593988447,224.069630364905,224.70290402065615
62.494;237.36615613184,224.05939998642143,224.704077608726
62.524;237.3925463237955,224.04916960793784,224.7052511967959
62.554;237.34470781969864,223.99703384070844,224.65355855145813
62.584;237.2886216827071,223.94024191917396,224.59599188018618
62.614;237.23253554571554,223.88344999763947,224.53842520891422
62.644;237.22571048670454,223.83285908618325,224.49205152470958
62.674;237.26814650567408,223.78846918480528,224.45687082757223
62.704;237.31058252464365,223.7440792834273,224.4216901304349
62.734;237.3530185436132,223.69968938204934,224.38650943329756
62.764;237.33753979094618,223.7526809727452,224.42726414647692
62.794;237.32006397718828,223.80903054592633,224.47063732208096
62.824;237.30258816343036,223.8653801191075,224.514010497685
62.854;237.28511234967243,223.92172969228864,224.55738367328905
62.884;237.2464530853395,223.88533720703845,224.49202384802985
62.914;237.1866103704316,223.75620266335696,224.3179310219074
62.944;237.12676765552368,223.62706811967547,224.14383819578498
62.974;237.06630814240017,223.53997493377773,224.0195740326151
63.004;237.00183944087536,223.7261505734745,224.21919617863676
63.034;236.9373707393505,223.9123262131713,224.41881832465845
63.064;236.96336314905952,223.92621274077018,224.40162596959306
63.094;237.01688720131799,223.88766345164362,224.3184465924577
63.124;237.07041125357642,223.84911416251703,224.23526721532232
63.154;237.09727783118404,223.8405846954264,224.18556426022747
63.184;237.0841581968154,223.87708496138964,224.18607593819337
63.214;237.07103856244674,223.91358522735285,224.18658761615924
63.244;237.0579189280781,223.9500854933161,224.18709929412515
63.274;237.04479929370942,223.98658575927934,224.18761097209105
63.304;237.0299865244861,223.95833328434423,224.1680468867462
63.334;237.0122492496047,223.8182351660393,224.11380648295545
63.364;236.99451197472328,223.67813704773437,224.0595660791647
63.394;236.97677469984188,223.53803892942943,224.00532567537397
63.424;236.95903742496046,223.39794081112447,223.95108527158322
63.454;236.96865758982082,223.39381310279924,223.98794702115987
63.484;236.991956474552,223.45767059946382,224.0703598474202
63.514;237.01525535928323,223.5215280961284,224.15277267368054
63.544;237.03855424401445,223.58538559279302,224.23518549994088
63.574;237.06185312874567,223.6492430894576,224.31759832620122
63.604;237.0851520134769,223.71310058612218,224.40001115246156
63.634;237.07201571271955,223.7189983465996,224.39827767456123
63.664;237.03101721129448,223.68057395587505,224.33219702289097
63.694;236.99001870986942,223.6421495651505,224.26611637122068
63.724;236.94902020844435,223.60372517442593,224.2000357195504
63.754;236.92197487638518,223.5827590110945,224.14754764590504
63.784;236.9856251452042,223.67527132581822,224.1834113294215
63.814;237.04927541402324,223.76778364054195,224.21927501293797
63.844;237.11292568284227,223.86029595526568,224.25513869645445
63.874;237.17657595166133,223.95280826998942,224.2910023799709
63.904;237.16316827597677,223.96264094773494,224.2957684944435
63.934;237.10514810610596,223.9246064672299,224.28253075315388
63.964;237.0471279362351,223.88657198672485,224.26929301186425
63.994;236.9891077663643,223.8485375062198,224.25605527057462
64.024;236.93108759649346,223.81050302571475,224.242817529285
64.054;236.87306742662264,223.7724685452097,224.22957978799536
64.084;236.89242496686919,223.72158095673063,224.1890478223478
64.114;236.9449443828803,223.66518489340552,224.1368183319754
64.144;236.99746379889143,223.60878883008044,224.08458884160302
64.174;237.04998321490254,223.55239276675533,224.03235935123064
64.204;237.08855092242248,223.51140340035604,223.99149609032216
64.234;237.0887514315917,223.51278245050273,223.98188996043945
64.264;237.08895194076092,223.5141615006494,223.97228383055673
64.294;237.0891524499301,223.5155405507961,223.962677700674
64.324;237.08935295909933,223.5169196009428,223.95307157079128
64.354;237.046840050585,223.4897295836527,223.92327779848125
64.384;236.99132740625396,223.45384463279487,223.88733996108462
64.414;236.9358147619229,223.41795968193705,223.851402123688
64.444;236.88030211759184,223.38207473107923,223.8154642862914
64.474;236.82478947326078,223.3461897802214,223.77952644889476
64.504;236.76927682892972,223.3103048293636,223.74358861149813
64.534;236.71674710626274,223.27256752829098,223.70799735002234
64.564;236.70597828689284,223.2088973242114,223.6772581514384
64.594;236.69520946752297,223.1452271201318,223.64651895285442
64.624;236.6844406481531,223.08155691605222,223.61577975427048
64.654;236.67367182878323,223.01788671197266,223.58504055568653
64.684;236.66290300941333,222.95421650789308,223.55430135710256
64.714;236.63379349701015,222.91709729282528,223.5053410354256
64.744;236.57717294505701,222.91980456127513,223.42904902910917
64.774;236.52055239310388,222.92251182972498,223.35275702279273
64.804;236.46393184115075,222.92521909817484,223.27646501647627
64.834;236.40731128919762,222.9279263666247,223.20017301015983
64.864;236.38064351775327,222.91354799179237,223.15013708487635
64.894;236.39890491707212,222.87354115203678,223.13948528114233
64.924;236.41716631639096,222.83353431228122,223.1288334774083
64.954;236.43542771570978,222.79352747252565,223.1181816736743
64.984;236.45368911502862,222.7535206327701,223.10752986994027
65.014;236.52790250597457,222.91109904110957,223.28859686823102
65.044;236.60833278487908,223.09063136590407,223.49096595563566
65.074;236.68876306378357,223.27016369069858,223.69333504304026
65.104;236.70055837132222,223.2917183294969,223.74369474245154
65.134;236.6665970312836,223.2079545109644,223.69271484986726
65.164;236.63263569124499,223.12419069243194,223.64173495728298
65.194;236.59867435120637,223.04042687389943,223.5907550646987
65.224;236.56971088498568,222.97227953586705,223.5435119758898
65.254;236.58572828312657,223.04468052233537,223.52990012105946
65.284;236.60174568126746,223.1170815088037,223.5162882662291
65.314;236.61776307940835,223.18948249527202,223.50267641139874
65.344;236.62446228168187,223.19862108125642,223.49442679520192
65.374;236.62051211724983,223.13545978097343,223.49230545172907
65.404;236.61656195281776,223.07229848069045,223.49018410825622
65.434;236.61261178838572,223.00913718040746,223.48806276478336
65.464;236.60866162395368,222.94597588012448,223.4859414213105
65.494;236.59142720794387,222.9274039030404,223.47305052577948
65.524;236.56090854035628,222.95342124915533,223.44939007819022
65.554;236.53038987276872,222.9794385952702,223.42572963060096
65.584;236.49987120518117,223.00545594138512,223.4020691830117
65.614;236.5744683596707,223.0535626152241,223.51500551978665
65.644;236.66074504994657,223.1041236588102,223.64311927704654
65.674;236.74702174022244,223.1546847023963,223.7712330343064
65.704;236.82045590560335,223.2000086800466,223.8798499533167
65.734;236.8104136591668,223.21129172911398,223.86173742370457
65.764;236.8003714127303,223.22257477818135,223.84362489409247
65.794;236.7903291662938,223.23385782724873,223.82551236448035
65.824;236.76287758365774,223.21753201245687,223.77083892746947
65.854;236.72534691164302,223.18522211858863,223.694998649333
65.884;236.68781623962832,223.15291222472038,223.61915837119653
65.914;236.6502855676136,223.12060233085214,223.54331809306007
65.944;236.62257441968765,223.1006899275207,223.49360779162032
65.974;236.65869017833876,223.16136121267857,223.61374233870933
66.004;236.69480593698984,223.22203249783647,223.73387688579834
66.034;236.64029653433846,223.17661052065355,223.6160403300819
66.064;236.57184479917905,223.1148665031105,223.46159283547232
66.094;236.50339306401963,223.05312248556746,223.30714534086275
66.124;236.50169996362192,223.0458516916741,223.307315516488
66.154;236.56676549798595,223.09305412143044,223.46210336234807
66.184;236.63183103235,223.14025655118678,223.61689120820816
66.214;236.69689656671403,223.18745898094312,223.77167905406824
66.244;236.6690902027303,223.11052186909185,223.755154275986
66.274;236.62699585438537,223.01448636622405,223.71227370960497
66.304;236.58490150604044,222.9184508633562,223.66939314322394
66.334;236.5428071576955,222.8224153604884,223.6265125768429
66.364;236.50286124114976,222.73301617420074,223.58619139754964
66.394;236.5252198467809,222.8360701687376,223.6200924438019
66.424;236.54757845241204,222.93912416327444,223.65399349005415
66.454;236.5699370580432,223.0421781578113,223.68789453630637
66.484;236.59229566367432,223.14523215234814,223.72179558255863
66.514;236.61465426930548,223.248286146885,223.75569662881088
66.544;236.64505249257402,223.2974789318097,223.77463310908317
66.574;236.6875101422987,223.26587990231624,223.77112274038552
66.604;236.72996779202336,223.23428087282275,223.76761237168787
66.634;236.7692586022337,223.2037839579358,223.76338208654997
66.664;236.71671106652744,223.20524836663807,223.73827422464504
66.694;236.66416353082118,223.20671277534035,223.71316636274014
66.724;236.61161599511496,223.20817718404263,223.6880585008352
66.754;236.61191274552104,223.22767065399896,223.71087850194226
66.784;236.64280355630794,223.25760200152342,223.7614462132141
66.814;236.67369436709484,223.2875333490479,223.81201392448594
66.844;236.70458517788174,223.31746469657236,223.8625816357578
66.874;236.72324058404482,223.33859641309417,223.89310022785713
66.904;236.68071896708872,223.3157299746026,223.82337322409387
66.934;236.63819735013266,223.29286353611099,223.7536462203306
66.964;236.59567573317656,223.2699970976194,223.68391921656735
66.994;236.55315411622047,223.24713065912783,223.6141922128041
67.024;236.54545166494285,223.22017555346625,223.62578899495844
67.054;236.55267171324166,223.19146816187464,223.6722388282203
67.084;236.55989176154048,223.16276077028306,223.71868866148213
67.114;236.56711180983933,223.13405337869145,223.765138494744
67.144;236.55845144625656,223.1084247427456,223.80113015664196
67.174;236.4862694351474,223.0951111293828,223.79528913308442
67.204;236.4140874240382,223.08179751601995,223.78944810952686
67.234;236.34190541292904,223.06848390265714,223.7836070859693
67.264;236.3107505516025,223.00378510257895,223.67947017149592
67.294;236.2859075594733,222.93118088915998,223.5602108122663
67.324;236.26106456734405,222.85857667574098,223.44095145303663
67.354;236.23622157521484,222.78597246232198,223.321692093807
67.384;236.21137858308563,222.713368248903,223.20243273457734
67.414;236.20212457861726,222.68071058484875,223.14798469658245
67.444;236.22924487869082,222.741261535979,223.24476307480194
67.474;236.25636517876436,222.8018124871092,223.34154145302145
67.504;236.28348547883792,222.8623634382394,223.43831983124093
67.534;236.2097930322648,222.84387514467787,223.33985258520764
67.564;236.12889967521693,222.8197411907812,223.2274392231563
67.594;236.04800631816903,222.79560723688454,223.11502586110495
67.624;235.96711296112116,222.77147328298787,223.00261249905358
67.654;235.97847237890934,222.80720417292136,223.0234047270825
