time;Pixel leftCheek
56.374;218.42421524663678,193.98139013452914,193.63340807174887
56.51;217.18284574468086,192.81626773049646,192.27748226950354
56.612;217.9795100222717,193.11692650334075,192.98440979955456
56.713;217.95643476328073,193.2705045565681,193.37675038897532
56.858;218.1672196416722,193.25525326255254,193.40278699402788
56.998;218.20839813374806,193.47011775161076,193.46411908464785
57.104;218.55565449688334,193.760017809439,193.7453250222618
57.239;218.37580609295085,193.62552812986436,193.63664665332445
57.373;218.53660174613836,193.70405193642264,194.062905753302
57.508;218.3427428317404,193.35852411647033,193.78817515003334
57.609;218.0694104560623,192.80444938820912,193.19621802002226
57.71;217.99266177451634,193.0128974872137,193.04981098510117
57.862;218.9458018658374,193.84140382052422,194.29609062638826
57.997;218.34514260249554,193.8068181818182,194.07820855614975
58.064;217.8536367692994,192.8971441320839,193.1606425702811
58.198;217.71050862648443,193.04772574501456,193.03741877660767
58.332;217.21856952465572,192.25211017325634,192.7647712127943
58.453;217.15697282730744,192.00044913541433,192.38693015944307
58.587;216.80455153949129,191.41477019187863,191.818161535029
58.722;216.80489462950374,191.48765012463176,191.89734874235214
58.823;216.60583613916947,191.47654320987655,192.01571268237936
58.896;217.28600360036003,192.34473447344735,192.83055805580557
59;217.2143653803257,191.83693954940887,191.96430961409771
59.101;216.9340411113621,192.11520216851142,192.49514343799413
59.235;216.5186093158012,191.591709382661,191.59349231112103
59.383;217.3864821955092,192.38421410750738,192.78294397822634
59.519;216.98291925465838,191.56632653061226,192.18456078083406
59.619;217.34853273137696,191.9530474040632,192.50022573363432
59.72;216.8474804031355,191.52004479283315,192.00358342665174
59.85;217.71776375112714,192.57935076645626,192.86045987376013
59.954;217.0056104129264,192.06956912028724,192.13824057450628
60.056;217.40243352861648,192.43803515096891,192.40986931050023
60.128;216.86306020823903,191.97668628338616,191.78700769578995
60.26;216.91181102362205,192.1968503937008,192.25399325084365
60.394;217.15449183303085,192.5467332123412,192.57236842105263
60.562;217.20307205782697,192.26406144115654,192.6982154958211
60.662;217.14470401451575,192.33046042186436,192.34338852347472
60.735;216.46160835983645,191.74943207632893,191.55361199454794
60.868;217.42057142857144,192.50834285714285,192.8704
61.003;217.582618510158,192.95079006772008,193.09638826185102
61.105;217.24227974568575,192.7322888283379,192.2057220708447
61.206;216.9703686948654,192.4845057679258,192.08844152906582
61.339;217.4849099099099,192.86576576576576,192.94797297297296
61.44;217.1773002014775,193.17998656816656,192.85874188493395
61.542;217.25278893351182,192.57675145024544,192.3491744756805
61.612;216.80071652485447,192.3654276757725,192.04276757725034
61.781;216.55194805194805,192.1974921630094,191.94626063591582
61.915;216.47774810858922,192.11081441922565,191.57877169559413
62.016;216.53387593488782,192.1473823141223,191.91157061152663
62.117;216.35499887158656,192.27127059354547,191.60618370570978
62.258;216.1749775381851,192.2987421383648,191.5977088948787
62.393;216.80273481282225,192.55570499887918,192.08989015915714
62.527;216.48461881408826,192.36246098974587,191.57579135086937
62.629;215.91256708407872,191.60442754919498,190.8790250447227
62.735;216.2594752186589,191.9105180533752,191.76945503476117
62.869;216.39933035714284,192.0689732142857,191.85736607142857
62.97;216.58510638297872,192.23936170212767,191.97739361702128
63.041;216.49242424242425,192.25423351158645,192.05860071301248
63.142;216.5529411764706,192.35493895671476,191.82219755826858
63.293;216.58542039355993,192.26587656529517,192.02459749552773
63.434;216.68521392152516,192.27222345377965,191.70893371757924
63.617;216.82453796481852,192.14718325539968,192.23446893787576
63.75;216.65534197586052,192.20071524362987,192.10125167635226
63.885;216.32080924855492,192.04935526900846,191.8210315695865
64.063;215.8953695458593,191.8285841495993,191.41585040071237
64.196;216.28320355951055,192.22847608453839,191.7924360400445
64.331;216.61143238434164,191.97775800711744,191.9564056939502
64.532;216.07999108734404,191.46033868092692,191.59803921568627
64.702;216.52839011356045,191.5522155421955,191.77555110220442
64.852;216.89372087863325,192.25560239627245,192.32460616818284
64.987;216.6963930073025,192.18920115069704,192.50520026554548
65.086;216.28615794143744,192.03904170363796,192.1756876663709
65.221;217.27043189368771,192.54440753045404,192.6888150609081
65.33;216.72951914514692,192.27159394479074,192.64447907390917
65.479;215.9439732142857,191.175,191.3609375
65.587;216.17297058172971,191.65958858659587,191.82194204821943
65.7;216.7894970086417,191.93551961001552,192.010635940616
65.805;216.17528735632183,191.87798408488064,191.6315207780725
65.94;216.50849327156408,192.16655636443855,191.90469887491727
66.008;216.60071221900733,192.15713331849543,192.07211217449367
66.109;216.29915667998225,191.71549045716822,191.85175321793164
66.218;216.69814241486068,191.62383900928793,192.09486952675806
66.363;215.7174927761725,191.02933985330074,191.33896421426985
66.532;215.66385060026678,191.156514006225,191.54957759004003
66.633;216.01740855002203,191.42066989863375,191.67827236668137
66.735;216.37942477876106,191.58053097345132,192.10884955752212
66.869;216.14139161462978,191.49732381801962,191.67016057091882
67.003;216.32495590828924,191.83884479717813,192.07671957671957
67.138;215.8043382027446,190.82669322709162,191.13590084108012
67.238;215.92407285494843,191.1112574061883,191.2916392363397
67.405;215.78969482529854,190.9248120300752,191.27443609022558
67.506;216.06542261251371,191.32469813391876,191.96597145993414
67.641;217.0913120567376,192.41201241134752,193.23448581560282
67.743;217.05018876304686,192.27492782589385,192.52587164112813
67.877;216.52308371990281,191.98277004638834,192.04285398718798
67.978;216.2690949227373,191.6997792494481,191.77682119205298
68.079;215.90953221535744,191.6072374227714,191.4410856134157
68.146;216.2465208747515,191.87850673735366,192.09299757013474
68.287;216.1186478126381,191.55523641184269,191.4328325231993
68.459;216.01743929359824,191.4739514348786,191.93620309050772
68.56;216.4231954225352,191.58252640845072,191.66549295774647
68.633;216.1612118531623,191.50840336134453,191.812251216276
68.801;216.6416887709991,192.34725906277632,192.50198938992042
68.87;216.2455786881576,191.58182225207074,191.9966420416387
68.971;216.32962880640142,192.09313180706823,192.35007779506557
69.042;216.33883560115993,192.03903635958065,192.11465536471113
69.21;216.8059370846256,192.50199379707576,192.59060700044307
69.345;216.39438502673798,191.9864081996435,191.7602495543672
69.416;216.04168504631673,191.65416850463168,191.7183502426114
69.517;216.1141147795258,191.69443828938623,191.50432085087525
69.618;216.36857205914808,192.24056499668947,192.03398808210108
69.72;216.66179725542275,192.09738822487827,192.21425409473218
69.82;216.983491085186,193.07131851199648,193.37376183138895
69.922;216.94664873346784,193.19479937233805,193.10356422326834
70.037;217.20084425683183,193.16974005776495,193.00133303710285
70.172;217.21889658253295,193.25083761447397,193.78691087781996
70.241;217.09486607142858,192.86450892857144,193.15558035714287
70.351;216.38857782754758,192.19619260918253,192.596640537514
70.484;216.50055840964933,192.00469064105428,192.12486039758767
70.593;216.24759130629621,192.29957427739188,192.3999551870939
70.693;216.86534564287322,192.75838775050664,193.061472641297
70.797;216.678163493841,192.41634938409854,192.72698768197088
70.899;216.7185682326622,192.7434004474273,192.91073825503355
71.014;216.77040017885088,193.015873015873,193.45875251509054
71.147;216.3706589492431,192.80899376669635,192.6553873552983
71.248;216.2776911076443,192.26699353688434,192.47002451526632
71.358;216.36116071428572,192.19084821428572,192.2828125
71.459;215.85679122846275,191.7120161109868,191.7086596554039
71.559;216.08855677002006,191.75172875306714,192.14744590675886
71.66;216.45534308211472,192.29538807649044,192.88908886389203
71.761;216.02566939588405,192.04403629121487,192.2407612303607
71.829;216.26695395781357,192.12429122249944,192.3043774098435
71.93;215.85500446827524,191.80250223413762,191.97832886505807
72.066;216.56409101148907,192.50033791394458,192.65397612074793
72.166;216.88666065795402,192.87539432176655,192.96507435781885
72.267;216.3857586512866,192.58873114463177,192.85093167701862
72.401;216.2328149650665,192.19337390128464,192.5467658327699
72.469;215.60499888417763,191.45704083909843,191.59384066056683
72.605;215.68986350413962,191.18236742000448,191.69903781606624
72.675;215.5523295070898,191.05851901868107,191.30204816565384
72.777;215.7301515494232,191.46346980321195,191.55417326396744
72.877;215.3179682255538,190.95748489594988,191.09912732154845
72.949;215.4304054054054,191.49752252252253,191.12995495495497
73.049;215.134110787172,190.99304776855797,191.15743440233237
73.15;215.7738444193912,191.55896279594137,191.62322435174747
73.252;215.83778926084025,192.0844753987868,192.0927881374972
73.354;215.60811113600718,191.40958996190903,191.46381357831055
73.488;216.11663308708304,191.85739870158943,192.32146854712335
73.589;215.82337139019475,191.76516677859863,192.13767629281398
73.656;215.1811041292639,191.2197037701975,191.7210502692998
73.729;215.84135153278137,191.4555829044529,191.5459834414858
73.83;216.21216186004918,191.77710708696625,192.0813771517997
73.937;216.31378233719892,191.90298840321142,192.13269402319358
74.105;215.74352100089365,191.76608579088472,191.7642984807864
74.173;216.0834451901566,191.7930648769575,191.91543624161073
74.274;215.58398393932634,191.4900736114209,191.98170867722507
74.381;215.61861191698281,191.45592501673732,191.788216915867
74.515;215.75452716297787,191.0764587525151,191.75743348982786
74.635;215.56342447333034,191.45652173913044,191.94352308381892
74.742;216.30949197860963,191.86073975044565,192.6334670231729
74.843;216.10634495084898,191.88628239499553,192.28775692582664
74.945;215.07136485280998,190.75825156110616,190.86685994647635
75.046;215.3990990990991,191.39662162162162,191.63693693693693
75.179;215.25491949910554,191.43872987477639,191.78868515205724
75.261;215.37917881983398,191.02086605339915,191.3648193852367
75.43;215.37087290818633,190.95793758480326,191.47896879240162
75.531;215.9056179775281,190.90719101123597,191.72786516853932
75.603;215.25342927816504,190.83292107038451,191.36046773105465
75.714;215.7998194538479,191.2834574588129,192.05438952832318
75.818;214.94210996870808,190.74497094322754,191.3455520786768
75.918;215.1852267624607,190.9885496183206,191.4546475078581
75.992;215.25270513976557,190.9943642921551,191.29486023444545
76.094;215.68821806713223,191.51407974769091,191.98287902680784
76.227;215.11449016100178,191.30187835420392,191.98881932021467
76.332;215.27055406613047,190.8228328865058,191.24128686327077
76.505;215.51973094170404,190.56748878923767,191.09798206278026
76.607;215.14182311694188,190.68129382492648,191.42162406695317
76.707;215.37387589928056,190.8289118705036,191.4539118705036
76.775;215.60022471910113,191.01505617977529,191.81955056179774
76.876;215.50022451728782,190.9027840143691,191.82218230803772
76.977;215.1608344549125,191.20076267384476,191.5688649618663
77.116;215.09280898876403,191.19752808988764,191.4305617977528
77.249;215.65419094576424,191.60286866875842,191.53720304796056
77.383;214.56858357574401,190.39292906690534,190.73551130006712
77.517;214.58331464453914,190.4088360618973,190.96344471854675
77.65;214.60228545821195,190.21263723952498,190.7875868250056
77.752;215.2296229397155,190.83359674870175,191.5267554752766
77.851;215.6347533632287,191.59932735426008,192.1553811659193
77.951;215.51246350774758,191.46148663822143,191.81338423534694
78.052;214.95078299776287,190.72997762863534,191.11543624161075
78.22;215.09679602888087,191.0234657039711,191.14778880866427
78.326;215.7706093189964,191.93436379928315,192.4030017921147
78.468;214.7319130048824,190.64092321349312,191.35330670217488
78.602;214.31240258294366,190.34379870852817,190.61812513916723
78.773;214.51606470197208,190.41325060935077,190.56414801684025
78.911;215.1054497120071,191.30638015064244,191.6528577758086
79.044;215.0993539763867,191.2272220984629,191.43996435731788
79.179;214.9908400357462,191.11773905272565,191.12689901697945
79.314;214.57741145021163,190.69971040320783,191.04789485408776
79.45;213.6387900355872,189.76356761565836,190.2544483985765
79.704;213.88130298973672,189.73962516733602,190.14524765729584
79.87;214.17258996001777,190.22167925366503,190.61772545535317
79.978;214.42755397284665,190.57200089027376,190.63298464277764
80.084;214.85810055865923,190.89206703910614,191.06703910614524
80.185;214.769024171889,190.8914503133393,190.72649955237242
80.352;214.9362469024555,191.42104077494932,191.60464068483893
80.453;214.62887057251058,190.23524170193807,191.03564268211184
80.519;214.76103023516237,190.46360582306832,191.04120940649497
80.643;214.26622073578596,190.11772575250836,191.01382385730213
80.811;215.15841362312347,190.76316379117185,191.14205691239076
80.918;214.70879609062638,190.8051976899156,191.66059529098177
81.02;214.1129893238434,190.22508896797154,190.37878113879003
81.087;214.18559679928873,190.01133585241163,190.0591242498333
81.22;214.5938331854481,190.54414374445432,190.85403726708074
81.354;213.67757629367537,189.58337019018134,189.88810260946485
81.456;213.34129617341296,189.2736120327361,189.71112585711126
81.523;214.32023095713967,190.0937153009105,190.85609593604264
81.624;214.07646143587465,189.58212936208045,190.09157590575683
81.724;214.6507123775601,190.1106411398041,191.00422974176314
81.836;214.97591973244147,190.43010033444816,191.40535117056857
81.973;215.22389714032366,191.01396586122812,191.7701174905786
82.074;213.97017233760494,189.87140963323023,190.3663278833407
82.174;213.865721249723,189.76046975404387,189.91336140039886
82.327;214.1733010776336,189.66373433032769,190.3067956894656
82.428;214.10050694291382,189.6901035926824,190.1426052457571
82.528;214.4323784143904,189.93537641572286,190.7221852098601
82.629;213.90158870255956,189.83075904677847,190.41902030008825
82.779;214.75805376582983,190.82003999111308,191.30526549655633
82.882;214.65573409641206,190.34272507153864,191.05701078582433
83.017;213.85426254657023,190.08985316677624,190.52531229454306
83.118;213.91937609841827,189.63488576449913,190.3086555360281
83.22;214.28725511776358,190.07373981950252,191.23948932423508
83.377;213.33581762384918,188.8283647523016,189.45440596229724
83.517;213.79965042604326,189.14070351758795,190.04260432597772
83.619;214.63455222246552,190.05079921173638,190.67571710094154
83.718;214.6683362369338,190.1951219512195,190.82229965156793
83.819;213.91619626574033,189.53864524533216,190.53343465045592
83.92;213.36843247937472,188.93573599652626,189.61615284411636
84.067;213.36251649802023,188.95534535855697,190.00285965684117
84.202;212.43093321731564,187.44790080487275,188.6154013487057
84.337;211.85795578901292,187.02451302254323,188.18778726198292
84.407;211.8978260869565,187.025,188.27195652173913
84.509;212.19134295227525,187.6736958934517,188.1715871254162
84.609;212.30369237491806,187.8263054402447,188.64933362464495
84.744;212.0372164721427,187.8550979960361,188.31799163179917
84.814;212.24933978873239,187.7799295774648,188.29225352112675
84.916;212.62768758227293,188.3161474330847,189.4752084247477
85.049;212.35822534592577,187.80825829123654,188.81089391609927
85.184;211.71783047870005,187.1258234519104,188.04787000439174
85.317;211.94378568291611,187.44488361879667,188.28216952129995
85.418;212.00638485248788,187.40576838397183,188.1411272567151
85.519;212.6893889256563,188.09772777410103,188.81557467460843
85.632;213.11643379906852,188.50521179862497,189.58305611000222
85.8;213.20349094122847,188.9063190455148,189.89460892620414
85.901;213.2770629991127,188.73402839396627,189.83163265306123
86.035;213.3122476446837,188.9297891431135,190.0578734858681
86.134;213.1415770609319,188.95250896057348,190.13508064516128
86.249;212.97895208240035,188.43685624720106,189.33766233766235
86.418;212.2973952434881,188.0348810872027,188.9524348810872
86.585;213.81747483989022,189.42108874656907,190.93389752973468
86.687;213.39413236297474,189.1257675687969,190.0752785990448
86.819;213.89997700620833,189.9735571395723,190.96895838123706
86.956;213.88734602463606,189.7330347144457,190.67681970884658
87.09;212.87867813490266,188.57220461747397,189.41308284291534
87.191;212.82595148008014,188.69419096372135,189.30669931003783
87.258;213.05833890002228,188.647071921621,189.46337118681808
87.391;212.757897062072,188.60083940799646,189.63463662469627
87.525;212.59637488947834,188.83399646330682,189.4126878868258
87.635;212.52406181015454,188.54238410596025,189.5746136865342
87.772;212.51120479254493,188.72709119147993,189.51098291546484
87.873;212.88746123172353,189.07465662383694,189.76406734603455
88.006;212.05295812098382,188.155550631509,188.9448260580545
88.139;212.6931464174455,188.63662661326214,189.46128170894525
88.207;213.04073909171862,188.6987978628673,189.96883348174532
88.376;212.9626085021144,188.9766303138215,189.71778321833963
88.509;212.90828533451483,188.89831634913602,189.60013291980505
88.61;212.71412730095363,188.54180527833222,189.78709248170327
88.685;212.52444149524442,188.74894934748949,189.52665339526652
88.815;212.8118613949356,189.12772101288317,189.53976010661927
88.981;212.88031145717463,188.94037819799777,189.85984427141267
89.115;212.6742642177473,189.00575348528434,189.6067714096039
89.216;212.80315135375056,188.66378162450067,189.51775410563693
89.317;212.36643759698515,188.62624695189535,189.01197073819552
89.418;212.54724145633236,188.5329461693098,189.75340629886085
89.519;212.39121711992865,188.20352206865806,189.34262148907712
89.62;212.75911429210467,188.64750615074928,189.61529859091925
89.725;212.65390642489368,188.61025296619655,189.56100291023057
89.86;213.0937429917022,189.28795694101817,189.7723704866562
89.96;213.57550747267456,189.77002007584207,190.5935757305376
90.094;212.97148585431054,189.4163510804188,190.27623078636668
90.194;213.14065295169945,189.03756708407872,190.03756708407872
90.328;212.84282511210762,188.77085201793722,189.69439461883408
90.43;212.59015659955259,188.74921700223715,189.8979865771812
90.531;213.140527256479,188.97162645218947,189.79423592493296
90.633;213.61112362080613,189.68948435037154,190.83809952713352
90.705;212.84035874439462,189.1177130044843,190.19170403587444
90.872;212.88926249719793,189.225061645371,189.81439139206455
90.973;213.27246376811595,189.1603121516165,189.6675585284281
91.106;212.87136465324386,188.27986577181207,189.43982102908276
91.206;212.47984773846844,188.37102552619794,189.50223914017016
91.307;212.55900759946357,188.51028162717927,189.78028609745195
91.408;212.72168863077954,188.7750725932544,189.81795845432208
91.515;213.19919875361674,189.00333852659693,190.0520810149121
91.615;213.16373748609567,188.8694104560623,190.0749721913237
91.683;212.8025350233489,188.54080498109852,189.3306648877029
91.816;212.99110518123194,189.1331999110518,190.0115632643985
91.982;212.83564091112103,188.38320678874499,189.54220634211703
92.087;212.7464945470732,188.09659470287113,189.38615624304472
92.188;212.19205298013244,188.00507726269316,189.45364238410596
92.289;212.3738089962331,188.02082871703968,189.29005096388212
92.364;212.24636403702073,187.89709122961656,189.0769061260467
92.5;212.88304482911673,188.69840213049267,189.9622725255215
92.57;212.674578527063,188.59094942324757,189.77395740905058
92.67;212.82377871960742,188.74503680571047,190.05130492973456
92.769;213.0330743618202,189.04084350721422,190.19533851276358
92.87;212.57117555899933,188.37369935798097,189.5857870267877
92.943;212.11214745725073,187.8218965134355,188.87519431490117
93.115;212.60351736420301,188.00890471950134,189.35841495992875
93.249;212.32200357781753,188.09704830053667,189.0400268336315
93.319;212.4120277218869,188.10350994858038,189.19159400849543
93.453;212.93664956502343,188.54026321659603,189.99397724737898
93.554;212.1718051831993,188.27636282394997,189.51697944593386
93.654;212.5561041292639,188.18222621184918,189.05430879712748
93.79;212.70799821268992,188.69571045576407,190.10790884718497
93.89;212.52548055431382,188.0981224854716,189.24407688869022
93.992;212.25760286225403,187.891771019678,188.79494633273703
94.127;212.17643097643096,187.77777777777777,188.95488215488214
94.268;212.14147548358073,188.1239316239316,188.99460188933872
94.401;212.85650123512238,188.709184819223,189.93352795867955
94.502;212.46446984980946,188.6754091010984,189.8247029813943
94.571;212.1064306520278,188.1711853013668,189.02419896930317
94.671;212.72767857142858,188.88325892857142,189.63080357142857
94.771;212.68303472683036,188.58416279584162,189.7580181375802
94.872;212.4390298175345,188.26835781041387,189.62349799732976
94.973;212.636747389469,188.47389469006887,189.9831148633637
95.082;212.28739719937764,187.94709935541232,189.07690597910647
95.25;212.48303393213573,188.45398092703482,189.6331780882679
95.35;212.9007919049714,189.1209854817422,190.41772987241532
95.452;212.66991797827532,188.64508978053647,189.47949456883174
95.554;211.9971238938053,187.8900442477876,188.66725663716815
95.688;212.33488578398757,187.91040141938345,188.65535595475714
95.79;212.48883977900553,188.27381215469615,189.27955801104972
95.89;212.442825607064,187.93796909492275,189.58476821192053
95.991;211.83300503392428,187.67213832348435,188.6760779163931
96.131;212.45209713024283,188.56114790286975,189.51942604856512
96.266;212.71855624446414,188.75531443755537,190.00199291408325
96.34;212.3611294948158,188.4932715640856,189.31215530553717
96.441;212.07427937915742,188.26496674057648,189.42660753880267
96.544;212.19532627865962,188.380291005291,189.5599647266314
96.679;212.34831960827955,188.34297796572446,189.44780770086803
96.746;212.12547107071603,188.3859454666371,189.782531589448
96.849;212.49123974273675,188.1166555777334,189.33555111998226
96.949;212.79946702198535,188.78991783255609,190.21097046413502
97.083;212.73392461197338,188.77361419068737,189.8509977827051
97.218;212.8051167964405,188.3928809788654,189.77797552836486
97.32;211.89663567950421,188.05422753430722,189.33930942895086
97.422;211.89811912225704,187.71764442454096,188.9167039856695
97.533;211.75589675122384,187.2514463729417,188.17133956386292
97.704;211.79690652320107,187.6269894642457,188.71732795337368
97.883;212.3990202627477,188.28946782453795,189.45401914940993
98.018;212.82260947274352,188.74553172475424,189.99352100089365
98.151;212.71316964285714,188.80959821428573,190.17678571428573
98.219;212.18536036036036,188.2373873873874,189.5427927927928
98.32;212.5179175118323,188.63804372323642,190.23799864773497
98.422;212.24836748480072,187.99819860391804,189.54334609322225
98.522;211.3373006961599,187.32270379519426,188.7437682461262
98.658;211.2837323786082,187.60639964197807,188.70977847393152
98.76;212.1088908845981,187.83116299955097,189.586439155815
98.828;212.0890441839495,188.00879170423806,189.67470694319206
98.929;212.29300652125028,188.25770182145266,189.6678659770632
99.064;211.64858807709547,187.66046615867324,188.80076199013894
99.197;210.5550837988827,186.9946368715084,187.73117318435754
99.266;209.92986374804556,186.22448067902613,187.13111458566004
99.366;211.03043282236249,186.7671325518485,188.18935978358883
99.482;210.84936112979153,186.81147724725398,187.8392737054472
99.662;211.3435251798561,187.28035071942446,188.9226618705036
99.795;211.5515301530153,187.64131413141314,188.84338433843385
99.895;211.34379905808478,187.22471406144876,188.86992599237496
99.973;210.9991015274034,187.0541329739443,188.37309074573224
100.141;210.34894191805492,186.84353894642052,187.4750112561909
100.245;210.1637505607896,186.46007178106774,187.4176760879318
100.344;210.77457168620379,187.0069882777277,188.16343552750226
100.446;210.38607453693373,186.35059138585137,187.36174960946218
100.547;210.38183441196162,186.0544521312207,186.824369560366
100.651;209.62150776053215,185.6330376940133,186.97893569844788
100.753;210.71046174436762,186.54539370956948,187.92326567031006
100.854;211.66816143497758,187.57533632286996,189.01278026905828
100.923;211.51831049202426,187.3149853965401,188.81622107391598
101.032;210.46703910614525,186.86301675977654,187.99709497206703
101.177;211.10739159739384,187.39204673107167,188.6510896427769
101.283;210.87837230215828,187.25809352517985,188.13062050359713
101.384;210.43180291153416,186.7845464725644,187.69787234042553
101.485;210.65039018952064,186.558751393534,187.73311036789298
101.597;210.92189961737566,186.93090254332657,188.25748368219672
101.776;210.0937013131538,186.3970620965947,187.4580458490986
101.877;210.71004464285716,186.7044642857143,187.59017857142857
101.978;210.8986607142857,186.92142857142858,188.02566964285714
102.09;210.2211495285137,186.53120790300852,187.93264481365065
102.198;210.80667719377396,187.09609745093616,187.9731558763817
102.332;210.13355555555555,186.82466666666667,187.556
102.402;210.26736889287315,187.0605109816226,187.79672792469745
102.503;210.1860465116279,186.67777280858675,188.0872093023256
102.638;210.37843313822603,186.68190004502478,188.0220621341738
102.769;209.63205013428828,185.91181736794988,186.84735899731425
102.905;210.5750224618149,187.04177897574124,188.01999101527403
103.006;210.75840570028947,187.00445335114674,188.15364061456245
103.141;211.09544127554457,187.5346957107568,188.47316415899394
103.286;210.8509497206704,187.25519553072627,188.40782122905028
103.421;210.25924266188662,186.33654492493838,187.7479274030921
103.554;210.2358939496941,186.27396329027872,187.57058690233401
103.656;210.42262175694128,186.35571233500227,187.87573964497042
103.757;210.10265125764786,186.33831860412417,187.26331293904374
103.892;210.14465126710024,186.44606413994168,187.9327203408836
103.993;210.27094036184945,186.463926736654,187.56332365423273
104.095;209.71800578677943,186.03405297128867,187.23302915646562
104.2;209.83139794551138,186.5453327378294,187.50066994193836
104.333;209.3440213760855,185.8118459140503,186.44065909596972
104.435;210.07541713014461,186.05250278086763,187.4527252502781
104.509;209.1250278086763,185.61490545050054,186.78264738598443
104.61;209.8244394618834,185.74775784753362,187.15201793721974
104.784;209.89850879145337,185.88715780102382,187.40796795014467
104.921;210.31254191817573,186.36463223787166,187.35725463894477
105.055;210.30555555555554,186.34981933152665,187.44060523938572
105.19;209.74797297297297,186.09256756756756,187.31126126126125
105.348;210.09964012595591,186.41902834008098,187.83918128654972
105.515;209.70608261461643,185.7140263277349,187.52065365410803
105.628;210.31334401464866,185.5866330968185,187.3144884412909
105.793;210.10493827160494,185.91975308641975,187.61568358481938
105.927;210.4127093370039,186.72034870383115,188.230557467309
106.064;210.65315106580167,186.83989805375347,187.91404077849862
106.198;210.3317230273752,186.2956061651714,187.46928916494133
106.299;210.63305065322027,186.88425395370157,188.4959889983956
106.432;211.0649827784156,186.6358208955224,188.53869115958668
106.58;209.08805599458117,184.86565816211333,186.33867690223528
106.719;209.76483914816492,185.69143633892162,187.39306751246036
106.819;209.8010776829816,185.9647507858105,187.32734620565785
106.921;209.6357705286839,185.94578177727783,187.2204724409449
107.026;209.58765432098767,185.84399551066218,186.85230078563413
107.131;209.77422981785475,185.97593883516979,186.95659995502587
107.266;209.92845858722637,186.0796659896186,187.73685398329948
107.37;209.92056286881524,185.68656377666818,187.44779845665002
107.504;209.89114097016625,185.96105670690048,187.65679799590072
107.671;209.84663818304475,186.08207780526197,187.80751068135822
107.874;209.88191465342064,186.25671709189433,187.48927523142922
107.976;209.27070569548445,185.31177671885638,186.58838211935557
108.144;209.26153846153846,185.81764705882352,187.30723981900454
108.258;209.09293849658314,185.54373576309794,186.94419134396355
108.426;207.93377034358048,184.28187160940325,185.50678119349004
108.56;208.386134170967,184.24141799416648,185.63091765761723
108.66;209.28260381593714,185.00650953984288,186.4641975308642
108.732;209.49129943502825,185.44497175141242,186.96813559322035
108.869;208.74640287769785,184.98606115107913,186.087904676259
108.969;209.15398469158038,185.24898694281856,186.74223322827555
109.071;209.37965038099506,185.6927386822053,187.00224114746752
109.203;208.93428699150647,185.0847116674117,186.225078229772
109.305;208.9769420192523,185.29594806357736,186.7318110588762
109.406;209.5739208230821,185.60120778349363,186.64638783269962
109.547;209.13610798650168,185.22182227221597,186.21709786276716
109.715;209.3746053225079,185.56856111862876,186.58818222823635
109.882;208.9604049493813,185.5541057367829,187.00067491563556
109.984;209.18808988764044,185.5523595505618,186.96966292134832
110.085;209.02106709411495,185.2759331348752,186.22876116326998
110.219;209.19677047289505,185.54071510957323,186.65859284890428
110.387;208.7396381955576,185.1731165559881,186.234714907259
110.521;208.95828558331422,184.82076552830623,186.50148980059592
110.659;208.90359778597787,185.34893911439116,186.45894833948338
110.759;209.72443116524937,185.7876350264307,187.33095840036773
110.893;209.6628717472119,186.10989776951672,186.6675185873606
110.994;209.91318109880172,186.46665159394075,187.56093149446076
111.095;209.78896177335446,186.67835331372993,187.62135263515043
111.196;209.93955919109294,186.63849125198817,187.99591002044988
111.364;209.16621682411156,185.78699955015745,186.72019793072425
111.464;208.89324082363473,185.41539838854072,186.34042076991943
111.575;209.3437149899171,185.93233251176338,187.34461124803943
111.708;210.39137308039747,187.03455284552845,188.70528455284554
111.817;210.58921348314607,186.95505617977528,188.24539325842696
111.918;209.8344579397211,186.6497975708502,187.72357174988753
112.036;209.8238063214526,186.78524994395875,187.53037435552568
112.171;210.0392464678179,186.29603050011212,187.76631531733574
112.278;210.07433348395844,186.40894713059197,187.79258924536828
112.411;209.83011583011583,186.24892119009766,187.54826254826256
112.517;209.40086304792186,186.16511469452647,187.23143311378607
112.618;209.61331828442437,185.98126410835215,187.23182844243792
112.718;210.5848367207125,187.31651061886276,188.77940168988354
112.854;210.09874888293118,186.88404825737265,188.10902591599643
112.956;210.77842828191848,187.38279666741724,188.79666741724836
113.056;210.65422262690643,187.33985886637834,188.74391076712953
113.124;210.12559295233794,186.71786763044952,187.877569460131
113.231;210.13879408418657,186.33242320819113,187.9551763367463
113.389;210.0577319587629,186.25750286368844,188.0462772050401
113.527;210.34886908841673,186.58122001370802,188.2426319396847
113.661;210.15458058649693,186.4394180495567,187.93293930438736
113.795;209.9745512383549,186.23517382413087,187.86525789593273
113.894;210.0882686634899,186.5872475606989,187.72135239391878
114;210.6034052213394,187.22792281498297,188.95505107832008
114.13;209.8607134742104,186.47171097477846,187.501931379232
114.231;209.46331613192731,185.9647745120036,187.31231770249047
114.332;209.82882882882882,185.98626126126126,187.51036036036035
114.434;209.63974591651544,185.67672413793105,187.0796279491833
114.539;210.2315170698621,186.43386841510286,187.9536513678499
114.654;210.45150350440878,186.47252995704272,187.92064209812344
