time;interpolated Pixel rightCheek
29.164;190.49479019701846,170.9611875898911,169.67429034541013
29.194;190.4188361658108,170.84709566601035,169.6507358834252
29.224;189.90569195378734,170.3581531991662,169.36826259726777
29.254;189.46114216452102,169.90624118414985,169.07581485206882
29.284;189.24197405002832,169.57600065371048,168.75059388430492
29.314;189.0228059355356,169.2457601232711,168.42537291654102
29.344;188.80363782104288,168.91551959283174,168.10015194877712
29.374;188.5312500983514,168.73219266926878,167.83891451187478
29.404;188.2506747436293,168.5714678390714,167.58752069510496
29.434;187.97009938890724,168.41074300887405,167.33612687833516
29.464;187.9085859957341,168.4371100873838,167.3172405176472
29.494;188.13353824458642,168.70813581574123,167.6024023687586
29.524;188.35849049343878,168.9791615440987,167.88756421987
29.554;188.58894510967036,169.25402721831833,168.17422178540318
29.584;188.9789683798999,169.64025132253985,168.50425506916812
29.614;189.36899165012943,170.0264754267614,168.83428835293307
29.644;189.75901492035896,170.41269953098293,169.16432163669805
29.674;189.33815398808952,170.03333165708912,168.82228670459625
29.704;188.5118509545706,169.2711677941376,168.14421766456107
29.734;187.6855479210517,168.50900393118607,167.46614862452589
29.764;187.34299792998442,168.15812732989167,167.13867245679714
29.794;188.129205037971,168.76692100579726,167.62924632445007
29.824;188.91541214595753,169.37571468170285,168.119820192103
29.854;189.70161925394407,169.9845083576084,168.6103940597559
29.884;190.14822115285915,170.40318383813718,169.0968674425445
29.914;190.57056553684052,170.80827944756763,169.58304793355705
29.944;190.99290992082192,171.21337505699805,170.06922842456964
29.974;191.0193721492299,171.2765527416698,170.1391629514844
30.004;190.69943749151122,171.04055224217777,169.8448822598136
30.034;190.37950283379251,170.8045517426857,169.55060156814278
30.064;190.0595681760738,170.56855124319364,169.256320876472
30.094;189.7273959837919,170.3129052510756,168.95520830203796
30.124;189.28508598044087,169.88044982532364,168.59260878273497
30.154;188.84277597708987,169.44799439957168,168.23000926343198
30.184;189.53678234333233,170.1383259491775,168.99670267885213
30.214;190.3119541645458,170.90885656845168,169.84405987532392
30.244;190.769636148526,171.29094058659533,170.24131167276119
30.274;191.0912510594062,171.5065474899687,170.4456611563265
30.304;191.41286597028645,171.7221543933421,170.65001063989183
30.334;191.36279004623438,171.63865263437702,170.53733151812298
30.364;190.44543550734025,170.85723066328893,169.6849189839077
30.394;189.52808096844612,170.07580869220084,168.8325064496924
30.424;189.89661088621952,170.41849084715244,169.17874468173224
30.454;190.26514080399292,170.76117300210404,169.52498291377205
30.484;190.63367072176632,171.10385515705565,169.8712211458119
30.514;190.55922225683526,171.0390219862022,169.81063705218165
30.544;190.18945487010123,170.7025119314787,169.47883807477137
30.574;189.8196874833672,170.3660018767552,169.1470390973611
30.604;189.44992009663318,170.02949182203173,168.81524011995083
30.634;189.16255757051863,169.76972215145582,168.5609999240458
30.664;189.61683878997965,170.2006159382082,169.00478876168785
30.694;190.07112000944068,170.63150972496052,169.44857759932992
30.724;190.5254012289017,171.0624035117129,169.89236643697197
30.754;190.56632955713093,171.08302888415446,169.91486448137843
30.784;190.43010664626087,170.9278249361771,169.75680932868394
30.814;190.29388373539078,170.77262098819978,169.59875417598943
30.844;190.1576608245207,170.61741704022242,169.4406990232949
30.874;190.02143791365063,170.4622130922451,169.2826438706004
30.904;189.88521500278054,170.30700914426774,169.1245887179059
30.934;189.74899209191045,170.1518051962904,168.9665335652114
30.964;189.6127691810404,169.99660124831306,168.80847841251688
30.994;189.4765462701703,169.84139730033573,168.65042325982236
31.024;189.34032335930024,169.68619335235837,168.49236810712785
31.054;189.20410044843015,169.53098940438105,168.33431295443336
31.084;189.06787753756007,169.3757854564037,168.17625780173884
31.114;188.93165462669,169.22058150842636,168.01820264904433
31.144;188.79543171581992,169.065377560449,167.8601474963498
31.174;188.65920880494983,168.91017361247168,167.70209234365532
31.204;188.52298589407977,168.75496966449433,167.5440371909608
31.234;188.38676298320968,168.599765716517,167.3859820382663
31.264;188.64567711141973,168.9195632986229,167.7589232448299
31.294;188.90459123962978,169.2393608807288,168.13186445139354
31.324;189.16350536783983,169.55915846283472,168.50480565795715
31.354;189.42241949604988,169.87895604494062,168.8777468645208
31.384;189.56650119542633,170.0533511129005,169.0553537470284
31.414;189.5793458332786,170.06157187897915,169.00972140204345
31.444;189.5921904711309,170.06979264505784,168.96408905705852
31.474;189.60503510898317,170.0780134111365,168.91845671207355
31.504;189.61787974683546,170.0862341772152,168.8728243670886
31.534;189.6771685146742,170.10240263242585,168.98943764325733
31.564;189.73645728251296,170.1185710876365,169.10605091942602
31.594;189.79574605035174,170.13473954284714,169.22266419559475
31.624;190.1003263930038,170.43639000855003,169.51981014513962
31.654;190.5469176473899,170.903319532959,169.92147501084963
31.684;190.99350890177598,171.37024905736794,170.32313987655968
31.714;191.39503889000449,171.7824002251254,170.67413504789454
31.744;191.39101748281453,171.7015461830196,170.5691029698529
31.774;191.3869960756246,171.62069214091375,170.4640708918113
31.804;191.38297466843466,171.5398380988079,170.35903881376967
31.834;191.3789532612447,171.4589840567021,170.25400673572804
31.864;191.37493185405478,171.37813001459625,170.14897465768644
31.894;191.50442593144584,171.55421295036842,170.32452180591406
31.924;191.7674354934179,171.9872328640186,170.78064818041096
31.954;192.03044505539,172.4202527776688,171.23677455490787
31.984;192.29345461736207,172.85327269131898,171.69290092940477
32.014;192.49888194589388,172.91688281492625,171.75550739699452
32.044;192.7043092744257,172.98049293853353,171.81811386458426
32.074;192.9097366029575,173.0441030621408,171.88072033217404
32.104;192.94870837160352,173.0745075751635,171.96699423735794
32.134;192.8913111318946,173.0856877873214,172.0669703432542
32.164;192.8339138921857,173.09686799947934,172.16694644915052
32.194;192.76502701109715,173.08907421440026,172.2055448178164
32.224;192.6583884511897,173.01893729554232,172.0424734784395
32.254;192.55174989128227,172.94880037668437,171.8794021390626
32.284;192.44511133137482,172.87866345782643,171.7163307996857
32.314;192.3384727714674,172.8085265389685,171.55325946030877
32.344;192.23183421155994,172.73838962011058,171.39018812093187
32.374;192.0724254235726,172.55496314882313,171.22168428667948
32.404;191.89040082355103,172.32298401220876,171.0508522403376
32.434;191.70837622352946,172.09100487559442,170.88002019399573
32.464;191.51848636187012,171.8777131064213,170.71704700806242
32.494;191.31501104829098,171.69669951737401,170.56764821738028
32.524;191.11153573471182,171.51568592832672,170.41824942669817
32.554;190.9080604211327,171.33467233927942,170.26885063601603
32.584;190.70458510755356,171.15365875023213,170.1194518453339
32.614;190.75669048493913,171.13470171073294,170.03405203639215
32.644;190.82705162596505,171.12732013905864,169.95322358328903
32.674;190.89741276699095,171.1199385673843,169.87239513018588
32.704;191.14772163039262,171.3102768825696,170.03409825139877
32.734;191.7088492869888,171.84213136596702,170.61471954643022
32.764;192.269976943585,172.3739858493644,171.1953408414617
32.794;192.83110460018116,172.9058403327618,171.77596213649318
32.824;193.39223225677733,173.4376948161592,172.35658343152465
32.854;193.10354011281675,173.2238264342762,172.16993976623812
32.884;192.68410646107822,172.8952314577346,171.86525533782574
32.914;192.26467280933966,172.56663648119306,171.56057090941337
32.944;192.27859955642126,172.5966885392868,171.60671146284068
32.974;192.94256690173307,173.16471114933344,172.17908948902755
33.004;193.60653424704486,173.7327337593801,172.75146751521442
33.034;194.27050159235668,174.30075636942675,173.32384554140128
33.064;194.05354880993153,174.08745039886796,173.16084165980502
33.094;193.83659602750635,173.8741444283092,172.99783777820878
33.124;193.6196432450812,173.6608384577504,172.8348338966125
33.154;193.402690462656,173.44753248719164,172.67183001501624
33.184;193.35231887447202,173.43070253860495,172.59000378258645
33.214;193.447705831249,173.58578910924385,172.57920799317725
33.244;193.543092788026,173.74087567988278,172.56841220376808
33.274;193.5220988997435,173.78810325422933,172.46477711959858
33.304;192.91920078616334,173.29603584711407,171.89694556162758
33.334;192.3163026725832,172.8039684399988,171.32911400365657
33.364;191.71340455900304,172.31190103288355,170.76128244568557
33.394;191.69211620063697,172.3196509750125,170.81086937385712
33.424;191.81623028107444,172.4523552544525,171.0148109235643
33.454;191.94034436151188,172.5850595338925,171.21875247327154
33.484;191.93042291498315,172.59616025735718,171.23953144753352
33.514;191.7673180090645,172.46828548827867,171.05098176414384
33.544;191.60421310314584,172.34041071920015,170.86243208075416
33.574;191.4675621724425,172.23050211172605,170.70060788344037
33.604;191.70126689475373,172.372119766714,170.91294049118895
33.634;191.93497161706495,172.51373742170196,171.12527309893753
33.664;192.16867633937616,172.65535507668991,171.3376057066861
33.694;192.29226279009472,172.71472802030212,171.42918297991153
33.724;192.15890660709704,172.58219663737094,171.2389978059163
33.754;192.02555042409935,172.44966525443974,171.0488126319211
33.784;191.89219424110166,172.31713387150856,170.85862745792588
33.814;191.75883805810398,172.18460248857735,170.6684422839307
33.844;192.2832311027449,172.71769077477248,171.24887970731666
33.874;192.90881633625332,173.35318208698703,171.94787445337667
33.904;193.53440156976174,173.9886733992016,172.64686919943668
33.934;193.86636614485394,174.30962698736118,172.99009901308725
33.964;193.90471006152993,174.31604285146588,172.97756389432837
33.994;193.9430539782059,174.32245871557055,172.9650287755695
34.024;193.94676118695617,174.29052174509687,172.91427488688834
34.054;193.72532979418915,174.00929134986382,172.6150989937124
34.084;193.50389840142213,173.72806095463076,172.31592310053645
34.114;193.28246700865515,173.4468305593977,172.0167472073605
34.144;193.4032208563347,173.5813230338555,172.16286825855212
34.174;193.60952101412593,173.81974622573603,172.4203135458356
34.204;193.81582117191718,174.0581694176165,172.6777588331191
34.234;194.0221213297084,174.29659260949703,172.93520412040257
34.264;194.1346071875249,174.44019357731707,173.09880786404963
34.294;194.028193012067,174.36254268899606,173.0434480058783
34.324;193.9217788366091,174.284891800675,172.98808814770697
34.354;193.64547907843095,174.0063247443636,172.70634187189367
34.384;193.36917932025278,173.72775768805218,172.4245955960804
34.414;193.09287956207464,173.44919063174078,172.1428493202671
34.444;193.20290676063456,173.5834441024726,172.23624604130424
34.474;193.53659693414812,173.9566989309663,172.54683081314957
34.504;193.87028710766165,174.32995375945998,172.85741558499487
34.534;194.20397728117518,174.70320858795367,173.1680003568402
34.564;194.4781559246925,175.00931479747473,173.42151467565859
34.594;194.36550962323412,174.87895498367374,173.304071049802
34.624;194.25286332177575,174.74859516987274,173.1866274239454
34.654;194.14021702031738,174.61823535607178,173.06918379808883
34.684;194.02757071885904,174.48787554227079,172.95174017223223
34.714;194.18778514661457,174.6229209970826,173.15363489756263
34.744;194.48442993897703,174.89066908620077,173.5151987984865
34.774;194.7107740319705,175.0940048647769,173.77437275752675
34.804;194.74379120169914,175.12020678936227,173.751974376387
34.834;194.77680837142776,175.14640871394766,173.72957599524727
34.864;194.8098255411564,175.17261063853303,173.70717761410756
34.894;194.66138740586456,175.0571049993202,173.6062235712082
34.924;194.49278757001488,174.92585407524086,173.49654112144668
34.954;194.32418773416518,174.79460315116154,173.38685867168516
34.984;194.1555878983155,174.66335222708219,173.27717622192364
35.014;193.98698806246583,174.53210130300286,173.1674937721621
35.044;194.06829067333132,174.6216862331659,173.2520635117873
35.074;194.2256505505884,174.77848207548962,173.39575348296495
35.104;194.38301042784548,174.93527791781338,173.53944345414263
35.134;194.54037030510256,175.0920737601371,173.6831334253203
35.164;194.69773018235963,175.24886960246084,173.82682339649799
35.194;194.8550900596167,175.40566544478457,173.97051336767564
35.224;195.0124499368738,175.56246128710833,174.11420333885332
35.254;195.16980981413084,175.71925712943207,174.257893310031
35.284;195.23002661503148,175.76412088882736,174.3117581400374
35.314;195.28689365467844,175.80512492122512,174.36252555138276
35.344;195.3437606943254,175.84612895362287,174.41329296272812
35.374;195.40062773397236,175.88713298602062,174.46406037407345
35.404;195.62531265990145,176.06168384010536,174.70728636074946
35.434;196.10172441525378,176.43655492672056,175.2392002104215
35.464;196.57813617060611,176.81142601333576,175.7711140600935
35.494;197.05454792595845,177.186297099951,176.30302790976555
35.524;197.53095968131078,177.5611681865662,176.83494175943756
35.554;197.33531958118695,177.47248561278582,176.65691283768427
35.584;197.11650527915018,177.36781843002632,176.45440313070944
35.614;196.89769097711337,177.2631512472668,176.25189342373457
35.644;196.67887667507657,177.15848406450726,176.04938371675973
35.674;196.46006237303976,177.05381688174774,175.8468740097849
35.704;196.31988677503483,176.95614976363711,175.68792332031228
35.734;196.2695839816377,176.86648271941098,175.5787543651279
35.764;196.21928118824056,176.77681567518482,175.46958540994356
35.794;196.16897839484344,176.68714863095866,175.36041645475922
35.824;196.1186756014463,176.59748158673253,175.25124749957484
35.854;196.0683728080492,176.50781454250637,175.1420785443905
35.884;196.01807001465207,176.41814749828023,175.03290958920616
35.914;195.96776722125495,176.32848045405407,174.92374063402178
35.944;196.00353681825422,176.3445989281405,175.0008449009188
35.974;196.09668800885112,176.43124108110192,175.20213131587002
36.004;196.18983919944802,176.51788323406336,175.40341773082125
36.034;196.23135171600234,176.56114353991012,175.54675326478602
36.064;195.54992279596087,175.99705798615108,174.87877646494027
36.094;194.8684938759194,175.43297243239206,174.2107996650945
36.124;194.18706495587793,174.86888687863302,173.54282286524872
36.154;193.50563603583646,174.304801324874,172.87484606540298
36.184;193.20070072695074,174.02344445518725,172.53716280019822
36.214;193.32604383081448,174.06520608158303,172.5769578602975
36.244;193.4513869346782,174.10696770797884,172.6167529203968
36.274;193.5767300385419,174.14872933437465,172.6565479804961
36.304;193.70207314240565,174.19049096077043,172.6963430405954
36.334;193.61688754091008,174.11347396109196,172.63229303021876
36.364;193.46762798560954,174.00030694478218,172.53663799839293
36.394;193.31836843030896,173.88713992847238,172.44098296656708
36.424;193.16910887500842,173.7739729121626,172.34532793474125
36.454;193.05440342203835,173.6707446268704,172.2727380108429
36.484;193.0347217504771,173.59484785187658,172.263577133745
36.514;193.0150400789159,173.51895107688273,172.25441625664712
36.544;192.99535840735467,173.4430543018889,172.24525537954923
36.574;192.97567673579343,173.36715752689508,172.23609450245132
36.604;192.73580475117012,173.1284901939521,171.97443842387867
36.634;192.4408851882813,172.84913022152185,171.64965854493732
36.664;192.14596562539248,172.56977024909162,171.32487866599595
36.694;192.05560949219225,172.4983496041035,171.19920876998452
36.724;192.63739034225458,173.1101581778539,171.7277573893143
36.754;193.2191711923169,173.72196675160427,172.25630600864403
36.784;193.80095204237924,174.33377532535465,172.7848546279738
36.814;194.38273289244157,174.94558389910506,173.31340324730354
36.844;194.49893759392512,175.0764958236946,173.4337241049418
36.874;194.30475819635615,174.88680998217689,173.28189312145238
36.904;194.1105787987872,174.69712414065918,173.13006213796294
36.934;193.91639940121823,174.50743829914148,172.97823115447352
36.964;193.72222000364928,174.31775245762378,172.8264001709841
36.994;193.5280406060803,174.1280666161061,172.67456918749465
37.024;193.33386120851134,173.9383807745884,172.52273820400524
37.054;193.1396818109424,173.7486949330707,172.37090722051582
37.084;192.94550241337342,173.559009091553,172.21907623702637
37.114;192.75132301580445,173.3693232500353,172.06724525353695
37.144;193.20016190744832,173.8125438730102,172.53045236054925
37.174;193.67117384354776,174.27758885682965,173.01486767757882
37.204;194.14218577964724,174.74263384064912,173.4992829946084
37.234;194.6131977157467,175.2076788244686,173.98369831163797
37.264;195.08420965184615,175.67272380828805,174.46811362866754
37.294;195.55522158794562,176.13776879210752,174.9525289456971
37.324;194.94975255857275,175.5801915624849,174.35673295579457
37.354;194.30716349590773,174.98735149791602,173.72368830013573
37.384;193.6645744332427,174.39451143334713,173.09064364447687
37.414;193.02198537057768,173.80167136877824,172.45759898881803
37.444;192.37939630791266,173.20883130420935,171.8245543331592
37.474;191.98129645510753,172.8215379864264,171.4218085099854
37.504;192.00549614660585,172.78927995854636,171.41685157928572
37.534;192.02969583810417,172.75702193066635,171.41189464858607
37.564;192.0538955296025,172.72476390278632,171.4069377178864
37.594;192.07809522110082,172.69250587490632,171.40198078718674
37.624;192.10229491259915,172.66024784702628,171.39702385648707
37.654;192.12649460409747,172.62798981914628,171.39206692578742
37.684;192.1506942955958,172.59573179126625,171.38710999508774
37.714;192.17489398709412,172.56347376338624,171.3821530643881
37.744;192.19909367859245,172.5312157355062,171.37719613368841
37.774;192.09012818707896,172.44688562684237,171.29782512234215
37.804;191.97165089677893,172.35883608383685,171.2131388195211
37.834;191.85317360647892,172.2707865408313,171.12845251670007
37.864;191.73469631617888,172.18273699782577,171.04376621387902
37.894;191.61621902587885,172.09468745482022,170.95907991105798
37.924;191.6013041654363,172.10260532685282,170.95300877391662
37.954;191.76526986565665,172.27628509758765,171.08272746840376
37.984;191.92923556587704,172.44996486832247,171.2124461628909
38.014;192.0932012660974,172.6236446390573,171.342164857378
38.044;192.25716696631775,172.7973244097921,171.47188355186515
38.074;192.42113266653814,172.97100418052693,171.6016022463523
38.104;192.5850983667585,173.14468395126175,171.73132094083942
38.134;192.74125302112606,173.27812039769637,171.84720501127057
38.164;192.8928854910525,173.38825807743083,171.95507956251143
38.194;193.04451796097896,173.4983957571653,172.06295411375226
38.224;193.19615043090545,173.60853343689976,172.1708286649931
38.254;193.43790393043233,173.80218601035858,172.38708609762242
38.284;194.13026257796133,174.4134130524393,173.14525793719403
38.314;194.82262122549034,175.02464009452,173.90342977676565
38.344;195.5149798730193,175.6358671366007,174.66160161633726
38.374;195.16996410960923,175.334786491691,174.38934720937752
38.404;194.3062611407296,174.5775520032861,173.60187967915212
38.434;193.44255817184998,173.8203175148812,172.8144121489267
38.464;192.57885520297035,173.06308302647628,172.02694461870126
38.494;191.99693889173597,172.53980993994116,171.48402091472994
38.524;192.34089302705027,172.78526717383534,171.74459835416482
38.554;192.68484716236455,173.0307244077295,172.0051757935997
38.584;193.02880129767885,173.27618164162368,172.2657532330346
38.614;193.37275543299316,173.52163887551782,172.52633067246947
38.644;193.71670956830746,173.767096109412,172.78690811190435
38.674;193.57119190734306,173.6536585511382,172.70124584787152
38.704;193.1809383482393,173.36077359678043,172.4424637321048
38.734;192.7906847891355,173.06788864242267,172.1836816163381
38.764;192.48379819137506,172.83907318078073,171.9866178169951
38.794;192.92721424570445,173.18688315358122,172.34501886546545
38.824;193.37063030003384,173.5346931263817,172.70341991393582
38.854;193.8140463543632,173.88250309918217,173.0618209624062
38.884;193.72199815997294,173.79564611892886,172.91863329118848
38.914;193.435235693321,173.55072842847414,172.5930497219024
38.944;193.14847322666904,173.30581073801946,172.2674661526163
38.974;192.8617107600171,173.06089304756475,171.94188258333023
39.004;192.58628483957452,172.82886885591174,171.6326892241116
39.034;192.63961875920361,172.97075612950758,171.79881195684933
39.064;192.6929526788327,173.11264340310342,171.96493468958707
39.094;192.7462865984618,173.25453067669926,172.1310574223248
39.124;192.7996205180909,173.3964179502951,172.29718015506253
39.154;192.75247678226697,173.3598698898628,172.28686024028306
39.184;192.53178073247872,173.01511534338192,171.97177575251936
39.214;192.3110846826905,172.670360796901,171.65669126475566
39.244;192.09038863290226,172.32560625042012,171.34160677699197
39.274;191.86969258311402,171.98085170393924,171.02652228922827
39.304;192.51586092838372,172.64674583995705,171.7304179178984
39.334;193.33540215266498,173.5147697124746,172.63810956985523
39.364;194.15494337694628,174.38279358499213,173.5458012218121
39.394;194.52508717327387,174.78272868557946,173.95060477244095
39.424;194.11899904859055,174.37414681646922,173.48678342077602
39.454;193.71291092390723,173.96556494735896,173.0229620691111
39.484;193.3068227992239,173.55698307824872,172.55914071744616
39.514;192.9007346745406,173.14840120913848,172.09531936578122
39.544;193.58256301096668,173.83052283255907,172.83620456947537
39.574;194.7306412592968,174.98008880992145,174.0933925826091
39.604;195.87871950762687,176.12965478728384,175.35058059574285
39.634;196.96509511915733,177.21768631451803,176.54067168111243
39.664;196.26209426349715,176.52121878803413,175.78495186132068
39.694;195.55909340783697,175.82475126155026,175.02923204152896
39.724;194.8560925521768,175.12828373506636,174.27351222173723
39.754;194.1530916965166,174.43181620858246,173.51779240194548
39.784;194.03727166003952,174.32699124707736,173.3918990294912
39.814;194.43523484034762,174.73985352992872,173.81710379845717
39.844;194.83319802065571,175.15271581278006,174.24230856742315
39.874;195.2311612009638,175.56557809563142,174.66751333638913
39.904;195.53670692859137,175.87907087832596,174.9876622634997
39.934;195.01049558209382,175.2982381596092,174.36230861391144
39.964;194.4842842355963,174.71740544089246,173.73695496432322
39.994;193.95807288909876,174.1365727221757,173.11160131473497
40.024;193.43186154260124,173.555740003459,172.48624766514672
40.054;193.6506695947057,173.78712963265414,172.74299225395072
40.084;194.0557324964607,174.22157484882726,173.22026140235275
40.114;194.46079539821568,174.6560200650004,173.69753055075475
40.144;194.86585829997068,175.09046528117352,174.17479969915678
40.174;195.07361591037935,175.3368590693027,174.45642343190792
40.204;194.4921523554028,174.831047145256,173.95546550205555
40.234;193.91068880042624,174.3252352212093,173.45450757220314
40.264;193.32922524544972,173.81942329716261,172.95354964235074
40.294;193.1402909100157,173.60088508251712,172.71777682655923
40.324;193.09409447259716,173.48681003492663,172.57843496133535
40.354;193.0478980351786,173.37273498733617,172.43909309611143
40.384;193.00170159776007,173.25865993974568,172.29975123088755
40.414;192.86310960227553,173.0794201244428,172.11057333102738
40.444;192.47042982210957,172.7209771979309,171.78434633591746
40.474;192.07775004194357,172.36253427141895,171.45811934080754
40.504;191.68507026177758,172.00409134490704,171.13189234569762
40.534;191.89116604858214,172.16328178921185,171.3087574220586
40.564;192.35387993551691,172.54431510672384,171.7012333861928
40.594;192.8165938224517,172.92534842423586,172.093709350327
40.624;193.19430080073982,173.23076497958675,172.4043921982898
40.654;193.01946287282482,173.04467258089045,172.18341979113845
40.684;192.8446249449098,172.85858018219412,171.9624473839871
40.714;192.6697870169948,172.67248778349781,171.74147497683575
40.744;192.4949490890798,172.4863953848015,171.5205025696844
40.774;192.19677277010058,172.23299106264872,171.1937005360715
40.804;191.73730778588353,171.89156345597593,170.72850591400896
40.834;191.27784280166648,171.55013584930313,170.2633112919464
40.864;190.81837781744943,171.20870824263034,169.79811666988385
40.894;190.35891283323238,170.86728063595754,169.33292204782128
40.924;190.9340095195903,171.34395658202638,169.93269900481627
40.954;191.58300346813212,171.87906849614816,170.60854536031536
40.984;192.23199741667398,172.41418041026998,171.28439171581445
41.014;192.45759480888793,172.57811754335395,171.5586561096044
41.044;192.40092783021666,172.4946048224127,171.56519919558832
41.074;192.34426085154539,172.41109210147147,171.5717422815722
41.104;192.31298521454653,172.37105350111693,171.5693187351319
41.134;192.36513827161423,172.47385843983295,171.53743339644063
41.164;192.41729132868193,172.57666337854897,171.50554805774937
41.194;192.46944438574963,172.679468317265,171.47366271905807
41.224;192.52159744281732,172.782273255981,171.4417773803668
41.254;192.797286050026,173.01927397488052,171.71631145172762
41.284;193.14100721597325,173.29711688774887,172.08410360440863
41.314;193.48472838192046,173.57495980061725,172.45189575708963
41.344;193.8284495478677,173.85280271348563,172.81968790977066
41.374;194.17217071381495,174.130645626354,173.18748006245167
41.404;194.4148107836022,174.32121690155117,173.4554059480964
41.434;194.15204537258953,174.07542998839233,173.22400049855975
41.464;193.88927996157682,173.8296430752335,172.99259504902307
41.494;193.62651455056414,173.58385616207465,172.7611895994864
41.524;193.28832740030228,173.3472430257996,172.4743497866816
41.554;192.89246480237932,173.11764513067098,172.14511899020118
41.584;192.49660220445634,172.88804723554236,171.81588819372075
41.614;192.33952097099686,172.83180680897908,171.6795027733553
41.644;192.96700707791746,173.34516949341622,172.1767521602247
41.674;193.59449318483803,173.85853217785333,172.67400154709415
41.704;194.22197929175863,174.37189486229047,173.17125093396356
41.734;194.32090505932385,174.44434939140802,173.2614807553325
41.764;194.11382220936758,174.26154130428796,173.1160676703591
41.794;193.9067393594113,174.07873321716787,172.97065458538566
41.824;193.699656509455,173.89592513004777,172.82524150041223
41.854;193.49257365949873,173.71311704292768,172.6798284154388
41.884;193.28549080954244,173.53030895580758,172.53441533046538
41.914;193.37792510989442,173.62622746430966,172.55660768883453
41.944;193.4703594102464,173.72214597281175,172.57880004720369
41.974;193.56279371059838,173.81806448131383,172.60099240557284
42.004;193.5925969075085,173.83703492694647,172.5589567751463
42.034;193.3718756906511,173.54821312110144,172.260009189537
42.064;193.15115447379372,173.25939131525644,171.96106160392765
42.094;192.9304332569363,172.9705695094114,171.66211401831833
42.124;192.70971204007893,172.6817477035664,171.36316643270902
42.154;193.10108908630332,173.12308838990367,171.89418319772582
42.184;193.67875690824823,173.78665244342687,172.67779780858535
42.214;194.25642473019315,174.45021649695008,173.4614124194449
42.244;194.83409255213806,175.11378055047325,174.24502703030444
42.274;195.17173614258084,175.50250309098772,174.71119771311203
42.304;194.94932319285198,175.2499287678151,174.43666589713177
42.334;194.7269102431231,174.99735444464253,174.16213408115152
42.364;194.50449729339422,174.74478012146992,173.88760226517127
42.394;194.28208434366533,174.4922057982973,173.613070449191
42.424;194.15441017450195,174.34486674698024,173.44002115562094
42.454;194.15062517992416,174.3351430511665,173.3996797759719
42.484;194.14684018534638,174.32541935535278,173.35933839632284
42.514;194.14305519076862,174.31569565953907,173.31899701667376
42.544;194.13927019619084,174.30597196372534,173.2786556370247
42.574;193.79910605720005,174.05114722473152,172.97641197004882
42.604;193.44734263736746,173.78787072562804,172.6651371897168
42.634;193.09557921753486,173.52459422652456,172.35386240938482
42.664;192.72442305550493,173.19730403010433,172.01092248201795
42.694;192.33843714944172,172.82106218279483,171.64376803044794
42.724;191.9524512433785,172.44482033548536,171.27661357887794
42.754;191.65616395456684,172.15815308390847,170.98974233403032
42.784;191.8083697520128,172.3193588109947,171.10428712279457
42.814;191.96057554945872,172.48056453808087,171.21883191155882
42.844;192.11278134690468,172.64177026516708,171.33337670032307
42.874;192.21445679796102,172.6732125851156,171.35790807767864
42.904;192.30349966241997,172.6722140532797,171.359936102182
42.934;192.39254252687888,172.67121552144383,171.36196412668536
42.964;192.480129944037,172.6898375852836,171.38351577712442
42.994;192.56044012469098,172.8065626275018,171.50268555724173
43.024;192.64075030534497,172.92328766971997,171.62185533735905
43.054;192.72106048599895,173.04001271193815,171.7410251174764
43.084;192.80137066665293,173.15673775415632,171.86019489759371
43.114;192.85373310986787,173.22739378883267,171.98128403832357
43.144;192.87814781564376,173.25198081596716,172.10429253966595
43.174;192.90256252141964,173.27656784310167,172.22730104100836
43.204;192.9243614452059,173.29658976486257,172.33644287140928
43.234;192.9226183310857,173.27552573826134,172.320784663337
43.264;192.92087521696547,173.2544617116601,172.30512645526474
43.294;192.91913210284525,173.23339768505883,172.28946824719247
43.324;192.56981230078094,172.92950920536185,171.90386418189965
43.354;192.0715310610263,172.5044102457667,171.35971189208377
43.384;191.57324982127165,172.07931128617153,170.81555960226785
43.414;191.2454823621295,171.80132965801926,170.44633505664632
43.444;191.5997700254373,172.11181735563852,170.7768214878022
43.474;191.95405768874508,172.4223050532578,171.10730791895813
43.504;192.30834535205287,172.73279275087705,171.43779435011405
43.534;192.66263301536065,173.0432804484963,171.76828078126994
43.564;192.97802884551686,173.39621474759923,172.06461280752987
43.594;193.27090835121692,173.77372339492956,172.34117123095533
43.624;193.56378785691697,174.1512320422599,172.61772965438075
43.654;193.856667362617,174.52874068959022,172.89428807780618
43.684;194.01549158176186,174.7272905614976,173.04643597730941
43.714;193.73384843079674,174.33783302844373,172.78980644106835
43.744;193.45220527983165,173.94837549538985,172.53317690482726
43.774;193.17056212886655,173.55891796233598,172.2765473685862
43.804;193.1224107332322,173.5531399130663,172.336363049753
43.834;193.11018114611022,173.60638947668647,172.44486261052103
43.864;193.09795155898829,173.65963904030667,172.55336217128905
43.894;193.0744271015448,173.66107407931824,172.5648899271377
43.924;193.04101963257,173.61717140929727,172.49156735368186
43.954;193.00761216359518,173.5732687392763,172.41824478022602
43.984;192.97420469462037,173.52936606925533,172.34492220677018
44.014;192.97017037519922,173.51399213789608,172.3034831068469
44.044;193.37736014952927,173.89802054780085,172.7084126363794
44.074;193.78454992385932,174.2820489577056,173.11334216591192
44.104;194.19173969818934,174.66607736761034,173.51827169544444
44.134;194.5989294725194,175.05010577751509,173.92320122497694
44.164;194.59312252219587,175.0775686286647,173.96067279240023
