time;Pixel rightCheek
0;170.19491046182847,166.41828463713478,168.088972667295
0.436;171.1570400442886,167.6170880236206,168.96438457279942
0.569;173.5112795857988,169.9833579881657,171.23243343195267
0.67;172.37948624521772,168.78101657861177,170.03552559664783
0.807;173.42749387139355,170.11427493871395,171.45464831227608
0.912;160.95136894505075,157.4340417384645,158.47865211564235
1.015;164.56896220985996,161.17437176290045,162.2641473239977
1.116;163.00941764366712,159.3313472996348,160.46108014606958
1.217;159.99319342030628,156.3681225184345,157.352051427491
1.317;163.95397408625024,160.28369754399534,161.29433378456778
1.451;157.42491049557188,153.85961937064255,155.07348784624082
1.584;164.91006842619745,161.03890518084066,162.39217986314762
1.686;168.31826671647366,164.59861785580875,165.82517743742997
1.79;167.80687336570787,163.86963018304073,164.99178184534927
1.856;163.95774904389,160.02203605900564,161.3418320888727
1.96;171.06049562682216,166.98086734693877,168.41545189504373
2.062;168.75313659657184,165.06538257642694,166.3574836543559
2.162;169.04145818441745,165.29485346676196,166.41744102930664
2.235;169.32052650302384,165.66969050160085,166.91657773034507
2.369;167.80325523162224,163.71847612233947,164.9674476837775
2.503;169.04032687866408,165.00461893764435,166.31586427429383
2.603;172.36342715524873,168.46132058771465,169.7068507700478
2.704;176.93757780544195,172.88422550240085,174.49475369020095
2.805;173.5791251778094,169.6283783783784,171.02578236130867
2.957;179.87782156933,175.66499462558224,177.5198853457542
3.059;178.694843914416,174.85215713784638,176.32111539810592
3.16;172.100730968087,168.2100196113389,169.4893920484935
3.262;169.20553499030495,165.48951172219284,166.6929314295787
3.369;169.79786675992307,165.84612694527016,167.00174855744012
3.502;167.9611977321049,164.19347980155916,165.27055279943303
3.606;169.26518466654997,165.19639418869247,166.38981270785928
3.744;171.12587412587413,166.9624125874126,168.3325174825175
3.881;171.63569810005228,167.62820289349835,169.2530939515426
3.986;174.76063458856345,170.85582287308227,172.06328451882845
4.12;172.4672812725958,168.36840202458424,169.69685466377442
4.191;171.37375886524822,167.42712765957447,169.0255319148936
4.326;173.61545504486358,169.87621314777513,170.67258743819812
4.47;171.81718497213734,167.85026065072802,169.13571813769548
4.571;170.40337947150817,166.58170052130146,168.27485169872372
4.639;170.79655109154282,166.73179233168227,168.2405063291139
4.74;168.96222455403986,165.10912906610704,166.56208464498076
4.886;167.37259699405803,163.39479203075848,164.91751135966445
4.987;169.33344984271233,165.39286962600488,166.87259699405803
5.088;169.6625,165.653125,167.27013888888888
5.189;171.05636299184687,167.00974831619993,168.52747252747253
5.29;170.5638596491228,166.66491228070174,168.2242105263158
5.395;168.1819302571328,164.39010214864388,165.64459316660796
5.563;166.90436918757678,163.10036848569925,164.58501491489736
5.663;170.26490765171505,166.102726473175,167.72471416007036
5.764;167.82161024381688,164.1264690405192,165.38870373618664
5.866;170.6952078928823,166.98273431994363,168.15204369274136
5.965;169.72868217054264,165.72709654686398,167.08421423537703
6.1;168.4678915135608,164.69798775153106,165.86754155730534
6.202;172.8941319867665,169.00679087584885,170.31081316385163
6.303;174.45361539795388,170.5982313161089,172.07196115831454
6.44;180.4253511357725,176.51638633604995,178.2977284550026
6.507;175.34114990446412,171.696195935383,173.14990446413063
6.624;173.75174825174824,169.7159090909091,171.1984265734266
6.727;173.1902097902098,169.143006993007,170.6694055944056
6.829;170.68009810791872,166.7845129642607,168.0791871058164
6.963;172.97539267015708,169.19912739965096,170.64938917975567
7.097;173.64078349073102,169.99755159146554,171.18817768450506
7.198;172.65331467552912,168.81843624278468,170.22214448137134
7.299;168.69904264577895,164.98607484769366,166.52497824194953
7.406;165.98998618784532,162.07026933701658,163.6971685082873
7.54;161.13863950276243,157.1571132596685,158.7196132596685
7.606;172.5050648658255,168.217878087791,169.77607961613649
7.707;175.2222801529371,171.2568647897115,172.89572471324297
7.852;180.11393514461,175.8601226993865,177.69780893952674
7.985;176.52527659574469,172.59165957446808,174.27353191489362
8.057;180.4517638588913,176.3959683225342,178.31713462922966
8.13;174.9031571479248,171.07573607662292,172.67364313586378
8.236;175.92958495920539,172.31376374600922,173.78467541681448
8.337;178.92773019271948,175.01249107780157,176.7473233404711
8.444;171.40598739495798,167.9452030812325,169.3032212885154
8.544;176.89412897016362,172.87988450433107,174.520885466795
8.644;185.3690521507423,181.72763608679102,183.56433193757138
8.748;177.62573543366864,173.69994306319984,175.44069083317518
8.851;184.82833736734315,168.27034071867436,169.8140011171104
8.986;184.3906015037594,167.7984962406015,166.2201127819549
9.121;172.50752728641325,167.3377869777945,168.648287542341
9.272;174.29805120366834,167.65552158960642,169.03209782193352
9.406;170.76429101707498,165.68541202672606,166.9355976243504
9.51;174.2362085308057,169.14464454976303,170.47601895734599
9.611;173.38217270194986,168.22116991643455,169.8003714020427
9.712;173.2761374187558,168.17715877437325,169.52943361188485
9.846;173.67834274952918,168.56610169491526,169.90433145009416
9.979;173.33358504814046,168.1855767415518,169.53181045875024
10.08;173.92843655589124,168.5753398791541,170.06061178247734
10.152;178.14448147422075,173.15742011370318,174.30092138796314
10.253;176.88661357603337,171.7472506636329,173.53109594235875
10.32;176.19247830279653,170.83587270973965,172.1807135969142
10.433;175.9025326170376,170.78722179585571,171.91864927091328
10.567;175.70171471641228,170.4759751271905,171.85585076314302
10.668;176.57653443113773,171.42215568862275,172.67776946107784
10.769;176.6333459787557,171.6608497723824,173.04116084977238
10.877;170.42027356192617,164.90706389357317,166.4052838673412
11.013;174.1790401567091,168.6250734573947,170.25739471106758
11.117;173.78295788442702,168.36160626836434,169.7279138099902
11.185;185.09643687064292,166.24070487993802,167.74051123160342
11.286;180.4556436391091,164.07719894299737,163.9873537183843
11.357;182.57844448691,165.84253774125742,164.08866806802982
11.457;185.9252785247791,166.58509412216674,165.31674990395697
11.593;189.0212765957447,170.057833655706,168.68336557059962
11.662;187.92734299516908,168.71787439613527,167.42338164251208
11.771;185.58901991107675,166.91610284167794,165.25555770346028
11.872;187.8684571652617,168.61282101548716,167.23740443050383
11.98;190.02494640420971,170.60222178912494,169.07795751315533
12.118;193.39708776072413,174.1658795749705,173.02656434474616
12.218;189.06453488372094,170.08953488372094,168.4858527131783
12.288;191.03291536050156,172.1073667711599,170.43064263322884
12.389;190.858934169279,171.53330721003135,169.98099529780563
12.456;191.4788649706458,172.29686888454012,171.0211350293542
12.556;191.23567377273616,171.95482104439662,170.63602581654607
12.691;192.85416666666666,173.58490566037736,172.66037735849056
12.76;193.69751381215468,174.36582478295185,172.72079715864245
12.862;191.01563721657544,171.91008600469115,170.5031274433151
12.961;192.31545865252406,173.19230013749754,171.73561186407386
13.073;191.6452563347083,172.48752700844628,171.0575525437046
13.207;191.08764311093566,171.750296091591,170.1750888274773
13.275;188.99397824397823,170.06429681429682,168.2816627816628
13.345;192.25734569118518,173.3991323210412,171.66850719779137
13.424;192.00355520442426,172.8040687339522,171.48508789255382
13.586;192.41205436281268,173.03880244238724,171.88497143982667
13.685;192.43472330475447,173.3591192517537,171.60561184723304
13.786;194.36313400434182,174.99092164989145,173.30076968620486
13.888;190.90444746552728,171.804233831812,170.48941542046998
14.023;193.62509834775767,174.68351691581432,173.18745082612116
14.124;192.97267105525634,173.82206263714343,172.16118092958308
14.191;188.90216970166603,170.07710189848896,167.99302595893064
14.291;192.252067743206,173.36825521859,171.34954706577392
14.392;194.266760904685,175.05068659127625,173.34571890145395
14.499;192.62354794250837,173.3453435715692,171.58239810986416
14.602;191.2218510512871,171.9288661819611,170.3692277461191
14.703;192.97103475829005,173.67039552536954,172.18357970435477
14.768;190.90332868247958,173.1259716962328,176.2609128961531
14.869;191.7891129821813,172.5292735461132,171.01331505776386
15.004;190.12451886066205,171.30581216320246,169.57448036951502
15.104;194.55262112787926,175.0162827640985,173.83657664813344
15.205;190.8621558743699,171.85672741372625,170.25630089181854
15.306;195.23820895522388,176.12776119402986,174.59422885572138
15.376;192.6581682682879,173.3390860953128,171.77230829574427
15.443;191.7224609375,172.771484375,171.380859375
15.546;192.2671875,173.1666015625,171.5833984375
15.681;192.59565302525945,173.6077932249853,172.46093597023693
15.781;188.76834279006064,169.82175699471728,168.54588143220505
15.882;189.37685691946834,170.27150117279123,169.1311571540266
15.982;188.8490895001937,169.78070515304145,168.23498643936458
16.052;189.09519136408244,170.4414131501472,168.63905789990187
16.12;188.57769080234834,169.29256360078278,167.7632093933464
16.269;189.95075534628214,170.8687463213655,169.36845203060625
16.371;189.88134270101483,171.10382513661202,169.4428181108509
16.473;188.134110787172,168.96326530612245,167.18561710398444
16.548;189.7727716013263,170.5006826604252,168.96625707041156
16.683;194.52452984464432,175.32195421095668,174.04129190515127
16.785;192.67151515151514,173.009898989899,171.99616161616163
16.886;192.31833701546495,172.83591082546695,171.77947378991766
17.052;192.8878391959799,173.61547738693469,172.45768844221107
17.186;190.101593625498,170.84262948207171,169.2097609561753
17.287;189.8528060714999,172.40463351308168,175.37367685240662
17.389;190.95952615992104,171.11865745310956,173.20217176702863
17.457;192.36173156750345,172.67088357382883,171.7141727614153
17.523;191.43704289385255,172.1854121367859,172.62067602292944
17.627;190.19359249853488,170.91072475092793,171.42058995897636
17.734;191.29561611374407,171.73400473933648,172.0989336492891
17.836;190.75080515297907,172.63486312399357,176.01207729468598
17.938;180.97518457752255,173.8504922067268,175.59290401968826
18.04;191.8838996763754,171.91545307443366,170.55258899676375
18.14;189.86717462932455,170.03809719934102,168.58340197693576
18.213;189.05745469522242,169.2757413509061,168.19254530477758
18.316;193.88127193888087,173.92525294239107,172.61965723724964
18.416;186.6246197525857,174.98519570066924,177.57635368079497
18.551;184.01630656339177,177.75866286180187,180.08846310640033
18.619;178.49384164222874,172.63695014662756,174.41309872922776
18.72;181.3166764648246,175.17832647462276,176.98628257887518
18.82;178.47556245151281,172.54499612102404,174.33301008533746
18.921;177.49495733126454,171.6233514352211,173.39255236617532
19.023;178.88311433614433,172.84330260835458,174.59560698176114
19.123;180.89544919576304,174.7681443703413,176.75912122400942
19.231;190.49457058242842,172.8558736426456,175.04758144126356
19.363;194.374479889043,174.4047949276798,173.33346542500496
19.465;191.24336973478938,171.54407176287052,170.9528081123245
19.539;189.97265023112482,170.22515408320493,169.09707241910633
19.678;192.32987267384917,172.6297747306562,171.82154750244857
19.779;190.42499043245311,170.72541140451588,169.56008419441255
19.847;189.734335839599,170.07191054559476,168.6834393676499
19.92;189.20455422616752,169.57448861443459,168.49054419143187
20.021;192.1912504839334,172.4347657762292,171.24080526519552
20.155;191.72106187780597,172.1848526254148,170.954128440367
20.255;190.53916780621216,170.94881812854072,169.74116038288727
20.356;192.36909197881937,172.58540890370662,171.61874877426948
20.457;189.7129718336846,169.86683272657598,168.86989844797853
20.524;191.2826342610741,171.1938455507644,170.09408075264602
20.595;189.89460644177626,170.43453401943967,169.30169620735657
20.734;191.52990129669053,171.967873040449,170.73117863363655
20.834;190.96671182504355,171.15444164892588,170.01586994387458
20.902;188.3536773199846,168.97400847131306,167.83654216403542
21.002;192.62911072193035,173.03911266783422,171.4263475384316
21.072;193.62611911249513,173.74951342934995,172.48112105877775
21.174;189.35762224352828,170.16874400767017,168.95091083413232
21.278;192.15412879520403,172.446915490234,171.33455811255075
21.348;191.48353989155694,171.6169635941131,170.57823392718822
21.449;190.65627420604181,171.38168086754453,169.8646398140976
21.516;189.54288960424162,170.10168528687748,168.78299564476424
21.588;191.16854792423953,171.5967093935336,170.13889420317582
21.689;189.9187178019462,170.49437130318643,169.40335813775997
21.791;187.63150943396226,168.1022641509434,166.6311320754717
21.892;191.80567431014381,171.8859308200544,170.47979012825496
21.998;190.44343204252087,171.10250569476082,169.665337889142
22.149;192.910367378342,173.19061357953453,171.77110982881322
22.283;193.32245681381957,173.93474088291745,172.8109404990403
22.385;194.13373975995427,174.37473804534196,172.91960373404459
22.454;193.76271837204837,173.94605490497216,172.58686888078327
22.526;191.68523515805705,171.7964533538936,170.4591364687741
22.597;192.11974546856922,172.33243347473967,170.8266486694948
22.704;191.38546085615118,172.01774006941767,170.28056305437718
22.838;192.71949347659248,172.81753645433614,171.23714504988487
22.938;191.16900057548438,171.71302512948398,169.9856128908498
23.039;192.6983612804878,173.48170731707316,172.1128048780488
23.139;192.07748091603054,172.59599236641222,171.3740458015267
23.24;194.13001356326293,174.62584770393335,173.14260802170122
23.341;193.77469670710573,174.13980358174464,172.81224725592142
23.441;193.0225390098247,173.11943748795994,171.93122712386824
