Count;Frequencies rightCheek
30.208;82.03125
30.692;82.03125
31.158;82.03125
31.653;109.375
32.116;109.375
32.605;109.375
33.082;109.375
33.606;109.375
34.044;109.375
34.513;109.375
35.02;58.59375000000001
35.506;58.59375000000001
36.011;58.59375000000001
36.462;58.59375000000001
36.924;58.59375000000001
37.414;58.59375000000001
37.869;58.59375000000001
38.37;58.59375000000001
38.855;58.59375000000001
39.329;58.59375000000001
39.848;58.59375000000001
40.293;58.59375000000001
40.785;58.59375000000001
41.251;58.59375000000001
41.739;58.59375000000001
42.198;105.46875000000001
42.679;105.46875000000001
43.155;105.46875000000001
43.629;105.46875000000001
44.119;105.46875000000001
44.648;105.46875000000001
45.07;105.46875000000001
45.587;105.46875000000001
46.043;105.46875000000001
46.541;105.46875000000001
47.046;105.46875000000001
47.483;105.46875000000001
48.007;105.46875000000001
48.457;105.46875000000001
48.926;105.46875000000001
49.397;105.46875000000001
49.933;105.46875000000001
50.39;105.46875000000001
50.845;105.46875000000001
51.354;105.46875000000001
51.824;105.46875000000001
52.277;105.46875000000001
52.765;105.46875000000001
53.264;105.46875000000001
53.737;105.46875000000001
54.208;105.46875000000001
54.686;105.46875000000001
55.209;105.46875000000001
55.667;105.46875000000001
56.109;105.46875000000001
56.598;78.12500000000001
57.084;78.12500000000001
57.552;78.12500000000001
58.051;78.12500000000001
58.542;78.12500000000001
59.029;78.12500000000001
59.492;78.12500000000001
60.004;78.12500000000001
60.453;50.78125000000001
60.94;50.78125000000001
61.399;50.78125000000001
61.892;109.375
62.353;109.375
62.85;109.375
63.37;109.375
63.792;109.375
64.275;93.75
64.769;93.75
65.291;93.75
65.743;93.75
66.216;93.75
66.702;93.75
67.157;93.75
67.687;93.75
68.146;93.75
68.618;93.75
69.073;93.75
69.591;93.75
70.031;93.75
70.548;93.75
71.029;93.75
71.506;93.75
71.983;93.75
72.495;93.75
72.974;93.75
73.405;93.75
73.934;93.75
74.35;93.75
74.844;93.75
75.322;93.75
75.883;93.75
76.28;93.75
76.792;62.50000000000001
77.242;62.50000000000001
77.746;62.50000000000001
78.212;62.50000000000001
78.689;62.50000000000001
79.163;62.50000000000001
79.737;62.50000000000001
80.123;62.50000000000001
80.655;62.50000000000001
81.089;62.50000000000001
81.568;62.50000000000001
82.038;62.50000000000001
82.523;70.3125
83.04;70.3125
83.489;70.3125
83.96;70.3125
84.465;70.3125
84.936;70.3125
85.444;70.3125
85.887;70.3125
86.355;70.3125
86.883;70.3125
87.36;70.3125
87.818;70.3125
88.277;113.28125000000001
88.81;113.28125000000001
89.258;113.28125000000001
89.715;113.28125000000001
90.195;113.28125000000001
90.726;113.28125000000001
91.214;113.28125000000001
91.629;113.28125000000001
92.112;113.28125000000001
92.611;113.28125000000001
93.12;113.28125000000001
93.563;113.28125000000001
94.045;113.28125000000001
94.569;113.28125000000001
95.039;113.28125000000001
95.518;78.12500000000001
95.951;78.12500000000001
96.458;78.12500000000001
96.92;78.12500000000001
97.479;78.12500000000001
97.945;78.12500000000001
98.351;78.12500000000001
98.884;78.12500000000001
99.373;78.12500000000001
99.845;78.12500000000001
