time;interpolated Pixel rightCheek
0;178.55586870026525
0.009;178.6097240923533
0.039;178.78924206598015
0.069;178.96876003960696
0.099;179.1482780132338
0.129;179.32779598686065
0.159;179.5073139604875
0.189;179.6868319341143
0.219;179.86634990774115
0.249;180.045867881368
0.279;180.22538585499484
0.309;180.40490382862168
0.339;180.5844218022485
0.369;180.76393977587534
0.399;180.9434577495022
0.429;181.12297572312903
0.459;181.30249369675585
0.489;181.4820116703827
0.519;181.66152964400953
0.549;181.84104761763638
0.579;182.0205655912632
0.609;182.20008356489004
0.639;182.37960153851688
0.669;182.55911951214372
0.699;182.73863748577054
0.729;182.91815545939738
0.759;183.09767343302423
0.789;183.27719140665107
0.819;183.45670938027789
0.849;183.63622735390473
0.879;183.81574532753157
0.909;183.99526330115842
0.939;184.17478127478523
0.969;184.35429924841208
0.999;184.53381722203892
1.029;184.53381722203892
1.059;184.53381722203892
1.089;193.53063490558577
1.119;198.22462674047978
1.149;198.22462674047978
1.179;198.71580067633798
1.209;199.8636498272174
1.239;200.38157455511413
1.269;200.89949928301087
1.299;200.26718132272364
1.329;199.50705861930487
1.359;199.4844806032305
1.389;199.83067493082834
1.419;200.13387002208015
1.449;200.3725662588129
1.479;200.5669797282197
1.509;200.58426212832282
1.539;200.6015445284259
1.569;200.24928587679162
1.599;200.39373205302041
1.629;200.75105172690482
1.659;200.83762354730098
1.689;200.45653998439923
1.719;200.07847545413787
1.749;199.7155060870784
1.779;199.35253672001897
1.809;199.2751810977685
1.839;199.2182264572901
1.869;199.14823706224342
1.899;198.95173945119035
1.929;198.63431994751727
1.959;198.23396958150477
1.989;197.6055593440588
2.019;197.05870317909978
2.049;197.65360402895814
2.079;198.24850487881648
2.109;199.2573790463573
2.139;200.3299414166185
2.169;201.21969801434088
2.199;200.6800755553052
2.229;198.82845386928312
2.259;198.82845386928312
2.289;198.8233412378675
2.319;198.66996229539944
2.349;198.51658335293138
2.379;198.759120106935
2.409;199.17133501656934
2.439;199.6572933396971
2.469;200.06496775208433
2.499;200.06496775208433
2.529;200.2076050185751
2.559;201.63397768348264
2.589;201.63397768348264
2.619;201.63397768348264
2.649;201.20478891056982
2.679;200.67199147500517
2.709;200.15483372791505
2.739;199.6376759808249
2.769;199.45743462759373
2.799;200.20371335747467
2.829;200.94999208735558
2.859;200.48576732364597
2.889;200.0215425599364
2.919;199.08222994829018
2.949;198.0241453746598
2.979;196.96606080102944
3.009;196.84095846967512
3.039;196.7158561383208
3.069;197.81453257473072
3.099;199.28566341872107
3.129;199.10426224026563
3.159;197.47689554217007
3.189;196.3377388535032
3.219;196.3377388535032
3.249;196.20964034176592
3.279;194.2881626657068
3.309;194.16006415396953
3.339;194.39430366192968
3.369;194.74566292386993
3.399;194.94476650563607
3.429;195.13434423058834
3.459;195.72321069960287
3.489;196.09678076448517
3.519;196.47035082936748
3.549;196.48280316486355
3.579;196.48280316486355
3.609;196.12865571669445
3.639;195.50368963169015
3.669;194.9753663328214
3.699;194.67254286826895
3.729;194.3697194037165
3.759;194.42578283575415
3.789;194.55362364710982
3.819;194.83245526272714
3.849;195.22675043454456
3.879;195.50275705481673
3.909;195.50275705481673
3.939;195.54597410469881
3.969;195.95684220505285
3.999;195.74994074986967
4.029;195.54303929468645
4.059;195.17978723675924
4.089;194.4689082676505
4.119;193.4151242183944
4.149;192.75846750869752
4.179;193.4066577718382
4.209;194.0548480349789
4.239;194.13343611873023
4.269;194.06916612798966
4.299;194.87195150425882
4.329;196.42976074614762
4.359;196.51382400648825
4.389;196.40440493861166
4.419;196.25316752942612
4.449;196.07505335673824
4.479;195.89693918405038
4.509;195.7485107068105
4.539;195.7485107068105
4.569;196.50699667688866
4.599;196.4286252354049
4.629;195.71030400860909
4.659;195.41088295743546
4.689;195.58396855998814
4.719;194.93218152157795
4.749;194.30287782860523
4.779;194.3255911533202
4.809;194.34830447803517
4.839;194.39704264680995
4.869;194.7505837829028
4.899;195.3332292707944
4.929;195.5292455981526
4.959;195.05744792095314
4.989;194.70252751691666
5.019;195.10730938843972
5.049;195.51209125996274
5.079;195.57542436779832
5.109;195.58622689660504
5.139;195.777756537375
5.169;196.0739176640184
5.199;196.2783358657805
5.229;196.3242890154748
5.259;196.3625833068867
5.289;196.3625833068867
5.319;197.2130433717518
5.349;197.29808937823833
5.379;197.4696850330182
5.409;197.71482168270376
5.439;197.74015332776463
5.469;197.38582178301928
5.499;197.3267665255617
5.529;197.3267665255617
5.559;196.80980508604677
5.589;196.07128874388255
5.619;196.12332875927956
5.649;196.51362887475716
5.679;196.90392899023476
5.709;196.94295900178253
5.739;196.94295900178253
5.769;197.70907568682438
5.799;198.31586645248296
5.829;198.21338549103604
5.859;198.235077590112
5.889;198.66476688804903
5.919;199.09445618598602
5.949;199.09445618598602
5.979;199.23069465061278
6.009;199.383736462955
6.039;199.51211774247412
6.069;198.93261957991217
6.099;196.3343934608058
6.129;196.5006220914812
6.159;196.6668507221566
6.189;196.36701210856523
6.219;195.99547084200978
6.249;196.12367746734998
6.279;196.68916349809885
6.309;195.59574516513365
6.339;195.23127238747858
6.369;196.66204827514795
6.399;198.63458760773713
6.429;198.8291020548273
6.459;199.02361650191745
6.489;199.2181309490076
6.519;199.94154552377367
6.549;200.7463293489514
6.579;200.77811659637223
6.609;200.15044906350144
6.639;200.48909550099302
6.669;200.79645489286247
6.699;200.19648996169093
6.729;199.59652503051936
6.759;199.5851749996456
6.789;199.39152180315628
6.819;199.0566727963712
6.849;198.6976238546358
6.879;198.21065644000032
6.909;196.8213363858959
6.939;196.58978304354517
6.969;196.58978304354517
6.999;196.59435169853782
7.029;196.60196612352553
7.059;196.82264780278868
7.089;197.41135473943663
7.119;198.00006167608458
7.149;198.07855593430432
7.179;198.07855593430432
7.209;198.04686470597105
7.239;197.9940459920823
7.269;197.82207968318966
7.299;197.47139198179124
7.329;197.22813405974705
7.359;197.6680018487136
7.389;197.6680018487136
7.419;197.05036231051372
7.449;196.7259087791495
7.479;196.39943096939172
7.509;195.09231308203823
7.539;193.78519519468475
7.569;194.19829717863183
7.599;194.6707170891755
7.629;194.89239811359795
7.659;195.02290136124907
7.689;195.69398543548616
7.719;196.90565033630924
7.749;197.70191658230604
7.779;197.13330153387366
7.809;196.65798424386162
7.839;197.48883557173454
7.869;198.3196868996075
7.899;197.3512084779408
7.929;196.87843819159025
7.959;196.3923174201707
7.989;195.7377306962375
8.019;195.9863788068911
8.049;196.20959034614165
8.079;195.69514131470308
8.109;194.47484804829378
8.139;193.11338593489032
8.169;192.0157037971578
8.199;191.26221536326145
8.229;192.5034413964758
8.259;193.74466742969014
8.289;194.0756610385473
8.319;194.3908639082251
8.349;195.02126964758068
8.379;195.4625536651296
8.409;195.43549096415327
8.439;194.62360993486354
8.469;193.81172890557377
8.499;193.64935269971582
8.529;194.1321945324826
8.559;194.9842683550122
8.589;195.52391510928095
8.619;195.52391510928095
8.649;195.3546766822028
8.679;194.33924611973393
8.709;193.0614605219489
8.739;192.8910891089109
8.769;193.773332658074
8.799;194.97639204329639
8.829;195.37401169202028
8.859;194.85112878474584
8.889;194.14860766409836
8.919;192.85584669951103
8.949;191.5630857349237
8.979;192.54558394024428
9.009;191.51124958041595
9.039;190.15456294706385
9.069;191.30885832857132
9.099;192.4390011134086
9.129;193.35504218485386
9.159;195.18712432774439
9.189;195.18712432774439
9.219;195.18147478362695
9.249;195.0119884601038
9.279;194.8425021365806
9.309;194.9629333832441
9.339;195.0979708306912
9.369;195.15086702677584
9.399;195.46824420328363
9.429;195.51056116015133
9.459;195.51056116015133
9.489;195.23688335550548
9.519;193.59481652763034
9.549;193.26640316205533
9.579;193.26640316205533
9.609;193.52518455699595
9.639;193.81704321603152
9.669;193.81886719034995
9.699;194.0883115381885
9.729;195.23707997045028
9.759;196.31695761993484
9.789;195.39900256887998
9.819;194.8289696856932
9.849;194.34591734447346
9.879;194.37523824650572
9.909;194.61388182973317
9.939;195.02855851978254
9.969;197.5166186600787
9.999;197.96181953333914
10.029;198.33657698359835
10.059;198.25120993446993
10.089;198.1309939663385
10.119;198.05454801964402
10.149;197.8460590741136
10.179;197.65841902313625
10.209;197.65841902313625
10.239;197.69393435396222
10.269;197.73339583265772
10.299;197.83222292324893
10.329;198.22787807331872
10.359;198.6235332233885
10.389;196.58554483132406
10.419;196.06945348080677
10.449;196.06945348080677
10.479;195.7088988247275
10.509;195.38840579710146
10.539;195.38840579710146
10.569;195.50959655307483
10.599;196.11555033294164
10.629;195.29018228305583
10.659;195.1152374880459
10.689;195.1152374880459
10.719;194.390587736161
10.749;193.3489037178265
10.779;193.3489037178265
10.809;193.2628560859708
10.839;193.17384129439597
10.869;193.79769207517649
10.899;194.46169171106826
10.929;194.93400073125116
10.959;195.40630975143404
10.989;195.40630975143404
11.019;195.40630975143404
11.049;196.07355524427896
11.079;197.02676309120028
11.109;197.1489711717065
11.139;196.1844872499776
11.169;195.33000911479274
11.199;194.91555412578413
11.229;193.47704389465392
11.259;192.03853366352368
11.289;191.75083161729765
11.319;192.2593387251694
11.349;193.0220993869771
11.379;193.60056774795635
11.409;193.902597657693
11.439;194.14422158548234
11.469;194.14422158548234
11.499;194.14422158548234
11.529;194.2495992405819
11.559;194.460354550781
11.589;194.62193362193364
11.619;194.6651238931597
11.649;194.98905092735495
11.679;195.31297796155025
11.709;195.2147425106566
11.739;195.06960011697532
11.769;194.91532066508313
11.799;194.7564726840855
11.829;194.6823436262866
11.859;194.6823436262866
11.889;194.75879141191942
11.919;195.0125031769789
11.949;194.96950806246645
11.979;194.92651294795402
12.009;193.54913383474687
12.039;192.65802985074626
12.069;192.20296119402985
12.099;192.11982585455195
12.129;192.30094494360821
12.159;191.67453877752456
12.189;191.17457327002586
12.219;192.44477698271612
12.249;192.57179735398515
12.279;193.43212746578143
12.309;194.6053048909582
12.339;194.9522103124843
12.369;194.4728437303598
12.399;194.18999776097715
12.429;194.50448042760573
12.459;194.50448042760573
12.489;194.64327292854978
12.519;195.92607229423544
12.549;196.21922712649996
12.579;195.6627487837449
12.609;195.16662293840824
12.639;194.77474231588528
12.669;194.3828616933623
12.699;194.27836019402284
12.729;193.08995580288405
12.759;191.80314923619272
12.789;191.90102766798418
12.819;191.90102766798418
12.849;192.27623910896662
12.879;192.72649283814556
12.909;192.78354231287963
12.939;192.5399061812735
12.969;192.38560329792296
12.999;192.32358537199565
13.029;192.0134957423591
13.059;191.70340611272258
13.089;191.33369739345613
13.119;190.9721957419765
13.149;190.9721957419765
13.179;190.9721957419765
13.209;192.43451154738028
13.239;194.1056746404078
13.269;194.62772414660333
13.299;195.0083373984066
13.329;191.28729927283462
13.359;192.0983606557377
13.389;193.14758396762312
13.419;193.99385075716054
13.449;194.2069823943619
13.479;193.15384372689113
13.509;192.18634406036904
13.539;192.41779040712808
13.569;192.64923675388715
13.599;192.789066116249
13.629;192.91057208173135
13.659;192.69646367176134
13.689;192.22570897468063
13.719;192.07184438715726
13.749;192.55176001874852
13.779;193.0832012327052
13.809;194.33600059977692
13.839;194.87427750279417
13.869;194.51646749884299
13.899;193.5341256250709
13.929;192.86558935792925
13.959;192.92926617292517
13.989;192.98869786692137
14.019;192.98869786692137
14.049;192.67373969399856
14.079;192.280041977845
14.109;191.92893524815443
14.139;191.6150956316189
14.169;191.50166889590145
14.199;191.93937758243356
14.229;192.3624959794146
14.259;192.3624959794146
14.289;192.3907630598074
14.319;192.42609691029836
14.349;192.3340222070821
14.379;192.13046501937202
14.409;191.98797498797498
14.439;192.0789124827918
14.469;192.76094369391782
14.499;192.89734993614303
14.529;192.89734993614303
14.559;192.43448359884385
14.589;192.74989232150142
14.619;195.11571841851494
14.649;195.0842527037777
14.679;194.1402812616602
14.709;193.19630981954268
14.739;193.11052111620364
14.769;193.28591846379717
14.799;193.36777055934084
14.829;193.17086055937412
14.859;192.67858555945736
14.889;192.25194722619617
14.919;192.23695849345938
14.949;191.7872965113561
14.979;193.06311557230907
15.009;193.4544593528019
15.039;193.40117724779992
15.069;193.26797198529496
15.099;193.23801631789553
15.129;193.72430862602369
15.159;194.21060093415184
15.189;193.77340926944225
15.219;193.6114689709348
15.249;193.6114689709348
15.279;193.67167338624571
15.309;193.79208221686758
15.339;194.1377326617907
15.369;195.10279754604215
15.399;196.06786243029364
15.429;196.0100646982485
15.459;195.9169958415035
15.489;195.43469761051432
15.519;195.2242194799128
15.549;195.23969363126753
15.579;195.25516778262224
15.609;195.43426229341472
15.639;195.6189988855671
15.669;195.27680473963147
15.699;194.77424036906032
15.729;193.74711869381613
15.759;192.52523120818574
15.789;192.02995375836284
15.819;191.68363768467282
15.849;193.4227808768428
15.879;195.16192406901277
15.909;196.90106726118276
