time;Pixel forehead
0;209.40985485103133
0.999;209.8293297171639
1.066;209.8293297171639
1.101;208.9025898724391
1.168;208.9025898724391
1.202;208.22497598463016
1.272;207.58924111431315
1.339;208.30928626247123
1.407;208.22824173674945
1.473;207.92444011684518
1.539;207.8754130223518
1.578;207.71622934888242
1.648;207.57297925954643
1.714;206.89145183175035
1.781;207.13622291021673
1.848;207.52399380804954
1.884;207.22575090874307
1.951;207.3001721828965
2.017;207.2392237357716
2.083;207.32767307333458
2.15;207.026904985889
2.187;206.48259642521165
2.221;206.88650883126644
2.288;206.88650883126644
2.358;207.32393067846607
2.426;207.43196902654867
2.46;207.5839854413103
2.526;207.5839854413103
2.559;207.5821930304689
2.626;207.5821930304689
2.66;207.749358739465
2.761;207.71713658000732
2.829;207.77224459904798
2.895;208.49972732230503
2.979;208.93852908891327
3.046;209.5964141968533
3.113;209.1590743440233
3.18;208.2659400544959
3.247;208.2659400544959
3.281;207.25749817117776
3.319;207.25749817117776
3.386;207.66333518415695
3.42;207.66333518415695
3.454;207.46876737720112
3.52;208.0937910335772
3.553;208.0937910335772
3.592;208.0937910335772
3.66;207.57005287009062
3.734;207.34195619335347
3.802;207.68922729836436
3.87;207.7495208892296
3.936;207.7495208892296
3.968;207.6957096957097
4.036;207.75732375732375
4.075;207.62441577865022
4.142;207.75808562348104
4.217;207.82749529190207
4.254;207.3250470809793
4.288;207.3250470809793
4.32;207.01360287171735
4.36;207.66295106744758
4.402;207.91244064577398
4.504;207.7892749244713
4.539;207.7892749244713
4.582;207.83943554538521
4.648;207.8913043478261
4.682;207.89233122968062
4.748;207.2229871868426
4.814;207.07964771204288
4.852;207.3183993873253
4.918;207.35440137483292
4.985;208.09165552797404
5.053;207.947066692146
5.12;208.4561437034206
5.188;208.18433711756782
5.254;207.94611697027804
5.289;207.94611697027804
5.322;208.05310930861336
5.358;208.05310930861336
5.428;208.09041835357624
5.474;208.23192596876808
5.51;208.23192596876808
5.545;208.23192596876808
5.579;208.81154663062367
5.615;208.81154663062367
5.682;208.27342110284297
5.749;208.27342110284297
5.786;208.52340752110516
5.852;207.83211818879508
5.919;207.99013157894737
5.956;207.99013157894737
5.994;207.82175168431183
6.062;208.17170356111646
6.096;208.56988226357768
6.163;208.40524116976832
6.233;208.0464278946371
6.279;208.07769566041313
6.319;208.03744411326377
6.354;208.03744411326377
6.389;207.3098204470502
6.493;207.96094039244724
6.566;208.2980377637912
6.601;207.98351044338585
6.668;208.28215463539757
6.735;208.63239358761746
6.768;208.9670167680118
6.835;208.82802317161477
6.876;208.84359160028964
6.914;208.78679381072328
6.981;208.78679381072328
7.048;208.4181558255897
7.123;208.4910476865804
7.191;208.4910476865804
7.257;208.87333566923616
7.325;209.03118355776044
7.358;208.68834160170093
7.393;208.68834160170093
7.429;208.98392510157217
7.474;208.74827768945417
7.54;209.13172043010752
7.607;209.21953405017922
7.674;209.2917927719423
7.742;209.18761030709496
7.807;210.06559740493782
7.875;210.28005045954225
7.909;210.08870822041553
7.945;210.08870822041553
7.98;209.58211382113822
8.048;210.14205062830086
8.084;210.04753232562373
8.152;210.00874476225178
8.197;210.2565130260521
8.267;210.12832751973562
8.304;210.12832751973562
8.37;210.3915248098515
8.408;210.3915248098515
8.475;209.75877113252136
8.512;209.75877113252136
8.578;209.72879793510324
8.644;209.72879793510324
8.679;209.9915191740413
8.713;209.73651376146788
8.747;209.73651376146788
8.815;209.71856067560125
8.882;209.64906490649065
8.95;209.53337000366705
8.983;209.7102010699133
9.05;208.98118428334254
9.082;208.8787822535734
9.118;208.8787822535734
9.151;208.79350046425256
9.218;208.79350046425256
9.285;209.05459610027856
9.33;208.87571879057688
9.364;208.87571879057688
9.403;208.92200188857413
9.484;208.92200188857413
9.525;208.7886685552408
9.593;208.7886685552408
9.627;208.79346601577168
9.692;208.21948929778446
9.758;207.88587059045463
9.795;208.25089605734766
9.862;208.72359720385415
9.896;208.68430001889288
9.934;208.68430001889288
9.97;208.05118035882907
10.036;208.30028328611897
10.075;208.6826062107068
10.108;208.6826062107068
10.176;208.87990717462773
10.212;208.87990717462773
10.294;208.6741379310345
10.361;208.83486590038314
10.396;209.30342044581093
10.461;209.30342044581093
10.495;209.5867172675522
10.563;209.5867172675522
10.6;209.77153700189754
10.635;209.61742927662806
10.703;209.61742927662806
10.742;209.64868471216164
10.78;209.64868471216164
10.847;209.48753305629015
10.883;209.9176426142803
10.959;210.3380174705659
11.028;210.3380174705659
11.096;209.8936009087467
11.163;210.58517530487805
11.199;210.9658917682927
11.265;210.87245876486384
11.299;210.87245876486384
11.367;210.16791116216734
11.433;209.72094361334868
11.514;209.72094361334868
11.582;210.4084372003835
11.615;210.4084372003835
11.682;210.30019047619047
11.749;210.69156533487742
11.813;210.008685581934
11.881;210.008685581934
11.916;210.3118735543562
11.984;210.3450269853508
12.02;210.23869490555236
12.087;210.23774088914328
12.121;210.1375916634504
12.187;210.47510613662678
12.222;210.70330097087378
12.257;210.70330097087378
12.324;210.3552833078101
12.392;210.26954022988505
12.425;209.62164750957854
12.46;209.62164750957854
12.495;209.62888377445339
12.531;209.56731875719217
12.598;209.67304776345716
12.677;209.2356472795497
12.712;209.2356472795497
12.748;209.58989401968205
12.785;210.0643451930356
12.824;210.0643451930356
12.892;209.87790149084734
12.958;210.08890995260663
12.993;210.08890995260663
13.061;209.86729857819904
13.118;209.8568716780562
13.188;209.8568716780562
13.231;209.92483349191247
13.298;210.0686964795433
13.332;210.31400874358488
13.372;210.5143508838624
13.439;209.90166051660518
13.507;210.26180011465698
13.574;210.28327579593403
13.642;210.0065209052551
13.709;210.13261991209632
13.777;210.11962545385057
13.812;209.9101876675603
13.852;209.88720796629644
13.92;210.14255685075483
13.987;210.46510750660127
14.025;210.46510750660127
14.093;210.62748815165878
14.161;210.54616113744075
14.228;210.02506596306068
14.265;210.02506596306068
14.333;209.86920467395402
14.4;209.9340597407477
14.435;209.9340597407477
14.475;209.85136897001303
14.542;209.85136897001303
14.58;209.7602905569007
14.613;209.83181225554108
14.648;209.83181225554108
14.716;210.4718151071026
14.783;210.20428704566635
14.817;210.20428704566635
14.885;209.7181308411215
14.918;209.7181308411215
14.952;209.69401869158878
14.987;209.49459761549926
15.027;209.49459761549926
15.094;209.4738701878371
15.162;209.26532513508477
15.198;209.56362958822433
15.264;209.56362958822433
15.331;210.20336134453783
15.4;209.66365646885367
15.466;209.42259491338
15.5;209.66438102298
15.58;209.47312824314307
15.646;209.75233994758517
15.713;209.90284537626357
15.751;210.19594723762188
15.817;210.64270693939974
15.911;211.1578637345376
15.977;210.73602181959868
16.016;210.73602181959868
16.066;210.22698320787492
