time;Pixel rightCheek
0;178.55586870026525
0.999;184.53381722203892
1.066;184.53381722203892
1.101;198.22462674047978
1.168;198.22462674047978
1.202;199.74280072404147
1.272;200.95129175580055
1.339;199.25368438483193
1.407;200.03839152738706
1.473;200.5635232481991
1.539;200.6015445284259
1.578;200.14360828130134
1.648;200.9773541870316
1.714;200.13897034864777
1.781;199.328338762215
1.848;199.20114006514657
1.884;199.1104492030269
1.951;198.4015456448237
2.017;197.01904312244255
2.083;198.32782499213093
2.15;200.72321428571428
2.187;201.69005102040816
2.221;198.82845386928312
2.288;198.82845386928312
2.358;198.47056967019094
2.426;199.40492346536215
2.46;200.06496775208433
2.526;200.06496775208433
2.559;201.63397768348264
2.626;201.63397768348264
2.66;200.9995247148289
2.761;199.25842696629215
2.829;200.94999208735558
2.895;199.92869760719447
2.979;196.96606080102944
3.046;196.6866655943381
3.113;199.97219114591658
3.18;196.3377388535032
3.247;196.3377388535032
3.281;194.16006415396953
3.319;194.16006415396953
3.386;194.94476650563607
3.42;194.94476650563607
3.454;195.66094902212248
3.52;196.48280316486355
3.553;196.48280316486355
3.592;196.48280316486355
3.66;195.06621337218715
3.734;194.31924882629107
3.802;194.6090213320306
3.87;195.50275705481673
3.936;195.50275705481673
3.968;195.96373892022564
4.036;195.49476228847703
4.075;194.96067415730337
4.142;192.6072231139647
4.217;194.22769877181642
4.254;194.06916612798966
4.288;194.06916612798966
4.32;196.40454176804542
4.36;196.51662611516628
4.402;196.35409889394924
4.504;195.7485107068105
4.539;195.7485107068105
4.582;196.8356739305892
4.648;195.25536723163842
4.682;195.73605220228384
4.748;194.3021207177814
4.814;194.35209003215434
4.852;194.42041800643088
4.918;195.7022380797924
4.985;194.6485566007136
5.053;195.56606217616581
5.12;195.59018782383419
5.188;196.26148637755924
5.254;196.3625833068867
5.289;196.3625833068867
5.322;197.29808937823833
5.358;197.29808937823833
5.428;197.87007489417127
5.474;197.3267665255617
5.51;197.3267665255617
5.545;197.3267665255617
5.579;196.07128874388255
5.615;196.07128874388255
5.682;196.94295900178253
5.749;196.94295900178253
5.786;198.36027486910996
5.852;198.1348167539267
5.919;199.09445618598602
5.956;199.09445618598602
5.994;199.31954582319545
6.062;199.61054339010542
6.096;196.31777059773827
6.163;196.68901453957997
6.233;195.82208491761725
6.279;196.68916349809885
6.319;195.23127238747858
6.354;195.23127238747858
6.389;198.5697494587071
6.493;199.2440662086196
6.566;201.20237351655214
6.601;200.060143346837
6.668;200.81645372390153
6.735;199.47653204428505
6.768;199.62591610790582
6.835;198.87808665941915
6.876;198.34958844541077
6.914;196.58978304354517
6.981;196.58978304354517
7.048;196.60678859268444
7.123;198.07855593430432
7.191;198.07855593430432
7.257;197.96235476374903
7.325;197.16746264057926
7.358;197.6680018487136
7.393;197.6680018487136
7.429;196.8128086419753
7.474;196.6172839506173
7.54;193.74162459843964
7.607;194.79669573198714
7.674;195.08815298507463
7.742;197.83459342694027
7.807;196.60259415533676
7.875;198.48585716518207
7.909;196.87843819159025
7.945;196.87843819159025
7.98;195.66313626304142
8.048;196.2267386471896
8.084;195.60939980946333
8.152;192.52341901908216
8.197;191.17946696104715
8.267;194.0756610385473
8.304;194.0756610385473
8.37;195.4625536651296
8.408;195.4625536651296
8.475;193.64935269971582
8.512;193.64935269971582
8.578;195.52391510928095
8.644;195.52391510928095
8.679;194.33924611973393
8.713;192.8910891089109
8.747;192.8910891089109
8.815;195.618023715415
8.882;194.45025188916875
8.95;191.5199937027708
8.983;192.68704466265442
9.05;189.65711118150142
9.082;192.4390011134086
9.118;192.4390011134086
9.151;195.18712432774439
9.218;195.18712432774439
9.285;194.80860487187599
9.33;195.0979708306912
9.364;195.0979708306912
9.403;195.51056116015133
9.484;195.51056116015133
9.525;193.26640316205533
9.593;193.26640316205533
9.627;193.81631362630415
9.692;193.82026557066075
9.758;196.34755612163667
9.795;195.215411558669
9.862;194.13659466327826
9.896;194.61388182973317
9.934;194.61388182973317
9.97;197.59955399808857
10.036;198.42402038865882
10.075;198.1309939663385
10.108;198.1309939663385
10.176;197.65841902313625
10.212;197.65841902313625
10.294;197.7662803982373
10.361;198.64991023339317
10.396;196.06945348080677
10.461;196.06945348080677
10.495;195.38840579710146
10.563;195.38840579710146
10.6;196.13574879227053
10.635;195.1152374880459
10.703;195.1152374880459
10.742;193.3489037178265
10.78;193.3489037178265
10.847;193.15010401664267
10.883;194.20979356697072
10.959;195.40630975143404
11.028;195.40630975143404
11.096;197.56691420445568
11.163;195.41290011259449
11.199;194.91555412578413
11.265;191.75083161729765
11.299;191.75083161729765
11.367;193.4797557840617
11.433;194.14422158548234
11.514;194.14422158548234
11.582;194.62193362193364
11.615;194.62193362193364
11.682;195.34537066496978
11.749;195.02121931908155
11.813;194.6823436262866
11.881;194.6823436262866
11.916;195.01680268843015
11.984;194.91934709553527
12.02;192.94624
12.087;191.92992
12.121;192.46798658789717
12.187;191.08989302251317
12.222;192.57179735398515
12.257;192.57179735398515
12.324;195.19189360354656
12.392;194.105329350731
12.425;194.50448042760573
12.46;194.50448042760573
12.495;194.67198861840026
12.531;196.553114132153
12.598;195.3103125
12.677;194.27836019402284
12.712;194.27836019402284
12.748;191.7617391304348
12.785;191.90102766798418
12.824;191.90102766798418
12.892;192.92160278745644
12.958;192.38560329792296
12.993;192.38560329792296
13.061;191.6827334707468
13.118;190.9721957419765
13.188;190.9721957419765
13.231;193.96646143875566
13.298;195.13237200259235
13.332;190.91519546027743
13.372;192.66803278688525
13.439;194.55802861685214
13.507;192.17091430391844
13.574;192.68781114501365
13.642;192.96322466677373
13.709;191.91187250996015
13.777;192.9996812749004
13.812;194.4612805364841
13.852;195.0731278939805
13.92;192.84648631343046
13.987;192.98869786692137
14.025;192.98869786692137
14.093;192.09631637697336
14.161;191.3849465794929
14.228;192.3624959794146
14.265;192.3624959794146
14.333;192.4425860405275
14.4;191.98797498797498
14.435;191.98797498797498
14.475;192.89734993614303
14.542;192.89734993614303
14.58;191.86270753512133
14.613;195.11571841851494
14.648;195.11571841851494
14.716;192.97604981638193
14.783;193.36777055934084
14.817;193.36777055934084
14.885;192.25194722619617
14.918;192.25194722619617
14.952;191.74233031314577
14.987;193.4544593528019
15.027;193.4544593528019
15.094;193.15696759987418
15.162;194.25923016496466
15.198;193.6114689709348
15.264;193.6114689709348
15.331;193.8803820259903
15.4;196.10003125976868
15.466;195.89527977492966
15.5;195.2144191840548
15.58;195.2556835876674
15.646;195.66210409040266
15.713;194.53971032946046
15.751;192.6573051948052
15.817;191.5676948051948
15.911;197.01701014066077
15.977;196.89050744357291
16.016;196.89050744357291
16.066;197.29947793070716
16.133;198.3341243474134
16.199;195.66349898738122
16.268;196.31204237420158
16.337;195.4659661229611
16.404;196.18240276035132
16.441;195.86645914396888
16.478;195.86645914396888
16.545;196.11410887160767
16.612;196.11855261069672
16.684;193.98320493066257
16.728;193.98320493066257
16.795;198.44365192582026
16.863;192.73632538569424
16.929;192.7737260402057
16.988;195.46671949286846
17.036;195.46671949286846
17.072;197.15801175162775
17.106;197.15801175162775
17.139;193.99243140964995
17.174;193.99243140964995
17.24;196.17434521931207
17.307;195.49563591022445
17.341;195.49563591022445
17.375;196.18672069825436
17.409;196.2204724409449
17.443;196.2204724409449
17.477;196.80220472440945
17.512;196.3661312958054
17.552;196.3661312958054
17.59;196.90122103944896
17.626;196.90122103944896
17.664;196.62027895314213
17.731;195.51073499451496
17.798;194.96883852691218
17.835;193.1010387157696
17.871;193.50321165596114
17.905;193.50321165596114
17.94;197.03257587795963
17.974;197.50548228190053
18.009;197.50548228190053
18.082;197.66852678571428
18.118;197.66852678571428
18.161;197.71374045801528
18.198;196.8678435114504
18.265;196.74706628607674
18.298;196.74706628607674
18.332;197.2575662042875
18.398;197.9468219005664
18.432;198.19430459408434
18.504;198.56054378754348
18.57;197.69111602908632
18.636;197.69111602908632
18.673;197.47751029458345
18.74;197.47751029458345
18.775;199.25427682737168
18.808;197.87356143079316
18.875;197.85725368502716
18.923;197.77471512165076
18.958;197.77471512165076
19.026;196.798802946593
19.06;196.798802946593
19.099;196.58010711553175
19.167;197.5972456006121
19.235;198.45639933039112
19.268;198.45639933039112
19.306;198.81639636958786
19.34;198.81639636958786
19.374;195.14291958041957
19.409;194.30405011655012
19.477;194.11936573190428
19.544;192.67681053401608
19.578;192.67681053401608
19.671;193.0032362459547
19.737;193.0032362459547
19.774;193.0453074433657
19.808;192.6723163841808
19.844;192.6723163841808
19.88;189.45604151223128
19.914;189.45604151223128
19.953;190.14507927011667
20.02;189.3951540532456
20.06;187.66211142814237
20.096;187.66211142814237
20.161;188.94110522331567
20.196;188.94110522331567
20.23;190.44375676930218
20.264;190.44375676930218
20.299;190.44375676930218
20.334;191.00093341630367
20.409;191.38658991910393
20.455;192.7626270523847
20.488;191.3346364347146
20.523;190.9255352644836
20.559;190.9255352644836
20.593;192.57285555731727
20.625;191.15823687965752
20.694;190.4257503949447
20.729;191.25750394944708
20.796;190.58304498269896
20.862;191.55017301038063
20.9;191.55017301038063
20.934;191.67775859362737
20.969;192.14000941767384
21.005;189.26183362163863
21.039;189.26183362163863
21.106;189.2875374192532
21.14;189.2875374192532
21.207;190.12368544969394
21.242;190.12368544969394
21.281;189.89033778476042
21.316;190.24666142969363
21.35;190.51757843291819
21.385;190.51757843291819
21.473;193.25483718735254
21.511;193.25483718735254
21.551;191.62013443801783
21.618;191.62013443801783
21.653;190.84028642590286
21.721;189.1451408673631
21.762;189.1451408673631
21.83;191.46305497675908
21.864;191.46305497675908
21.899;191.7071716357776
21.933;190.22852538275583
21.967;190.22852538275583
22;190.22852538275583
22.034;190.2930262316059
22.093;190.2930262316059
22.131;194.58745822059527
22.166;194.96307496418908
22.233;194.19569688340454
22.267;194.19569688340454
22.302;192.14773082942096
22.337;192.14773082942096
22.404;194.1762578616352
22.437;194.1762578616352
22.473;193.89632422243167
22.506;193.89632422243167
22.54;195.5249764373233
22.615;196.35927488670106
22.683;197.22323105823418
22.719;197.22323105823418
22.787;193.78962623951182
22.822;193.78962623951182
22.858;194.74018173417525
22.892;194.05113198829508
22.932;194.06333024405313
23.004;195.28668520234785
23.036;197.16136539953453
23.07;197.16136539953453
23.104;197.16136539953453
23.171;195.95426356589147
23.206;195.95426356589147
23.24;194.81161916692764
23.283;194.81161916692764
23.35;196.1801858560403
23.384;196.15498503701372
23.418;195.64463722397477
23.457;195.64463722397477
23.526;197.58826283752146
23.559;197.58826283752146
23.627;198.37565217391304
23.661;198.37565217391304
23.695;198.37565217391304
23.729;197.83859261596717
23.794;196.58009135296896
23.861;197.06630965506378
23.903;196.58124901683183
23.982;195.87714330659117
24.016;194.47265563435775
24.049;194.47265563435775
24.084;195.65830721003135
24.119;195.65830721003135
24.153;194.853624535316
24.186;194.853624535316
24.267;195.31815365551424
24.335;195.74289750431643
24.369;195.74289750431643
24.404;195.70266016055407
24.438;195.94018573902093
24.473;195.89409559512652
24.542;195.89409559512652
24.58;195.8593262632564
24.614;195.8593262632564
24.649;195.8593262632564
24.682;195.80109254498714
24.718;195.80109254498714
24.793;196.91784112748238
24.83;196.6465406790519
24.867;196.6465406790519
24.934;195.26874279123413
24.968;195.26874279123413
25.001;193.46357935359381
25.064;191.79433992603313
25.129;192.83250838256427
25.196;194.21092128372985
25.23;194.54563800062093
25.264;194.54563800062093
25.331;196.6118913857678
25.365;196.6118913857678
25.399;192.75472582408997
25.466;194.8873613497891
25.502;194.8873613497891
25.569;193.48510971786834
25.608;193.48510971786834
25.669;191.96521328506216
25.735;192.50917721518988
25.772;193.60474683544305
25.804;194.18949019607842
25.84;194.18949019607842
25.918;195.12582677165355
25.987;195.12582677165355
26.023;195.5511811023622
26.058;192.99905168326222
26.093;192.99905168326222
26.126;192.99905168326222
26.162;191.95767449289252
26.197;191.95767449289252
26.233;191.95767449289252
26.267;192.7423322683706
26.315;192.7423322683706
26.382;192.74783584482205
26.427;192.74783584482205
26.464;193.0655421686747
26.499;193.21879518072288
26.537;190.89740238523117
26.571;190.89740238523117
26.608;192.46808510638297
26.641;190.71476063829786
26.712;190.71476063829786
26.76;190.01819685690654
26.794;190.01819685690654
26.861;190.97991631799164
26.928;189.69894631209232
26.974;189.29954841946815
27.012;189.55048969942587
27.082;189.55048969942587
27.151;188.1011517275914
27.218;184.3203138040394
27.253;187.3685881370092
27.291;187.3685881370092
27.329;187.3685881370092
27.363;194.88878111865503
27.4;194.88878111865503
27.48;195.88197289631265
27.545;195.66423357664235
27.613;197.42859409711204
27.647;193.69595230624412
27.686;194.83118920615
27.753;194.9011976047904
27.821;193.3388163199484
27.902;193.3388163199484
27.976;195.09080626918725
28.042;195.09080626918725
28.076;193.7514161946018
28.144;193.7514161946018
28.177;193.17497083819364
28.214;193.17497083819364
28.28;193.33104372591723
28.373;194.0132350477467
28.407;191.77499582707395
28.475;191.77499582707395
28.507;189.859
28.546;188.91083333333333
28.583;188.91083333333333
28.649;192.61066892464012
28.716;192.0335864978903
28.748;192.0335864978903
28.791;191.9840785907859
28.859;191.9840785907859
28.927;191.81347935973042
28.961;191.81347935973042
29.003;191.89839662447258
29.069;190.78092827004218
29.104;189.2293656207367
29.138;187.84959072305594
29.175;187.84959072305594
29.233;190.74386920980928
29.3;190.49472070844686
29.366;192.012137559002
29.405;191.97993931220498
29.472;190.939302481556
29.507;192.71378269617705
29.541;194.77489973262033
29.574;194.77489973262033
29.619;191.64355940676555
29.655;192.7607065489085
29.695;192.7607065489085
29.728;194.48383294038396
29.765;193.71455035365443
29.832;193.71455035365443
29.868;191.6937958639093
29.934;191.6937958639093
29.974;195.3280546757793
30.04;195.3280546757793
30.073;194.9305323066622
30.106;195.24941412788752
30.174;195.27344273275284
30.208;195.27344273275284
30.274;195.353097052004
30.341;195.74263000993707
30.376;195.80418882978722
30.456;195.8083444148936
30.522;197.05229527492853
30.556;197.05229527492853
30.624;197.2831636909728
30.692;196.82633650377173
30.757;196.3343298455406
30.823;196.41438299285832
30.866;196.41438299285832
30.908;195.56781343036718
30.974;196.01802844856104
31.015;195.75702316412026
31.082;196.6142598981436
31.12;196.6142598981436
31.158;194.67969002260253
31.26;191.1221545367105
31.328;191.2632253927541
31.362;192.96390068605032
31.437;191.9695317511225
31.471;191.9695317511225
31.507;191.9695317511225
31.546;195.84711903582632
31.619;195.84711903582632
31.653;194.30243111831442
31.688;194.30243111831442
31.722;194.30243111831442
31.759;191.0616661243085
31.803;189.4493979824276
31.87;192.13926146713032
31.907;192.13926146713032
31.973;190.9943200259656
32.014;191.17364492048037
32.08;190.7737688932228
32.116;190.7737688932228
32.195;193.57982099267699
32.231;193.57982099267699
32.298;192.9725982172334
32.336;192.9725982172334
32.403;190.84005287508262
32.47;190.84005287508262
32.504;188.27420424403184
32.571;188.27420424403184
32.605;190.56342913776015
32.639;191.2614800132144
32.673;193.21988841483426
32.708;193.79586478503447
32.842;193.7869094488189
32.909;193.96784776902888
32.974;191.0493208279431
33.043;189.08586675291073
33.082;190.66106080206987
33.15;188.36497412677878
33.19;190.28825448613378
33.256;190.28613376835236
33.323;192.07363962202672
33.391;192.68897573685067
33.458;192.68897573685067
33.497;190.9544341009309
33.54;190.9544341009309
33.606;190.02176403207332
33.646;190.02176403207332
33.724;189.54850807109082
33.809;189.54850807109082
33.876;192.3594845865275
33.91;192.3594845865275
33.978;190.10426313268403
34.044;190.10426313268403
34.084;187.75527024885085
34.151;187.75527024885085
34.219;186.9498333068741
34.296;186.9498333068741
34.374;189.84312173500078
34.446;189.5956941586196
34.513;189.5956941586196
34.581;190.7162564665308
34.65;189.24501197126895
34.716;191.44054269752593
34.796;190.3653723742839
34.85;188.2377400412633
34.883;188.2377400412633
34.92;189.9660743134087
34.953;189.9660743134087
35.02;191.50844155844155
35.089;189.93555194805194
35.158;188.86429491307146
35.195;188.86429491307146
35.263;191.2795472918351
35.296;192.1104284559418
35.33;189.04423506866814
35.365;189.04423506866814
35.44;189.8780096308186
35.506;189.8780096308186
35.572;188.21813529505837
35.64;187.47992963377578
35.708;188.62115039921787
35.742;188.62115039921787
35.775;187.7034381619684
35.842;187.87111325922345
35.875;187.87111325922345
35.909;185.98820869003393
35.943;185.98820869003393
36.011;189.3032102728732
36.085;189.3032102728732
36.138;191.57736645559345
36.171;191.57736645559345
36.206;191.3673370094064
36.24;190.23694453454428
36.276;187.94306970726186
36.309;187.94306970726186
36.343;187.94306970726186
36.392;192.9201839382493
36.462;193.11594678929217
36.53;192.30167322834646
36.597;193.58759004584152
36.666;194.72032359253757
36.733;195.74657421165594
36.773;194.57138190133944
36.822;194.57138190133944
36.89;192.91593695271453
36.924;192.91593695271453
36.96;193.337048240726
37.026;193.7174852023676
37.061;193.7174852023676
37.095;189.7065473386717
37.131;189.7065473386717
37.169;194.60743265173645
37.236;194.60743265173645
37.27;191.90435198469632
37.306;191.90435198469632
37.342;192.1970686633742
37.377;192.1970686633742
37.414;192.1970686633742
37.448;193.61956171446988
37.483;193.61956171446988
37.517;193.61956171446988
37.583;194.62823605081203
37.628;194.62823605081203
37.664;195.3323820715125
37.731;196.0337418163505
37.765;196.3418945963976
37.8;196.07138092061373
37.834;194.21617548559945
37.869;194.21617548559945
37.941;194.66502463054186
37.985;194.66502463054186
38.052;195.7530028759939
38.086;195.7530028759939
38.122;195.7530028759939
38.188;193.3687573566504
38.223;193.3687573566504
38.257;192.1716304896517
38.292;192.86875315497224
38.37;194.65194496347885
38.404;194.65194496347885
38.439;195.70205887357494
38.473;195.70205887357494
38.508;195.8221653878943
38.542;195.1773231031543
38.58;194.83169001902786
38.615;194.83169001902786
38.654;193.1729804532088
38.72;191.48747688687175
38.755;190.74852916456547
38.789;190.74852916456547
38.822;193.82902849525078
38.855;193.82902849525078
38.894;194.6627228795201
38.939;194.80467720685112
38.974;194.80467720685112
39.009;195.0828392621871
39.044;194.42493386243387
39.084;194.42493386243387
39.147;195.60652496292636
39.194;195.60652496292636
39.262;195.0341375348761
39.294;195.0341375348761
39.329;195.0341375348761
39.363;193.6820104098894
39.398;193.0943396226415
39.465;194.39605911330048
39.533;194.19728225278322
39.604;193.45595939751146
39.672;194.39276990718125
39.708;194.39276990718125
39.748;194.36394723986322
39.781;194.36394723986322
39.848;195.35545100584037
39.883;195.35545100584037
39.92;194.68336314847943
39.955;194.68336314847943
40.048;197.19313582645296
40.082;197.5437914845394
40.12;195.480825479363
40.155;195.480825479363
40.189;191.24412182420704
40.223;189.49644942401767
40.259;191.49816323271043
40.293;191.49816323271043
40.368;193.74885266656116
40.402;193.74885266656116
40.469;193.5668618452287
40.506;194.745786738069
40.54;194.745786738069
40.575;195.39234525122066
40.61;194.4077868852459
40.644;194.4077868852459
40.678;195.31831879460745
40.715;195.31831879460745
40.785;192.44285714285715
40.861;196.61986734049273
40.896;196.61986734049273
40.961;194.63558243157226
41.006;194.63558243157226
41.078;192.2354879196737
41.116;192.2354879196737
41.183;194.50358814352575
41.218;194.50358814352575
41.251;193.23297657825344
41.323;194.13804870482394
41.377;194.84014348097318
41.415;195.4198378041173
41.461;195.9918187539333
41.498;195.9918187539333
41.565;193.70326223337517
41.599;193.70326223337517
41.633;193.70326223337517
41.705;195.88686420535572
41.739;195.88686420535572
41.772;198.1097228896364
41.807;198.1097228896364
41.845;198.1097228896364
41.88;196.1872211599745
41.928;197.05274059910772
41.994;198.55589512626668
42.028;198.1206369631655
42.062;195.5062155782848
42.127;195.5062155782848
42.161;194.91300251256283
42.198;194.91300251256283
42.27;195.9054648241206
42.313;198.2513470681458
42.347;198.2513470681458
42.384;201.4188489885526
42.419;201.4188489885526
42.456;198.80812676498275
42.489;199.5687166614371
42.528;198.33259911894274
42.61;198.21680302076777
42.679;196.971886288676
42.721;196.971886288676
42.756;193.33788607791402
42.79;193.33788607791402
42.857;192.49588700915723
42.894;194.49013417521704
42.928;194.49013417521704
42.962;194.9279634300126
42.998;193.46327238335434
43.072;196.45296278549753
43.155;193.90448810094233
43.193;193.0204081632653
43.227;191.21651785714286
43.264;192.98293299620732
43.299;192.98293299620732
43.336;193.7675164341831
43.373;194.16033349366683
43.418;194.16033349366683
43.452;195.0261343594677
43.487;195.0261343594677
43.52;196.53252818035426
43.556;196.53252818035426
43.595;195.47975541232853
43.629;195.47975541232853
43.698;193.63024650233177
43.765;193.26602297319795
43.8;193.26602297319795
43.849;192.3478188754354
43.882;192.3478188754354
43.917;191.25951108952566
43.951;190.1811559009228
43.985;190.1811559009228
44.019;189.79452946922825
44.086;190.54705307717356
44.119;190.37299293513166
44.186;189.41634553628774
44.225;189.20454179416976
44.295;186.78676115316475
44.333;185.37269668322384
44.369;185.37269668322384
44.402;185.37269668322384
44.436;185.58762225428893
44.471;185.58762225428893
44.514;188.00692269655514
44.581;188.89154442063622
44.648;188.89154442063622
44.682;189.29861111111111
44.721;189.29861111111111
44.761;189.19891944990178
44.828;188.90962671905697
44.862;188.1263484798954
44.896;188.1263484798954
44.93;186.67305429483946
44.998;186.99438758666227
45.032;186.49917464509738
45.07;186.23355263157896
45.105;186.23355263157896
45.175;186.55394736842106
45.243;187.21731123388582
45.276;187.65059434120207
45.344;187.3459929730634
45.382;186.98997280761387
45.416;186.98997280761387
45.451;186.98997280761387
45.506;187.54817332200508
45.587;187.49774962493748
45.62;187.45174195699283
45.657;187.45174195699283
45.69;188.05092899800928
45.724;188.05092899800928
45.762;188.06718646317185
45.797;187.8257525083612
45.831;187.8257525083612
45.868;187.28946488294315
45.907;187.7512596573732
45.973;188.23916694659053
46.007;188.7459584295612
46.043;188.7459584295612
46.11;189.71180731008928
46.176;190.94155297288194
46.244;191.67751832282258
46.278;191.67751832282258
46.313;189.75745325922182
46.384;187.7151760148223
46.417;187.7151760148223
46.452;185.8373742371763
46.494;185.8373742371763
46.541;187.5818242232929
46.575;187.5818242232929
46.643;189.24448831852584
46.71;189.62396144898636
46.746;189.62396144898636
46.813;189.48490945674044
46.879;188.94859424388622
46.945;188.94859424388622
46.982;189.79211590296495
47.046;189.79211590296495
47.091;190.44787127053303
47.129;190.44787127053303
47.164;189.47542934875023
47.232;189.00969222921273
47.266;188.91935208866155
47.3;189.30281329923272
47.337;189.5313814571765
47.417;189.5313814571765
47.483;188.35963904840034
47.518;188.35963904840034
47.585;189.46825529078487
47.629;189.46825529078487
47.696;190.61470783532536
47.763;190.61470783532536
47.8;190.49909732479895
47.872;190.49909732479895
47.94;190.2787456445993
48.007;189.39763845002494
48.045;188.98270414102777
48.113;188.84377583071583
48.147;188.84377583071583
48.181;189.38055877004464
48.216;189.4214476317545
48.284;190.30653769179452
48.355;189.51590571946596
48.389;189.51590571946596
48.422;190.41653107712332
48.457;190.41653107712332
48.497;191.32942517505293
48.531;190.32600553655757
48.597;190.432304425935
48.663;189.4535358484403
48.731;190.58169722537724
48.769;190.22716209638162
48.858;190.77506193228737
48.926;191.21903820816866
48.994;191.17399422848413
49.062;190.7686392510866
49.097;190.7686392510866
49.131;191.06051487796722
49.166;189.27100494233937
49.205;189.27100494233937
49.272;191.75092065617676
49.349;192.0063608972213
49.397;192.38605898123325
49.466;191.51003401360543
49.501;191.51003401360543
49.55;191.42334669338678
49.586;190.7880761523046
49.652;191.06478149100258
49.688;191.06478149100258
49.727;193.1353152229626
49.798;193.1353152229626
49.866;193.66211780963897
49.933;193.66211780963897
50;193.70998963014173
50.035;193.70998963014173
50.068;192.31628067749742
50.135;191.01363398007342
50.171;191.01363398007342
50.208;191.29371467717075
50.252;191.29371467717075
50.285;191.29371467717075
50.323;190.99093086926763
50.39;190.99093086926763
50.439;191.41721742077613
50.505;191.41721742077613
50.571;192.53554340396445
50.605;192.53554340396445
50.64;192.90322031010393
50.673;192.90322031010393
50.739;191.57022953066118
50.807;192.2217939733707
50.845;192.2217939733707
50.913;191.62831553565277
50.987;191.64234326824254
51.054;192.00809089344122
51.088;192.00809089344122
51.123;192.00809089344122
51.159;192.00809089344122
51.199;192.91555555555556
51.248;192.91555555555556
51.287;192.9981222260157
51.354;192.9981222260157
51.389;193.01927955352613
51.426;192.44512092000676
51.464;192.81656703672076
51.503;192.81656703672076
51.538;192.37181003887105
51.572;192.37181003887105
51.649;192.98257303946693
51.682;192.98257303946693
51.717;192.98257303946693
51.756;192.90107637109176
51.824;192.77910549675659
51.865;192.77910549675659
51.932;193.08652699710441
51.999;192.4398766700925
52.073;190.89917243708834
52.141;189.41749704441818
52.175;190.55933900851278
52.209;190.55933900851278
52.243;190.4159572692372
52.277;190.52745976439357
52.315;190.52745976439357
52.416;190.59789404409347
52.451;190.59789404409347
