Count;Frequencies leftCheek
30.208;109.375
30.692;109.375
31.158;109.375
31.653;109.375
32.116;105.46875000000001
32.605;105.46875000000001
33.082;105.46875000000001
33.606;105.46875000000001
34.044;105.46875000000001
34.513;105.46875000000001
35.02;105.46875000000001
35.506;105.46875000000001
36.011;105.46875000000001
36.462;105.46875000000001
36.924;105.46875000000001
37.414;105.46875000000001
37.869;105.46875000000001
38.37;105.46875000000001
38.855;105.46875000000001
39.329;105.46875000000001
39.848;105.46875000000001
40.293;105.46875000000001
40.785;105.46875000000001
41.251;105.46875000000001
41.739;105.46875000000001
42.198;104.86875
42.679;104.26875000000001
43.155;103.66875000000002
43.629;103.06875000000001
44.119;102.46875000000001
44.648;101.86875
45.07;101.26875000000001
45.587;97.65625
46.043;97.65625
46.541;97.65625
47.046;97.65625
47.483;97.65625
48.007;97.05625
48.457;97.65625
48.926;101.56250000000001
49.397;101.56250000000001
49.933;101.56250000000001
50.39;101.56250000000001
50.845;101.56250000000001
51.354;101.56250000000001
51.824;101.56250000000001
52.277;101.56250000000001
52.765;100.9625
53.264;100.36250000000001
53.737;99.7625
54.208;99.16250000000001
54.686;98.5625
55.209;97.9625
55.667;97.36250000000001
56.109;96.7625
56.598;96.16250000000001
57.084;95.5625
57.552;94.9625
58.051;94.3625
58.542;93.7625
59.029;93.1625
59.492;92.5625
60.004;91.9625
60.453;91.3625
60.94;90.7625
61.399;90.1625
61.892;89.5625
62.353;88.96249999999999
62.85;88.3625
63.37;87.7625
63.792;87.1625
64.275;86.5625
64.769;85.96249999999999
65.291;85.3625
65.743;84.76249999999999
66.216;84.1625
66.702;83.5625
67.157;82.96249999999999
67.687;82.3625
68.146;81.76249999999999
68.618;81.1625
69.073;80.56249999999999
69.591;79.96249999999999
70.031;79.36249999999998
70.548;78.76249999999999
71.029;79.36249999999998
71.506;79.96249999999999
71.983;80.56249999999999
72.495;81.1625
72.974;81.76249999999999
73.405;82.3625
73.934;85.9375
74.35;85.9375
74.844;82.03125
75.322;82.03125
75.883;82.03125
76.28;82.03125
76.792;82.03125
77.242;82.03125
77.746;82.03125
78.212;82.03125
78.689;82.03125
79.163;81.43125
79.737;80.83125
80.123;80.23125
80.655;79.63125
81.089;79.03125
81.568;78.43124999999999
82.038;77.83125
82.523;77.23124999999999
83.04;76.63125
83.489;76.03125
83.96;75.43124999999999
84.465;74.83125
84.936;74.23124999999999
85.444;73.63125
85.887;73.03124999999999
86.355;72.43124999999999
86.883;71.83125
87.36;71.23124999999999
87.818;70.63125
88.277;70.03124999999999
88.81;66.40625000000001
89.258;66.40625000000001
89.715;66.40625000000001
90.195;66.40625000000001
90.726;66.40625000000001
91.214;66.40625000000001
91.629;66.40625000000001
92.112;66.40625000000001
92.611;66.40625000000001
93.12;66.40625000000001
93.563;66.40625000000001
94.045;66.40625000000001
94.569;67.00625000000001
95.039;67.60625000000002
95.518;68.20625000000001
95.951;68.80625
96.458;69.40625000000001
96.92;70.00625000000001
97.479;70.60625000000002
97.945;71.20625000000001
98.351;71.80625000000002
98.884;72.40625000000001
99.373;73.00625000000001
99.845;73.60625000000002
100.324;74.20625000000001
100.826;74.80625000000002
101.269;75.40625000000001
101.739;76.00625000000002
102.197;76.60625000000002
102.715;74.21875
103.153;74.21875
103.657;74.21875
104.17;74.21875
104.59;74.21875
105.091;74.21875
105.562;74.21875
106.085;74.21875
106.509;74.21875
107.025;74.21875
