Count;Frequencies leftCheek
36.069;58.59375000000001
36.456;58.59375000000001
36.995;58.59375000000001
37.455;58.59375000000001
37.894;58.59375000000001
38.368;58.59375000000001
38.87;83.98437500000001
39.383;83.98437500000001
39.82;83.98437500000001
40.326;83.98437500000001
40.806;83.98437500000001
41.272;83.98437500000001
41.718;52.73437500000001
42.228;52.73437500000001
42.739;52.73437500000001
43.228;54.6875
43.631;54.6875
44.106;48.828125
44.622;48.828125
45.143;48.828125
45.58;48.828125
46.096;48.828125
46.571;48.828125
47.047;48.828125
47.516;48.828125
47.954;48.828125
48.459;48.828125
49;48.828125
49.403;48.828125
49.948;48.828125
50.36;48.828125
50.834;48.828125
51.339;48.828125
51.814;48.828125
52.363;48.828125
52.769;48.828125
53.318;48.828125
53.794;48.828125
54.27;48.828125
54.712;64.453125
55.163;64.453125
55.775;64.453125
56.177;64.453125
56.584;64.453125
57.101;64.453125
57.574;64.453125
58.161;64.453125
58.598;64.453125
59.011;64.453125
59.631;64.453125
60.006;64.453125
60.45;64.453125
60.966;64.453125
61.404;64.453125
61.95;64.453125
62.358;64.453125
62.865;64.453125
63.303;64.453125
63.843;64.453125
64.286;64.453125
64.744;66.40625000000001
65.223;66.40625000000001
65.704;66.40625000000001
66.26;66.40625000000001
66.669;66.40625000000001
67.143;66.40625000000001
67.628;66.40625000000001
68.165;66.40625000000001
68.686;66.40625000000001
69.192;66.40625000000001
69.665;66.40625000000001
70.042;66.40625000000001
70.597;66.40625000000001
71.035;66.40625000000001
71.585;66.40625000000001
72.064;66.40625000000001
72.461;66.40625000000001
72.993;66.40625000000001
73.496;66.40625000000001
73.865;66.40625000000001
74.436;60.54687500000001
74.876;60.54687500000001
75.347;60.54687500000001
75.865;60.54687500000001
76.269;60.54687500000001
76.783;60.54687500000001
77.354;119.14062500000001
77.755;119.14062500000001
78.201;119.14062500000001
78.739;119.14062500000001
79.245;119.14062500000001
80.059;119.14062500000001
80.193;85.9375
80.605;85.9375
81.145;85.9375
81.6;85.9375
82.031;85.9375
82.623;85.9375
83.029;85.9375
83.47;85.9375
84.028;85.9375
84.574;68.359375
84.944;68.359375
85.455;68.359375
85.938;68.359375
86.388;66.40625000000001
86.907;66.40625000000001
87.417;66.40625000000001
87.859;66.40625000000001
88.307;66.40625000000001
88.828;66.40625000000001
89.237;66.40625000000001
89.712;66.40625000000001
90.22;66.40625000000001
90.694;66.40625000000001
91.176;66.40625000000001
91.657;66.40625000000001
92.13;66.40625000000001
92.613;66.40625000000001
93.23;66.40625000000001
93.605;66.40625000000001
94.08;64.453125
94.52;64.453125
95.109;64.453125
95.481;64.453125
95.991;64.453125
96.569;64.453125
96.978;64.453125
97.459;64.453125
97.903;64.453125
98.353;64.453125
98.908;64.453125
99.323;64.453125
99.834;64.453125
100.274;64.453125
100.779;64.453125
101.273;64.453125
101.756;64.453125
102.241;64.453125
102.762;64.453125
103.264;64.453125
103.667;64.453125
104.222;64.453125
104.602;50.78125000000001
105.152;50.78125000000001
105.605;50.78125000000001
106.052;50.78125000000001
106.593;50.78125000000001
106.997;50.78125000000001
107.531;50.78125000000001
107.974;50.78125000000001
108.535;50.78125000000001
108.945;50.78125000000001
109.469;50.78125000000001
109.912;50.78125000000001
110.385;50.78125000000001
110.894;50.78125000000001
111.304;50.78125000000001
111.786;50.78125000000001
112.335;50.78125000000001
112.825;50.78125000000001
113.242;50.78125000000001
113.738;50.78125000000001
114.323;50.78125000000001
114.76;50.78125000000001
115.165;50.78125000000001
115.666;50.78125000000001
116.102;50.78125000000001
116.615;50.78125000000001
117.106;50.78125000000001
117.548;50.78125000000001
118.03;50.78125000000001
118.51;50.78125000000001
119.066;50.78125000000001
119.537;50.78125000000001
120.026;50.78125000000001
120.467;52.73437500000001
120.978;52.73437500000001
121.457;52.73437500000001
121.868;52.73437500000001
122.438;52.73437500000001
122.916;115.234375
123.397;115.234375
123.834;115.234375
124.273;115.234375
124.811;115.234375
125.258;115.234375
125.788;115.234375
126.305;115.234375
126.679;115.234375
127.194;44.92187500000001
127.669;44.92187500000001
128.146;44.92187500000001
128.585;44.92187500000001
129.37;44.92187500000001
129.604;44.92187500000001
130.22;44.92187500000001
130.502;44.92187500000001
131.008;44.92187500000001
131.527;64.453125
131.965;64.453125
132.445;64.453125
132.955;64.453125
133.503;64.453125
133.917;64.453125
134.388;64.453125
134.892;64.453125
135.341;64.453125
135.851;64.453125
136.341;64.453125
136.782;64.453125
137.267;64.453125
137.71;64.453125
138.202;64.453125
138.681;87.890625
139.195;87.890625
139.842;87.890625
140.146;87.890625
140.654;87.890625
141.126;87.890625
141.636;87.890625
142.101;87.890625
142.504;87.890625
143.328;87.890625
143.469;87.890625
144.142;87.890625
144.514;87.890625
144.994;87.890625
145.397;87.890625
145.938;87.890625
146.352;87.890625
146.829;87.890625
147.333;44.92187500000001
147.88;44.92187500000001
148.297;44.92187500000001
148.788;44.92187500000001
149.233;44.92187500000001
149.74;44.92187500000001
150.218;44.92187500000001
150.666;44.92187500000001
151.291;44.92187500000001
151.662;44.92187500000001
152.21;44.92187500000001
152.688;44.92187500000001
153.128;44.92187500000001
153.61;44.92187500000001
154.026;44.92187500000001
154.589;44.92187500000001
154.996;44.92187500000001
155.512;44.92187500000001
155.987;44.92187500000001
156.425;44.92187500000001
156.929;44.92187500000001
157.438;44.92187500000001
157.915;44.92187500000001
158.434;44.92187500000001
158.908;44.92187500000001
159.387;44.92187500000001
159.797;44.92187500000001
160.301;44.92187500000001
160.764;44.92187500000001
161.24;44.92187500000001
161.776;44.92187500000001
162.259;44.92187500000001
162.777;44.92187500000001
163.224;44.92187500000001
163.74;85.9375
164.111;85.9375
164.761;85.9375
165.097;85.9375
165.635;85.9375
166.035;85.9375
166.584;85.9375
166.989;85.9375
167.559;85.9375
167.974;85.9375
168.48;85.9375
168.922;70.3125
169.4;70.3125
169.985;70.3125
170.356;70.3125
170.908;70.3125
171.348;70.3125
171.823;70.3125
172.269;70.3125
172.895;70.3125
173.303;70.3125
173.751;70.3125
174.191;70.3125
174.704;70.3125
175.218;64.453125
175.661;64.453125
176.118;64.453125
176.61;60.54687500000001
177.091;60.54687500000001
177.563;60.54687500000001
178.056;60.54687500000001
178.572;60.54687500000001
179.047;60.54687500000001
179.483;60.54687500000001
180;60.54687500000001
