time;Pixel forehead
52.769;245.30240856378234,235.65811775200714,238.66413916146297
52.87;245.59328526363225,235.58900405588102,238.90310950878774
53.015;245.09926388579078,235.19629712246262,238.15369172429178
53.116;245.69495722647457,236.12696983340837,239.29491220171093
53.217;244.95774647887325,235.21797451374917,238.42834786496758
53.318;245.08521699819167,235.33476491862567,238.42020795660036
53.386;245.35551075268816,235.75582437275986,238.91375448028674
53.454;245.39067055393585,235.57950213052254,238.59206100022428
53.555;245.26373626373626,235.4305898183449,238.48104956268222
53.689;244.64248936646518,234.85426460711886,237.7277815088426
53.794;245.440589569161,235.9,239.02562358276643
53.896;245.0320498553305,235.2154462497218,238.30580903627865
53.966;245.62599228850078,235.9841233839873,239.13427080970743
54.067;245.20228750840997,235.41107871720118,238.69208342677732
54.168;245.2484821227794,235.5918596806836,238.78052619743647
54.27;245.5453114459186,235.8326961996852,239.03328086350348
54.371;245.45177892145895,236.05728350861492,239.10091743119267
54.439;245.21052631578948,235.40350877192984,238.49707602339183
54.51;245.32986660637576,235.71829075288267,238.93646846032104
54.61;245.67009617535226,235.9861328561843,239.17982554238426
54.712;245.43593160115478,235.54741283588717,238.83544303797467
54.819;245.64844444444444,235.99377777777778,239.45733333333334
54.955;245.4926273458445,235.72542448614834,239.01474530831098
55.059;245.3563959955506,235.77641824249164,239.07119021134594
55.163;245.53013667936366,236.05041451938158,239.0681156172978
55.296;245.63879523488424,236.18363677230838,239.43223196223872
55.368;245.35435368043088,235.82203770197486,238.84066427289048
55.468;245.32379450202794,236.1029743127535,239.0788643533123
55.539;245.2406489409644,235.93645786390266,238.91662911221272
55.607;245.75289575289574,236.27958210311152,239.62343856461504
55.775;246.07651481645289,236.83989385227775,240.09708093763822
55.874;246.05326498774238,236.74214397147315,240.1152217517272
55.975;245.66399286987522,236.16644385026737,239.39616755793227
56.076;246.3638153576898,237.02537737912928,240.3640341281995
56.177;245.96414430268368,236.93466783985923,239.9131104267488
56.38;245.98441273326014,236.71767288693744,239.86059275521404
56.482;246.2696260660398,237.3942707194402,240.61163350098403
56.584;245.69357315200702,236.32243913138845,239.73524895810485
56.652;245.95420683610868,236.80674846625766,240.15578439964943
56.757;245.8633952254642,236.52564102564102,239.80393457117594
56.86;245.61987136837436,236.18141494788202,239.44821468174763
56.966;246.05013368983958,236.53052584670232,239.89104278074868
57.101;245.7711111111111,236.42111111111112,239.68066666666667
57.203;245.74013303769402,236.25432372505543,239.51840354767185
57.269;245.50309734513274,236.04358407079647,239.27300884955753
57.37;245.84844414595926,236.33422878889635,239.48981419297067
57.472;245.4808510638298,235.84658454647257,239.23561030235163
57.574;245.6434490481523,235.90548712206046,239.21478163493842
57.641;245.85964518302268,236.2474736132944,239.58342690321132
57.743;244.93531895976884,234.90931318070682,238.2809513225161
57.845;245.22322030092073,235.29620480574894,238.80956658432518
57.916;245.2683367185737,235.5752651771609,239.06093432633716
58.018;245.58439201451907,235.6687840290381,239.33870235934666
58.161;245.22674418604652,235.58474955277282,238.79516994633275
58.295;245.3471186440678,235.45107344632768,238.91728813559322
58.396;245.4268873271367,235.46814781228747,239.11289956925867
58.498;245.4088647670737,235.56128448665763,239.0137946630484
58.598;245.21536723163842,235.2476836158192,238.819209039548
58.675;245.40334993209598,235.58578542326845,238.94861928474424
58.844;245.5422312556459,235.77619692863595,239.12940379403793
58.944;245.53477868112014,235.7687443541102,239.08581752484193
59.011;245.22957461174883,235.42606347062795,238.67341886112987
59.112;244.84290502793297,235.05787709497207,238.47351955307263
59.212;245.17856338662463,235.04728664715154,238.59896419725288
59.279;245.15671641791045,235.10764360018092,238.7157394843962
59.38;244.7596585804133,234.50067385444743,237.85130278526506
59.456;244.89414666965686,234.8266427450101,238.2778649921507
59.631;245.23563865735525,235.3958098670872,238.61365172336113
59.731;245.0593277690052,235.08301376043312,238.47056169636815
59.832;245.34710930442637,235.23261065943993,238.8107497741644
59.904;245.29431664411368,235.3060442038791,238.5151105096978
60.006;244.90677200902934,235.04446952595936,238.30564334085778
60.11;244.96844003606853,234.86677186654643,238.34287646528404
60.278;245.02265005662514,235.06319365798416,238.5007927519819
60.348;245.0045095828636,234.9413754227734,238.40698985343855
60.45;245.14040632054176,235.26117381489843,238.51963882618512
60.583;244.9535610627372,234.7113194909578,238.0549229738781
60.695;244.96089887640449,234.83887640449439,238.2487640449438
60.832;245.01323760376934,235.13731209333633,238.51581781467354
60.966;244.79308020669512,234.52752190518984,238.09391148056616
61.068;245.22841604350782,235.36687060956265,238.87876727849536
61.17;244.65330848089468,233.97250698974838,237.64678471575024
61.27;244.3196644920783,233.71854613233924,237.32898415657036
61.404;244.37363149312836,233.91754018169112,237.25110645236433
61.506;244.3770222743259,233.9493552168816,237.3955451348183
61.609;244.4187573270809,234.0419695193435,237.28300117233294
61.713;245.02712993812472,234.81675392670158,238.18110423607806
61.848;244.83271974229177,234.748044178555,238.2896916705016
61.95;244.8718592964824,234.89470077661034,238.42485153037916
62.022;244.99772572208323,235.22856493063452,238.82215146690925
62.123;244.79663330300272,234.84417652411284,238.1799363057325
62.257;244.59511861313868,234.4098996350365,237.726049270073
62.358;245.4997732426304,235.7843537414966,239.29750566893424
62.498;245.64684845775594,236.10840411265087,239.55163164953063
62.598;245.5391167899574,236.11678995740866,239.4310692669805
62.699;245.65182186234819,236.41138101664419,239.70647773279353
62.764;245.5654987725954,236.18433385405044,239.59272483820575
62.865;245.71695178849146,236.08331481892913,239.7253943568096
62.999;245.81057073062402,236.27359538085722,239.82700421940928
63.136;245.80965087836336,236.11007338225482,239.84122748499
63.237;246.05477621910487,236.5744822979292,240.16722333556
63.303;246.05405405405406,236.50658923386197,240.03395130667857
63.405;245.44711430496295,235.93644733887268,239.35167302941838
63.505;245.77072072072073,236.22522522522522,239.61441441441443
63.607;245.78298727394508,236.35789238669346,239.76490288010717
63.674;245.46328317987874,235.69952840781497,239.23085560296428
63.743;245.6087346024636,235.9578947368421,239.40627099664053
63.843;245.35812177038866,235.86879352954392,239.3147607279263
64.012;245.5984007107952,235.986006219458,239.5759662372279
64.112;245.58290329818263,235.84025129010544,239.19340363473188
64.183;245.8226557304367,236.3371757925072,239.90157393039237
64.286;245.48755326306346,235.88898856245794,239.2984974209464
64.431;245.9729370008873,236.45740905057676,239.88198757763976
64.569;245.87664217323535,236.37029614785126,239.833444667112
64.672;245.5113484646195,235.6183800623053,239.3871829105474
64.744;245.5264797507788,235.8090787716956,239.37739207832666
64.844;245.92929066905347,236.09554710226,239.83508614902664
64.914;245.38090970199417,235.66300694600045,239.28792292180148
65.019;245.43556353839244,235.7413560844185,239.12954647507857
65.122;245.88179407865664,236.2357490057446,239.76999558108704
65.223;245.62836185819071,236.13402978439655,239.5919093131807
65.391;245.671815536154,236.000895455563,239.39601522274458
65.492;245.25951480080124,235.39572668595594,238.98464277765413
65.596;245.44482058226134,235.84924396298803,239.3642518618822
65.704;245.45811170212767,235.78324468085106,239.38896276595744
65.805;245.28314606741574,235.5208988764045,238.9087640449438
65.88;245.59754189944135,236.00156424581004,239.5217877094972
66.049;245.53066304593798,235.93822131704005,239.41095270423173
66.159;245.42947131608548,235.61259842519686,238.9914510686164
66.26;245.2313937753721,235.4679747406405,238.76206585475867
66.332;245.24194991055455,235.2904740608229,238.77213774597496
66.434;245.09918293236495,235.53790285973673,238.8837948252383
66.567;245.31138266576147,235.76691559176285,239.25933469110657
66.669;244.99234061725613,234.77044379364722,238.49695877449875
66.769;245.1451467268623,235.31286681715576,238.94808126410834
66.87;245.26085011185683,235.10604026845638,238.8586129753915
66.972;245.3995003406768,235.6177606177606,238.98160345219168
67.143;245.47513440860214,235.5994623655914,239.18570788530465
67.242;245.41994572591588,235.36770691994573,239.06761646313885
67.308;245.33827160493829,235.87340067340068,239.2855218855219
67.42;245.55024785939614,236.12505633168092,239.65570076611087
67.523;245.6372438639946,236.06912857464536,239.68453051114614
67.628;245.88523862375138,236.43374028856826,239.96648168701444
67.796;245.7867403314917,236.24243093922652,239.70077348066297
67.896;245.40084481991997,235.48132503334816,239.08870609159626
67.962;245.43914400356664,235.56954971020954,239.36023183236736
68.064;245.57082499444073,236.08650211251947,239.81899043806982
68.165;245.6630362302734,236.20826850411203,239.75305623471883
68.279;245.31889851210303,235.35087719298247,239.0075505218743
68.38;245.7485536270583,236.15109034267914,239.78793947485536
68.516;245.75549633577614,236.19031756606708,239.93271152564958
68.686;245.70268471266917,236.12691368981584,239.7765697803417
68.92;245.69613505108842,235.9775655264327,239.70324300310972
69.024;245.41426978818282,235.71371237458195,239.44905239687847
69.192;245.09609339919174,234.87359676695107,238.7377638078132
69.293;245.3869801084991,235.3991862567812,239.01582278481013
69.358;245.07507844016135,235.07463021066786,238.70887494397132
69.46;244.94866621833668,234.85720690428155,238.59314055144586
69.665;245.01022030433796,235.06064047240517,238.82988871224165
69.773;245.13793874357253,235.44645651687904,239.03957075788063
69.867;245.1151749204907,234.99954566106317,238.81417537482963
69.969;244.94916023604176,235.0671811166591,238.70403994552882
70.042;245.50726612170754,235.52452316076295,239.297229791099
70.117;245.14633048176498,235.34173795587574,238.82890589824405
70.287;245.31706763504312,235.59260099863823,239.1588742623695
70.394;245.68514362657092,235.9710502692998,239.6725763016158
70.497;245.12925783893525,235.3428829235281,238.98872095646288
70.597;245.58246160694412,235.5884709548186,239.44780770086803
70.697;245.47745535714284,235.83035714285714,239.75959821428572
70.8;245.53995535714284,235.78839285714287,239.70848214285715
70.901;245.68839285714284,235.79977678571427,239.52589285714285
70.968;245.21091644204853,235.36163522012578,238.95732255166217
71.035;245.79325742353203,235.98571109622682,239.80040187541863
71.136;245.56103548315107,235.90582459272483,239.41798705646062
71.209;245.38838192744268,235.76296461161806,239.33785889160916
71.31;245.9824403421882,236.36244934714094,240.0488518685277
71.447;245.37396370154605,235.6609903652252,239.36231234595564
71.585;245.28893396439037,235.31913455037187,239.14874915483435
71.923;245.64977578475336,235.96412556053812,239.82600896860987
72.064;245.1858585858586,235.19955106621774,239.16161616161617
72.234;244.93412237606074,234.8747208575257,238.63890129522107
72.461;244.8701857725419,234.91187131853195,238.70616221114636
72.605;244.5860507246377,234.35190217391303,238.27830615942028
72.74;244.74386363636364,234.31522727272727,238.27022727272728
72.84;245.0375085246647,234.76790179586268,238.65742214139578
72.993;244.62364864864864,234.49436936936937,238.22027027027028
73.161;244.69621109607579,234.35453315290934,238.26229138475418
73.261;245.02808607021518,234.78527746319367,238.7338618346546
73.362;245.41702513017884,235.56690061127463,239.4120443740095
73.496;244.86237712243073,234.7077747989276,238.624218051832
73.731;245.28156650911546,235.43033986045464,239.30474904343913
73.865;245.45389275297285,235.65380300650662,239.51783711016378
74.1;245.40057958091842,235.59919750334373,239.70887204636648
74.235;245.30876092314585,235.47501680483978,239.33676898946896
74.335;245.26280323450135,235.4496855345912,239.35624438454627
74.436;245.22321428571428,235.41116071428573,239.32232142857143
74.539;245.571301048873,235.74291452800713,239.7074313769248
74.673;245.12702338129498,235.0478866906475,239.30148381294964
74.774;245.30076542098155,235.14655560558307,239.06235929761368
74.876;245.55091442763603,235.918943328065,239.74847595393993
75.019;245.0395838045691,235.20515720425243,239.19543089798688
75.14;245.11561085972852,235.24660633484163,238.94864253393666
75.245;244.69282967654377,234.58357837593306,238.34901605971498
75.347;245.1233649075327,235.3448353631033,239.30491655390168
75.446;244.760199456029,234.51269265639166,238.37964641885767
75.551;244.44404168554598,234.1812415043045,238.13117353874037
75.656;244.63253285002264,234.41391028545536,238.19823289533304
75.865;244.71884911644767,234.7838695061169,238.5525600362483
75.98;244.9153354632588,234.90164308534915,238.6599726152442
76.13;244.6187183033656,234.41585984324573,238.3250345781466
76.269;244.82620564149227,234.73111919927206,238.71610555050046
76.403;244.78836944127707,234.690763968073,238.57240592930444
76.504;244.5867937372362,234.36033582936238,238.5561606535058
76.574;244.6560786106033,234.4248171846435,238.52445155393053
76.682;244.57084188911705,234.3347022587269,238.20625142596396
76.783;243.88669950738915,233.22730471498946,236.92610837438423
76.883;244.6052817731667,232.82834237208206,235.71846262673898
76.984;244.96463932107497,233.0836869401226,236.14898632720414
77.085;245.0906747891284,233.21415182755388,236.19845360824743
77.185;244.73668224299067,232.57476635514018,235.6247663551402
77.354;244.5878504672897,232.65841121495328,235.6663551401869
77.454;248.31217555450684,237.9027843322322,240.08093440302028
77.554;248.66351693938697,238.66997003917953,240.87854344318967
77.656;248.71670093671463,238.72675348412153,240.9316883710304
77.755;248.52313003452244,238.68101265822784,240.59608745684696
77.832;248.8659370725034,239.27473780209758,241.3408572731418
77.999;248.51337262012692,238.66387126019944,240.84950135992747
78.1;248.57611400135715,238.76543768378195,240.97149966071024
78.201;248.60846681922197,238.59473684210528,240.9858123569794
78.273;248.5109439124487,238.6012311901505,240.83834929320565
78.372;248.89757103574703,239.18583868010998,241.46746104491294
78.473;248.80962199312714,239.1273768613975,241.32394043528063
78.539;248.81363636363636,239.08045454545456,241.3693181818182
78.64;248.89885844748858,239.32785388127854,241.39269406392694
78.739;249.34463794683776,239.8641154903758,242.05614115490377
78.81;248.91794636717856,239.3479257391703,241.5853770341508
78.877;248.76273885350318,238.93607825295723,241.13330300272975
78.944;248.95954285714285,239.24,241.4105142857143
79.086;248.8896237172178,239.24469783352336,241.6884834663626
79.245;248.85209814262782,239.1650997477643,241.42971795459758
79.315;249.1487565594342,239.69609856262835,242.04289299566506
79.387;249.27826875141628,240.089961477453,242.3176977113075
79.488;248.9370581527936,239.28027366020524,241.5122006841505
79.589;249.18303470174644,239.63166250850534,241.84259469267408
80.059;248.96083788706738,239.46288706739526,241.84631147540983
80.193;248.89407744874714,239.2246013667426,241.6642369020501
80.3;249.02741277752605,239.58722247394653,241.95944721341186
80.402;249.14110707803994,239.7529491833031,242.15313067150635
80.505;249.33789237668162,240.1542600896861,242.47466367713005
80.605;249.567217507816,240.4356855739169,242.69472979008486
80.739;249.24493927125505,239.78654970760235,242.02474134053082
80.842;249.23345339936967,239.77352543899144,242.21116614137776
80.942;249.39612000902324,240.03135574103317,242.49131513647643
81.145;249.34140870345448,239.88694481830416,242.32391206819202
81.28;249.20763563295378,239.876534940835,242.24447421299396
81.381;249.1480734767025,239.6478494623656,242.15591397849462
81.482;249.28363228699553,239.92174887892378,242.32399103139014
81.6;249.4336322869955,240.0378923766816,242.53766816143496
81.718;249,239.38479001135073,241.927809307605
81.828;249.14529147982063,239.52735426008968,241.99955156950674
82.031;249.03539426523298,239.33736559139786,241.87432795698925
82.14;249.14131413141314,239.34698469846984,242.06548154815482
82.273;249.25230699977493,239.79428314202116,242.19648885887915
82.375;249.0174129353234,239.30099502487562,242.02148349163275
82.481;249.2160633484163,239.56402714932128,242.3420814479638
82.623;249.3698567856331,239.79495339849967,242.37258467833598
82.79;249.32425686407987,239.39437258906287,242.28863172226005
82.925;249.2798092209857,239.69066545537135,242.25846014081307
83.029;248.81531122217174,238.74284416174467,241.19945479327578
83.133;248.86642352404832,239.07545019375428,241.63300661043994
83.235;248.90563027125597,239.0797811716435,241.42215637109643
83.369;248.89874285714285,238.96434285714287,241.55085714285715
83.47;249.0096551724138,239.34,241.73494252873564
83.571;248.80137457044674,238.9205040091638,241.44696449026347
83.673;248.87026039287346,238.723389675651,241.32412060301507
83.755;248.7824988516307,238.89871382636656,241.32682590721177
83.921;248.81415116011945,238.8318401102688,241.285090742017
84.028;248.95635194118998,239.02113484952906,241.6554100620262
84.102;248.80454754248967,239.14147909967846,241.38056959118052
84.202;248.66036015500342,238.89081376795076,241.120583542284
84.304;248.9021413769284,239.0216440248676,241.40271701588765
84.406;248.40036730945823,238.4022038567493,240.83264462809916
84.574;248.63148233134464,238.57893529141808,241.1418081688848
84.71;248.63843498273877,238.57675489067893,240.90333716915995
84.842;248.61296253734773,238.65502183406113,241.03631349115145
84.944;249.1146217712177,239.39068265682656,241.8279520295203
85.014;249.02718757139593,239.23737719899475,241.67214987434315
85.117;248.8145952109464,238.95530216647663,241.3327251995439
85.183;248.99406798996122,239.31964407939768,241.45562400182524
85.287;248.78496583143507,239.21116173120728,241.35785876993165
85.455;248.57321225879681,238.80953461975028,241.19545970488082
85.558;248.9262313860252,238.97754868270331,241.5028636884307
85.63;248.78530816465772,238.9256311121219,241.5283147600637
85.73;249.12465753424658,239.4783105022831,241.9593607305936
85.83;249.0255416191562,239.33181299885976,241.7388825541619
85.938;249.0027397260274,239.27511415525115,241.79406392694065
86.076;248.68779931584947,238.98586088939567,241.30695553021664
86.177;248.5712651567147,238.8579272477694,241.25051475634865
86.248;248.67000455166135,238.72030040964952,241.1809285389167
86.316;248.50534698521048,238.73606370875996,241.1028441410694
86.388;248.71379859058877,238.764719254376,241.22050466015003
86.562;248.86053412462908,239.08924902990185,241.5628851860306
86.697;248.59744408945687,238.67320858055683,241.1074851665906
86.801;248.64275956284152,238.7634335154827,241.09767759562843
86.907;248.5740153915799,238.67609778180173,240.9626527840652
87.041;248.74123616236162,239.18957564575646,241.41928044280442
87.142;248.6556625401192,238.7716643741403,241.1111875286566
87.243;248.59836437982736,238.726942298955,241.0213539300318
87.417;248.74476797088263,238.90286624203821,241.29572338489535
87.551;248.83721466451465,238.76735070325108,241.32349550380448
87.685;249.03510784763654,239.654199173933,241.84235888022027
87.752;249.1552232041695,239.9993201903467,242.37072286426468
87.859;248.9463601532567,239.40590489069191,241.7516339869281
87.968;249.0955183340878,239.97397012222726,242.23675871435037
88.138;249.28941390277146,239.8584734211722,242.29145842798727
88.206;249.4603534209334,240.21001359311282,242.7605346624377
88.307;249.2622950819672,239.82991803278688,242.35223132969034
88.377;249.1872465074358,239.61063542136097,242.14601171698965
88.446;249.24102911306701,240.07221846084406,242.43489054389528
88.55;249.46795592534292,240.2977288059366,242.64627838992578
88.693;249.3645409317051,239.921302578019,242.48530076888287
88.828;249.373643761302,240.08227848101265,242.52237793851717
88.962;249.13089836660617,239.94396551724137,242.14019963702358
89.035;249.14195298372513,239.80673598553346,242.1751808318264
89.169;249.17547425474254,239.9857723577236,242.24299909665763
89.237;249.18243858052776,239.99567788899,242.39626933575977
89.338;249.16846603688708,239.97210976158345,242.3216374269006
89.508;249.46262626262626,240.3476992143659,242.7115600448934
89.641;249.12446545127167,239.73013729462076,242.0227323880261
89.712;249.15110202226768,239.87616450806635,242.2272210861168
89.784;249.50341530054644,240.2953096539162,242.70878870673954
89.886;249.35472972972974,239.98288288288288,242.35608108108107
89.986;249.21756756756756,239.84346846846847,242.20157657657657
90.153;249.30765795936594,239.83969636079482,242.2502790801518
90.22;248.79077204202832,238.9223389675651,241.32343535861125
90.322;248.74001401541696,238.76267227283344,241.22167717822938
90.389;248.82088857873924,238.73575250058153,241.24703419399862
90.49;248.6869017044128,238.78706514125614,241.18094793369133
90.591;248.65301824988302,238.91343004211512,241.37693027608796
90.694;248.8257416491474,239.1139920579304,241.47745853772483
90.834;248.77469711090401,238.95782851817336,241.42357875116497
90.967;248.3951105937136,238.493131548312,240.82467986030267
91.037;249.32395644283122,239.98162431941924,242.32531760435572
91.106;249.06400721208024,239.6067162497183,241.95560063105702
91.176;249.10831460674157,239.7020224719101,242.11213483146068
91.28;249.40437402365544,240.00914974336087,242.6253068511493
91.381;249.30149854618654,240.05904719302168,242.50883471259226
91.549;249.09143751397272,239.58841940532082,241.86541471048514
91.657;249.46152130269908,240.24849431184475,242.43765335712692
91.758;249.1680596340637,240.00655071154281,242.22520894510956
91.861;249.2017543859649,239.66531713900136,242.0748987854251
91.962;249.1878241262683,239.76888387824127,242.08613303269448
92.063;249.13646633529146,239.67103479439675,241.98034342521464
92.13;249.29665612291006,240.1064166290104,242.36511522819703
92.236;249.34959349593495,240.05352303523034,242.34372177055104
92.404;249.32324373164673,240.2227241924554,242.44725547775016
92.505;249.06840098676832,239.9250953128504,242.18995290423862
92.613;249.3294091011999,240.1107086257641,242.47068145800316
92.749;248.67294751009422,239.07245401525347,241.31673396141767
92.85;248.80241843486198,239.35683321925623,241.4476386036961
92.95;249.03334089362667,239.54093898843274,241.7765933318213
93.056;248.8172288058341,239.42684594348222,241.4004102096627
93.23;248.7621414050147,239.46397108651456,241.55500338829907
93.33;248.80765745355686,239.29542365201632,241.47145446307204
93.402;248.70534698521047,239.13560864618884,241.30147895335608
93.503;248.84013683010264,239.41185860889397,241.563740022805
93.605;248.69036226930965,239.05308726361358,241.25153793574847
93.707;248.95243539903956,239.51932311914018,241.843128287217
93.842;248.87781785392247,239.30027051397656,241.45108205590623
93.978;248.8410702035216,239.07637777269608,241.2398810884976
94.08;249.02939181550983,239.6511417589871,241.768935111915
94.181;248.79199084668193,239.08924485125857,241.32494279176203
94.283;248.822247446084,239.48195232690125,241.44472190692395
94.351;248.47013399954577,238.65614353849648,240.81240063593006
94.451;248.63520582215148,239.16920627700705,241.23970889242665
94.52;248.8255628837844,238.99840800545826,241.23970889242665
94.59;249.01647739924292,239.43063905588954,241.73257626363838
94.694;248.87839353825444,239.48014359434598,241.7323311644604
94.838;248.89112452492733,239.48893360160966,241.71652135032417
95.109;249.17108217332733,239.87157611136058,241.92456219128874
95.243;248.96695886716117,239.45156214879748,241.70442796133963
95.344;248.84817813765181,239.16464237516868,241.4847053531264
95.415;248.878767431399,239.0868196131354,241.44736842105263
95.481;249.16647842782922,239.46781115879827,241.7438445900158
95.581;248.9103805449223,239.06620130601215,241.4271560459356
95.69;249.1292363307727,239.72571170356983,241.90713962946228
95.858;249.01332730969054,239.58323921391462,241.7370679918681
95.991;248.9107021131561,239.3328788911611,241.3692342649398
96.093;248.93415077202542,239.12170753860127,241.38782924613986
96.194;248.69618528610354,238.78088101725703,241.06539509536785
96.26;248.7138649750793,238.8280471227911,241.22791119166288
96.327;248.2126504602313,237.95704507906538,240.13169695539295
96.402;248.06741836974396,237.73103124265916,239.70730561428235
96.569;248.11446212301115,237.8532415103301,239.935882213251
96.671;248.27186761229314,238.28132387706856,240.2390070921986
96.743;248.3119417019276,237.96826516220028,240.2226140103432
96.811;248.33192289609778,238.1264692054537,240.19887165021157
96.878;248.1391984823334,237.75575053355465,239.74365662793454
96.978;248.47301136363637,238.32410037878788,240.3309659090909
97.049;248.8433789954338,239.26666666666668,241.3013698630137
97.122;248.67007730786722,239.03206002728513,241.20964074579354
97.222;249.1726095843743,239.45696116284353,241.60799454917102
97.357;249.2682761732852,239.99503610108303,242.13718411552347
97.459;249.10203170350525,239.6287117660192,241.7758428220585
97.533;249.38634321653188,240.18418688230008,242.2751572327044
97.635;249.0658696142567,239.73200992555832,241.88969095420708
97.769;248.9873873873874,239.46148648648648,241.3900900900901
97.903;249.31663281426316,239.79304897314375,242.0047393364929
98.044;248.88696239585678,239.26885836523306,241.4370637243864
98.145;249.06957892366583,239.49560909705022,241.6942130150867
98.28;249.18860244233377,239.69312528267753,241.73586612392583
98.353;248.36221198156682,238.4278801843318,240.3205069124424
98.526;248.94458672875436,239.43981373690337,241.41559953434225
98.599;248.37675166551804,238.2575235469791,240.1507006662072
98.7;248.47544022242818,238.7312326227989,240.6322984244671
98.801;248.23361034164358,238.0219298245614,239.91666666666666
98.908;248.1263157894737,237.74456140350878,239.69450292397661
99.012;248.3541036968147,237.94024645431296,239.9888398046966
99.145;249.18917679431323,239.60307268975006,241.75372620958495
99.323;249.77197802197801,240.66575091575092,242.8168498168498
99.493;249.8302700249603,240.80644429316996,243.01384161561154
99.594;250.1370018115942,241.43795289855072,243.4952445652174
99.732;249.68043331076507,240.97878582712707,242.92462198149403
99.834;249.0069320214669,239.72383720930233,241.6654740608229
99.968;249.69844444444445,240.62733333333333,242.654
100.07;249.14030443414956,239.8722700198544,241.845576880653
100.274;248.73330384785493,239.23396727111898,241.01747014595313
100.408;248.69823399558499,239.24105960264902,241.10883002207507
100.509;248.61395042772537,238.98749725817066,240.5729326606712
100.577;248.81409557058694,239.40061095352388,241.1058258782457
100.679;248.66717791411043,239.09027169149869,240.6669588080631
100.779;248.4669873196327,238.63205072146917,240.36598163533012
100.886;248.81189640035117,239.16505706760316,241.04719051799825
100.96;248.83435582822085,238.9592462751972,240.77979842243647
101.163;248.58044982698962,238.86137543252596,240.54974048442907
101.273;248.60881965774462,238.60640631856077,240.3494953927161
101.382;248.29139362166885,238.43861948449106,239.9438619484491
101.483;248.4009651239307,238.67251590261023,240.29918841851284
101.583;248.578135331717,238.6777606347807,240.21556094335463
101.651;248.25108695652173,238.40608695652173,239.8454347826087
101.756;248.4493643138974,238.63700131521261,240.14818062253397
101.898;248.20707182320442,238.34519337016576,240.00972375690608
102.064;248.49269911504425,238.85221238938053,240.24469026548672
102.241;248.4481152993348,238.78824833702882,239.92749445676276
102.348;248.2349128296826,238.55520786767994,239.93383996423782
102.451;248.51427938897498,238.58246623865398,240.15784812928936
102.559;248.4868275404029,238.8062873588665,240.38808943989375
102.659;248.09737661182749,238.2792352156514,239.7118719430858
102.762;248.6770646319569,239.24865350089766,240.61310592459606
102.896;248.67062445030783,239.3245382585752,240.68513632365875
103.095;247.8217468805704,237.7909982174688,239.17379679144386
103.264;248.20676608056976,237.97106610282663,239.42109948809258
103.399;248.65220264317182,238.96762114537444,240.43788546255507
103.533;248.3402039007092,238.56892730496455,240.08909574468086
103.667;248.52120535714286,239.06830357142857,240.38125
103.803;248.38158477202302,238.76892430278883,240.12660469234174
103.98;248.71268990169796,239.10388739946382,240.41867739052725
104.222;248.72649384885764,239.19925307557116,240.89784710017574
104.364;248.4987714987715,238.72995309358944,240.30891221800312
104.498;248.71263602043084,238.89562513879636,240.4568065733955
104.602;248.35787366548044,238.23932384341637,239.80160142348754
104.743;248.49755338078293,238.78803380782918,240.21129893238435
104.845;248.30566711289603,238.84024988844266,240.06514948683625
104.945;248.41969831410825,238.57031943212067,240.18611357586514
105.049;248.30726628267612,238.30239255649093,239.91692512184315
105.152;248.2487815684537,238.38635356668144,239.86863092600797
105.253;248.536,238.668,240.2588888888889
105.319;248.4141972578505,238.59155241043786,240.20212295444495
105.435;248.25388716126167,238.3962683251888,240.14482452243448
105.605;248.66518254674978,239.04252003561888,240.6280053428317
105.749;249.02014165559982,239.6166445329792,241.25896414342628
105.886;248.46637458926617,238.5905805038335,240.29441401971522
106.052;248.702052527036,238.71860516442285,240.54380931361732
106.222;248.76402750055445,238.82191173209137,240.60656464848083
106.421;248.8180810990472,239.14092621316198,240.84356304010635
106.593;248.61204605845882,238.8802037201063,240.4911426040744
106.795;248.63606267932025,238.57227984992275,240.35753696755683
106.896;248.70669898633759,238.7342441604231,240.6846628470692
106.997;248.49008373732923,238.79109739973558,240.520934332305
107.098;248.63566062748563,238.5618647812638,240.25209898365003
107.199;248.79090113735782,239.0618985126859,240.920384951881
107.266;248.63533834586465,238.66143299425033,240.46130030959753
107.366;248.4758849557522,238.45309734513273,240.19115044247786
107.531;248.5966814159292,238.81570796460176,240.54424778761063
107.6;248.97513751375138,239.3078107810781,241.03784378437842
107.7;249.0160616061606,239.33883388338833,241.23718371837182
107.771;248.7303985983355,238.70740254051685,240.75558475689883
107.974;248.29613925463067,237.6085695157331,239.6712787324258
108.107;248.87973273942094,238.92160356347438,240.85634743875278
108.177;248.71586879432624,238.82491134751774,240.78169326241135
108.248;248.68919814446653,238.70664899491936,240.64546056991384
108.317;248.7502777160631,238.86003110419907,240.66851810708732
108.421;248.91224172406132,238.9542323928016,240.7782714952233
108.535;248.73938053097345,238.89380530973452,240.44823008849556
108.703;248.66957104557642,238.78686327077747,240.57439678284183
108.774;248.76618784530388,238.76685082872928,240.65767955801104
108.844;248.64081092992507,238.81026884089908,240.3153371529308
108.945;248.71262829094155,238.87059348505133,240.63498438197234
109.054;248.58222517730496,238.41422872340425,240.14472517730496
109.157;248.7685987119698,238.76171441261383,240.3841883188985
109.259;248.7792436235708,238.74560246262092,240.62005277044855
109.369;248.5797648102951,238.6538717550477,240.51519857998667
