time;interpolated Pixel leftCheek
4.712;226.0195309497821,201.38815775558868,208.09680605212026
4.742;225.9100208951312,201.2788344580187,208.0114887716978
4.772;225.80051084048029,201.16951116044876,207.92617149127534
4.802;225.6910007858294,201.06018786287882,207.84085421085288
4.832;225.59971004492144,200.96367477858774,207.7370188822351
4.862;225.5812965589853,200.91840254741217,207.55911136083617
4.892;225.56288307304916,200.87313031623663,207.3812038394372
4.922;225.544469587113,200.82785808506108,207.20329631803827
4.952;225.55864746145303,200.82599021608294,207.19093058594328
4.982;225.58679306162568,200.84272421661797,207.2495113349786
5.012;225.61493866179833,200.85945821715302,207.3080920840139
5.042;225.64308426197098,200.87619221768807,207.3666728330492
5.072;225.67122986214363,200.89292621822312,207.4252535820845
5.102;225.6958470857641,200.91596740216534,207.4856368692197
5.132;225.7028224266235,200.97054450314354,207.55503284685417
5.162;225.7097977674829,201.02512160412172,207.62442882448866
5.192;225.7167731083423,201.07969870509993,207.69382480212317
5.222;225.66073178251867,201.04798574767753,207.64873240192316
5.252;225.58551147118283,200.990010598568,207.568795712817
5.282;225.51029115984696,200.93203544945848,207.48885902371086
5.312;225.43507084851112,200.87406030034896,207.4089223346047
5.342;225.3931433711476,200.81851118699717,207.35158747794662
5.372;225.4288991730529,200.76862282374685,207.34699023033403
5.402;225.46465497495822,200.71873446049653,207.3423929827214
5.432;225.5004107768635,200.66884609724622,207.3377957351088
5.462;225.64410123484967,200.85127430754784,207.4791858197604
5.492;225.79550131112734,201.05029655881745,207.6310035710023
5.522;225.94690138740498,201.2493188100871,207.7828213222442
5.552;225.96796718646715,201.34216791890046,207.84528856703145
5.582;225.88936559707045,201.3538258011297,207.83942895394165
5.612;225.81076400767373,201.3654836833589,207.83356934085185
5.642;225.76026225610548,201.37137423583366,207.83608969458217
5.672;225.82215985585114,201.35419546929063,207.8721299155928
5.702;225.8840574555968,201.3370167027476,207.90817013660347
5.732;225.94595505534247,201.31983793620458,207.94421035761414
5.762;226.00785265508813,201.30265916966158,207.9802505786248
5.792;226.06337811269242,201.28163291676807,208.0097546027859
5.822;225.93411144819646,201.1490295597109,207.84970891830974
5.852;225.80484478370053,201.0164262026537,207.6896632338336
5.882;225.67557811920457,200.8838228455965,207.52961754935745
5.912;225.54631145470861,200.7512194885393,207.3695718648813
5.942;225.51104671056842,200.73333917587755,207.3559112817039
5.972;225.5987075545857,200.86548130588676,207.53367736945563
6.002;225.686368398603,200.99762343589595,207.71144345720737
6.032;225.77402924262032,201.12976556590513,207.88920954495907
6.062;225.8616900866376,201.26190769591435,208.0669756327108
6.092;225.8755228525284,201.1734740086598,208.01726437413873
6.122;225.88680982262176,201.077434258741,207.9597090691417
6.152;225.8980967927151,200.9813945088222,207.90215376414466
6.182;225.79900224431614,200.8460532188508,207.75160657885547
6.212;225.6033238672364,200.67632308133344,207.5196914983106
6.242;225.40764549015668,200.50659294381606,207.28777641776577
6.272;225.21196711307695,200.33686280629865,207.0558613372209
6.302;224.9990253206094,200.15739466891728,206.805875738219
6.332;224.63071278965143,199.89028453275998,206.39325547310327
6.362;224.26240025869348,199.62317439660265,205.98063520798752
6.392;223.89408772773552,199.35606426044535,205.5680149428718
6.422;223.86955887995458,199.4506104234624,205.60543803330697
6.452;224.107923436956,199.82171728584808,205.98701192504575
6.482;224.34628799395747,200.19282414823377,206.36858581678453
6.512;224.60350723526903,200.55118459817146,206.736822633209
6.542;224.9549998981313,200.84581298586903,207.0383740730618
6.572;225.30649256099355,201.14044137356663,207.33992551291462
6.602;225.65798522385577,201.43506976126423,207.64147695276742
6.632;226.00947788671803,201.72969814896183,207.94302839262025
6.662;225.6462349221913,201.43677450771509,207.62928272026312
6.692;224.97667668878356,200.89204285406365,207.0518382855303
6.722;224.30711845537584,200.3473112004122,206.4743938507975
6.752;223.89771304018407,199.98017894148782,206.1148220877816
6.782;224.00861326142424,199.96824547201751,206.19099566819952
6.812;224.1195134826644,199.9563120025472,206.26716924861745
6.842;224.23041370390456,199.9443785330769,206.34334282903538
6.872;224.34131392514473,199.9324450636066,206.4195164094533
6.902;224.4522141463849,199.9205115941363,206.49568998987124
6.932;224.37273876229884,199.79161405428238,206.3668682237986
6.962;224.21167383307295,199.6125890556926,206.15019130923002
6.992;224.0506089038471,199.43356405710284,205.93351439466144
7.022;223.8895439746212,199.25453905851307,205.71683748009286
7.052;223.8177017617662,199.16195731049652,205.60252373995615
7.082;224.03901990270103,199.35340338579192,205.82454614438126
7.112;224.2603380436359,199.54484946108732,206.04656854880636
7.142;224.48165618457074,199.7362955363827,206.26859095323144
7.172;224.70297432550558,199.9277416116781,206.49061335765654
7.202;224.60914634246907,199.83275996018577,206.39565400515363
7.232;224.41940432170213,199.65060465271458,206.20422194402045
7.262;224.22966230093522,199.46844934524336,206.01278988288723
7.292;224.03992028016827,199.28629403777217,205.82135782175405
7.322;223.7910658250349,199.02358624609263,205.5261543717086
7.352;223.34798479984036,198.49620600630016,204.8899877866657
7.382;222.90490377464585,197.96882576650765,204.2538212016228
7.412;222.4618227494513,197.44144552671517,203.61765461657993
7.442;222.01874172425676,196.91406528692266,202.98148803153703
7.472;221.78238547399573,196.68660816666815,202.70793577339413
7.502;221.66571198816985,196.63279074719875,202.64431812556177
7.532;221.54903850234396,196.57897332772936,202.58070047772944
7.562;221.4323650165181,196.52515590826,202.51708282989708
7.592;221.31365806551864,196.4592373144229,202.44886992435025
7.622;221.17664992795682,196.28440815127655,202.3392996993731
7.652;221.039641790395,196.10957898813024,202.22972947439595
7.682;220.90263365283317,195.9347498249839,202.1201592494188
7.712;220.91164197973555,195.8948587964726,202.14743021389515
7.742;221.26135539038773,196.169823415443,202.49399728709628
7.772;221.61106880103992,196.44478803441342,202.8405643602974
7.802;221.96078221169208,196.71975265338384,203.18713143349854
7.832;222.06716375490885,196.94588844721605,203.34399253841656
7.862;222.1651545440761,197.17034048845733,203.49431205822137
7.892;222.2631453332434,197.39479252969858,203.64463157802618
7.922;222.36140766071202,197.58780791332103,203.81042165356988
7.952;222.46056218545664,197.6775314219103,204.02704355511267
7.982;222.55971671020123,197.76725493049955,204.24366545665544
8.012;222.65887123494582,197.85697843908883,204.46028735819823
8.042;222.84832658004336,198.0391967645704,204.64533377709
8.072;223.0558420892115,198.23991405343045,204.8240650994516
8.102;223.26335759837963,198.4406313422905,205.00279642181317
8.132;223.47087310754776,198.64134863115052,205.18152774417473
8.162;223.66156269617534,198.85119333091586,205.3429486054736
8.192;223.8186004437218,199.07929285249173,205.46974854464708
8.222;223.97563819126827,199.30739237406763,205.59654848382053
8.252;224.13267593881474,199.5354918956435,205.72334842299398
8.282;223.8760020992213,199.2878719241341,205.49513064130804
8.312;223.5159003628429,198.9213220793534,205.17815842940723
8.342;223.1557986264645,198.55477223457265,204.86118621750646
8.372;222.92977486923834,198.3784103259267,204.6717275259754
8.402;222.85698308818624,198.41940605857758,204.62799857200974
8.432;222.78419130713414,198.46040179122846,204.58426961804412
8.462;222.76768337893859,198.54567212140833,204.60256866843486
8.492;223.53914939073502,199.250786816994,205.48925977981483
8.522;224.31061540253143,199.95590151257971,206.3759508911948
8.552;224.02206011377928,199.7288056615037,206.18091158527116
8.582;223.57042462494275,199.35829280324901,205.81945221514692
8.612;223.11878913610622,198.9877799449943,205.45799284502272
8.642;222.91056378479388,198.8024530399924,205.32298879921055
8.672;223.12277412556878,198.93699278151814,205.57913485902824
8.702;223.33498446634368,199.07153252304389,205.83528091884594
8.732;223.5471948071186,199.20607226456963,206.09142697866363
8.762;223.75940514789352,199.34061200609537,206.34757303848136
8.792;223.50611385985863,199.01456365377524,205.90755083798277
8.822;223.20110016862265,198.63733884658333,205.39017660856015
8.852;222.89608647738666,198.26011403939142,204.87280237913754
8.882;222.59107278615068,197.88288923219952,204.35542814971492
8.912;222.63057080246443,197.88473942689805,204.2984209341949
8.942;223.1205841286509,198.3823030856072,204.84343212147056
8.972;223.6105974548374,198.87986674431636,205.3884433087462
9.002;224.07318437871248,199.37192829635063,205.92036017053016
9.032;223.74040563555712,199.70442875481388,206.07254159305532
9.062;223.4076268924018,200.0369292132771,206.22472301558048
9.092;223.07484814924646,200.36942967174033,206.37690443810564
9.122;223.2191911544404,200.6846863048625,206.63630941540703
9.152;223.602095033809,200.99132102531416,206.94932617009653
9.182;223.98499891317758,201.2979557457658,207.26234292478603
9.212;224.10630437469106,201.39630066732576,207.39557834898665
9.242;223.70441300049433,201.0780659911023,207.1692511122096
9.272;223.3025216262976,200.75983131487888,206.94292387543254
9.302;222.90063025210085,200.44159663865545,206.71659663865546
9.332;223.09145773440957,200.44094999842042,206.76024880346876
9.362;223.28228521671826,200.4403033581854,206.80390096828205
9.392;223.47311269902698,200.43965671795033,206.84755313309535
9.422;222.9910395136778,199.965768475901,206.25497976552325
9.452;222.34074116141417,199.37356983339808,205.50335001485476
9.482;221.69044280915054,198.78137119089516,204.7517202641863
9.512;221.11976144422954,198.14716956802062,204.14757575757577
9.542;220.64007092198582,197.4649645390071,203.71198581560284
9.572;220.59799612343045,197.3205989961349,203.7465409297313
9.602;221.75936456501802,198.6552920401514,205.07399494813862
9.632;222.9207330066056,199.9899850841679,206.40144896654593
9.662;223.69170220361178,200.66123053987502,206.9794974511028
9.692;224.46267140061795,201.33247599558214,207.55754593565965
9.722;224.74433945545238,201.60182742841258,207.89772765251155
9.752;224.87708977136495,201.74886328906314,208.1655151357141
9.782;224.96931281919498,201.88279771866294,208.39574839224426
9.812;224.9669722414991,201.98616214247767,208.53835511987222
9.842;224.96463166380323,202.0895265662924,208.68096184750019
9.872;224.96229108610734,202.1928909901071,208.82356857512815
9.902;224.95995050841148,202.2962554139218,208.9661753027561
9.932;224.89526930643183,202.19598787711635,208.82197202890708
9.962;224.8150029483812,202.04481235015584,208.60606625468876
9.992;224.73473659033058,201.89363682319532,208.39016048047046
10.022;224.6451129080199,201.76402829403588,208.2145822087195
10.052;224.54479514084053,201.6590677623634,208.08509251121689
10.082;224.4444773736612,201.5541072306909,207.95560281371428
10.112;224.35002496024194,201.4569977244747,207.83350293633407
10.142;224.33768749946424,201.46980257464602,207.8148605406673
10.172;224.3253500386865,201.4826074248174,207.79621814500052
10.202;224.3130125779088,201.49541227498872,207.77757574933375
10.232;224.3006751171311,201.50821712516006,207.75893335366698
10.262;224.2883376563534,201.52102197533142,207.7402909580002
10.292;224.28610061614884,201.539700413151,207.80860122580432
10.322;224.2939639965174,201.56425243861878,207.96386415707934
10.352;224.30182737688597,201.5888044640866,208.11912708835433
10.382;224.1704176373561,201.4402708759452,208.06406093873062
10.412;223.48191541823252,200.59939483336697,207.16767846551207
10.442;222.79341319910893,199.75851879078874,206.27129599229352
10.472;222.47011504447204,199.45274716920815,205.96232153844855
10.502;222.2030021305254,199.2292993047041,205.7437175491226
10.532;222.3624933276792,199.42922119921636,205.9462698460916
10.562;222.76896585231225,199.87425190158018,206.392649466705
10.592;223.1754383769453,200.31928260394398,206.8390290873184
10.622;223.56373405720632,200.74217804415022,207.2636614911818
10.652;223.42490125067852,200.52315088178688,207.05762460929552
10.682;223.2860684441507,200.3041237194235,206.85158772740922
10.712;223.14723563762288,200.08509655706015,206.6455508455229
10.742;223.4987458775559,200.3718647476608,207.08947628502938
10.772;224.134138933861,200.95146182681955,207.909695700079
10.802;224.7695319901661,201.53105890597828,208.72991511512862
10.832;225.1228480000825,201.84860188530126,209.19453242968314
10.862;224.54933942900757,201.3051099651639,208.49074284261093
10.892;223.9758308579326,200.7616180450265,207.7869532555387
10.922;223.40232228685767,200.21812612488912,207.08316366846648
10.952;223.40735760805256,200.32605818737017,207.19569820346246
10.982;223.58847150515564,200.63224972282202,207.5566792103922
11.012;223.76958540225874,200.93844125827388,207.91766021732195
11.042;223.87547329340276,201.14194271617777,208.13997425071096
11.072;223.86852217560815,201.19140905775973,208.15428782378885
11.102;223.86157105781356,201.2408753993417,208.16860139686673
11.132;223.83662373336327,201.27068588339355,208.162843207745
11.162;223.28978641589705,200.73047649907275,207.57500391483433
11.192;222.74294909843087,200.19026711475198,206.98716462192365
11.222;222.19611178096466,199.6500577304312,206.39932532901298
11.252;221.64927446349847,199.10984834611043,205.8114860361023
11.282;221.27110694001638,198.6917237182569,205.34372681115326
11.312;221.18427815159777,198.48447276066494,205.08337861268333
11.342;221.09744936317912,198.277221803073,204.82303041421338
11.372;221.0106205747605,198.06997084548104,204.56268221574345
11.402;221.06931288270195,198.12292313683884,204.66797893764428
11.432;221.1280051906434,198.17587542819663,204.77327565954513
11.462;221.18669749858483,198.22882771955443,204.87857238144596
11.492;221.2803076841193,198.34431854819815,205.0444661567469
11.522;221.39413348299706,198.49601589842842,205.2454424366479
11.552;221.51588378963558,198.64623646781845,205.4413768653452
11.582;221.64952085791523,198.794241865948,205.62974851723698
11.612;221.7831579261949,198.9422472640776,205.81812016912875
11.642;221.92059395695216,199.09244503983476,206.00447264699602
11.672;222.16819989955934,199.3062217667922,206.1322690781532
11.702;222.41580584216652,199.5199984937496,206.26006550931035
11.732;222.6634117847737,199.73377522070703,206.3878619404675
11.762;222.81433665832088,199.91453149424296,206.5547527779434
11.792;222.91692099733808,200.07877754106818,206.74119081857867
11.822;223.01267979369726,200.2313623039477,206.91457988978306
11.852;223.01288099284443,200.22068909158762,206.90528338895467
11.882;223.01308219199163,200.21001587922754,206.8959868881263
11.912;223.01328339113883,200.19934266686747,206.88669038729793
11.942;223.01348459028603,200.1886694545074,206.87739388646955
11.972;222.7676021710648,199.99995343533425,206.6762345837972
12.002;222.35766400626463,199.6925422116191,206.34716674656218
12.032;221.9477258414645,199.38513098790392,206.01809890932716
12.062;221.5512156168974,199.0876317489676,205.69695812635905
12.092;221.544115659089,199.0775800686174,205.6057019171305
12.122;221.53701570128058,199.06752838826725,205.51444570790193
12.152;221.52991574347217,199.0574767079171,205.42318949867337
12.182;221.535030319957,198.99826159937598,205.38912529850947
12.212;221.55083261394847,198.89602849116778,205.40510410627712
12.242;221.5666349079399,198.79379538295962,205.4210829140448
12.272;221.61469903770623,198.75218005367898,205.4762132320852
12.302;221.7687663421614,198.90973742658886,205.659984226736
12.332;221.92283364661654,199.06729479949877,205.8437552213868
12.362;222.0769009510717,199.22485217240865,206.02752621603761
12.392;222.23096825552688,199.38240954531852,206.2112972106884
12.422;222.38348467225245,199.48876604348328,206.38475549435725
12.452;222.53552907966898,199.57953966672562,206.55507512685764
12.482;222.68757348708553,199.67031328996794,206.72539475935804
12.512;222.5913880283327,199.5596712605671,206.62834715795097
12.542;222.0664418916509,199.10112946750982,206.06948342524913
12.572;221.62301832406834,198.71765836250086,205.5962413927207
12.602;221.70949145563105,198.82214672980578,205.6795404113193
12.632;221.79596458719374,198.9266350971107,205.76283942991788
12.662;221.69998333525945,198.81330238706659,205.58340804135258
12.692;221.53765503478078,198.62076201253188,205.3084383229095
12.722;221.17593985437307,198.3073303184345,204.99239221890784
12.752;220.63976115402747,197.88811871971978,204.64040427754242
12.782;220.07138708350283,197.42605367020465,204.20490623075585
12.812;219.2937431068146,196.68544119048687,203.2265924987319
12.842;218.51609913012632,195.9448287107691,202.24827876670795
12.872;218.760302178167,196.2304574118827,202.49174172921113
12.902;219.07749429940256,196.58938905448426,202.8224744556091
12.932;219.39468642063815,196.94832069708585,203.15320718200707
12.962;219.45641959469683,196.9750395170177,203.24496549693717
12.992;219.29462618997567,196.71107211711362,203.12762120183294
13.022;219.13283278525452,196.44710471720953,203.01027690672868
13.052;218.9769967206813,196.19359391704404,202.89772850124325
13.082;218.90456341817918,196.08647551321937,202.85232255042104
13.112;218.83213011567707,195.97935710939473,202.8069165995988
13.142;218.74314708926303,195.83306425516056,202.66798012568853
13.172;218.65002663187104,195.67697778832405,202.50566102100623
13.202;218.55690617447905,195.52089132148754,202.34334191632394
13.232;218.59526240584898,195.54937876223383,202.35343213112608
13.262;218.94039757766345,196.0085386540067,202.76581075805848
13.292;219.28553274947794,196.46769854577957,203.1781893849909
13.322;219.6306679212924,196.92685843755245,203.59056801192332
13.352;219.2331513713253,196.6044911156396,203.22914498329447
13.382;218.7825882698024,196.22630042132062,202.81245040783983
13.412;218.3320251682795,195.84810972700166,202.3957558323852
13.442;217.88146206675657,195.46991903268267,201.97906125693055
13.472;217.7973607806739,195.36852692381217,201.88663162103924
13.502;218.19247879170535,195.62910219591274,202.21824075226925
13.532;218.5875968027368,195.88967746801333,202.5498498834993
13.562;218.9510455595332,196.1316702066496,202.8523230838817
13.592;218.39608594351307,195.83476947482063,202.30985428968435
13.622;217.84112632749293,195.5378687429917,201.76738549548696
13.652;218.06960095696053,195.7074010057586,202.04393698282493
13.682;218.53651209592437,196.018891136446,202.56975551236934
13.712;218.80200682896248,196.2104243067188,202.8700798450406
13.742;218.8373113837998,196.2648638079463,202.91269652414263
13.772;218.87261593863713,196.31930330917385,202.95531320324466
13.802;218.91902081288583,196.38417725913038,203.01174956731245
13.832;219.06532856183694,196.5429612476481,203.1925630960723
13.862;219.21163631078804,196.70174523616583,203.37337662483213
13.892;219.35794405973917,196.86052922468355,203.55419015359195
13.922;219.79071271572778,197.23024244662045,204.0061985320626
13.952;220.3276489742755,197.67665720798252,204.556823219519
13.982;220.86458523282317,198.12307196934455,205.10744790697538
14.012;221.2116630793044,198.4769612234032,205.49208679996408
14.042;221.27395330768593,198.69206221650674,205.62774700125127
14.072;221.33624353606743,198.90716320961027,205.76340720253842
14.102;221.39853376444893,199.12226420271384,205.89906740382557
14.132;221.46082399283046,199.33736519581737,206.03472760511275
14.162;220.97754551566925,198.81254272207593,205.534846474812
14.192;220.43364829344776,198.20550652979617,204.96434964100155
14.222;220.0285886485184,197.73466003462076,204.48249581223993
14.252;219.80508583543252,197.44190775873565,204.11655975931149
14.282;219.58158302234665,197.14915548285055,203.750623706383
14.312;219.35615133106361,196.8582676563658,203.38735984058246
14.342;219.07478217206273,196.62144886249143,203.10158940149125
14.372;218.79341301306184,196.38463006861707,202.81581896240002
14.402;218.51204385406095,196.1478112747427,202.5300485233088
14.432;218.37262389707212,196.13544375803545,202.41550209242024
14.462;218.3041785410893,196.23530187991173,202.38656766563298
14.492;218.23573318510648,196.335160001788,202.35763323884572
14.522;218.2698256684169,196.43504798245718,202.4138625604517
14.552;218.54317311007816,196.53500563364304,202.6688072949752
14.582;218.81652055173944,196.6349632848289,202.92375202949873
14.612;219.0898679934007,196.73492093601476,203.17869676402222
14.642;218.76857295021,196.44626303891175,202.86087355357023
14.672;218.40480344381558,196.12984688835957,202.50213834704857
14.702;218.04103393742116,195.81343073780735,202.14340314052689
14.732;218.02489387825779,195.8300592837195,202.19261568042035
14.762;218.3129295854216,196.13810193903788,202.59878249842706
14.792;218.38601835574946,196.22849835611342,202.71348590702783
14.822;218.08783514426975,195.94296036167862,202.32475251756387
14.852;217.78965193279,195.6574223672438,201.9360191280999
14.882;217.6282304487539,195.574964768677,201.84683027758308
14.912;217.47152488635376,195.49950994238154,201.76797054909892
14.942;217.31481932395363,195.42405511608607,201.68911082061476
